res_hall,remaining,total,num_picks
New Pembroke #2,19,19,4
Champlin,7,7,4
No Show,38,41,4
Woolley,30,30,4
Grad Center C,18,18,4
Grad Center A,17,17,4
Drop to 408,1,1,4
Metcalf,34,45,4
Drop to 112,1,1,4
Plantations House,8,10,4
Grad Center B,18,18,4
Drop to 150,1,1,4
Drop to 288,1,1,4
Slater Hall,17,22,4
Drop to 588,1,1,4
Drop to 286,1,2,4
Sears House,25,25,4
Drop to 422,1,1,4
Jameson House,11,11,4
Chapin House,16,16,4
Gregorian Quad A,41,51,4
Drop to 602,1,1,4
Drop to 15,0,1,4
Gregorian Quad B,40,51,4
Barbour Hall,15,17,4
111 Brown Street,6,6,4
Minden,50,59,4
Bronson House,8,8,4
Drop to 535,1,1,4
New Pembroke #4,22,22,4
Archibald House,13,13,4
Drop to 640,1,1,4
Emery,12,15,4
Young Orchard #10,13,13,4
West Andrews,22,27,4
Poland House,17,18,4
Drop to 447,1,1,4
New Pembroke #1,17,17,4
Wayland House,11,16,4
Drop to 513,1,1,4
Drop to 372,1,1,4
Drop to 370,1,1,4
Everett House,6,6,4
Drop to 350,1,1,4
Grad Center D,19,19,4
Barbour Hall Apartments,27,29,4
Drop to 415,1,1,4
Hegeman,39,39,4
Drop to 223,1,1,4
Drop to 482,1,1,4
Diman House,28,28,4
East Andrews,30,32,4
Pass,54,54,4
Machado,10,10,4
Drop to 691,1,1,4
Mead House,8,8,4
Drop to 393,1,1,4
Drop to 354,1,1,4
Caswell Hall,40,40,5
Olney House,15,15,5
Harkness House,22,22,5
Drop to 198,1,1,5
Marcy House,15,15,5
Goddard House,35,35,5
New Pembroke #3,10,10,5
Young Orchard #4,14,14,5
Drop to 305,1,1,5
Young Orchard #2,8,13,5
Hope College,12,12,5
Morriss Hall,3,4,5
New Pembroke #2,19,19,5
Champlin,7,7,5
No Show,38,41,5
Woolley,29,30,5
Grad Center C,18,18,5
Grad Center A,17,17,5
Drop to 408,1,1,5
Metcalf,34,45,5
Drop to 112,1,1,5
Plantations House,8,10,5
Grad Center B,18,18,5
Drop to 150,1,1,5
Drop to 288,1,1,5
Slater Hall,16,22,5
Drop to 588,1,1,5
Drop to 286,1,2,5
Sears House,25,25,5
Drop to 422,1,1,5
Jameson House,11,11,5
Chapin House,16,16,5
Gregorian Quad A,38,51,5
Drop to 602,1,1,5
Drop to 15,0,1,5
Gregorian Quad B,32,51,5
Barbour Hall,15,17,5
111 Brown Street,6,6,5
Minden,48,59,5
Bronson House,8,8,5
Drop to 535,1,1,5
New Pembroke #4,22,22,5
Archibald House,13,13,5
Drop to 640,1,1,5
Emery,12,15,5
Young Orchard #10,13,13,5
West Andrews,22,27,5
Poland House,17,18,5
Drop to 447,1,1,5
New Pembroke #1,17,17,5
Wayland House,10,16,5
Drop to 513,1,1,5
Drop to 372,1,1,5
Drop to 370,1,1,5
Everett House,6,6,5
Drop to 350,1,1,5
Grad Center D,19,19,5
Barbour Hall Apartments,27,29,5
Drop to 415,1,1,5
Hegeman,37,39,5
Drop to 223,1,1,5
Drop to 482,1,1,5
Diman House,28,28,5
East Andrews,30,32,5
Pass,54,54,5
Machado,10,10,5
Drop to 691,1,1,5
Mead House,8,8,5
Drop to 393,1,1,5
Drop to 354,1,1,5
Caswell Hall,40,40,6
Olney House,15,15,6
Harkness House,22,22,6
Drop to 198,1,1,6
Marcy House,15,15,6
Goddard House,35,35,6
New Pembroke #3,10,10,6
Young Orchard #4,14,14,6
Drop to 305,1,1,6
Young Orchard #2,7,13,6
Hope College,12,12,6
Morriss Hall,3,4,6
New Pembroke #2,19,19,6
Champlin,7,7,6
No Show,38,41,6
Woolley,29,30,6
Grad Center C,18,18,6
Grad Center A,17,17,6
Drop to 408,1,1,6
Metcalf,31,45,6
Drop to 112,1,1,6
Plantations House,8,10,6
Grad Center B,18,18,6
Drop to 150,1,1,6
Drop to 288,1,1,6
Slater Hall,16,22,6
Drop to 588,1,1,6
Drop to 286,1,2,6
Sears House,25,25,6
Drop to 422,1,1,6
Jameson House,11,11,6
Chapin House,16,16,6
Gregorian Quad A,34,51,6
Drop to 602,1,1,6
Drop to 15,0,1,6
Gregorian Quad B,31,51,6
Barbour Hall,15,17,6
111 Brown Street,6,6,6
Minden,48,59,6
Bronson House,8,8,6
Drop to 535,1,1,6
New Pembroke #4,22,22,6
Archibald House,13,13,6
Drop to 640,1,1,6
Emery,11,15,6
Young Orchard #10,12,13,6
West Andrews,19,27,6
Poland House,17,18,6
Drop to 447,1,1,6
New Pembroke #1,17,17,6
Wayland House,10,16,6
Drop to 513,1,1,6
Drop to 372,1,1,6
Drop to 370,1,1,6
Everett House,6,6,6
Drop to 350,1,1,6
Grad Center D,19,19,6
Barbour Hall Apartments,26,29,6
Drop to 415,1,1,6
Hegeman,36,39,6
Drop to 223,1,1,6
Drop to 482,1,1,6
Diman House,28,28,6
East Andrews,28,32,6
Pass,54,54,6
Machado,10,10,6
Drop to 691,1,1,6
Mead House,8,8,6
Drop to 393,1,1,6
Drop to 354,1,1,6
Caswell Hall,40,40,7
Olney House,15,15,7
Harkness House,22,22,7
Drop to 198,1,1,7
Marcy House,15,15,7
Goddard House,35,35,7
New Pembroke #3,10,10,7
Young Orchard #4,14,14,7
Drop to 305,1,1,7
Young Orchard #2,3,13,7
Hope College,12,12,7
Morriss Hall,3,4,7
New Pembroke #2,19,19,7
Champlin,7,7,7
No Show,38,41,7
Woolley,29,30,7
Grad Center C,18,18,7
Grad Center A,17,17,7
Drop to 408,1,1,7
Metcalf,28,45,7
Drop to 112,1,1,7
Plantations House,8,10,7
Grad Center B,18,18,7
Drop to 150,1,1,7
Drop to 288,1,1,7
Slater Hall,16,22,7
Drop to 588,1,1,7
Drop to 286,1,2,7
Sears House,24,25,7
Drop to 422,1,1,7
Jameson House,11,11,7
Chapin House,16,16,7
Gregorian Quad A,31,51,7
Drop to 602,1,1,7
Drop to 15,0,1,7
Gregorian Quad B,30,51,7
Barbour Hall,15,17,7
111 Brown Street,6,6,7
Minden,44,59,7
Bronson House,8,8,7
Drop to 535,1,1,7
New Pembroke #4,22,22,7
Archibald House,13,13,7
Drop to 640,1,1,7
Emery,6,15,7
Young Orchard #10,12,13,7
West Andrews,19,27,7
Poland House,17,18,7
Drop to 447,1,1,7
New Pembroke #1,17,17,7
Wayland House,10,16,7
Drop to 513,1,1,7
Drop to 372,1,1,7
Drop to 370,1,1,7
Everett House,6,6,7
Drop to 350,1,1,7
Grad Center D,19,19,7
Barbour Hall Apartments,26,29,7
Drop to 415,1,1,7
Hegeman,36,39,7
Drop to 223,1,1,7
Drop to 482,1,1,7
Diman House,28,28,7
East Andrews,26,32,7
Pass,54,54,7
Machado,10,10,7
Drop to 691,1,1,7
Mead House,8,8,7
Drop to 393,1,1,7
Drop to 354,1,1,7
Caswell Hall,40,40,7
Olney House,15,15,7
Harkness House,22,22,7
Drop to 198,1,1,7
Marcy House,15,15,7
Goddard House,35,35,7
New Pembroke #3,10,10,7
Young Orchard #4,14,14,7
Drop to 305,1,1,7
Young Orchard #2,3,13,7
Hope College,12,12,7
Morriss Hall,3,4,7
New Pembroke #2,19,19,7
Champlin,7,7,7
No Show,38,41,7
Woolley,29,30,7
Grad Center C,18,18,7
Grad Center A,17,17,7
Drop to 408,1,1,7
Metcalf,28,45,7
Drop to 112,1,1,7
Plantations House,8,10,7
Grad Center B,18,18,7
Drop to 150,1,1,7
Drop to 288,1,1,7
Slater Hall,16,22,7
Drop to 588,1,1,7
Drop to 286,1,2,7
Sears House,24,25,7
Drop to 422,1,1,7
Jameson House,11,11,7
Chapin House,16,16,7
Gregorian Quad A,31,51,7
Drop to 602,1,1,7
Drop to 15,0,1,7
Gregorian Quad B,30,51,7
Barbour Hall,15,17,7
111 Brown Street,6,6,7
Minden,44,59,7
Bronson House,8,8,7
Drop to 535,1,1,7
New Pembroke #4,22,22,7
Archibald House,13,13,7
Drop to 640,1,1,7
Emery,6,15,7
Young Orchard #10,12,13,7
West Andrews,19,27,7
Poland House,17,18,7
Drop to 447,1,1,7
New Pembroke #1,17,17,7
Wayland House,10,16,7
Drop to 513,1,1,7
Drop to 372,1,1,7
Drop to 370,1,1,7
Everett House,6,6,7
Drop to 350,1,1,7
Grad Center D,19,19,7
Barbour Hall Apartments,26,29,7
Drop to 415,1,1,7
Hegeman,36,39,7
Drop to 223,1,1,7
Drop to 482,1,1,7
Diman House,28,28,7
East Andrews,25,32,7
Pass,54,54,7
Machado,10,10,7
Drop to 691,1,1,7
Mead House,8,8,7
Drop to 393,1,1,7
Drop to 354,1,1,7
Caswell Hall,40,40,8
Olney House,15,15,8
Harkness House,22,22,8
Drop to 198,1,1,8
Marcy House,15,15,8
Goddard House,35,35,8
New Pembroke #3,10,10,8
Young Orchard #4,14,14,8
Drop to 305,1,1,8
Young Orchard #2,1,13,8
Hope College,12,12,8
Morriss Hall,3,4,8
New Pembroke #2,19,19,8
Champlin,7,7,8
No Show,34,41,8
Woolley,29,30,8
Grad Center C,18,18,8
Grad Center A,17,17,8
Drop to 408,1,1,8
Metcalf,27,45,8
Drop to 112,0,1,8
Plantations House,8,10,8
Grad Center B,18,18,8
Drop to 150,1,1,8
Drop to 288,1,1,8
Slater Hall,16,22,8
Drop to 588,1,1,8
Drop to 286,1,2,8
Sears House,24,25,8
Drop to 422,1,1,8
Jameson House,11,11,8
Chapin House,16,16,8
Gregorian Quad A,26,51,8
Drop to 602,1,1,8
Drop to 15,0,1,8
Gregorian Quad B,29,51,8
Barbour Hall,15,17,8
111 Brown Street,6,6,8
Minden,44,59,8
Bronson House,8,8,8
Drop to 535,1,1,8
New Pembroke #4,22,22,8
Archibald House,13,13,8
Drop to 640,1,1,8
Emery,6,15,8
Young Orchard #10,12,13,8
West Andrews,17,27,8
Poland House,17,18,8
Drop to 447,1,1,8
New Pembroke #1,17,17,8
Wayland House,10,16,8
Drop to 513,1,1,8
Drop to 372,1,1,8
Drop to 370,1,1,8
Everett House,6,6,8
Drop to 350,1,1,8
Grad Center D,19,19,8
Barbour Hall Apartments,26,29,8
Drop to 415,1,1,8
Hegeman,34,39,8
Drop to 223,1,1,8
Drop to 482,1,1,8
Diman House,28,28,8
East Andrews,25,32,8
Pass,54,54,8
Machado,10,10,8
Drop to 691,1,1,8
Mead House,8,8,8
Drop to 393,1,1,8
Drop to 354,1,1,8
Caswell Hall,40,40,9
Olney House,15,15,9
Harkness House,22,22,9
Drop to 198,1,1,9
Marcy House,14,15,9
Goddard House,34,35,9
New Pembroke #3,10,10,9
Young Orchard #4,11,14,9
Drop to 305,1,1,9
Young Orchard #2,1,13,9
Hope College,12,12,9
Morriss Hall,3,4,9
New Pembroke #2,19,19,9
Champlin,7,7,9
No Show,34,41,9
Woolley,29,30,9
Grad Center C,18,18,9
Grad Center A,17,17,9
Drop to 408,1,1,9
Metcalf,21,45,9
Drop to 112,0,1,9
Plantations House,8,10,9
Grad Center B,18,18,9
Drop to 150,1,1,9
Drop to 288,1,1,9
Slater Hall,16,22,9
Drop to 588,1,1,9
Drop to 286,1,2,9
Sears House,22,25,9
Drop to 422,1,1,9
Jameson House,11,11,9
Chapin House,16,16,9
Gregorian Quad A,25,51,9
Drop to 602,1,1,9
Drop to 15,0,1,9
Gregorian Quad B,28,51,9
Barbour Hall,15,17,9
111 Brown Street,6,6,9
Minden,44,59,9
Bronson House,8,8,9
Drop to 535,1,1,9
New Pembroke #4,22,22,9
Archibald House,13,13,9
Drop to 640,1,1,9
Emery,6,15,9
Young Orchard #10,12,13,9
West Andrews,14,27,9
Poland House,17,18,9
Drop to 447,1,1,9
New Pembroke #1,17,17,9
Wayland House,10,16,9
Drop to 513,1,1,9
Drop to 372,1,1,9
Drop to 370,1,1,9
Everett House,6,6,9
Drop to 350,1,1,9
Grad Center D,19,19,9
Barbour Hall Apartments,26,29,9
Drop to 415,1,1,9
Hegeman,34,39,9
Drop to 223,1,1,9
Drop to 482,1,1,9
Diman House,28,28,9
East Andrews,24,32,9
Pass,54,54,9
Machado,10,10,9
Drop to 691,1,1,9
Mead House,8,8,9
Drop to 393,1,1,9
Drop to 354,1,1,9
Caswell Hall,40,40,10
Olney House,15,15,10
Harkness House,22,22,10
Drop to 198,1,1,10
Marcy House,14,15,10
Goddard House,34,35,10
New Pembroke #3,10,10,10
Young Orchard #4,9,14,10
Drop to 305,1,1,10
Young Orchard #2,1,13,10
Hope College,12,12,10
Morriss Hall,3,4,10
New Pembroke #2,19,19,10
Champlin,7,7,10
No Show,33,41,10
Woolley,29,30,10
Grad Center C,18,18,10
Grad Center A,17,17,10
Drop to 408,1,1,10
Metcalf,20,45,10
Drop to 112,0,1,10
Plantations House,8,10,10
Grad Center B,18,18,10
Drop to 150,0,1,10
Drop to 288,1,1,10
Slater Hall,16,22,10
Drop to 588,1,1,10
Drop to 286,1,2,10
Sears House,22,25,10
Drop to 422,1,1,10
Jameson House,11,11,10
Chapin House,16,16,10
Gregorian Quad A,25,51,10
Drop to 602,1,1,10
Drop to 15,0,1,10
Gregorian Quad B,25,51,10
Barbour Hall,15,17,10
111 Brown Street,6,6,10
Minden,43,59,10
Bronson House,8,8,10
Drop to 535,1,1,10
New Pembroke #4,22,22,10
Archibald House,13,13,10
Drop to 640,1,1,10
Emery,6,15,10
Young Orchard #10,12,13,10
West Andrews,12,27,10
Poland House,17,18,10
Drop to 447,1,1,10
New Pembroke #1,17,17,10
Wayland House,10,16,10
Drop to 513,1,1,10
Drop to 372,1,1,10
Drop to 370,1,1,10
Everett House,6,6,10
Drop to 350,1,1,10
Grad Center D,19,19,10
Barbour Hall Apartments,26,29,10
Drop to 415,1,1,10
Hegeman,34,39,10
Drop to 223,1,1,10
Drop to 482,1,1,10
Diman House,28,28,10
East Andrews,19,32,10
Pass,54,54,10
Machado,10,10,10
Drop to 691,1,1,10
Mead House,8,8,10
Drop to 393,1,1,10
Drop to 354,1,1,10
Caswell Hall,40,40,10
Olney House,15,15,10
Harkness House,22,22,10
Drop to 198,1,1,10
Marcy House,14,15,10
Goddard House,34,35,10
New Pembroke #3,10,10,10
Young Orchard #4,9,14,10
Drop to 305,1,1,10
Young Orchard #2,1,13,10
Hope College,12,12,10
Morriss Hall,3,4,10
New Pembroke #2,19,19,10
Champlin,7,7,10
No Show,33,41,10
Woolley,29,30,10
Grad Center C,18,18,10
Grad Center A,17,17,10
Drop to 408,1,1,10
Metcalf,20,45,10
Drop to 112,0,1,10
Plantations House,8,10,10
Grad Center B,18,18,10
Drop to 150,0,1,10
Drop to 288,1,1,10
Slater Hall,16,22,10
Drop to 588,1,1,10
Drop to 286,1,2,10
Sears House,22,25,10
Drop to 422,1,1,10
Jameson House,11,11,10
Chapin House,16,16,10
Gregorian Quad A,25,51,10
Drop to 602,1,1,10
Drop to 15,0,1,10
Gregorian Quad B,25,51,10
Barbour Hall,15,17,10
111 Brown Street,6,6,10
Minden,43,59,10
Bronson House,8,8,10
Drop to 535,1,1,10
New Pembroke #4,22,22,10
Archibald House,13,13,10
Drop to 640,1,1,10
Emery,6,15,10
Young Orchard #10,12,13,10
West Andrews,11,27,10
Poland House,17,18,10
Drop to 447,1,1,10
New Pembroke #1,17,17,10
Wayland House,10,16,10
Drop to 513,1,1,10
Drop to 372,1,1,10
Drop to 370,1,1,10
Everett House,6,6,10
Drop to 350,1,1,10
Grad Center D,19,19,10
Barbour Hall Apartments,26,29,10
Drop to 415,1,1,10
Hegeman,34,39,10
Drop to 223,1,1,10
Drop to 482,1,1,10
Diman House,28,28,10
East Andrews,19,32,10
Pass,54,54,10
Machado,10,10,10
Drop to 691,1,1,10
Mead House,8,8,10
Drop to 393,1,1,10
Drop to 354,1,1,10
Caswell Hall,40,40,11
Olney House,15,15,11
Harkness House,22,22,11
Drop to 198,1,1,11
Marcy House,14,15,11
Goddard House,34,35,11
New Pembroke #3,10,10,11
Young Orchard #4,8,14,11
Drop to 305,1,1,11
Young Orchard #2,1,13,11
Hope College,11,12,11
Morriss Hall,3,4,11
New Pembroke #2,19,19,11
Champlin,7,7,11
No Show,31,41,11
Woolley,29,30,11
Grad Center C,18,18,11
Grad Center A,17,17,11
Drop to 408,1,1,11
Metcalf,18,45,11
Drop to 112,0,1,11
Plantations House,7,10,11
Grad Center B,18,18,11
Drop to 150,0,1,11
Drop to 288,1,1,11
Slater Hall,16,22,11
Drop to 588,1,1,11
Drop to 286,1,2,11
Sears House,20,25,11
Drop to 422,1,1,11
Jameson House,11,11,11
Chapin House,16,16,11
Gregorian Quad A,25,51,11
Drop to 602,1,1,11
Drop to 15,0,1,11
Gregorian Quad B,24,51,11
Barbour Hall,15,17,11
111 Brown Street,6,6,11
Minden,43,59,11
Bronson House,8,8,11
Drop to 535,1,1,11
New Pembroke #4,22,22,11
Archibald House,13,13,11
Drop to 640,1,1,11
Emery,6,15,11
Young Orchard #10,10,13,11
West Andrews,9,27,11
Poland House,17,18,11
Drop to 447,1,1,11
New Pembroke #1,17,17,11
Wayland House,10,16,11
Drop to 513,1,1,11
Drop to 372,1,1,11
Drop to 370,1,1,11
Everett House,6,6,11
Drop to 350,1,1,11
Grad Center D,19,19,11
Barbour Hall Apartments,26,29,11
Drop to 415,1,1,11
Hegeman,34,39,11
Drop to 223,1,1,11
Drop to 482,1,1,11
Diman House,28,28,11
East Andrews,18,32,11
Pass,54,54,11
Machado,10,10,11
Drop to 691,1,1,11
Mead House,8,8,11
Drop to 393,1,1,11
Drop to 354,1,1,11
Caswell Hall,40,40,12
Olney House,15,15,12
Harkness House,22,22,12
Drop to 198,1,1,12
Marcy House,14,15,12
Goddard House,30,35,12
New Pembroke #3,10,10,12
Young Orchard #4,8,14,12
Drop to 305,1,1,12
Young Orchard #2,1,13,12
Hope College,11,12,12
Morriss Hall,3,4,12
New Pembroke #2,19,19,12
Champlin,7,7,12
No Show,29,41,12
Woolley,28,30,12
Grad Center C,18,18,12
Grad Center A,17,17,12
Drop to 408,1,1,12
Metcalf,15,45,12
Drop to 112,0,1,12
Plantations House,7,10,12
Grad Center B,18,18,12
Drop to 150,0,1,12
Drop to 288,1,1,12
Slater Hall,16,22,12
Drop to 588,1,1,12
Drop to 286,1,2,12
Sears House,20,25,12
Drop to 422,1,1,12
Jameson House,11,11,12
Chapin House,16,16,12
Gregorian Quad A,25,51,12
Drop to 602,1,1,12
Drop to 15,0,1,12
Gregorian Quad B,24,51,12
Barbour Hall,15,17,12
111 Brown Street,6,6,12
Minden,43,59,12
Bronson House,8,8,12
Drop to 535,1,1,12
New Pembroke #4,22,22,12
Archibald House,13,13,12
Drop to 640,1,1,12
Emery,6,15,12
Young Orchard #10,9,13,12
West Andrews,7,27,12
Poland House,16,18,12
Drop to 447,1,1,12
New Pembroke #1,17,17,12
Wayland House,10,16,12
Drop to 513,1,1,12
Drop to 372,1,1,12
Drop to 370,1,1,12
Everett House,6,6,12
Drop to 350,1,1,12
Grad Center D,19,19,12
Barbour Hall Apartments,26,29,12
Drop to 415,1,1,12
Hegeman,34,39,12
Drop to 223,1,1,12
Drop to 482,1,1,12
Diman House,28,28,12
East Andrews,16,32,12
Pass,54,54,12
Machado,10,10,12
Drop to 691,1,1,12
Mead House,8,8,12
Drop to 393,1,1,12
Drop to 354,1,1,12
Caswell Hall,40,40,12
Olney House,15,15,12
Harkness House,22,22,12
Drop to 198,1,1,12
Marcy House,14,15,12
Goddard House,30,35,12
New Pembroke #3,10,10,12
Young Orchard #4,8,14,12
Drop to 305,1,1,12
Young Orchard #2,1,13,12
Hope College,11,12,12
Morriss Hall,3,4,12
New Pembroke #2,19,19,12
Champlin,7,7,12
No Show,29,41,12
Woolley,28,30,12
Grad Center C,18,18,12
Grad Center A,17,17,12
Drop to 408,1,1,12
Metcalf,15,45,12
Drop to 112,0,1,12
Plantations House,7,10,12
Grad Center B,18,18,12
Drop to 150,0,1,12
Drop to 288,1,1,12
Slater Hall,16,22,12
Drop to 588,1,1,12
Drop to 286,1,2,12
Sears House,20,25,12
Drop to 422,1,1,12
Jameson House,11,11,12
Chapin House,16,16,12
Gregorian Quad A,25,51,12
Drop to 602,1,1,12
Drop to 15,0,1,12
Gregorian Quad B,24,51,12
Barbour Hall,15,17,12
111 Brown Street,6,6,12
Minden,43,59,12
Bronson House,8,8,12
Drop to 535,1,1,12
New Pembroke #4,22,22,12
Archibald House,13,13,12
Drop to 640,1,1,12
Emery,6,15,12
Young Orchard #10,8,13,12
West Andrews,7,27,12
Poland House,16,18,12
Drop to 447,1,1,12
New Pembroke #1,17,17,12
Wayland House,10,16,12
Drop to 513,1,1,12
Drop to 372,1,1,12
Drop to 370,1,1,12
Everett House,6,6,12
Drop to 350,1,1,12
Grad Center D,19,19,12
Barbour Hall Apartments,26,29,12
Drop to 415,1,1,12
Hegeman,34,39,12
Drop to 223,1,1,12
Drop to 482,1,1,12
Diman House,28,28,12
East Andrews,16,32,12
Pass,54,54,12
Machado,10,10,12
Drop to 691,1,1,12
Mead House,8,8,12
Drop to 393,1,1,12
Drop to 354,1,1,12
Caswell Hall,40,40,12
Olney House,15,15,12
Harkness House,22,22,12
Drop to 198,1,1,12
Marcy House,14,15,12
Goddard House,30,35,12
New Pembroke #3,10,10,12
Young Orchard #4,8,14,12
Drop to 305,1,1,12
Young Orchard #2,1,13,12
Hope College,11,12,12
Morriss Hall,3,4,12
New Pembroke #2,19,19,12
Champlin,7,7,12
No Show,29,41,12
Woolley,28,30,12
Grad Center C,18,18,12
Grad Center A,17,17,12
Drop to 408,1,1,12
Metcalf,15,45,12
Drop to 112,0,1,12
Plantations House,7,10,12
Grad Center B,18,18,12
Drop to 150,0,1,12
Drop to 288,1,1,12
Slater Hall,16,22,12
Drop to 588,1,1,12
Drop to 286,1,2,12
Sears House,20,25,12
Drop to 422,1,1,12
Jameson House,11,11,12
Chapin House,16,16,12
Gregorian Quad A,25,51,12
Drop to 602,1,1,12
Drop to 15,0,1,12
Gregorian Quad B,24,51,12
Barbour Hall,15,17,12
111 Brown Street,6,6,12
Minden,43,59,12
Bronson House,8,8,12
Drop to 535,1,1,12
New Pembroke #4,22,22,12
Archibald House,13,13,12
Drop to 640,1,1,12
