res_hall,remaining,total,num_picks
Drop to 365,1,1,17
Plantations House,4,9,17
Grad Center B,17,17,17
Drop to 151,0,1,17
Drop to 402,1,1,17
Slater Hall,13,21,17
Drop to 284,1,1,17
Drop to 413,1,1,17
Drop to 421,1,1,17
Chapin House,13,15,17
Gregorian Quad A,48,76,17
Young Orchard #10,9,10,17
Drop to 248,0,1,17
Grad Center A,16,16,17
Barbour Hall,13,14,17
111 Brown Street,6,6,17
Minden,39,55,17
Olney House,5,7,17
Littlefield Hall,24,24,17
Pass,74,77,17
Emery,0,19,17
Drop to 215,0,1,17
Drop to 139,0,1,17
Drop to 554,1,1,17
Grad Center d,1,2,17
New Pembroke #1,17,17,17
Drop to 398,1,1,17
Drop to 692,1,1,17
Gregorian Quad B,22,53,17
Drop to 377,0,1,17
Drop to 145,0,1,17
Drop to 441,2,2,17
Barbour Hall Apartments,23,27,17
Drop to 415,3,3,17
Grad Center C,17,17,17
Drop to 394,1,1,17
Drop to 261,0,1,17
315 Thayer,1,19,17
Sears House,12,16,17
Diman House,12,12,17
Drop to 564,1,1,17
Marcy House,14,14,17
Machado,3,12,17
Drop to 587,1,1,17
Drop to 474,1,1,17
Drop to 304,0,1,17
Drop to 617,1,1,17
Caswell Hall,44,44,18
Drop to 414,1,1,18
Harkness House,9,9,18
Hegeman,16,24,18
Drop to 29,0,1,18
Goddard House,11,30,18
Morriss Hall,4,4,18
Young Orchard #4,3,13,18
Young Orchard #2,2,12,18
Hope College,39,39,18
Grad center D,1,1,18
New Pembroke #3,0,9,18
Drop to 488,1,1,18
Grad Center D,58,102,18
No Show,42,62,18
Woolley,0,27,18
Champlin,0,5,18
New Pembroke #4,0,21,18
Drop to 179,0,3,18
Drop to 365,1,1,18
Plantations House,4,9,18
Grad Center B,16,17,18
Drop to 151,0,1,18
Drop to 402,1,1,18
Slater Hall,13,21,18
Drop to 284,0,1,18
Drop to 413,1,1,18
Drop to 421,1,1,18
Chapin House,13,15,18
Gregorian Quad A,46,76,18
Young Orchard #10,8,10,18
Drop to 248,0,1,18
Grad Center A,16,16,18
Barbour Hall,13,14,18
111 Brown Street,6,6,18
Minden,39,55,18
Olney House,5,7,18
Littlefield Hall,24,24,18
Pass,74,77,18
Emery,0,19,18
Drop to 215,0,1,18
Drop to 139,0,1,18
Drop to 554,1,1,18
Grad Center d,1,2,18
New Pembroke #1,17,17,18
Drop to 398,1,1,18
Drop to 692,1,1,18
Gregorian Quad B,19,53,18
Drop to 377,0,1,18
Drop to 145,0,1,18
Drop to 441,2,2,18
Barbour Hall Apartments,23,27,18
Drop to 415,3,3,18
Grad Center C,17,17,18
Drop to 394,1,1,18
Drop to 261,0,1,18
315 Thayer,1,19,18
Sears House,12,16,18
Diman House,12,12,18
Drop to 564,1,1,18
Marcy House,14,14,18
Machado,3,12,18
Drop to 587,1,1,18
Drop to 474,1,1,18
Drop to 304,0,1,18
Drop to 617,1,1,18
Caswell Hall,44,44,18
Drop to 414,1,1,18
Harkness House,9,9,18
Hegeman,16,24,18
Drop to 29,0,1,18
Goddard House,11,30,18
Morriss Hall,4,4,18
Young Orchard #4,3,13,18
Young Orchard #2,2,12,18
Hope College,39,39,18
Grad center D,1,1,18
New Pembroke #3,0,9,18
Drop to 488,1,1,18
Grad Center D,58,102,18
No Show,42,62,18
Woolley,0,27,18
Champlin,0,5,18
New Pembroke #4,0,21,18
Drop to 179,0,3,18
Drop to 365,1,1,18
Plantations House,4,9,18
Grad Center B,16,17,18
Drop to 151,0,1,18
Drop to 402,1,1,18
Slater Hall,13,21,18
Drop to 284,0,1,18
Drop to 413,1,1,18
Drop to 421,1,1,18
Chapin House,13,15,18
Gregorian Quad A,46,76,18
Young Orchard #10,8,10,18
Drop to 248,0,1,18
Grad Center A,16,16,18
Barbour Hall,13,14,18
111 Brown Street,6,6,18
Minden,39,55,18
Olney House,5,7,18
Littlefield Hall,24,24,18
Pass,74,77,18
Emery,0,19,18
Drop to 215,0,1,18
Drop to 139,0,1,18
Drop to 554,1,1,18
Grad Center d,1,2,18
New Pembroke #1,17,17,18
Drop to 398,1,1,18
Drop to 692,1,1,18
Gregorian Quad B,18,53,18
Drop to 377,0,1,18
Drop to 145,0,1,18
Drop to 441,2,2,18
Barbour Hall Apartments,23,27,18
Drop to 415,3,3,18
Grad Center C,17,17,18
Drop to 394,1,1,18
Drop to 261,0,1,18
315 Thayer,1,19,18
Sears House,12,16,18
Diman House,12,12,18
Drop to 564,1,1,18
Marcy House,14,14,18
Machado,3,12,18
Drop to 587,1,1,18
Drop to 474,1,1,18
Drop to 304,0,1,18
Drop to 617,1,1,18
Caswell Hall,44,44,18
Drop to 414,1,1,18
Harkness House,9,9,18
Hegeman,16,24,18
Drop to 29,0,1,18
Goddard House,11,30,18
Morriss Hall,4,4,18
Young Orchard #4,3,13,18
Young Orchard #2,2,12,18
Hope College,39,39,18
Grad center D,1,1,18
New Pembroke #3,0,9,18
Drop to 488,1,1,18
Grad Center D,58,102,18
No Show,42,62,18
Woolley,0,27,18
Champlin,0,5,18
New Pembroke #4,0,21,18
Drop to 179,0,3,18
Drop to 365,1,1,18
Plantations House,4,9,18
Grad Center B,16,17,18
Drop to 151,0,1,18
Drop to 402,1,1,18
Slater Hall,13,21,18
Drop to 284,0,1,18
Drop to 413,1,1,18
Drop to 421,1,1,18
Chapin House,13,15,18
Gregorian Quad A,46,76,18
Young Orchard #10,8,10,18
Drop to 248,0,1,18
Grad Center A,16,16,18
Barbour Hall,13,14,18
111 Brown Street,6,6,18
Minden,39,55,18
Olney House,5,7,18
Littlefield Hall,24,24,18
Pass,74,77,18
Emery,0,19,18
Drop to 215,0,1,18
Drop to 139,0,1,18
Drop to 554,1,1,18
Grad Center d,1,2,18
New Pembroke #1,17,17,18
Drop to 398,1,1,18
Drop to 692,1,1,18
Gregorian Quad B,17,53,18
Drop to 377,0,1,18
Drop to 145,0,1,18
Drop to 441,2,2,18
Barbour Hall Apartments,23,27,18
Drop to 415,3,3,18
Grad Center C,17,17,18
Drop to 394,1,1,18
Drop to 261,0,1,18
315 Thayer,1,19,18
Sears House,12,16,18
Diman House,12,12,18
Drop to 564,1,1,18
Marcy House,14,14,18
Machado,3,12,18
Drop to 587,1,1,18
Drop to 474,1,1,18
Drop to 304,0,1,18
Drop to 617,1,1,18
Caswell Hall,44,44,19
Drop to 414,1,1,19
Harkness House,9,9,19
Hegeman,15,24,19
Drop to 29,0,1,19
Goddard House,11,30,19
Morriss Hall,4,4,19
Young Orchard #4,3,13,19
Young Orchard #2,2,12,19
Hope College,39,39,19
Grad center D,1,1,19
New Pembroke #3,0,9,19
Drop to 488,1,1,19
Grad Center D,58,102,19
No Show,41,62,19
Woolley,0,27,19
Champlin,0,5,19
New Pembroke #4,0,21,19
Drop to 179,0,3,19
Drop to 365,1,1,19
Plantations House,4,9,19
Grad Center B,16,17,19
Drop to 151,0,1,19
Drop to 402,1,1,19
Slater Hall,12,21,19
Drop to 284,0,1,19
Drop to 413,1,1,19
Drop to 421,1,1,19
Chapin House,13,15,19
Gregorian Quad A,41,76,19
Young Orchard #10,8,10,19
Drop to 248,0,1,19
Grad Center A,16,16,19
Barbour Hall,13,14,19
111 Brown Street,6,6,19
Minden,37,55,19
Olney House,5,7,19
Littlefield Hall,24,24,19
Pass,74,77,19
Emery,0,19,19
Drop to 215,0,1,19
Drop to 139,0,1,19
Drop to 554,1,1,19
Grad Center d,1,2,19
New Pembroke #1,17,17,19
Drop to 398,1,1,19
Drop to 692,1,1,19
Gregorian Quad B,14,53,19
Drop to 377,0,1,19
Drop to 145,0,1,19
Drop to 441,2,2,19
Barbour Hall Apartments,23,27,19
Drop to 415,3,3,19
Grad Center C,16,17,19
Drop to 394,1,1,19
Drop to 261,0,1,19
315 Thayer,0,19,19
Sears House,11,16,19
Diman House,12,12,19
Drop to 564,1,1,19
Marcy House,14,14,19
Machado,3,12,19
Drop to 587,1,1,19
Drop to 474,1,1,19
Drop to 304,0,1,19
Drop to 617,1,1,19
Caswell Hall,44,44,20
Drop to 414,1,1,20
Harkness House,9,9,20
Hegeman,14,24,20
Drop to 29,0,1,20
Goddard House,11,30,20
Morriss Hall,4,4,20
Young Orchard #4,3,13,20
Young Orchard #2,2,12,20
Hope College,39,39,20
Grad center D,1,1,20
New Pembroke #3,0,9,20
Drop to 488,1,1,20
Grad Center D,49,102,20
No Show,40,62,20
Woolley,0,27,20
Champlin,0,5,20
New Pembroke #4,0,21,20
Drop to 179,0,3,20
Drop to 365,1,1,20
Plantations House,4,9,20
Grad Center B,16,17,20
Drop to 151,0,1,20
Drop to 402,1,1,20
Slater Hall,12,21,20
Drop to 284,0,1,20
Drop to 413,1,1,20
Drop to 421,1,1,20
Chapin House,13,15,20
Gregorian Quad A,35,76,20
Young Orchard #10,7,10,20
Drop to 248,0,1,20
Grad Center A,16,16,20
Barbour Hall,13,14,20
111 Brown Street,6,6,20
Minden,36,55,20
Olney House,5,7,20
Littlefield Hall,24,24,20
Pass,74,77,20
Emery,0,19,20
Drop to 215,0,1,20
Drop to 139,0,1,20
Drop to 554,1,1,20
Grad Center d,0,2,20
New Pembroke #1,17,17,20
Drop to 398,1,1,20
Drop to 692,1,1,20
Gregorian Quad B,11,53,20
Drop to 377,0,1,20
Drop to 145,0,1,20
Drop to 441,2,2,20
Barbour Hall Apartments,23,27,20
Drop to 415,3,3,20
Grad Center C,16,17,20
Drop to 394,1,1,20
Drop to 261,0,1,20
315 Thayer,0,19,20
Sears House,11,16,20
Diman House,12,12,20
Drop to 564,1,1,20
Marcy House,14,14,20
Machado,3,12,20
Drop to 587,1,1,20
Drop to 474,1,1,20
Drop to 304,0,1,20
Drop to 617,1,1,20
Caswell Hall,44,44,20
Drop to 414,1,1,20
Harkness House,9,9,20
Hegeman,14,24,20
Drop to 29,0,1,20
Goddard House,11,30,20
Morriss Hall,4,4,20
Young Orchard #4,3,13,20
Young Orchard #2,2,12,20
Hope College,39,39,20
Grad center D,1,1,20
New Pembroke #3,0,9,20
Drop to 488,1,1,20
Grad Center D,48,102,20
No Show,40,62,20
Woolley,0,27,20
Champlin,0,5,20
New Pembroke #4,0,21,20
Drop to 179,0,3,20
Drop to 365,1,1,20
Plantations House,4,9,20
Grad Center B,16,17,20
Drop to 151,0,1,20
Drop to 402,1,1,20
Slater Hall,12,21,20
Drop to 284,0,1,20
Drop to 413,1,1,20
Drop to 421,1,1,20
Chapin House,13,15,20
Gregorian Quad A,35,76,20
Young Orchard #10,7,10,20
Drop to 248,0,1,20
Grad Center A,16,16,20
Barbour Hall,13,14,20
111 Brown Street,6,6,20
Minden,36,55,20
Olney House,5,7,20
Littlefield Hall,24,24,20
Pass,74,77,20
Emery,0,19,20
Drop to 215,0,1,20
Drop to 139,0,1,20
Drop to 554,1,1,20
Grad Center d,0,2,20
New Pembroke #1,17,17,20
Drop to 398,1,1,20
Drop to 692,1,1,20
Gregorian Quad B,11,53,20
Drop to 377,0,1,20
Drop to 145,0,1,20
Drop to 441,2,2,20
Barbour Hall Apartments,23,27,20
Drop to 415,3,3,20
Grad Center C,16,17,20
Drop to 394,1,1,20
Drop to 261,0,1,20
315 Thayer,0,19,20
Sears House,11,16,20
Diman House,12,12,20
Drop to 564,1,1,20
Marcy House,14,14,20
Machado,3,12,20
Drop to 587,1,1,20
Drop to 474,1,1,20
Drop to 304,0,1,20
Drop to 617,1,1,20
Caswell Hall,44,44,20
Drop to 414,1,1,20
Harkness House,9,9,20
Hegeman,14,24,20
Drop to 29,0,1,20
Goddard House,11,30,20
Morriss Hall,4,4,20
Young Orchard #4,3,13,20
Young Orchard #2,2,12,20
Hope College,39,39,20
Grad center D,1,1,20
New Pembroke #3,0,9,20
Drop to 488,1,1,20
Grad Center D,47,102,20
No Show,40,62,20
Woolley,0,27,20
Champlin,0,5,20
New Pembroke #4,0,21,20
Drop to 179,0,3,20
Drop to 365,1,1,20
Plantations House,4,9,20
Grad Center B,16,17,20
Drop to 151,0,1,20
Drop to 402,1,1,20
Slater Hall,12,21,20
Drop to 284,0,1,20
Drop to 413,1,1,20
Drop to 421,1,1,20
Chapin House,13,15,20
Gregorian Quad A,35,76,20
Young Orchard #10,7,10,20
Drop to 248,0,1,20
Grad Center A,16,16,20
Barbour Hall,13,14,20
111 Brown Street,6,6,20
Minden,36,55,20
Olney House,5,7,20
Littlefield Hall,24,24,20
Pass,74,77,20
Emery,0,19,20
Drop to 215,0,1,20
Drop to 139,0,1,20
Drop to 554,1,1,20
Grad Center d,0,2,20
New Pembroke #1,17,17,20
Drop to 398,1,1,20
Drop to 692,1,1,20
Gregorian Quad B,11,53,20
Drop to 377,0,1,20
Drop to 145,0,1,20
Drop to 441,2,2,20
Barbour Hall Apartments,23,27,20
Drop to 415,3,3,20
Grad Center C,16,17,20
Drop to 394,1,1,20
Drop to 261,0,1,20
315 Thayer,0,19,20
Sears House,11,16,20
Diman House,12,12,20
Drop to 564,1,1,20
Marcy House,14,14,20
Machado,3,12,20
Drop to 587,1,1,20
Drop to 474,1,1,20
Drop to 304,0,1,20
Drop to 617,1,1,20
Caswell Hall,44,44,20
Drop to 414,1,1,20
Harkness House,9,9,20
Hegeman,14,24,20
Drop to 29,0,1,20
Goddard House,11,30,20
Morriss Hall,4,4,20
Young Orchard #4,3,13,20
Young Orchard #2,2,12,20
Hope College,39,39,20
Grad center D,1,1,20
New Pembroke #3,0,9,20
Drop to 488,1,1,20
Grad Center D,47,102,20
No Show,40,62,20
Woolley,0,27,20
Champlin,0,5,20
New Pembroke #4,0,21,20
Drop to 179,0,3,20
Drop to 365,1,1,20
Plantations House,4,9,20
Grad Center B,16,17,20
Drop to 151,0,1,20
Drop to 402,1,1,20
Slater Hall,12,21,20
Drop to 284,0,1,20
Drop to 413,1,1,20
Drop to 421,1,1,20
Chapin House,13,15,20
Gregorian Quad A,35,76,20
Young Orchard #10,7,10,20
Drop to 248,0,1,20
Grad Center A,16,16,20
Barbour Hall,13,14,20
111 Brown Street,6,6,20
Minden,35,55,20
Olney House,5,7,20
Littlefield Hall,24,24,20
Pass,74,77,20
Emery,0,19,20
Drop to 215,0,1,20
Drop to 139,0,1,20
Drop to 554,1,1,20
Grad Center d,0,2,20
New Pembroke #1,17,17,20
Drop to 398,1,1,20
Drop to 692,1,1,20
Gregorian Quad B,11,53,20
Drop to 377,0,1,20
Drop to 145,0,1,20
Drop to 441,2,2,20
Barbour Hall Apartments,23,27,20
Drop to 415,3,3,20
Grad Center C,16,17,20
Drop to 394,1,1,20
Drop to 261,0,1,20
315 Thayer,0,19,20
Sears House,11,16,20
Diman House,12,12,20
Drop to 564,1,1,20
Marcy House,14,14,20
Machado,3,12,20
Drop to 587,1,1,20
Drop to 474,1,1,20
Drop to 304,0,1,20
Drop to 617,1,1,20
Caswell Hall,44,44,20
Drop to 414,1,1,20
Harkness House,9,9,20
Hegeman,14,24,20
Drop to 29,0,1,20
Goddard House,11,30,20
Morriss Hall,4,4,20
Young Orchard #4,3,13,20
Young Orchard #2,2,12,20
Hope College,39,39,20
Grad center D,1,1,20
New Pembroke #3,0,9,20
Drop to 488,1,1,20
Grad Center D,47,102,20
No Show,40,62,20
Woolley,0,27,20
Champlin,0,5,20
New Pembroke #4,0,21,20
Drop to 179,0,3,20
Drop to 365,1,1,20
Plantations House,4,9,20
Grad Center B,16,17,20
Drop to 151,0,1,20
Drop to 402,1,1,20
Slater Hall,12,21,20
Drop to 284,0,1,20
Drop to 413,1,1,20
Drop to 421,1,1,20
Chapin House,13,15,20
Gregorian Quad A,35,76,20
Young Orchard #10,7,10,20
Drop to 248,0,1,20
Grad Center A,16,16,20
Barbour Hall,13,14,20
111 Brown Street,6,6,20
Minden,34,55,20
Olney House,5,7,20
Littlefield Hall,24,24,20
Pass,74,77,20
Emery,0,19,20
Drop to 215,0,1,20
Drop to 139,0,1,20
Drop to 554,1,1,20
Grad Center d,0,2,20
New Pembroke #1,17,17,20
Drop to 398,1,1,20
Drop to 692,1,1,20
Gregorian Quad B,11,53,20
Drop to 377,0,1,20
Drop to 145,0,1,20
Drop to 441,2,2,20
Barbour Hall Apartments,23,27,20
Drop to 415,3,3,20
Grad Center C,16,17,20
Drop to 394,1,1,20
Drop to 261,0,1,20
315 Thayer,0,19,20
Sears House,11,16,20
Diman House,12,12,20
Drop to 564,1,1,20
Marcy House,14,14,20
Machado,3,12,20
Drop to 587,1,1,20
Drop to 474,1,1,20
Drop to 304,0,1,20
Drop to 617,1,1,20
Caswell Hall,44,44,21
Drop to 414,1,1,21
Harkness House,9,9,21
Hegeman,10,24,21
Drop to 29,0,1,21
Goddard House,11,30,21
Morriss Hall,3,4,21
Young Orchard #4,2,13,21
Young Orchard #2,2,12,21
Hope College,39,39,21
Grad center D,1,1,21
New Pembroke #3,0,9,21
Drop to 488,1,1,21
Grad Center D,43,102,21
No Show,40,62,21
Woolley,0,27,21
Champlin,0,5,21
New Pembroke #4,0,21,21
Drop to 179,0,3,21
Drop to 365,1,1,21
Plantations House,4,9,21
Grad Center B,16,17,21
Drop to 151,0,1,21
Drop to 402,1,1,21
Slater Hall,11,21,21
Drop to 284,0,1,21
Drop to 413,1,1,21
Drop to 421,1,1,21
Chapin House,13,15,21
Gregorian Quad A,29,76,21
Young Orchard #10,5,10,21
Drop to 248,0,1,21
Grad Center A,16,16,21
Barbour Hall,13,14,21
111 Brown Street,6,6,21
Minden,31,55,21
Olney House,5,7,21
Littlefield Hall,24,24,21
Pass,74,77,21
Emery,0,19,21
Drop to 215,0,1,21
Drop to 139,0,1,21
Drop to 554,1,1,21
Grad Center d,0,2,21
New Pembroke #1,17,17,21
Drop to 398,1,1,21
Drop to 692,1,1,21
Gregorian Quad B,9,53,21
Drop to 377,0,1,21
Drop to 145,0,1,21
Drop to 441,2,2,21
Barbour Hall Apartments,23,27,21
Drop to 415,3,3,21
Grad Center C,16,17,21
Drop to 394,1,1,21
Drop to 261,0,1,21
315 Thayer,0,19,21
Sears House,11,16,21
Diman House,12,12,21
Drop to 564,1,1,21
Marcy House,14,14,21
Machado,3,12,21
Drop to 587,1,1,21
Drop to 474,1,1,21
Drop to 304,0,1,21
Drop to 617,1,1,21
Caswell Hall,44,44,22
Drop to 414,1,1,22
Harkness House,9,9,22
Hegeman,4,24,22
Drop to 29,0,1,22
Goddard House,11,30,22
Morriss Hall,3,4,22
Young Orchard #4,0,13,22
Young Orchard #2,2,12,22
Hope College,39,39,22
Grad center D,0,1,22
New Pembroke #3,0,9,22
Drop to 488,1,1,22
Grad Center D,37,102,22
No Show,38,62,22
Woolley,0,27,22
Champlin,0,5,22
New Pembroke #4,0,21,22
Drop to 179,0,3,22
Drop to 365,1,1,22
Plantations House,4,9,22
Grad Center B,16,17,22
Drop to 151,0,1,22
Drop to 402,1,1,22
Slater Hall,11,21,22
Drop to 284,0,1,22
Drop to 413,1,1,22
Drop to 421,1,1,22
Chapin House,13,15,22
Gregorian Quad A,27,76,22
Young Orchard #10,4,10,22
Drop to 248,0,1,22
Grad Center A,16,16,22
Barbour Hall,13,14,22
111 Brown Street,6,6,22
Minden,30,55,22
Olney House,5,7,22
Littlefield Hall,24,24,22
Pass,74,77,22
Emery,0,19,22
Drop to 215,0,1,22
Drop to 139,0,1,22
Drop to 554,1,1,22
Grad Center d,0,2,22
New Pembroke #1,17,17,22
Drop to 398,1,1,22
Drop to 692,1,1,22
Gregorian Quad B,7,53,22
Drop to 377,0,1,22
Drop to 145,0,1,22
Drop to 441,2,2,22
Barbour Hall Apartments,21,27,22
Drop to 415,3,3,22
Grad Center C,16,17,22
Drop to 394,1,1,22
Drop to 261,0,1,22
315 Thayer,0,19,22
Sears House,11,16,22
Diman House,12,12,22
Drop to 564,1,1,22
Marcy House,14,14,22
Machado,3,12,22
Drop to 587,1,1,22
Drop to 474,1,1,22
Drop to 304,0,1,22
Drop to 617,1,1,22
Caswell Hall,44,44,23
Drop to 414,1,1,23
Harkness House,9,9,23
Hegeman,1,24,23
Drop to 29,0,1,23
Goddard House,11,30,23
Morriss Hall,3,4,23
Young Orchard #4,0,13,23
Young Orchard #2,2,12,23
Hope College,39,39,23
Grad center D,0,1,23
New Pembroke #3,0,9,23
Drop to 488,1,1,23
Grad Center D,24,102,23
No Show,38,62,23
Woolley,0,27,23
Champlin,0,5,23
New Pembroke #4,0,21,23
Drop to 179,0,3,23
Drop to 365,1,1,23
Plantations House,4,9,23
Grad Center B,16,17,23
Drop to 151,0,1,23
Drop to 402,1,1,23
Slater Hall,10,21,23
Drop to 284,0,1,23
Drop to 413,1,1,23
Drop to 421,1,1,23
Chapin House,13,15,23
Gregorian Quad A,25,76,23
Young Orchard #10,2,10,23
Drop to 248,0,1,23
Grad Center A,14,16,23
Barbour Hall,13,14,23
111 Brown Street,6,6,23
Minden,29,55,23
Olney House,5,7,23
Littlefield Hall,24,24,23
Pass,74,77,23
Emery,0,19,23
Drop to 215,0,1,23
Drop to 139,0,1,23
Drop to 554,1,1,23
Grad Center d,0,2,23
New Pembroke #1,17,17,23
Drop to 398,1,1,23
Drop to 692,1,1,23
Gregorian Quad B,4,53,23
Drop to 377,0,1,23
Drop to 145,0,1,23
Drop to 441,2,2,23
Barbour Hall Apartments,21,27,23
Drop to 415,3,3,23
Grad Center C,16,17,23
Drop to 394,1,1,23
Drop to 261,0,1,23
315 Thayer,0,19,23
Sears House,11,16,23
Diman House,12,12,23
Drop to 564,1,1,23
Marcy House,14,14,23
Machado,3,12,23
Drop to 587,1,1,23
Drop to 474,1,1,23
Drop to 304,0,1,23
Drop to 617,1,1,23
Caswell Hall,44,44,23
Drop to 414,1,1,23
Harkness House,9,9,23
Hegeman,1,24,23
Drop to 29,0,1,23
Goddard House,11,30,23
Morriss Hall,3,4,23
Young Orchard #4,0,13,23
Young Orchard #2,2,12,23
Hope College,39,39,23
Grad center D,0,1,23
New Pembroke #3,0,9,23
Drop to 488,1,1,23
Grad Center D,24,102,23
No Show,38,62,23
Woolley,0,27,23
Champlin,0,5,23
New Pembroke #4,0,21,23
Drop to 179,0,3,23
Drop to 365,1,1,23
Plantations House,4,9,23
Grad Center B,16,17,23
Drop to 151,0,1,23
Drop to 402,1,1,23
Slater Hall,10,21,23
Drop to 284,0,1,23
Drop to 413,1,1,23
Drop to 421,1,1,23
Chapin House,13,15,23
Gregorian Quad A,25,76,23
Young Orchard #10,1,10,23
Drop to 248,0,1,23
Grad Center A,14,16,23
Barbour Hall,13,14,23
111 Brown Street,6,6,23
Minden,29,55,23
Olney House,5,7,23
Littlefield Hall,24,24,23
Pass,74,77,23
Emery,0,19,23
Drop to 215,0,1,23
Drop to 139,0,1,23
Drop to 554,1,1,23
Grad Center d,0,2,23
New Pembroke #1,17,17,23
Drop to 398,1,1,23
Drop to 692,1,1,23
Gregorian Quad B,4,53,23
Drop to 377,0,1,23
Drop to 145,0,1,23
Drop to 441,2,2,23
Barbour Hall Apartments,21,27,23
Drop to 415,3,3,23
Grad Center C,16,17,23
Drop to 394,1,1,23
Drop to 261,0,1,23
315 Thayer,0,19,23
Sears House,11,16,23
Diman House,12,12,23
Drop to 564,1,1,23
Marcy House,14,14,23
Machado,3,12,23
Drop to 587,1,1,23
Drop to 474,1,1,23
Drop to 304,0,1,23
Drop to 617,1,1,23
Caswell Hall,44,44,23
Drop to 414,1,1,23
Harkness House,9,9,23
Hegeman,1,24,23
Drop to 29,0,1,23
Goddard House,11,30,23
Morriss Hall,3,4,23
Young Orchard #4,0,13,23
Young Orchard #2,2,12,23
Hope College,39,39,23
Grad center D,0,1,23
New Pembroke #3,0,9,23
Drop to 488,1,1,23
Grad Center D,24,102,23
No Show,38,62,23
Woolley,0,27,23
Champlin,0,5,23
New Pembroke #4,0,21,23
Drop to 179,0,3,23
Drop to 365,1,1,23
Plantations House,4,9,23
Grad Center B,16,17,23
Drop to 151,0,1,23
Drop to 402,1,1,23
Slater Hall,10,21,23
Drop to 284,0,1,23
Drop to 413,1,1,23
Drop to 421,1,1,23
Chapin House,13,15,23
Gregorian Quad A,25,76,23
Young Orchard #10,0,10,23
Drop to 248,0,1,23
Grad Center A,14,16,23
Barbour Hall,13,14,23
111 Brown Street,6,6,23
Minden,29,55,23
Olney House,5,7,23
Littlefield Hall,24,24,23
Pass,74,77,23
Emery,0,19,23
Drop to 215,0,1,23
Drop to 139,0,1,23
Drop to 554,1,1,23
Grad Center d,0,2,23
New Pembroke #1,17,17,23
Drop to 398,1,1,23
Drop to 692,1,1,23
Gregorian Quad B,4,53,23
Drop to 377,0,1,23
Drop to 145,0,1,23
Drop to 441,2,2,23
Barbour Hall Apartments,21,27,23
Drop to 415,3,3,23
Grad Center C,16,17,23
Drop to 394,1,1,23
Drop to 261,0,1,23
315 Thayer,0,19,23
Sears House,11,16,23
Diman House,12,12,23
Drop to 564,1,1,23
Marcy House,14,14,23
Machado,3,12,23
Drop to 587,1,1,23
Drop to 474,1,1,23
Drop to 304,0,1,23
Drop to 617,1,1,23
Caswell Hall,44,44,24
Drop to 414,1,1,24
Harkness House,9,9,24
Hegeman,0,24,24
Drop to 29,0,1,24
Goddard House,11,30,24
Morriss Hall,3,4,24
Young Orchard #4,0,13,24
Young Orchard #2,1,12,24
Hope College,39,39,24
Grad center D,0,1,24
New Pembroke #3,0,9,24
Drop to 488,1,1,24
Grad Center D,7,102,24
No Show,37,62,24
Woolley,0,27,24
Champlin,0,5,24
New Pembroke #4,0,21,24
Drop to 179,0,3,24
Drop to 365,1,1,24
Plantations House,4,9,24
Grad Center B,16,17,24
Drop to 151,0,1,24
Drop to 402,1,1,24
Slater Hall,10,21,24
Drop to 284,0,1,24
Drop to 413,1,1,24
Drop to 421,1,1,24
Chapin House,13,15,24
Gregorian Quad A,19,76,24
Young Orchard #10,0,10,24
Drop to 248,0,1,24
Grad Center A,13,16,24
Barbour Hall,13,14,24
111 Brown Street,6,6,24
Minden,26,55,24
Olney House,5,7,24
Littlefield Hall,24,24,24
Pass,74,77,24
Emery,0,19,24
Drop to 215,0,1,24
Drop to 139,0,1,24
Drop to 554,1,1,24
Grad Center d,0,2,24
New Pembroke #1,17,17,24
Drop to 398,1,1,24
Drop to 692,1,1,24
Gregorian Quad B,4,53,24
Drop to 377,0,1,24
Drop to 145,0,1,24
Drop to 441,2,2,24
Barbour Hall Apartments,21,27,24
Drop to 415,3,3,24
Grad Center C,15,17,24
Drop to 394,1,1,24
Drop to 261,0,1,24
315 Thayer,0,19,24
Sears House,11,16,24
Diman House,12,12,24
Drop to 564,1,1,24
Marcy House,14,14,24
Machado,3,12,24
Drop to 587,1,1,24
Drop to 474,1,1,24
Drop to 304,0,1,24
Drop to 617,1,1,24
Caswell Hall,44,44,25
Drop to 414,1,1,25
Harkness House,9,9,25
Hegeman,0,24,25
Drop to 29,0,1,25
Goddard House,11,30,25
Morriss Hall,3,4,25
Young Orchard #4,0,13,25
Young Orchard #2,0,12,25
Hope College,39,39,25
Grad center D,0,1,25
New Pembroke #3,0,9,25
Drop to 488,1,1,25
Grad Center D,1,102,25
No Show,37,62,25
Woolley,0,27,25
Champlin,0,5,25
New Pembroke #4,0,21,25
Drop to 179,0,3,25
Drop to 365,0,1,25
Plantations House,4,9,25
Grad Center B,16,17,25
Drop to 151,0,1,25
Drop to 402,1,1,25
Slater Hall,9,21,25
Drop to 284,0,1,25
Drop to 413,1,1,25
Drop to 421,1,1,25
Chapin House,13,15,25
Gregorian Quad A,19,76,25
Young Orchard #10,0,10,25
Drop to 248,0,1,25
Grad Center A,9,16,25
Barbour Hall,12,14,25
111 Brown Street,6,6,25
Minden,21,55,25
Olney House,5,7,25
Littlefield Hall,24,24,25
Pass,74,77,25
Emery,0,19,25
Drop to 215,0,1,25
Drop to 139,0,1,25
Drop to 554,1,1,25
Grad Center d,0,2,25
New Pembroke #1,17,17,25
