res_hall,remaining,total,num_picks
Drop to 588,1,1,16
Sears House,25,26,16
Jameson House,7,7,16
Chapin House,11,11,16
Gregorian Quad A,24,51,16
Drop to 430,1,1,16
Grad Center A,17,17,16
Barbour Hall,16,19,16
111 Brown Street,4,4,16
Minden,43,57,16
Bronson House,7,7,16
Young Orchard #10,5,13,16
Machado,19,19,16
Drop to 433,1,1,16
Emery,13,17,16
Grad Center B,18,18,16
Drop to 266,0,1,16
Drop to 235,0,1,16
Everett House,3,3,16
West Andrews,2,30,16
Poland House,17,19,16
New Pembroke #1,16,16,16
Wayland House,4,18,16
Drop to 399,0,1,16
Archibald House,14,14,16
Gregorian Quad B,23,53,16
Drop to 517,1,1,16
Drop to 679,1,1,16
Miller,7,11,16
Drop to 393,0,1,16
Drop to 415,1,1,16
Hegeman,33,41,16
Drop to 299,0,1,16
Drop to 453,1,1,16
Grad Center D,18,18,16
Diman House,35,35,16
East Andrews,3,30,16
Pass,47,47,16
Barbour Hall Apartments,22,25,16
Mead House,10,10,16
Drop to 379,1,1,16
Caswell Hall,39,39,17
Olney House,24,26,17
Harkness House,23,23,17
Drop to 199,0,1,17
Marcy House,20,20,17
Drop to 191,0,2,17
Goddard House,29,34,17
New Pembroke #3,8,8,17
Young Orchard #4,1,14,17
Young Orchard #2,1,13,17
Hope College,4,11,17
Drop to 545,1,1,17
Morriss Hall,3,4,17
New Pembroke #2,18,19,17
Champlin,3,5,17
No Show,33,54,17
Woolley,26,28,17
Grad Center C,18,19,17
New Pembroke #4,19,20,17
Drop to 159,0,1,17
Metcalf,2,48,17
Drop to 113,0,1,17
Drop to 368,0,1,17
Drop to 320,1,1,17
Drop to 249,0,1,17
Slater Hall,17,24,17
Drop to 588,1,1,17
Sears House,24,26,17
Jameson House,7,7,17
Chapin House,11,11,17
Gregorian Quad A,23,51,17
Drop to 430,1,1,17
Grad Center A,17,17,17
Barbour Hall,16,19,17
111 Brown Street,4,4,17
Minden,42,57,17
Bronson House,7,7,17
Young Orchard #10,5,13,17
Machado,19,19,17
Drop to 433,1,1,17
Emery,12,17,17
Grad Center B,18,18,17
Drop to 266,0,1,17
Drop to 235,0,1,17
Everett House,3,3,17
West Andrews,2,30,17
Poland House,17,19,17
New Pembroke #1,16,16,17
Wayland House,3,18,17
Drop to 399,0,1,17
Archibald House,14,14,17
Gregorian Quad B,23,53,17
Drop to 517,1,1,17
Drop to 679,1,1,17
Miller,7,11,17
Drop to 393,0,1,17
Drop to 415,1,1,17
Hegeman,29,41,17
Drop to 299,0,1,17
Drop to 453,1,1,17
Grad Center D,18,18,17
Diman House,35,35,17
East Andrews,3,30,17
Pass,47,47,17
Barbour Hall Apartments,22,25,17
Mead House,10,10,17
Drop to 379,1,1,17
Caswell Hall,39,39,18
Olney House,24,26,18
Harkness House,23,23,18
Drop to 199,0,1,18
Marcy House,20,20,18
Drop to 191,0,2,18
Goddard House,28,34,18
New Pembroke #3,7,8,18
Young Orchard #4,0,14,18
Young Orchard #2,1,13,18
Hope College,1,11,18
Drop to 545,1,1,18
Morriss Hall,2,4,18
New Pembroke #2,18,19,18
Champlin,2,5,18
No Show,32,54,18
Woolley,26,28,18
Grad Center C,18,19,18
New Pembroke #4,19,20,18
Drop to 159,0,1,18
Metcalf,1,48,18
Drop to 113,0,1,18
Drop to 368,0,1,18
Drop to 320,1,1,18
Drop to 249,0,1,18
Slater Hall,17,24,18
Drop to 588,1,1,18
Sears House,24,26,18
Jameson House,7,7,18
Chapin House,11,11,18
Gregorian Quad A,23,51,18
Drop to 430,1,1,18
Grad Center A,17,17,18
Barbour Hall,16,19,18
111 Brown Street,4,4,18
Minden,42,57,18
Bronson House,7,7,18
Young Orchard #10,4,13,18
Machado,19,19,18
Drop to 433,1,1,18
Emery,12,17,18
Grad Center B,18,18,18
Drop to 266,0,1,18
Drop to 235,0,1,18
Everett House,3,3,18
West Andrews,2,30,18
Poland House,17,19,18
New Pembroke #1,16,16,18
Wayland House,2,18,18
Drop to 399,0,1,18
Archibald House,14,14,18
Gregorian Quad B,21,53,18
Drop to 517,1,1,18
Drop to 679,1,1,18
Miller,4,11,18
Drop to 393,0,1,18
Drop to 415,1,1,18
Hegeman,26,41,18
Drop to 299,0,1,18
Drop to 453,1,1,18
Grad Center D,18,18,18
Diman House,35,35,18
East Andrews,3,30,18
Pass,47,47,18
Barbour Hall Apartments,21,25,18
Mead House,10,10,18
Drop to 379,1,1,18
Caswell Hall,39,39,19
Olney House,24,26,19
Harkness House,23,23,19
Drop to 199,0,1,19
Marcy House,18,20,19
Drop to 191,0,2,19
Goddard House,28,34,19
New Pembroke #3,7,8,19
Young Orchard #4,0,14,19
Young Orchard #2,1,13,19
Hope College,1,11,19
Drop to 545,1,1,19
Morriss Hall,2,4,19
New Pembroke #2,18,19,19
Champlin,2,5,19
No Show,31,54,19
Woolley,24,28,19
Grad Center C,18,19,19
New Pembroke #4,19,20,19
Drop to 159,0,1,19
Metcalf,0,48,19
Drop to 113,0,1,19
Drop to 368,0,1,19
Drop to 320,1,1,19
Drop to 249,0,1,19
Slater Hall,17,24,19
Drop to 588,1,1,19
Sears House,24,26,19
Jameson House,6,7,19
Chapin House,11,11,19
Gregorian Quad A,23,51,19
Drop to 430,1,1,19
Grad Center A,17,17,19
Barbour Hall,16,19,19
111 Brown Street,4,4,19
Minden,41,57,19
Bronson House,7,7,19
Young Orchard #10,0,13,19
Machado,18,19,19
Drop to 433,1,1,19
Emery,10,17,19
Grad Center B,18,18,19
Drop to 266,0,1,19
Drop to 235,0,1,19
Everett House,3,3,19
West Andrews,2,30,19
Poland House,17,19,19
New Pembroke #1,16,16,19
Wayland House,2,18,19
Drop to 399,0,1,19
Archibald House,14,14,19
Gregorian Quad B,21,53,19
Drop to 517,1,1,19
Drop to 679,1,1,19
Miller,4,11,19
Drop to 393,0,1,19
Drop to 415,1,1,19
Hegeman,26,41,19
Drop to 299,0,1,19
Drop to 453,1,1,19
Grad Center D,18,18,19
Diman House,35,35,19
East Andrews,3,30,19
Pass,47,47,19
Barbour Hall Apartments,21,25,19
Mead House,10,10,19
Drop to 379,0,1,19
Caswell Hall,39,39,20
Olney House,24,26,20
Harkness House,23,23,20
Drop to 199,0,1,20
Marcy House,18,20,20
Drop to 191,0,2,20
Goddard House,27,34,20
New Pembroke #3,6,8,20
Young Orchard #4,0,14,20
Young Orchard #2,1,13,20
Hope College,0,11,20
Drop to 545,1,1,20
Morriss Hall,2,4,20
New Pembroke #2,18,19,20
Champlin,1,5,20
No Show,29,54,20
Woolley,24,28,20
Grad Center C,17,19,20
New Pembroke #4,19,20,20
Drop to 159,0,1,20
Metcalf,0,48,20
Drop to 113,0,1,20
Drop to 368,0,1,20
Drop to 320,1,1,20
Drop to 249,0,1,20
Slater Hall,17,24,20
Drop to 588,1,1,20
Sears House,24,26,20
Jameson House,6,7,20
Chapin House,11,11,20
Gregorian Quad A,18,51,20
Drop to 430,1,1,20
Grad Center A,17,17,20
Barbour Hall,16,19,20
111 Brown Street,4,4,20
Minden,41,57,20
Bronson House,7,7,20
Young Orchard #10,0,13,20
Machado,16,19,20
Drop to 433,1,1,20
Emery,10,17,20
Grad Center B,18,18,20
Drop to 266,0,1,20
Drop to 235,0,1,20
Everett House,3,3,20
West Andrews,2,30,20
Poland House,17,19,20
New Pembroke #1,16,16,20
Wayland House,2,18,20
Drop to 399,0,1,20
Archibald House,14,14,20
Gregorian Quad B,20,53,20
Drop to 517,1,1,20
Drop to 679,1,1,20
Miller,3,11,20
Drop to 393,0,1,20
Drop to 415,1,1,20
Hegeman,20,41,20
Drop to 299,0,1,20
Drop to 453,1,1,20
Grad Center D,18,18,20
Diman House,35,35,20
East Andrews,3,30,20
Pass,47,47,20
Barbour Hall Apartments,21,25,20
Mead House,10,10,20
Drop to 379,0,1,20
Caswell Hall,39,39,20
Olney House,24,26,20
Harkness House,23,23,20
Drop to 199,0,1,20
Marcy House,18,20,20
Drop to 191,0,2,20
Goddard House,27,34,20
New Pembroke #3,6,8,20
Young Orchard #4,0,14,20
Young Orchard #2,1,13,20
Hope College,0,11,20
Drop to 545,1,1,20
Morriss Hall,2,4,20
New Pembroke #2,18,19,20
Champlin,1,5,20
No Show,29,54,20
Woolley,24,28,20
Grad Center C,17,19,20
New Pembroke #4,19,20,20
Drop to 159,0,1,20
Metcalf,0,48,20
Drop to 113,0,1,20
Drop to 368,0,1,20
Drop to 320,1,1,20
Drop to 249,0,1,20
Slater Hall,17,24,20
Drop to 588,1,1,20
Sears House,24,26,20
Jameson House,6,7,20
Chapin House,11,11,20
Gregorian Quad A,18,51,20
Drop to 430,1,1,20
Grad Center A,17,17,20
Barbour Hall,16,19,20
111 Brown Street,4,4,20
Minden,41,57,20
Bronson House,7,7,20
Young Orchard #10,0,13,20
Machado,16,19,20
Drop to 433,1,1,20
Emery,10,17,20
Grad Center B,18,18,20
Drop to 266,0,1,20
Drop to 235,0,1,20
Everett House,3,3,20
West Andrews,2,30,20
Poland House,17,19,20
New Pembroke #1,16,16,20
Wayland House,2,18,20
Drop to 399,0,1,20
Archibald House,14,14,20
Gregorian Quad B,20,53,20
Drop to 517,1,1,20
Drop to 679,1,1,20
Miller,3,11,20
Drop to 393,0,1,20
Drop to 415,1,1,20
Hegeman,19,41,20
Drop to 299,0,1,20
Drop to 453,1,1,20
Grad Center D,18,18,20
Diman House,35,35,20
East Andrews,3,30,20
Pass,47,47,20
Barbour Hall Apartments,21,25,20
Mead House,10,10,20
Drop to 379,0,1,20
Caswell Hall,39,39,21
Olney House,22,26,21
Harkness House,23,23,21
Drop to 199,0,1,21
Marcy House,18,20,21
Drop to 191,0,2,21
Goddard House,27,34,21
New Pembroke #3,6,8,21
Young Orchard #4,0,14,21
Young Orchard #2,1,13,21
Hope College,0,11,21
Drop to 545,1,1,21
Morriss Hall,2,4,21
New Pembroke #2,18,19,21
Champlin,0,5,21
No Show,29,54,21
Woolley,24,28,21
Grad Center C,16,19,21
New Pembroke #4,19,20,21
Drop to 159,0,1,21
Metcalf,0,48,21
Drop to 113,0,1,21
Drop to 368,0,1,21
Drop to 320,1,1,21
Drop to 249,0,1,21
Slater Hall,17,24,21
Drop to 588,1,1,21
Sears House,23,26,21
Jameson House,6,7,21
Chapin House,11,11,21
Gregorian Quad A,13,51,21
Drop to 430,1,1,21
Grad Center A,17,17,21
Barbour Hall,16,19,21
111 Brown Street,4,4,21
Minden,39,57,21
Bronson House,7,7,21
Young Orchard #10,0,13,21
Machado,16,19,21
Drop to 433,1,1,21
Emery,9,17,21
Grad Center B,18,18,21
Drop to 266,0,1,21
Drop to 235,0,1,21
Everett House,3,3,21
West Andrews,2,30,21
Poland House,17,19,21
New Pembroke #1,16,16,21
Wayland House,2,18,21
Drop to 399,0,1,21
Archibald House,13,14,21
Gregorian Quad B,19,53,21
Drop to 517,1,1,21
Drop to 679,1,1,21
Miller,3,11,21
Drop to 393,0,1,21
Drop to 415,1,1,21
Hegeman,16,41,21
Drop to 299,0,1,21
Drop to 453,1,1,21
Grad Center D,18,18,21
Diman House,35,35,21
East Andrews,3,30,21
Pass,47,47,21
Barbour Hall Apartments,21,25,21
Mead House,10,10,21
Drop to 379,0,1,21
Caswell Hall,39,39,22
Olney House,22,26,22
Harkness House,23,23,22
Drop to 199,0,1,22
Marcy House,18,20,22
Drop to 191,0,2,22
Goddard House,27,34,22
New Pembroke #3,6,8,22
Young Orchard #4,0,14,22
Young Orchard #2,1,13,22
Hope College,0,11,22
Drop to 545,1,1,22
Morriss Hall,2,4,22
New Pembroke #2,18,19,22
Champlin,0,5,22
No Show,29,54,22
Woolley,23,28,22
Grad Center C,16,19,22
New Pembroke #4,17,20,22
Drop to 159,0,1,22
Metcalf,0,48,22
Drop to 113,0,1,22
Drop to 368,0,1,22
Drop to 320,0,1,22
Drop to 249,0,1,22
Slater Hall,17,24,22
Drop to 588,1,1,22
Sears House,23,26,22
Jameson House,6,7,22
Chapin House,11,11,22
Gregorian Quad A,10,51,22
Drop to 430,1,1,22
Grad Center A,17,17,22
Barbour Hall,16,19,22
111 Brown Street,4,4,22
Minden,36,57,22
Bronson House,7,7,22
Young Orchard #10,0,13,22
Machado,16,19,22
Drop to 433,1,1,22
Emery,9,17,22
Grad Center B,18,18,22
Drop to 266,0,1,22
Drop to 235,0,1,22
Everett House,3,3,22
West Andrews,2,30,22
Poland House,16,19,22
New Pembroke #1,16,16,22
Wayland House,1,18,22
Drop to 399,0,1,22
Archibald House,13,14,22
Gregorian Quad B,17,53,22
Drop to 517,1,1,22
Drop to 679,1,1,22
Miller,3,11,22
Drop to 393,0,1,22
Drop to 415,1,1,22
Hegeman,8,41,22
Drop to 299,0,1,22
Drop to 453,1,1,22
Grad Center D,18,18,22
Diman House,35,35,22
East Andrews,3,30,22
Pass,47,47,22
Barbour Hall Apartments,19,25,22
Mead House,10,10,22
Drop to 379,0,1,22
Caswell Hall,39,39,23
Olney House,22,26,23
Harkness House,23,23,23
Drop to 199,0,1,23
Marcy House,18,20,23
Drop to 191,0,2,23
Goddard House,24,34,23
New Pembroke #3,3,8,23
Young Orchard #4,0,14,23
Young Orchard #2,1,13,23
Hope College,0,11,23
Drop to 545,1,1,23
Morriss Hall,2,4,23
New Pembroke #2,18,19,23
Champlin,0,5,23
No Show,27,54,23
Woolley,23,28,23
Grad Center C,16,19,23
New Pembroke #4,16,20,23
Drop to 159,0,1,23
Metcalf,0,48,23
Drop to 113,0,1,23
Drop to 368,0,1,23
Drop to 320,0,1,23
Drop to 249,0,1,23
Slater Hall,16,24,23
Drop to 588,1,1,23
Sears House,21,26,23
Jameson House,6,7,23
Chapin House,11,11,23
Gregorian Quad A,7,51,23
Drop to 430,1,1,23
Grad Center A,16,17,23
Barbour Hall,16,19,23
111 Brown Street,4,4,23
Minden,36,57,23
Bronson House,7,7,23
Young Orchard #10,0,13,23
Machado,15,19,23
Drop to 433,1,1,23
Emery,9,17,23
Grad Center B,18,18,23
Drop to 266,0,1,23
Drop to 235,0,1,23
Everett House,3,3,23
West Andrews,2,30,23
Poland House,16,19,23
New Pembroke #1,16,16,23
Wayland House,1,18,23
Drop to 399,0,1,23
Archibald House,13,14,23
Gregorian Quad B,14,53,23
Drop to 517,1,1,23
Drop to 679,1,1,23
Miller,3,11,23
Drop to 393,0,1,23
Drop to 415,1,1,23
Hegeman,2,41,23
Drop to 299,0,1,23
Drop to 453,1,1,23
Grad Center D,18,18,23
Diman House,35,35,23
East Andrews,3,30,23
Pass,47,47,23
Barbour Hall Apartments,18,25,23
Mead House,9,10,23
Drop to 379,0,1,23
Caswell Hall,39,39,23
Olney House,22,26,23
Harkness House,23,23,23
Drop to 199,0,1,23
Marcy House,18,20,23
Drop to 191,0,2,23
Goddard House,24,34,23
New Pembroke #3,3,8,23
Young Orchard #4,0,14,23
Young Orchard #2,1,13,23
Hope College,0,11,23
Drop to 545,1,1,23
Morriss Hall,2,4,23
New Pembroke #2,18,19,23
Champlin,0,5,23
No Show,27,54,23
Woolley,23,28,23
Grad Center C,16,19,23
New Pembroke #4,16,20,23
Drop to 159,0,1,23
Metcalf,0,48,23
Drop to 113,0,1,23
Drop to 368,0,1,23
Drop to 320,0,1,23
Drop to 249,0,1,23
Slater Hall,15,24,23
Drop to 588,1,1,23
Sears House,21,26,23
Jameson House,6,7,23
Chapin House,11,11,23
Gregorian Quad A,7,51,23
Drop to 430,1,1,23
Grad Center A,16,17,23
Barbour Hall,16,19,23
111 Brown Street,4,4,23
Minden,36,57,23
Bronson House,7,7,23
Young Orchard #10,0,13,23
Machado,15,19,23
Drop to 433,1,1,23
Emery,9,17,23
Grad Center B,18,18,23
Drop to 266,0,1,23
Drop to 235,0,1,23
Everett House,3,3,23
West Andrews,2,30,23
Poland House,16,19,23
New Pembroke #1,16,16,23
Wayland House,1,18,23
Drop to 399,0,1,23
Archibald House,13,14,23
Gregorian Quad B,14,53,23
Drop to 517,1,1,23
Drop to 679,1,1,23
Miller,3,11,23
Drop to 393,0,1,23
Drop to 415,1,1,23
Hegeman,2,41,23
Drop to 299,0,1,23
Drop to 453,1,1,23
Grad Center D,18,18,23
Diman House,35,35,23
East Andrews,3,30,23
Pass,47,47,23
Barbour Hall Apartments,18,25,23
Mead House,9,10,23
Drop to 379,0,1,23
Caswell Hall,39,39,23
Olney House,22,26,23
Harkness House,23,23,23
Drop to 199,0,1,23
Marcy House,18,20,23
Drop to 191,0,2,23
Goddard House,24,34,23
New Pembroke #3,3,8,23
Young Orchard #4,0,14,23
Young Orchard #2,1,13,23
Hope College,0,11,23
Drop to 545,1,1,23
Morriss Hall,2,4,23
New Pembroke #2,18,19,23
Champlin,0,5,23
No Show,27,54,23
Woolley,23,28,23
Grad Center C,16,19,23
New Pembroke #4,16,20,23
Drop to 159,0,1,23
Metcalf,0,48,23
Drop to 113,0,1,23
Drop to 368,0,1,23
Drop to 320,0,1,23
Drop to 249,0,1,23
Slater Hall,14,24,23
Drop to 588,1,1,23
Sears House,21,26,23
Jameson House,6,7,23
Chapin House,11,11,23
Gregorian Quad A,7,51,23
Drop to 430,1,1,23
Grad Center A,16,17,23
Barbour Hall,16,19,23
111 Brown Street,4,4,23
Minden,36,57,23
Bronson House,7,7,23
Young Orchard #10,0,13,23
Machado,15,19,23
Drop to 433,1,1,23
Emery,9,17,23
Grad Center B,18,18,23
Drop to 266,0,1,23
Drop to 235,0,1,23
Everett House,3,3,23
West Andrews,2,30,23
Poland House,16,19,23
New Pembroke #1,16,16,23
Wayland House,1,18,23
Drop to 399,0,1,23
Archibald House,13,14,23
Gregorian Quad B,14,53,23
Drop to 517,1,1,23
Drop to 679,1,1,23
Miller,3,11,23
Drop to 393,0,1,23
Drop to 415,1,1,23
Hegeman,2,41,23
Drop to 299,0,1,23
Drop to 453,1,1,23
Grad Center D,18,18,23
Diman House,35,35,23
East Andrews,3,30,23
Pass,47,47,23
Barbour Hall Apartments,18,25,23
Mead House,9,10,23
Drop to 379,0,1,23
Caswell Hall,39,39,24
Olney House,21,26,24
Harkness House,23,23,24
Drop to 199,0,1,24
Marcy House,17,20,24
Drop to 191,0,2,24
Goddard House,24,34,24
New Pembroke #3,3,8,24
Young Orchard #4,0,14,24
Young Orchard #2,1,13,24
Hope College,0,11,24
Drop to 545,1,1,24
Morriss Hall,2,4,24
New Pembroke #2,18,19,24
Champlin,0,5,24
No Show,26,54,24
Woolley,13,28,24
Grad Center C,16,19,24
New Pembroke #4,16,20,24
Drop to 159,0,1,24
Metcalf,0,48,24
Drop to 113,0,1,24
Drop to 368,0,1,24
Drop to 320,0,1,24
Drop to 249,0,1,24
Slater Hall,14,24,24
Drop to 588,1,1,24
Sears House,21,26,24
Jameson House,6,7,24
Chapin House,11,11,24
Gregorian Quad A,6,51,24
Drop to 430,0,1,24
Grad Center A,16,17,24
Barbour Hall,16,19,24
111 Brown Street,4,4,24
Minden,34,57,24
Bronson House,7,7,24
Young Orchard #10,0,13,24
Machado,15,19,24
Drop to 433,1,1,24
Emery,9,17,24
Grad Center B,16,18,24
Drop to 266,0,1,24
Drop to 235,0,1,24
Everett House,3,3,24
West Andrews,2,30,24
Poland House,14,19,24
New Pembroke #1,16,16,24
Wayland House,1,18,24
Drop to 399,0,1,24
Archibald House,13,14,24
Gregorian Quad B,10,53,24
Drop to 517,1,1,24
Drop to 679,1,1,24
Miller,3,11,24
Drop to 393,0,1,24
Drop to 415,0,1,24
Hegeman,2,41,24
Drop to 299,0,1,24
Drop to 453,1,1,24
Grad Center D,18,18,24
Diman House,35,35,24
East Andrews,3,30,24
Pass,47,47,24
Barbour Hall Apartments,17,25,24
Mead House,9,10,24
Drop to 379,0,1,24
Caswell Hall,39,39,25
Olney House,15,26,25
Harkness House,23,23,25
Drop to 199,0,1,25
Marcy House,16,20,25
Drop to 191,0,2,25
Goddard House,20,34,25
New Pembroke #3,3,8,25
Young Orchard #4,0,14,25
Young Orchard #2,1,13,25
Hope College,0,11,25
Drop to 545,1,1,25
Morriss Hall,0,4,25
New Pembroke #2,17,19,25
Champlin,0,5,25
No Show,26,54,25
Woolley,9,28,25
Grad Center C,16,19,25
New Pembroke #4,14,20,25
Drop to 159,0,1,25
Metcalf,0,48,25
Drop to 113,0,1,25
Drop to 368,0,1,25
Drop to 320,0,1,25
Drop to 249,0,1,25
Slater Hall,14,24,25
Drop to 588,1,1,25
Sears House,16,26,25
Jameson House,6,7,25
Chapin House,11,11,25
Gregorian Quad A,5,51,25
Drop to 430,0,1,25
Grad Center A,16,17,25
Barbour Hall,16,19,25
111 Brown Street,4,4,25
Minden,32,57,25
Bronson House,7,7,25
Young Orchard #10,0,13,25
Machado,15,19,25
Drop to 433,1,1,25
Emery,8,17,25
Grad Center B,16,18,25
Drop to 266,0,1,25
Drop to 235,0,1,25
Everett House,3,3,25
West Andrews,2,30,25
Poland House,14,19,25
New Pembroke #1,16,16,25
Wayland House,1,18,25
Drop to 399,0,1,25
Archibald House,13,14,25
Gregorian Quad B,7,53,25
Drop to 517,1,1,25
Drop to 679,1,1,25
Miller,3,11,25
Drop to 393,0,1,25
Drop to 415,0,1,25
Hegeman,2,41,25
Drop to 299,0,1,25
Drop to 453,1,1,25
Grad Center D,18,18,25
Diman House,35,35,25
East Andrews,3,30,25
Pass,47,47,25
Barbour Hall Apartments,17,25,25
Mead House,9,10,25
Drop to 379,0,1,25
Caswell Hall,39,39,25
Olney House,15,26,25
Harkness House,23,23,25
Drop to 199,0,1,25
Marcy House,16,20,25
Drop to 191,0,2,25
Goddard House,20,34,25
New Pembroke #3,3,8,25
Young Orchard #4,0,14,25
Young Orchard #2,1,13,25
Hope College,0,11,25
Drop to 545,1,1,25
Morriss Hall,0,4,25
New Pembroke #2,17,19,25
Champlin,0,5,25
No Show,26,54,25
Woolley,9,28,25
Grad Center C,16,19,25
New Pembroke #4,14,20,25
Drop to 159,0,1,25
Metcalf,0,48,25
Drop to 113,0,1,25
Drop to 368,0,1,25
Drop to 320,0,1,25
Drop to 249,0,1,25
Slater Hall,14,24,25
Drop to 588,1,1,25
Sears House,16,26,25
Jameson House,6,7,25
Chapin House,11,11,25
Gregorian Quad A,5,51,25
Drop to 430,0,1,25
Grad Center A,16,17,25
Barbour Hall,16,19,25
111 Brown Street,4,4,25
Minden,32,57,25
Bronson House,7,7,25
Young Orchard #10,0,13,25
Machado,15,19,25
Drop to 433,1,1,25
Emery,7,17,25
Grad Center B,16,18,25
Drop to 266,0,1,25
Drop to 235,0,1,25
Everett House,3,3,25
West Andrews,2,30,25
Poland House,14,19,25
New Pembroke #1,16,16,25
Wayland House,1,18,25
Drop to 399,0,1,25
Archibald House,13,14,25
Gregorian Quad B,7,53,25
Drop to 517,1,1,25
Drop to 679,1,1,25
Miller,3,11,25
Drop to 393,0,1,25
Drop to 415,0,1,25
Hegeman,2,41,25
Drop to 299,0,1,25
Drop to 453,1,1,25
Grad Center D,18,18,25
Diman House,35,35,25
East Andrews,3,30,25
Pass,47,47,25
Barbour Hall Apartments,17,25,25
Mead House,9,10,25
Drop to 379,0,1,25
Caswell Hall,39,39,25
Olney House,15,26,25
Harkness House,23,23,25
Drop to 199,0,1,25
Marcy House,16,20,25
Drop to 191,0,2,25
Goddard House,20,34,25
New Pembroke #3,3,8,25
Young Orchard #4,0,14,25
Young Orchard #2,1,13,25
Hope College,0,11,25
Drop to 545,1,1,25
Morriss Hall,0,4,25
New Pembroke #2,17,19,25
Champlin,0,5,25
No Show,26,54,25
Woolley,9,28,25
Grad Center C,16,19,25
New Pembroke #4,14,20,25
Drop to 159,0,1,25
Metcalf,0,48,25
Drop to 113,0,1,25
Drop to 368,0,1,25
Drop to 320,0,1,25
Drop to 249,0,1,25
Slater Hall,14,24,25
Drop to 588,1,1,25
Sears House,16,26,25
Jameson House,6,7,25
Chapin House,11,11,25
Gregorian Quad A,5,51,25
Drop to 430,0,1,25
Grad Center A,16,17,25
Barbour Hall,16,19,25
111 Brown Street,4,4,25
Minden,32,57,25
Bronson House,7,7,25
Young Orchard #10,0,13,25
Machado,15,19,25
Drop to 433,1,1,25
Emery,6,17,25
Grad Center B,16,18,25
Drop to 266,0,1,25
Drop to 235,0,1,25
Everett House,3,3,25
West Andrews,2,30,25
Poland House,14,19,25
New Pembroke #1,16,16,25
Wayland House,1,18,25
Drop to 399,0,1,25
Archibald House,13,14,25
Gregorian Quad B,7,53,25
Drop to 517,1,1,25
Drop to 679,1,1,25
Miller,3,11,25
Drop to 393,0,1,25
Drop to 415,0,1,25
Hegeman,2,41,25
Drop to 299,0,1,25
Drop to 453,1,1,25
Grad Center D,18,18,25
Diman House,35,35,25
East Andrews,3,30,25
Pass,47,47,25
Barbour Hall Apartments,17,25,25
Mead House,9,10,25
Drop to 379,0,1,25
Caswell Hall,39,39,25
Olney House,15,26,25
Harkness House,23,23,25
Drop to 199,0,1,25
Marcy House,16,20,25
Drop to 191,0,2,25
Goddard House,20,34,25
New Pembroke #3,3,8,25
Young Orchard #4,0,14,25
Young Orchard #2,1,13,25
Hope College,0,11,25
Drop to 545,1,1,25
Morriss Hall,0,4,25
New Pembroke #2,17,19,25
Champlin,0,5,25
No Show,26,54,25
Woolley,9,28,25
Grad Center C,16,19,25
New Pembroke #4,14,20,25
Drop to 159,0,1,25
Metcalf,0,48,25
Drop to 113,0,1,25
Drop to 368,0,1,25
Drop to 320,0,1,25
Drop to 249,0,1,25
Slater Hall,14,24,25
Drop to 588,1,1,25
Sears House,16,26,25
Jameson House,6,7,25
Chapin House,11,11,25
Gregorian Quad A,5,51,25
Drop to 430,0,1,25
Grad Center A,16,17,25
Barbour Hall,16,19,25
111 Brown Street,4,4,25
Minden,32,57,25
Bronson House,7,7,25
Young Orchard #10,0,13,25
Machado,15,19,25
Drop to 433,1,1,25
Emery,5,17,25
Grad Center B,16,18,25
Drop to 266,0,1,25
Drop to 235,0,1,25
Everett House,3,3,25
West Andrews,2,30,25
Poland House,14,19,25
New Pembroke #1,16,16,25
Wayland House,1,18,25
Drop to 399,0,1,25
Archibald House,13,14,25
Gregorian Quad B,7,53,25
Drop to 517,1,1,25
Drop to 679,1,1,25
Miller,3,11,25
Drop to 393,0,1,25
Drop to 415,0,1,25
Hegeman,2,41,25
Drop to 299,0,1,25
Drop to 453,1,1,25
Grad Center D,18,18,25
Diman House,35,35,25
East Andrews,3,30,25
Pass,47,47,25
Barbour Hall Apartments,17,25,25
Mead House,9,10,25
Drop to 379,0,1,25
Caswell Hall,39,39,26
Olney House,15,26,26
Harkness House,23,23,26
Drop to 199,0,1,26
Marcy House,15,20,26
Drop to 191,0,2,26
Goddard House,17,34,26
New Pembroke #3,3,8,26
Young Orchard #4,0,14,26
Young Orchard #2,0,13,26
Hope College,0,11,26
Drop to 545,1,1,26
Morriss Hall,0,4,26
New Pembroke #2,14,19,26
Champlin,0,5,26
No Show,26,54,26
Woolley,9,28,26
Grad Center C,14,19,26
New Pembroke #4,14,20,26
Drop to 159,0,1,26
Metcalf,0,48,26
Drop to 113,0,1,26
Drop to 368,0,1,26
Drop to 320,0,1,26
Drop to 249,0,1,26
Slater Hall,14,24,26
Drop to 588,1,1,26
Sears House,16,26,26
Jameson House,5,7,26
Chapin House,11,11,26
Gregorian Quad A,4,51,26
Drop to 430,0,1,26
Grad Center A,16,17,26
Barbour Hall,16,19,26
111 Brown Street,4,4,26
Minden,30,57,26
Bronson House,7,7,26
Young Orchard #10,0,13,26
Machado,15,19,26
Drop to 433,1,1,26
Emery,5,17,26
Grad Center B,16,18,26
Drop to 266,0,1,26
Drop to 235,0,1,26
Everett House,3,3,26
West Andrews,2,30,26
Poland House,14,19,26
New Pembroke #1,16,16,26
Wayland House,1,18,26
Drop to 399,0,1,26
Archibald House,13,14,26
Gregorian Quad B,5,53,26
Drop to 517,1,1,26
