res_hall,remaining,total,num_picks
Young Orchard #2,2,12,6
Hope College,8,11,6
New Pembroke #3,7,7,6
New Pembroke #2,5,5,6
Drop to 340,1,1,6
No Show,28,32,6
Woolley,32,32,6
Grad Center C,14,14,6
New Pembroke #4,4,5,6
Metcalf,55,64,6
Drop to 365,1,1,6
Plantations House,4,4,6
Grad Center B,12,12,6
Drop to 383,1,1,6
Slater Hall,10,15,6
Drop to 284,1,1,6
Drop to 212,1,1,6
Jameson House,10,10,6
Chapin House,6,6,6
Gregorian Quad A,31,51,6
Young Orchard #10,11,14,6
Drop to 446,1,1,6
Mead House,12,12,6
Drop to 288,1,1,6
Bronson House,9,9,6
Drop to 389.5,1,1,6
Archibald House,15,15,6
Olney House,9,9,6
Emery,22,22,6
Drop to 445,1,1,6
Sears House,13,13,6
Drop to 490,1,1,6
Drop to 526,1,1,6
West Andrews,17,24,6
Poland House,18,18,6
New Pembroke #1,15,15,6
Wayland House,17,19,6
Grad Center A,11,12,6
Gregorian Quad B,23,32,6
Everett House,4,4,6
Drop to 255,1,1,6
Champlin,5,5,6
Miller,9,11,6
Barbour Hall Apartments,14,18,6
Hegeman,39,41,6
Drop to 413,1,1,6
Grad Center D,13,13,6
Diman House,12,12,6
East Andrews,13,25,6
Marcy House,5,5,6
Minden,47,54,6
Morris Hall,3,4,6
,2,2,7
Caswell Hall,34,34,7
Harkness House,6,6,7
Goddard House,23,23,7
Young Orchard #4,10,13,7
Young Orchard #2,1,12,7
Hope College,8,11,7
New Pembroke #3,7,7,7
New Pembroke #2,5,5,7
Drop to 340,1,1,7
No Show,27,32,7
Woolley,32,32,7
Grad Center C,14,14,7
New Pembroke #4,4,5,7
Metcalf,52,64,7
Drop to 365,1,1,7
Plantations House,4,4,7
Grad Center B,12,12,7
Drop to 383,1,1,7
Slater Hall,10,15,7
Drop to 284,1,1,7
Drop to 212,1,1,7
Jameson House,10,10,7
Chapin House,6,6,7
Gregorian Quad A,28,51,7
Young Orchard #10,11,14,7
Drop to 446,1,1,7
Mead House,12,12,7
Drop to 288,1,1,7
Bronson House,9,9,7
Drop to 389.5,1,1,7
Archibald House,15,15,7
Olney House,9,9,7
Emery,22,22,7
Drop to 445,1,1,7
Sears House,13,13,7
Drop to 490,1,1,7
Drop to 526,1,1,7
West Andrews,17,24,7
Poland House,18,18,7
New Pembroke #1,15,15,7
Wayland House,15,19,7
Grad Center A,11,12,7
Gregorian Quad B,23,32,7
Everett House,4,4,7
Drop to 255,1,1,7
Champlin,5,5,7
Miller,9,11,7
Barbour Hall Apartments,14,18,7
Hegeman,37,41,7
Drop to 413,1,1,7
Grad Center D,13,13,7
Diman House,12,12,7
East Andrews,10,25,7
Marcy House,5,5,7
Minden,47,54,7
Morris Hall,3,4,7
,2,2,8
Caswell Hall,34,34,8
Harkness House,6,6,8
Goddard House,23,23,8
Young Orchard #4,5,13,8
Young Orchard #2,1,12,8
Hope College,8,11,8
New Pembroke #3,7,7,8
New Pembroke #2,5,5,8
Drop to 340,1,1,8
No Show,27,32,8
Woolley,32,32,8
Grad Center C,14,14,8
New Pembroke #4,4,5,8
Metcalf,50,64,8
Drop to 365,1,1,8
Plantations House,3,4,8
Grad Center B,11,12,8
Drop to 383,1,1,8
Slater Hall,10,15,8
Drop to 284,1,1,8
Drop to 212,1,1,8
Jameson House,10,10,8
Chapin House,6,6,8
Gregorian Quad A,27,51,8
Young Orchard #10,11,14,8
Drop to 446,1,1,8
Mead House,12,12,8
Drop to 288,1,1,8
Bronson House,9,9,8
Drop to 389.5,1,1,8
Archibald House,15,15,8
Olney House,9,9,8
Emery,22,22,8
Drop to 445,1,1,8
Sears House,12,13,8
Drop to 490,1,1,8
Drop to 526,1,1,8
West Andrews,16,24,8
Poland House,18,18,8
New Pembroke #1,15,15,8
Wayland House,15,19,8
Grad Center A,11,12,8
Gregorian Quad B,22,32,8
Everett House,4,4,8
Drop to 255,1,1,8
Champlin,5,5,8
Miller,9,11,8
Barbour Hall Apartments,14,18,8
Hegeman,37,41,8
Drop to 413,1,1,8
Grad Center D,13,13,8
Diman House,12,12,8
East Andrews,6,25,8
Marcy House,5,5,8
Minden,47,54,8
Morris Hall,3,4,8
,2,2,9
Caswell Hall,34,34,9
Harkness House,6,6,9
Goddard House,23,23,9
Young Orchard #4,3,13,9
Young Orchard #2,1,12,9
Hope College,7,11,9
New Pembroke #3,7,7,9
New Pembroke #2,5,5,9
Drop to 340,1,1,9
No Show,27,32,9
Woolley,32,32,9
Grad Center C,14,14,9
New Pembroke #4,4,5,9
Metcalf,48,64,9
Drop to 365,1,1,9
Plantations House,3,4,9
Grad Center B,11,12,9
Drop to 383,1,1,9
Slater Hall,10,15,9
Drop to 284,1,1,9
Drop to 212,1,1,9
Jameson House,10,10,9
Chapin House,6,6,9
Gregorian Quad A,23,51,9
Young Orchard #10,10,14,9
Drop to 446,1,1,9
Mead House,12,12,9
Drop to 288,1,1,9
Bronson House,9,9,9
Drop to 389.5,1,1,9
Archibald House,15,15,9
Olney House,9,9,9
Emery,22,22,9
Drop to 445,1,1,9
Sears House,12,13,9
Drop to 490,1,1,9
Drop to 526,1,1,9
West Andrews,15,24,9
Poland House,18,18,9
New Pembroke #1,15,15,9
Wayland House,14,19,9
Grad Center A,11,12,9
Gregorian Quad B,21,32,9
Everett House,4,4,9
Drop to 255,0,1,9
Champlin,5,5,9
Miller,9,11,9
Barbour Hall Apartments,14,18,9
Hegeman,37,41,9
Drop to 413,1,1,9
Grad Center D,13,13,9
Diman House,12,12,9
East Andrews,4,25,9
Marcy House,5,5,9
Minden,46,54,9
Morris Hall,3,4,9
,2,2,10
Caswell Hall,34,34,10
Harkness House,6,6,10
Goddard House,23,23,10
Young Orchard #4,1,13,10
Young Orchard #2,1,12,10
Hope College,7,11,10
New Pembroke #3,7,7,10
New Pembroke #2,5,5,10
Drop to 340,1,1,10
No Show,27,32,10
Woolley,32,32,10
Grad Center C,14,14,10
New Pembroke #4,4,5,10
Metcalf,48,64,10
Drop to 365,1,1,10
Plantations House,2,4,10
Grad Center B,11,12,10
Drop to 383,1,1,10
Slater Hall,10,15,10
Drop to 284,0,1,10
Drop to 212,1,1,10
Jameson House,10,10,10
Chapin House,6,6,10
Gregorian Quad A,20,51,10
Young Orchard #10,10,14,10
Drop to 446,1,1,10
Mead House,12,12,10
Drop to 288,1,1,10
Bronson House,9,9,10
Drop to 389.5,1,1,10
Archibald House,15,15,10
Olney House,9,9,10
Emery,22,22,10
Drop to 445,1,1,10
Sears House,12,13,10
Drop to 490,1,1,10
Drop to 526,1,1,10
West Andrews,12,24,10
Poland House,18,18,10
New Pembroke #1,15,15,10
Wayland House,10,19,10
Grad Center A,11,12,10
Gregorian Quad B,19,32,10
Everett House,4,4,10
Drop to 255,0,1,10
Champlin,5,5,10
Miller,9,11,10
Barbour Hall Apartments,14,18,10
Hegeman,36,41,10
Drop to 413,1,1,10
Grad Center D,13,13,10
Diman House,12,12,10
East Andrews,4,25,10
Marcy House,5,5,10
Minden,46,54,10
Morris Hall,3,4,10
,2,2,11
Caswell Hall,34,34,11
Harkness House,6,6,11
Goddard House,23,23,11
Young Orchard #4,0,13,11
Young Orchard #2,1,12,11
Hope College,7,11,11
New Pembroke #3,7,7,11
New Pembroke #2,5,5,11
Drop to 340,1,1,11
No Show,25,32,11
Woolley,32,32,11
Grad Center C,14,14,11
New Pembroke #4,4,5,11
Metcalf,46,64,11
Drop to 365,1,1,11
Plantations House,1,4,11
Grad Center B,11,12,11
Drop to 383,1,1,11
Slater Hall,10,15,11
Drop to 284,0,1,11
Drop to 212,1,1,11
Jameson House,10,10,11
Chapin House,6,6,11
Gregorian Quad A,19,51,11
Young Orchard #10,8,14,11
Drop to 446,1,1,11
Mead House,12,12,11
Drop to 288,1,1,11
Bronson House,9,9,11
Drop to 389.5,1,1,11
Archibald House,15,15,11
Olney House,8,9,11
Emery,22,22,11
Drop to 445,1,1,11
Sears House,12,13,11
Drop to 490,1,1,11
Drop to 526,1,1,11
West Andrews,4,24,11
Poland House,18,18,11
New Pembroke #1,15,15,11
Wayland House,10,19,11
Grad Center A,11,12,11
Gregorian Quad B,17,32,11
Everett House,4,4,11
Drop to 255,0,1,11
Champlin,5,5,11
Miller,8,11,11
Barbour Hall Apartments,14,18,11
Hegeman,36,41,11
Drop to 413,1,1,11
Grad Center D,13,13,11
Diman House,12,12,11
East Andrews,4,25,11
Marcy House,5,5,11
Minden,46,54,11
Morris Hall,3,4,11
,2,2,12
Caswell Hall,34,34,12
Harkness House,6,6,12
Goddard House,23,23,12
Young Orchard #4,0,13,12
Young Orchard #2,1,12,12
Hope College,5,11,12
New Pembroke #3,7,7,12
New Pembroke #2,5,5,12
Drop to 340,1,1,12
No Show,23,32,12
Woolley,32,32,12
Grad Center C,14,14,12
New Pembroke #4,4,5,12
Metcalf,42,64,12
Drop to 365,1,1,12
Plantations House,0,4,12
Grad Center B,11,12,12
Drop to 383,1,1,12
Slater Hall,10,15,12
Drop to 284,0,1,12
Drop to 212,0,1,12
Jameson House,10,10,12
Chapin House,6,6,12
Gregorian Quad A,16,51,12
Young Orchard #10,8,14,12
Drop to 446,1,1,12
Mead House,12,12,12
Drop to 288,1,1,12
Bronson House,9,9,12
Drop to 389.5,1,1,12
Archibald House,15,15,12
Olney House,8,9,12
Emery,22,22,12
Drop to 445,1,1,12
Sears House,12,13,12
Drop to 490,1,1,12
Drop to 526,1,1,12
West Andrews,2,24,12
Poland House,18,18,12
New Pembroke #1,15,15,12
Wayland House,10,19,12
Grad Center A,11,12,12
Gregorian Quad B,17,32,12
Everett House,4,4,12
Drop to 255,0,1,12
Champlin,5,5,12
Miller,5,11,12
Barbour Hall Apartments,14,18,12
Hegeman,36,41,12
Drop to 413,1,1,12
Grad Center D,13,13,12
Diman House,12,12,12
East Andrews,3,25,12
Marcy House,4,5,12
Minden,46,54,12
Morris Hall,3,4,12
,2,2,13
Caswell Hall,34,34,13
Harkness House,6,6,13
Goddard House,23,23,13
Young Orchard #4,0,13,13
Young Orchard #2,1,12,13
Hope College,5,11,13
New Pembroke #3,7,7,13
New Pembroke #2,5,5,13
Drop to 340,1,1,13
No Show,21,32,13
Woolley,32,32,13
Grad Center C,14,14,13
New Pembroke #4,3,5,13
Metcalf,39,64,13
Drop to 365,1,1,13
Plantations House,0,4,13
Grad Center B,11,12,13
Drop to 383,1,1,13
Slater Hall,9,15,13
Drop to 284,0,1,13
Drop to 212,0,1,13
Jameson House,10,10,13
Chapin House,6,6,13
Gregorian Quad A,15,51,13
Young Orchard #10,7,14,13
Drop to 446,1,1,13
Mead House,12,12,13
Drop to 288,1,1,13
Bronson House,9,9,13
Drop to 389.5,1,1,13
Archibald House,15,15,13
Olney House,8,9,13
Emery,22,22,13
Drop to 445,1,1,13
Sears House,12,13,13
Drop to 490,1,1,13
Drop to 526,1,1,13
West Andrews,0,24,13
Poland House,18,18,13
New Pembroke #1,15,15,13
Wayland House,7,19,13
Grad Center A,11,12,13
Gregorian Quad B,17,32,13
Everett House,4,4,13
Drop to 255,0,1,13
Champlin,5,5,13
Miller,5,11,13
Barbour Hall Apartments,14,18,13
Hegeman,36,41,13
Drop to 413,1,1,13
Grad Center D,13,13,13
Diman House,12,12,13
East Andrews,0,25,13
Marcy House,4,5,13
Minden,46,54,13
Morris Hall,3,4,13
,2,2,14
Caswell Hall,34,34,14
Harkness House,6,6,14
Goddard House,23,23,14
Young Orchard #4,0,13,14
Young Orchard #2,1,12,14
Hope College,5,11,14
New Pembroke #3,7,7,14
New Pembroke #2,5,5,14
Drop to 340,1,1,14
No Show,17,32,14
Woolley,32,32,14
Grad Center C,13,14,14
New Pembroke #4,3,5,14
Metcalf,31,64,14
Drop to 365,1,1,14
Plantations House,0,4,14
Grad Center B,11,12,14
Drop to 383,1,1,14
Slater Hall,9,15,14
Drop to 284,0,1,14
Drop to 212,0,1,14
Jameson House,10,10,14
Chapin House,6,6,14
Gregorian Quad A,14,51,14
Young Orchard #10,6,14,14
Drop to 446,1,1,14
Mead House,12,12,14
Drop to 288,1,1,14
Bronson House,9,9,14
Drop to 389.5,1,1,14
Archibald House,15,15,14
Olney House,6,9,14
Emery,22,22,14
Drop to 445,1,1,14
Sears House,12,13,14
Drop to 490,1,1,14
Drop to 526,1,1,14
West Andrews,0,24,14
Poland House,18,18,14
New Pembroke #1,15,15,14
Wayland House,6,19,14
Grad Center A,11,12,14
Gregorian Quad B,17,32,14
Everett House,4,4,14
Drop to 255,0,1,14
Champlin,5,5,14
Miller,5,11,14
Barbour Hall Apartments,14,18,14
Hegeman,36,41,14
Drop to 413,1,1,14
Grad Center D,13,13,14
Diman House,12,12,14
East Andrews,0,25,14
Marcy House,4,5,14
Minden,46,54,14
Morris Hall,3,4,14
,2,2,15
Caswell Hall,34,34,15
Harkness House,6,6,15
Goddard House,22,23,15
Young Orchard #4,0,13,15
Young Orchard #2,1,12,15
Hope College,1,11,15
New Pembroke #3,7,7,15
New Pembroke #2,5,5,15
Drop to 340,1,1,15
No Show,15,32,15
Woolley,32,32,15
Grad Center C,13,14,15
New Pembroke #4,3,5,15
Metcalf,27,64,15
Drop to 365,1,1,15
Plantations House,0,4,15
Grad Center B,11,12,15
Drop to 383,1,1,15
Slater Hall,9,15,15
Drop to 284,0,1,15
Drop to 212,0,1,15
Jameson House,10,10,15
Chapin House,6,6,15
Gregorian Quad A,14,51,15
Young Orchard #10,5,14,15
Drop to 446,1,1,15
Mead House,12,12,15
Drop to 288,1,1,15
Bronson House,9,9,15
Drop to 389.5,1,1,15
Archibald House,14,15,15
Olney House,6,9,15
Emery,22,22,15
Drop to 445,1,1,15
Sears House,12,13,15
Drop to 490,1,1,15
Drop to 526,1,1,15
West Andrews,0,24,15
Poland House,16,18,15
New Pembroke #1,15,15,15
Wayland House,3,19,15
Grad Center A,11,12,15
Gregorian Quad B,16,32,15
Everett House,4,4,15
Drop to 255,0,1,15
Champlin,5,5,15
Miller,5,11,15
Barbour Hall Apartments,14,18,15
Hegeman,35,41,15
Drop to 413,1,1,15
Grad Center D,13,13,15
Diman House,12,12,15
East Andrews,0,25,15
Marcy House,3,5,15
Minden,46,54,15
Morris Hall,3,4,15
,2,2,16
Caswell Hall,34,34,16
Harkness House,6,6,16
Goddard House,22,23,16
Young Orchard #4,0,13,16
Young Orchard #2,1,12,16
Hope College,1,11,16
New Pembroke #3,7,7,16
New Pembroke #2,5,5,16
Drop to 340,1,1,16
No Show,13,32,16
Woolley,32,32,16
Grad Center C,13,14,16
New Pembroke #4,2,5,16
Metcalf,24,64,16
Drop to 365,1,1,16
Plantations House,0,4,16
Grad Center B,11,12,16
Drop to 383,1,1,16
Slater Hall,9,15,16
Drop to 284,0,1,16
Drop to 212,0,1,16
