res_hall,remaining,total,num_picks
Barbour Hall,13,15,2
111 Brown Street,6,6,2
Mead House,12,12,2
Minden,52,57,2
Bronson House,7,7,2
Wayland House,20,20,2
Pass,40,40,2
Emery,17,17,2
Drop to 497,1,1,2
Drop to 577,1,1,2
West Andrews,28,29,2
Poland House,17,17,2
New Pembroke #1,16,16,2
Drop to 550,1,1,2
Archibald House,11,11,2
Gregorian Quad B,48,51,2
Everett House,4,4,2
Drop to 514,1,1,2
Drop to 416,1,1,2
Drop to 699,1,1,2
Barbour Hall Apartments,26,26,2
Hegeman,31,31,2
Drop to 673,1,1,2
Drop to 632,1,1,2
Grad Center D,18,18,2
Diman House,33,33,2
East Andrews,23,27,2
Marcy House,6,6,2
Drop to 527,1,1,2
Machado,8,8,2
Drop to 587,2,2,2
Drop to 594,1,1,2
Caswell Hall,42,42,3
Olney House,11,11,3
Harkness House,19,19,3
Drop to 544,1,1,3
Grad Center A,16,16,3
Goddard House,32,32,3
Morriss Hall,3,3,3
Young Orchard #4,14,14,3
Young Orchard #2,14,14,3
Hope College,11,11,3
New Pembroke #3,10,10,3
Champlin,5,5,3
No Show,68,80,3
Grad Center B,18,18,3
Grad Center C,18,18,3
Drop to 345,2,2,3
Drop to 618,1,1,3
Metcalf,51,53,3
Plantations House,8,10,3
Woolley,29,29,3
Drop to 405,1,1,3
Miller,18,20,3
Drop to 326,1,1,3
Slater Hall,17,21,3
Sears House,24,25,3
Jameson House,8,8,3
Chapin House,22,22,3
Gregorian Quad A,45,50,3
Young Orchard #10,13,13,3
New Pembroke #4,23,23,3
Barbour Hall,13,15,3
111 Brown Street,6,6,3
Mead House,12,12,3
Minden,51,57,3
Bronson House,7,7,3
Wayland House,20,20,3
Pass,40,40,3
Emery,17,17,3
Drop to 497,1,1,3
Drop to 577,1,1,3
West Andrews,28,29,3
Poland House,17,17,3
New Pembroke #1,16,16,3
Drop to 550,1,1,3
Archibald House,11,11,3
Gregorian Quad B,46,51,3
Everett House,4,4,3
Drop to 514,1,1,3
Drop to 416,1,1,3
Drop to 699,1,1,3
Barbour Hall Apartments,26,26,3
Hegeman,31,31,3
Drop to 673,1,1,3
Drop to 632,1,1,3
Grad Center D,18,18,3
Diman House,33,33,3
East Andrews,22,27,3
Marcy House,6,6,3
Drop to 527,1,1,3
Machado,8,8,3
Drop to 587,2,2,3
Drop to 594,1,1,3
Caswell Hall,42,42,4
Olney House,11,11,4
Harkness House,19,19,4
Drop to 544,1,1,4
Grad Center A,16,16,4
Goddard House,32,32,4
Morriss Hall,3,3,4
Young Orchard #4,14,14,4
Young Orchard #2,14,14,4
Hope College,11,11,4
New Pembroke #3,10,10,4
Champlin,5,5,4
No Show,66,80,4
Grad Center B,18,18,4
Grad Center C,17,18,4
Drop to 345,2,2,4
Drop to 618,1,1,4
Metcalf,51,53,4
Plantations House,8,10,4
Woolley,29,29,4
Drop to 405,1,1,4
Miller,18,20,4
Drop to 326,1,1,4
Slater Hall,16,21,4
Sears House,24,25,4
Jameson House,8,8,4
Chapin House,22,22,4
Gregorian Quad A,43,50,4
Young Orchard #10,13,13,4
New Pembroke #4,23,23,4
Barbour Hall,13,15,4
111 Brown Street,6,6,4
Mead House,12,12,4
Minden,49,57,4
Bronson House,7,7,4
Wayland House,19,20,4
Pass,40,40,4
Emery,17,17,4
Drop to 497,1,1,4
Drop to 577,1,1,4
West Andrews,27,29,4
Poland House,17,17,4
New Pembroke #1,16,16,4
Drop to 550,1,1,4
Archibald House,11,11,4
Gregorian Quad B,43,51,4
Everett House,4,4,4
Drop to 514,1,1,4
Drop to 416,1,1,4
Drop to 699,1,1,4
Barbour Hall Apartments,26,26,4
Hegeman,31,31,4
Drop to 673,1,1,4
Drop to 632,1,1,4
Grad Center D,18,18,4
Diman House,33,33,4
East Andrews,19,27,4
Marcy House,6,6,4
Drop to 527,1,1,4
Machado,8,8,4
Drop to 587,2,2,4
Drop to 594,1,1,4
Caswell Hall,42,42,5
Olney House,11,11,5
Harkness House,19,19,5
Drop to 544,1,1,5
Grad Center A,16,16,5
Goddard House,32,32,5
Morriss Hall,3,3,5
Young Orchard #4,14,14,5
Young Orchard #2,14,14,5
Hope College,11,11,5
New Pembroke #3,10,10,5
Champlin,5,5,5
No Show,64,80,5
Grad Center B,18,18,5
Grad Center C,17,18,5
Drop to 345,2,2,5
Drop to 618,1,1,5
Metcalf,50,53,5
Plantations House,8,10,5
Woolley,28,29,5
Drop to 405,1,1,5
Miller,16,20,5
Drop to 326,1,1,5
Slater Hall,14,21,5
Sears House,24,25,5
Jameson House,8,8,5
Chapin House,22,22,5
Gregorian Quad A,40,50,5
Young Orchard #10,13,13,5
New Pembroke #4,23,23,5
Barbour Hall,13,15,5
111 Brown Street,6,6,5
Mead House,12,12,5
Minden,46,57,5
Bronson House,7,7,5
Wayland House,19,20,5
Pass,40,40,5
Emery,17,17,5
Drop to 497,1,1,5
Drop to 577,1,1,5
West Andrews,22,29,5
Poland House,17,17,5
New Pembroke #1,16,16,5
Drop to 550,1,1,5
Archibald House,11,11,5
Gregorian Quad B,39,51,5
Everett House,4,4,5
Drop to 514,1,1,5
Drop to 416,1,1,5
Drop to 699,1,1,5
Barbour Hall Apartments,26,26,5
Hegeman,31,31,5
Drop to 673,1,1,5
Drop to 632,1,1,5
Grad Center D,18,18,5
Diman House,33,33,5
East Andrews,12,27,5
Marcy House,6,6,5
Drop to 527,1,1,5
Machado,8,8,5
Drop to 587,2,2,5
Drop to 594,1,1,5
Caswell Hall,42,42,6
Olney House,11,11,6
Harkness House,19,19,6
Drop to 544,1,1,6
Grad Center A,16,16,6
Goddard House,32,32,6
Morriss Hall,3,3,6
Young Orchard #4,13,14,6
Young Orchard #2,13,14,6
Hope College,11,11,6
New Pembroke #3,10,10,6
Champlin,5,5,6
No Show,63,80,6
Grad Center B,18,18,6
Grad Center C,17,18,6
Drop to 345,2,2,6
Drop to 618,1,1,6
Metcalf,45,53,6
Plantations House,8,10,6
Woolley,28,29,6
Drop to 405,1,1,6
Miller,16,20,6
Drop to 326,1,1,6
Slater Hall,14,21,6
Sears House,24,25,6
Jameson House,8,8,6
Chapin House,22,22,6
Gregorian Quad A,39,50,6
Young Orchard #10,13,13,6
New Pembroke #4,23,23,6
Barbour Hall,13,15,6
111 Brown Street,6,6,6
Mead House,12,12,6
Minden,44,57,6
Bronson House,7,7,6
Wayland House,17,20,6
Pass,40,40,6
Emery,15,17,6
Drop to 497,1,1,6
Drop to 577,1,1,6
West Andrews,15,29,6
Poland House,17,17,6
New Pembroke #1,16,16,6
Drop to 550,1,1,6
Archibald House,11,11,6
Gregorian Quad B,39,51,6
Everett House,4,4,6
Drop to 514,1,1,6
Drop to 416,1,1,6
Drop to 699,1,1,6
Barbour Hall Apartments,26,26,6
Hegeman,30,31,6
Drop to 673,1,1,6
Drop to 632,1,1,6
Grad Center D,18,18,6
Diman House,33,33,6
East Andrews,10,27,6
Marcy House,6,6,6
Drop to 527,1,1,6
Machado,8,8,6
Drop to 587,2,2,6
Drop to 594,1,1,6
Caswell Hall,42,42,7
Olney House,11,11,7
Harkness House,19,19,7
Drop to 544,1,1,7
Grad Center A,16,16,7
Goddard House,32,32,7
Morriss Hall,3,3,7
Young Orchard #4,11,14,7
Young Orchard #2,11,14,7
Hope College,11,11,7
New Pembroke #3,10,10,7
Champlin,5,5,7
No Show,63,80,7
Grad Center B,18,18,7
Grad Center C,17,18,7
Drop to 345,2,2,7
Drop to 618,1,1,7
Metcalf,40,53,7
Plantations House,8,10,7
Woolley,28,29,7
Drop to 405,1,1,7
Miller,15,20,7
Drop to 326,1,1,7
Slater Hall,14,21,7
Sears House,24,25,7
Jameson House,8,8,7
Chapin House,22,22,7
Gregorian Quad A,33,50,7
Young Orchard #10,12,13,7
New Pembroke #4,22,23,7
Barbour Hall,13,15,7
111 Brown Street,6,6,7
Mead House,12,12,7
Minden,43,57,7
Bronson House,7,7,7
Wayland House,17,20,7
Pass,40,40,7
Emery,14,17,7
Drop to 497,1,1,7
Drop to 577,1,1,7
West Andrews,8,29,7
Poland House,17,17,7
New Pembroke #1,16,16,7
Drop to 550,1,1,7
Archibald House,11,11,7
Gregorian Quad B,37,51,7
Everett House,4,4,7
Drop to 514,1,1,7
Drop to 416,1,1,7
Drop to 699,1,1,7
Barbour Hall Apartments,25,26,7
Hegeman,29,31,7
Drop to 673,1,1,7
Drop to 632,1,1,7
Grad Center D,18,18,7
Diman House,33,33,7
East Andrews,10,27,7
Marcy House,6,6,7
Drop to 527,1,1,7
Machado,8,8,7
Drop to 587,2,2,7
Drop to 594,1,1,7
Caswell Hall,42,42,8
Olney House,11,11,8
Harkness House,19,19,8
Drop to 544,1,1,8
Grad Center A,16,16,8
Goddard House,32,32,8
Morriss Hall,3,3,8
Young Orchard #4,11,14,8
Young Orchard #2,9,14,8
Hope College,11,11,8
New Pembroke #3,10,10,8
Champlin,4,5,8
No Show,61,80,8
Grad Center B,18,18,8
Grad Center C,17,18,8
Drop to 345,2,2,8
Drop to 618,1,1,8
Metcalf,40,53,8
Plantations House,8,10,8
Woolley,28,29,8
Drop to 405,1,1,8
Miller,10,20,8
Drop to 326,1,1,8
Slater Hall,14,21,8
Sears House,24,25,8
Jameson House,8,8,8
Chapin House,22,22,8
Gregorian Quad A,33,50,8
Young Orchard #10,12,13,8
New Pembroke #4,22,23,8
Barbour Hall,13,15,8
111 Brown Street,6,6,8
Mead House,12,12,8
Minden,43,57,8
Bronson House,7,7,8
Wayland House,17,20,8
Pass,40,40,8
Emery,12,17,8
Drop to 497,1,1,8
Drop to 577,1,1,8
West Andrews,3,29,8
Poland House,17,17,8
New Pembroke #1,16,16,8
Drop to 550,1,1,8
Archibald House,11,11,8
Gregorian Quad B,33,51,8
Everett House,4,4,8
Drop to 514,1,1,8
Drop to 416,1,1,8
Drop to 699,1,1,8
Barbour Hall Apartments,25,26,8
Hegeman,29,31,8
Drop to 673,1,1,8
Drop to 632,1,1,8
Grad Center D,18,18,8
Diman House,33,33,8
East Andrews,3,27,8
Marcy House,6,6,8
Drop to 527,1,1,8
Machado,8,8,8
Drop to 587,2,2,8
Drop to 594,1,1,8
Caswell Hall,42,42,8
Olney House,11,11,8
Harkness House,19,19,8
Drop to 544,1,1,8
Grad Center A,16,16,8
Goddard House,32,32,8
Morriss Hall,3,3,8
Young Orchard #4,11,14,8
Young Orchard #2,9,14,8
Hope College,11,11,8
New Pembroke #3,10,10,8
Champlin,4,5,8
No Show,61,80,8
Grad Center B,18,18,8
Grad Center C,17,18,8
Drop to 345,2,2,8
Drop to 618,1,1,8
Metcalf,40,53,8
Plantations House,8,10,8
Woolley,28,29,8
Drop to 405,1,1,8
Miller,10,20,8
Drop to 326,1,1,8
Slater Hall,14,21,8
Sears House,24,25,8
Jameson House,8,8,8
Chapin House,22,22,8
Gregorian Quad A,33,50,8
Young Orchard #10,12,13,8
New Pembroke #4,22,23,8
Barbour Hall,13,15,8
111 Brown Street,6,6,8
Mead House,12,12,8
Minden,43,57,8
Bronson House,7,7,8
Wayland House,17,20,8
Pass,40,40,8
Emery,12,17,8
Drop to 497,1,1,8
Drop to 577,1,1,8
West Andrews,3,29,8
Poland House,17,17,8
New Pembroke #1,16,16,8
Drop to 550,1,1,8
Archibald House,11,11,8
Gregorian Quad B,32,51,8
Everett House,4,4,8
Drop to 514,1,1,8
Drop to 416,1,1,8
Drop to 699,1,1,8
Barbour Hall Apartments,25,26,8
Hegeman,29,31,8
Drop to 673,1,1,8
Drop to 632,1,1,8
Grad Center D,18,18,8
Diman House,33,33,8
East Andrews,3,27,8
Marcy House,6,6,8
Drop to 527,1,1,8
Machado,8,8,8
Drop to 587,2,2,8
Drop to 594,1,1,8
Caswell Hall,42,42,8
Olney House,11,11,8
Harkness House,19,19,8
Drop to 544,1,1,8
Grad Center A,16,16,8
Goddard House,32,32,8
Morriss Hall,3,3,8
Young Orchard #4,11,14,8
Young Orchard #2,9,14,8
Hope College,11,11,8
New Pembroke #3,10,10,8
Champlin,4,5,8
No Show,61,80,8
Grad Center B,18,18,8
Grad Center C,17,18,8
Drop to 345,2,2,8
Drop to 618,1,1,8
Metcalf,40,53,8
Plantations House,8,10,8
Woolley,28,29,8
Drop to 405,1,1,8
Miller,10,20,8
Drop to 326,1,1,8
Slater Hall,14,21,8
Sears House,24,25,8
Jameson House,8,8,8
Chapin House,22,22,8
Gregorian Quad A,33,50,8
Young Orchard #10,12,13,8
New Pembroke #4,22,23,8
Barbour Hall,13,15,8
111 Brown Street,6,6,8
Mead House,12,12,8
Minden,43,57,8
Bronson House,7,7,8
Wayland House,17,20,8
Pass,40,40,8
Emery,12,17,8
Drop to 497,1,1,8
Drop to 577,1,1,8
West Andrews,3,29,8
Poland House,17,17,8
New Pembroke #1,16,16,8
Drop to 550,1,1,8
Archibald House,11,11,8
Gregorian Quad B,31,51,8
Everett House,4,4,8
Drop to 514,1,1,8
Drop to 416,1,1,8
Drop to 699,1,1,8
Barbour Hall Apartments,25,26,8
Hegeman,29,31,8
Drop to 673,1,1,8
Drop to 632,1,1,8
Grad Center D,18,18,8
Diman House,33,33,8
East Andrews,3,27,8
Marcy House,6,6,8
Drop to 527,1,1,8
Machado,8,8,8
Drop to 587,2,2,8
Drop to 594,1,1,8
Caswell Hall,42,42,9
Olney House,11,11,9
Harkness House,19,19,9
Drop to 544,1,1,9
Grad Center A,16,16,9
Goddard House,32,32,9
Morriss Hall,3,3,9
Young Orchard #4,11,14,9
Young Orchard #2,7,14,9
Hope College,11,11,9
New Pembroke #3,10,10,9
Champlin,4,5,9
No Show,59,80,9
Grad Center B,18,18,9
Grad Center C,17,18,9
Drop to 345,2,2,9
Drop to 618,1,1,9
Metcalf,37,53,9
Plantations House,8,10,9
Woolley,28,29,9
Drop to 405,1,1,9
Miller,10,20,9
Drop to 326,1,1,9
Slater Hall,11,21,9
Sears House,24,25,9
Jameson House,8,8,9
Chapin House,22,22,9
Gregorian Quad A,33,50,9
Young Orchard #10,10,13,9
New Pembroke #4,18,23,9
Barbour Hall,13,15,9
111 Brown Street,6,6,9
Mead House,12,12,9
Minden,43,57,9
Bronson House,7,7,9
Wayland House,17,20,9
Pass,40,40,9
Emery,12,17,9
Drop to 497,1,1,9
Drop to 577,1,1,9
West Andrews,3,29,9
Poland House,17,17,9
New Pembroke #1,16,16,9
Drop to 550,1,1,9
Archibald House,11,11,9
Gregorian Quad B,28,51,9
Everett House,4,4,9
Drop to 514,1,1,9
Drop to 416,1,1,9
Drop to 699,1,1,9
Barbour Hall Apartments,24,26,9
Hegeman,28,31,9
Drop to 673,1,1,9
Drop to 632,1,1,9
Grad Center D,18,18,9
Diman House,33,33,9
East Andrews,1,27,9
Marcy House,6,6,9
Drop to 527,1,1,9
Machado,8,8,9
Drop to 587,2,2,9
Drop to 594,1,1,9
Caswell Hall,42,42,10
Olney House,11,11,10
Harkness House,19,19,10
Drop to 544,1,1,10
Grad Center A,16,16,10
Goddard House,31,32,10
Morriss Hall,3,3,10
Young Orchard #4,11,14,10
Young Orchard #2,5,14,10
Hope College,9,11,10
New Pembroke #3,10,10,10
Champlin,3,5,10
No Show,58,80,10
Grad Center B,18,18,10
Grad Center C,17,18,10
Drop to 345,2,2,10
Drop to 618,1,1,10
Metcalf,37,53,10
Plantations House,7,10,10
Woolley,28,29,10
Drop to 405,1,1,10
Miller,10,20,10
Drop to 326,1,1,10
Slater Hall,11,21,10
Sears House,24,25,10
Jameson House,8,8,10
Chapin House,22,22,10
Gregorian Quad A,31,50,10
Young Orchard #10,10,13,10
New Pembroke #4,17,23,10
Barbour Hall,13,15,10
111 Brown Street,6,6,10
Mead House,12,12,10
Minden,42,57,10
Bronson House,7,7,10
Wayland House,16,20,10
Pass,40,40,10
Emery,12,17,10
Drop to 497,1,1,10
Drop to 577,1,1,10
West Andrews,2,29,10
Poland House,17,17,10
New Pembroke #1,16,16,10
Drop to 550,1,1,10
Archibald House,11,11,10
Gregorian Quad B,26,51,10
Everett House,4,4,10
Drop to 514,1,1,10
Drop to 416,1,1,10
Drop to 699,1,1,10
Barbour Hall Apartments,23,26,10
Hegeman,28,31,10
Drop to 673,1,1,10
Drop to 632,1,1,10
Grad Center D,18,18,10
Diman House,33,33,10
East Andrews,0,27,10
Marcy House,6,6,10
Drop to 527,1,1,10
Machado,8,8,10
Drop to 587,2,2,10
Drop to 594,1,1,10
Caswell Hall,42,42,11
Olney House,10,11,11
Harkness House,19,19,11
Drop to 544,1,1,11
Grad Center A,16,16,11
Goddard House,31,32,11
Morriss Hall,3,3,11
Young Orchard #4,11,14,11
Young Orchard #2,5,14,11
Hope College,7,11,11
New Pembroke #3,9,10,11
Champlin,3,5,11
No Show,55,80,11
Grad Center B,18,18,11
Grad Center C,17,18,11
Drop to 345,2,2,11
Drop to 618,1,1,11
Metcalf,30,53,11
Plantations House,7,10,11
Woolley,22,29,11
Drop to 405,1,1,11
Miller,8,20,11
Drop to 326,1,1,11
Slater Hall,11,21,11
Sears House,24,25,11
Jameson House,8,8,11
Chapin House,22,22,11
Gregorian Quad A,30,50,11
Young Orchard #10,10,13,11
New Pembroke #4,17,23,11
Barbour Hall,13,15,11
111 Brown Street,6,6,11
Mead House,12,12,11
Minden,42,57,11
Bronson House,7,7,11
Wayland House,15,20,11
Pass,40,40,11
Emery,12,17,11
Drop to 497,1,1,11
Drop to 577,1,1,11
West Andrews,1,29,11
Poland House,17,17,11
New Pembroke #1,16,16,11
Drop to 550,1,1,11
Archibald House,11,11,11
Gregorian Quad B,26,51,11
Everett House,4,4,11
Drop to 514,1,1,11
Drop to 416,1,1,11
Drop to 699,1,1,11
Barbour Hall Apartments,23,26,11
Hegeman,28,31,11
Drop to 673,1,1,11
Drop to 632,1,1,11
Grad Center D,18,18,11
Diman House,33,33,11
East Andrews,0,27,11
Marcy House,6,6,11
Drop to 527,1,1,11
Machado,8,8,11
Drop to 587,2,2,11
Drop to 594,1,1,11
Caswell Hall,42,42,12
Olney House,10,11,12
Harkness House,19,19,12
Drop to 544,1,1,12
Grad Center A,16,16,12
Goddard House,31,32,12
Morriss Hall,3,3,12
Young Orchard #4,11,14,12
Young Orchard #2,5,14,12
Hope College,5,11,12
New Pembroke #3,9,10,12
Champlin,3,5,12
No Show,53,80,12
Grad Center B,18,18,12
Grad Center C,17,18,12
Drop to 345,2,2,12
Drop to 618,1,1,12
Metcalf,28,53,12
Plantations House,7,10,12
Woolley,20,29,12
Drop to 405,1,1,12
Miller,5,20,12
Drop to 326,1,1,12
Slater Hall,11,21,12
Sears House,24,25,12
Jameson House,8,8,12
Chapin House,22,22,12
Gregorian Quad A,29,50,12
Young Orchard #10,10,13,12
New Pembroke #4,17,23,12
Barbour Hall,13,15,12
111 Brown Street,6,6,12
Mead House,12,12,12
Minden,42,57,12
Bronson House,7,7,12
Wayland House,15,20,12
Pass,40,40,12
Emery,9,17,12
Drop to 497,1,1,12
Drop to 577,1,1,12
West Andrews,1,29,12
Poland House,17,17,12
New Pembroke #1,16,16,12
Drop to 550,1,1,12
Archibald House,11,11,12
Gregorian Quad B,26,51,12
Everett House,4,4,12
Drop to 514,1,1,12
Drop to 416,1,1,12
Drop to 699,1,1,12
Barbour Hall Apartments,22,26,12
Hegeman,23,31,12
Drop to 673,1,1,12
Drop to 632,1,1,12
Grad Center D,18,18,12
Diman House,33,33,12
East Andrews,0,27,12
Marcy House,6,6,12
Drop to 527,1,1,12
Machado,8,8,12
Drop to 587,2,2,12
Drop to 594,1,1,12
Caswell Hall,42,42,12
Olney House,10,11,12
Harkness House,19,19,12
Drop to 544,1,1,12
Grad Center A,16,16,12
Goddard House,31,32,12
Morriss Hall,3,3,12
Young Orchard #4,11,14,12
Young Orchard #2,5,14,12
Hope College,5,11,12
New Pembroke #3,9,10,12
Champlin,3,5,12
No Show,53,80,12
Grad Center B,18,18,12
Grad Center C,17,18,12
Drop to 345,2,2,12
Drop to 618,1,1,12
Metcalf,28,53,12
Plantations House,7,10,12
Woolley,20,29,12
Drop to 405,1,1,12
Miller,5,20,12
Drop to 326,1,1,12
Slater Hall,11,21,12
Sears House,24,25,12
Jameson House,8,8,12
Chapin House,22,22,12
Gregorian Quad A,28,50,12
Young Orchard #10,10,13,12
New Pembroke #4,17,23,12
Barbour Hall,13,15,12
111 Brown Street,6,6,12
Mead House,12,12,12
Minden,42,57,12
Bronson House,7,7,12
Wayland House,15,20,12
Pass,40,40,12
Emery,9,17,12
Drop to 497,1,1,12
Drop to 577,1,1,12
West Andrews,1,29,12
Poland House,17,17,12
New Pembroke #1,16,16,12
Drop to 550,1,1,12
Archibald House,11,11,12
Gregorian Quad B,26,51,12
Everett House,4,4,12
Drop to 514,1,1,12
Drop to 416,1,1,12
Drop to 699,1,1,12
Barbour Hall Apartments,22,26,12
Hegeman,23,31,12
Drop to 673,1,1,12
Drop to 632,1,1,12
Grad Center D,18,18,12
Diman House,33,33,12
East Andrews,0,27,12
Marcy House,6,6,12
Drop to 527,1,1,12
Machado,8,8,12
Drop to 587,2,2,12
Drop to 594,1,1,12
Caswell Hall,42,42,12
Olney House,10,11,12
Harkness House,19,19,12
Drop to 544,1,1,12
Grad Center A,16,16,12
Goddard House,31,32,12
Morriss Hall,3,3,12
Young Orchard #4,11,14,12
Young Orchard #2,5,14,12
Hope College,5,11,12
New Pembroke #3,9,10,12
Champlin,2,5,12
No Show,53,80,12
Grad Center B,18,18,12
Grad Center C,17,18,12
Drop to 345,2,2,12
Drop to 618,1,1,12
Metcalf,28,53,12
Plantations House,7,10,12
Woolley,20,29,12
Drop to 405,1,1,12
Miller,5,20,12
Drop to 326,1,1,12
Slater Hall,11,21,12
Sears House,24,25,12
Jameson House,8,8,12
Chapin House,22,22,12
Gregorian Quad A,28,50,12
Young Orchard #10,10,13,12
New Pembroke #4,17,23,12
Barbour Hall,13,15,12
111 Brown Street,6,6,12
Mead House,12,12,12
Minden,42,57,12
Bronson House,7,7,12
Wayland House,15,20,12
Pass,40,40,12
Emery,9,17,12
Drop to 497,1,1,12
Drop to 577,1,1,12
West Andrews,1,29,12
Poland House,17,17,12
New Pembroke #1,16,16,12
Drop to 550,1,1,12
Archibald House,11,11,12
Gregorian Quad B,26,51,12
Everett House,4,4,12
Drop to 514,1,1,12
Drop to 416,1,1,12
Drop to 699,1,1,12
Barbour Hall Apartments,22,26,12
Hegeman,23,31,12
Drop to 673,1,1,12
Drop to 632,1,1,12
Grad Center D,18,18,12
Diman House,33,33,12
East Andrews,0,27,12
Marcy House,6,6,12
Drop to 527,1,1,12
Machado,8,8,12
Drop to 587,2,2,12
Drop to 594,1,1,12
Caswell Hall,42,42,13
Olney House,10,11,13
Harkness House,19,19,13
Drop to 544,1,1,13
Grad Center A,16,16,13
Goddard House,31,32,13
Morriss Hall,3,3,13
Young Orchard #4,11,14,13
Young Orchard #2,5,14,13
Hope College,2,11,13
New Pembroke #3,9,10,13
Champlin,2,5,13
No Show,48,80,13
Grad Center B,18,18,13
Grad Center C,17,18,13
Drop to 345,2,2,13
Drop to 618,1,1,13
Metcalf,28,53,13
Plantations House,6,10,13
Woolley,20,29,13
Drop to 405,1,1,13
Miller,4,20,13
Drop to 326,0,1,13
Slater Hall,11,21,13
Sears House,24,25,13
Jameson House,8,8,13
Chapin House,22,22,13
Gregorian Quad A,28,50,13
Young Orchard #10,10,13,13
New Pembroke #4,17,23,13
Barbour Hall,13,15,13
111 Brown Street,6,6,13
Mead House,12,12,13
Minden,42,57,13
Bronson House,7,7,13
Wayland House,13,20,13
Pass,40,40,13
Emery,7,17,13
Drop to 497,1,1,13
Drop to 577,1,1,13
West Andrews,1,29,13
Poland House,17,17,13
New Pembroke #1,16,16,13
Drop to 550,1,1,13
Archibald House,11,11,13
Gregorian Quad B,26,51,13
Everett House,4,4,13
Drop to 514,1,1,13
Drop to 416,1,1,13
Drop to 699,1,1,13
Barbour Hall Apartments,22,26,13
Hegeman,22,31,13
Drop to 673,1,1,13
Drop to 632,1,1,13
Grad Center D,18,18,13
Diman House,33,33,13
East Andrews,0,27,13
Marcy House,6,6,13
Drop to 527,1,1,13
Machado,8,8,13
Drop to 587,2,2,13
Drop to 594,1,1,13
Caswell Hall,42,42,14
Olney House,8,11,14
Harkness House,19,19,14
Drop to 544,1,1,14
Grad Center A,16,16,14
Goddard House,31,32,14
Morriss Hall,3,3,14
Young Orchard #4,10,14,14
Young Orchard #2,5,14,14
Hope College,0,11,14
New Pembroke #3,9,10,14
Champlin,2,5,14
No Show,46,80,14
Grad Center B,18,18,14
Grad Center C,17,18,14
Drop to 345,2,2,14
Drop to 618,1,1,14
Metcalf,24,53,14
Plantations House,6,10,14
Woolley,18,29,14
Drop to 405,1,1,14
Miller,4,20,14
Drop to 326,0,1,14
Slater Hall,11,21,14
Sears House,24,25,14
Jameson House,8,8,14
Chapin House,22,22,14
Gregorian Quad A,28,50,14
Young Orchard #10,10,13,14
New Pembroke #4,17,23,14
Barbour Hall,13,15,14
111 Brown Street,6,6,14
Mead House,12,12,14
Minden,41,57,14
Bronson House,7,7,14
Wayland House,9,20,14
Pass,40,40,14
Emery,7,17,14
Drop to 497,1,1,14
Drop to 577,1,1,14
West Andrews,1,29,14
Poland House,17,17,14
New Pembroke #1,16,16,14
Drop to 550,1,1,14
Archibald House,11,11,14
Gregorian Quad B,26,51,14
Everett House,4,4,14
Drop to 514,1,1,14
Drop to 416,1,1,14
Drop to 699,1,1,14
