Number,Residence Hall,Room,Occupancy,Time
125,Gregorian Quad A,201,4,2006-03-20 06:51:10
126,Gregorian Quad A,311,4,2006-03-20 06:51:22
127,Gregorian Quad A,206,4,2006-03-20 06:51:33
128,Gregorian Quad A,205,3,2006-03-20 06:52:16
129,Young Orchard #4,430,4,2006-03-20 06:52:39
130,Gregorian Quad B,208,4,2006-03-20 06:52:55
131,Wayland House,332,1,2006-03-20 06:53:18
132,Drop to 255,,,2006-03-20 06:53:46
133,Young Orchard #10,230,4,2006-03-20 06:53:58
134,Hope College,116,1,2006-03-20 06:54:10
135,Young Orchard #4,320,4,2006-03-20 06:54:25
136,Gregorian Quad A,301,4,2006-03-20 06:54:37
137,Wayland House,230,1,2006-03-20 06:54:54
137,Wayland House,232,1,2006-03-20 06:54:58
138,Plantations House,101,1,2006-03-20 06:55:20
139,West Andrews,255,1,2006-03-20 06:55:35
140,Gregorian Quad A,203,4,2006-03-20 06:55:51
141,Young Orchard #4,340,4,2006-03-20 06:56:11
142,Hegeman,A101,3,2006-03-20 06:56:28
143,Gregorian Quad A,401,4,2006-03-20 06:56:58
144,Young Orchard #4,120,4,2006-03-20 06:57:46
145,Gregorian Quad B,310,4,2006-03-20 06:58:07
146,Wayland House,318,1,2006-03-20 06:58:22
146,Wayland House,330,1,2006-03-20 06:58:26
147,Gregorian Quad B,204,4,2006-03-20 06:58:41
148,West Andrews,303,1,2006-03-20 06:58:53
149,Drop to 284,,,2006-03-20 06:59:20
150,West Andrews,417,1,2006-03-20 06:59:35
151,Olney House,319,1,2006-03-20 06:59:59
152,Miller,100,1,2006-03-20 07:00:14
153,Young Orchard #10,320,4,2006-03-20 07:00:31
154,Gregorian Quad B,308,4,2006-03-20 07:00:55
155,Young Orchard #4,440,4,2006-03-20 07:01:08
156,Young Orchard #10,330,4,2006-03-20 07:01:19
157,No Show,,,2006-03-20 07:01:41
158,Metcalf,304,1,2006-03-20 07:01:59
158,Metcalf,306,1,2006-03-20 07:02:02
159,No Show,,,2006-03-20 07:02:22
160,West Andrews,401,1,2006-03-20 07:02:48
161,West Andrews,301,1,2006-03-20 07:03:25
161,West Andrews,305,1,2006-03-20 07:03:27
161,West Andrews,353,1,2006-03-20 07:03:28
161,West Andrews,355,1,2006-03-20 07:03:30
161,West Andrews,357,1,2006-03-20 07:03:32
161,West Andrews,359,1,2006-03-20 07:03:35
162,West Andrews,419,1,2006-03-20 07:03:59
163,Gregorian Quad A,211,4,2006-03-20 07:04:15
164,Plantations House,303,1,2006-03-20 07:04:32
165,Gregorian Quad B,303,4,2006-03-20 07:05:01
166,No Show,,,2006-03-20 07:05:21
167,Miller,102,1,2006-03-20 07:05:47
167,Miller,108,1,2006-03-20 07:05:48
167,Miller,110,1,2006-03-20 07:05:49
167,East Andrews,356,1,2006-03-20 07:06:02
168,Plantations House,304,1,2006-03-20 07:06:17
169,West Andrews,205,1,2006-03-20 07:06:47
170,Hope College,214,1,2006-03-20 07:07:01
171,West Andrews,257,1,2006-03-20 07:07:15
172,Metcalf,311,1,2006-03-20 07:07:32
172,Metcalf,315,1,2006-03-20 07:07:34
172,Metcalf,317,1,2006-03-20 07:07:57
173,Gregorian Quad A,409,2,2006-03-20 07:08:14
174,Drop to 212,,,2006-03-20 07:08:37
175,Marcy House,213,1,2006-03-20 07:08:54
176,Hope College,408,1,2006-03-20 07:09:05
177,No Show,,,2006-03-20 07:09:34
178,Gregorian Quad A,406,4,2006-03-20 07:09:43
179,Metcalf,416,1,2006-03-20 07:09:57
180,Gregorian Quad A,314,4,2006-03-20 07:10:16
181,West Andrews,407,1,2006-03-20 07:10:33
182,Metcalf,301,1,2006-03-20 07:10:50
183,Metcalf,222,1,2006-03-20 07:11:06
184,Wayland House,327,1,2006-03-20 07:11:34
185,Wayland House,213,1,2006-03-20 07:11:51
186,East Andrews,404,1,2006-03-20 07:12:27
186,East Andrews,456,1,2006-03-20 07:12:29
186,East Andrews,262,1,2006-03-20 07:12:33
187,Metcalf,110,1,2006-03-20 07:12:48
188,No Show,,,2006-03-20 07:13:01
189,Slater Hall,403,2,2006-03-20 07:13:13
190,Young Orchard #10,340,4,2006-03-20 07:13:28
191,Gregorian Quad A,303,4,2006-03-20 07:13:51
192,West Andrews,259,1,2006-03-20 07:14:11
193,No Show,,,2006-03-20 07:15:49
194,New Pembroke #4,301,1,2006-03-20 07:15:56
195,Wayland House,218,1,2006-03-20 07:16:03
196,Metcalf,316,1,2006-03-20 07:16:10
197,No Show,,,2006-03-20 07:16:47
198,Metcalf,112,1,2006-03-20 07:16:50
199,Olney House,321,1,2006-03-20 07:17:05
200,Metcalf,411,1,2006-03-20 07:17:33
200,Metcalf,402,1,2006-03-20 07:17:35
200,Metcalf,410,1,2006-03-20 07:17:36
200,Metcalf,407,1,2006-03-20 07:17:40
201,Gregorian Quad A,304,4,2006-03-20 07:17:52
202,No Show,,,2006-03-20 07:18:07
203,Metcalf,308,1,2006-03-20 07:18:22
204,No Show,,,2006-03-20 07:18:38
205,Young Orchard #10,310,4,2006-03-20 07:18:51
206,Olney House,222,1,2006-03-20 07:19:40
207,Wayland House,322,1,2006-03-20 07:20:02
208,Metcalf,310,1,2006-03-20 07:20:23
209,Grad Center C,110,4,2006-03-20 07:20:46
210,No Show,,,2006-03-20 07:21:05
211,Hope College,314,1,2006-03-20 07:21:18
212,Hegeman,C209,3,2006-03-20 07:21:30
213,Goddard House,321,1,2006-03-20 07:21:51
214,No Show,,,2006-03-20 07:22:06
215,Wayland House,313,1,2006-03-20 07:22:19
215,Wayland House,337,1,2006-03-20 07:22:24
215,Wayland House,346,1,2006-03-20 07:22:27
216,Metcalf,322,1,2006-03-20 07:22:41
216,Metcalf,323,1,2006-03-20 07:22:42
216,Metcalf,325,1,2006-03-20 07:22:46
217,Marcy House,303,1,2006-03-20 07:22:59
218,Hope College,414,1,2006-03-20 07:23:31
219,Gregorian Quad B,203,4,2006-03-20 07:23:56
220,Archibald House,307,1,2006-03-20 07:24:05
221,Poland House,332,1,2006-03-20 07:24:32
221,Poland House,319,1,2006-03-20 07:24:34
221,Metcalf,215,1,2006-03-20 07:24:41
222,Hope College,406,1,2006-03-20 07:24:56
223,No Show,,,2006-03-20 07:25:09
224,Hope College,316,1,2006-03-20 07:25:23
225,Young Orchard #10,120,4,2006-03-20 07:25:46
226,No Show,,,2006-03-20 07:26:01
227,Metcalf,309,1,2006-03-20 07:26:15
228,Metcalf,211,1,2006-03-20 07:26:30
229,Minden,812,2,2006-03-20 07:27:00
230,Gregorian Quad B,304,4,2006-03-20 07:27:23
231,Metcalf,225,1,2006-03-20 07:27:38
232,Poland House,210,1,2006-03-20 07:27:57
233,Young Orchard #10,110,4,2006-03-20 07:28:08
234,Gregorian Quad A,207,5,2006-03-20 07:28:25
234,Wayland House,237,1,2006-03-20 07:28:42
235,Minden,407,2,2006-03-20 07:29:14
236,New Pembroke #4,227,1,2006-03-20 07:29:25
237,Gregorian Quad B,102,4,2006-03-20 07:29:43
238,Hegeman,C307,3,2006-03-20 07:30:04
238,Hegeman,C308,3,2006-03-20 07:30:07
239,Minden,207,2,2006-03-20 07:30:21
240,No Show,,,2006-03-20 07:30:38
241,Archibald House,306,1,2006-03-20 07:31:08
242,Marcy House,215,1,2006-03-20 07:31:26
243,Minden,801,3,2006-03-20 07:31:44
244,Mead House,223,1,2006-03-20 07:32:40
245,Metcalf,404,1,2006-03-20 07:32:57
246,Metcalf,111,1,2006-03-20 07:33:22
247,Gregorian Quad B,105,4,2006-03-20 07:33:45
247,Gregorian Quad B,106,4,2006-03-20 07:33:48
248,Young Orchard #10,410,4,2006-03-20 07:34:01
249,Sears House,311,1,2006-03-20 07:34:24
250,Olney House,324,1,2006-03-20 07:34:29
251,Goddard House,116,1,2006-03-20 07:34:54
252,Young Orchard #10,430,4,2006-03-20 07:35:05
253,Wayland House,400A,7,2006-03-20 07:35:20
254,Gregorian Quad B,210,4,2006-03-20 07:35:36
255,Gregorian Quad A,212,4,2006-03-20 07:35:46
256,Metcalf,313,1,2006-03-20 07:35:57
257,Gregorian Quad B,301,4,2006-03-20 07:36:25
258,Young Orchard #10,420,4,2006-03-20 07:36:38
258,Sears House,222,1,2006-03-20 07:36:46
259,Miller,115,1,2006-03-20 07:37:02
260,Metcalf,104,1,2006-03-20 07:37:15
261,Gregorian Quad B,307,5,2006-03-20 07:37:47
262,Metcalf,302,1,2006-03-20 07:38:17
263,Gregorian Quad B,107,5,2006-03-20 07:38:37
264,Young Orchard #10,440,4,2006-03-20 07:38:51
265,Gregorian Quad A,208,5,2006-03-20 07:39:02
266,Sears House,220,1,2006-03-20 07:39:26
267,Sears House,309,1,2006-03-20 07:39:37
267,Sears House,310,1,2006-03-20 07:39:45
268,Gregorian Quad A,214,4,2006-03-20 07:40:00
268,Gregorian Quad A,209,4,2006-03-20 07:40:11
269,Miller,117,1,2006-03-20 07:41:36
269,Miller,119,1,2006-03-20 07:41:38
270,Minden,707,2,2006-03-20 07:41:56
271,Metcalf,412,1,2006-03-20 07:42:55
272,Metcalf,209,1,2006-03-20 07:43:10
273,Metcalf,208,1,2006-03-20 07:43:22
273,Metcalf,210,1,2006-03-20 07:43:26
274,Mead House,231,1,2006-03-20 07:43:58
275,Hegeman,E113,3,2006-03-20 07:44:12
276,Minden,212,3,2006-03-20 07:44:26
277,Hegeman,A201,3,2006-03-20 07:44:41
278,Metcalf,206,1,2006-03-20 07:44:59
279,Gregorian Quad A,402,4,2006-03-20 07:45:15
279,Gregorian Quad A,404,4,2006-03-20 07:45:19
280,Metcalf,109,1,2006-03-20 07:45:35
281,Gregorian Quad B,305,4,2006-03-20 07:45:47
282,Drop to 288,,,2006-03-20 07:46:01
283,Hegeman,D309,3,2006-03-20 07:46:20
284,Gregorian Quad A,403,4,2006-03-20 07:46:34
285,Slater Hall,401,3,2006-03-20 07:46:47
285,Slater Hall,402,2,2006-03-20 07:46:48
285,Goddard House,338,1,2006-03-20 07:46:57
286,Metcalf,218,1,2006-03-20 07:48:06
287,Sears House,400A,7,2006-03-20 07:48:21
288,Gregorian Quad A,302,4,2006-03-20 07:48:48
288,Gregorian Quad A,312,4,2006-03-20 07:48:50
289,Grad Center A,640,6,2006-03-20 07:49:05
289,Metcalf,413,1,2006-03-20 07:49:28
289,Metcalf,418,1,2006-03-20 07:49:32
289,Metcalf,419,1,2006-03-20 07:49:36
290,Goddard House,221,1,2006-03-20 07:50:19
291,Gregorian Quad B,302,4,2006-03-20 07:50:40
292,Sears House,312,1,2006-03-20 07:51:05
293,Archibald House,305,1,2006-03-20 07:52:04
293,Gregorian Quad A,407,4,2006-03-20 07:52:09
294,Metcalf,217,1,2006-03-20 07:52:22
295,New Pembroke #4,401,1,2006-03-20 07:52:40
296,Hegeman,E213,3,2006-03-20 07:53:07
297,Grad Center C,540,5,2006-03-20 07:54:21
298,Gregorian Quad B,202,4,2006-03-20 07:54:37
298,Olney House,322,1,2006-03-20 07:54:52
299,Sears House,306A,1,2006-03-20 07:55:25
299,Sears House,226A,1,2006-03-20 07:56:10
299,Sears House,226B,1,2006-03-20 07:56:13
300,Hegeman,D403,3,2006-03-20 07:56:28
300,Hegeman,D404,3,2006-03-20 07:56:31
301,Hegeman,E212,2,2006-03-20 07:56:53
301,Hegeman,B207,2,2006-03-20 07:57:03
301,Hegeman,B306,3,2006-03-20 07:57:07
301,Metcalf,414,1,2006-03-20 07:57:19
302,Wayland House,400B,7,2006-03-20 07:57:43
302,Olney House,223,1,2006-03-20 07:57:55
303,Hegeman,B206,3,2006-03-20 07:58:05
304,Gregorian Quad A,204,4,2006-03-20 07:58:32
305,Miller,105,2,2006-03-20 07:59:15
306,Gregorian Quad B,201,4,2006-03-20 07:59:50
307,Hegeman,A203,3,2006-03-20 08:00:21
307,Hegeman,A301,3,2006-03-20 08:00:23
307,Hegeman,A303,3,2006-03-20 08:00:25
307,Sears House,306B,1,2006-03-20 08:00:34
308,Minden,802,3,2006-03-20 08:00:53
309,Metcalf,216,1,2006-03-20 08:01:03
310,Gregorian Quad B,110,4,2006-03-20 08:01:12
311,Metcalf,318,1,2006-03-20 08:01:26
311,Metcalf,314,1,2006-03-20 08:01:30
312,Metcalf,409,1,2006-03-20 08:01:53
312,Metcalf,408,1,2006-03-20 08:01:56
312,Metcalf,406,1,2006-03-20 08:01:59
313,Marcy House,306A,1,2006-03-20 08:02:19
314,Grad Center A,510,5,2006-03-20 08:02:45
315,Gregorian Quad B,108,4,2006-03-20 08:03:27
315,Goddard House,340,1,2006-03-20 08:03:53
315,Goddard House,345,1,2006-03-20 08:03:56
