Number ,Residence Hall ,Room ,Occupancy ,Time
629,111 Brown Street,202,2,4/6/09 7:03:12
629,111 Brown Street,301,2,4/6/09 7:03:13
629,111 Brown Street,302,2,4/6/09 7:03:15
630,Machado,315,3,4/6/09 7:03:33
631,Harkness House,313,2,4/6/09 7:03:47
631,Harkness House,314,2,4/6/09 7:03:48
631,Harkness House,317,2,4/6/09 7:03:50
632,Grad Center D,120,4,4/6/09 7:04:04
632,Grad Center D,140,4,4/6/09 7:04:07
633,Sears House,213,2,4/6/09 7:04:27
633,Sears House,214,2,4/6/09 7:04:30
634,Marcy House,319,3,4/6/09 7:04:44
634,Marcy House,321,2,4/6/09 7:04:47
635,Bronson House,319,3,4/6/09 7:05:20
635,Diman House,234,2,4/6/09 7:05:03
636,Pass,,,4/6/09 7:05:30
637,Minden,312,4,4/6/09 7:05:47
637,Minden,412,4,4/6/09 7:05:49
638,Goddard House,301,2,4/6/09 7:06:13
638,Goddard House,302,2,4/6/09 7:06:13
638,Goddard House,304,2,4/6/09 7:06:14
638,Goddard House,308,2,4/6/09 7:06:17
639,Sears House,313,2,4/6/09 7:07:13
639,Sears House,317,2,4/6/09 7:07:16
640,Pass,,,4/6/09 7:07:51
641,Marcy House,121,2,4/6/09 7:08:12
641,Marcy House,125,2,4/6/09 7:08:13
641,Marcy House,221,2,4/6/09 7:08:16
642,Sears House,301,2,4/6/09 7:08:29
642,Sears House,302,2,4/6/09 7:08:30
642,Sears House,304,2,4/6/09 7:08:33
643,Goddard House,127,2,4/6/09 7:08:57
643,Goddard House,217,2,4/6/09 7:08:59
643,Goddard House,223,2,4/6/09 7:08:58
643,Goddard House,227,2,4/6/09 7:08:58
643,Goddard House,323,2,4/6/09 7:09:00
643,Goddard House,327,2,4/6/09 7:09:10
644,No Show,,,4/6/09 7:09:49
645,Harkness House,213,2,4/6/09 7:10:08
645,Harkness House,217,2,4/6/09 7:10:10
645,Hegeman,B105,2,4/6/09 7:10:14
646,Gregorian Quad B,405,2,4/6/09 7:10:40
647,Barbour Hall,103,3,4/6/09 7:10:59
647,Barbour Hall,303,3,4/6/09 7:11:02
648,Machado,30,2,4/6/09 7:11:28
648,Minden,612,4,4/6/09 7:11:32
649,No Show,,,4/6/09 7:11:45
650,Chapin House,217,2,4/6/09 7:12:10
650,Jameson House,117,3,4/6/09 7:12:04
651,Sears House,217,2,4/6/09 7:13:22
651,Sears House,223,2,4/6/09 7:13:24
651,Sears House,307,2,4/6/09 7:13:18
651,Sears House,308,2,4/6/09 7:13:18
651,Sears House,314,2,4/6/09 7:13:19
652,Diman House,331,2,4/6/09 7:13:53
652,Marcy House,219,3,4/6/09 7:13:43
652,Marcy House,325,2,4/6/09 7:13:46
653,Olney House,213,2,4/6/09 7:14:22
653,Olney House,217,2,4/6/09 7:14:24
653,Sears House,113,2,4/6/09 7:14:19
653,Sears House,117,2,4/6/09 7:14:20
654,Drop to 679,,,4/6/09 7:14:53
655,Pass,,,4/6/09 7:15:14
656,Chapin House,214,2,4/6/09 7:15:33
657,Chapin House,117,2,4/6/09 7:16:36
657,Minden,512,4,4/6/09 7:15:54
657,Olney House,117,2,4/6/09 7:16:41
658,Marcy House,119,3,4/6/09 7:17:07
659,New Pembroke #1,201,2,4/6/09 7:17:27
659,New Pembroke #1,315,2,4/6/09 7:17:28
659,New Pembroke #1,401,2,4/6/09 7:17:29
659,New Pembroke #1,415,2,4/6/09 7:17:32
660,Chapin House,313,2,4/6/09 7:18:14
660,Olney House,113,2,4/6/09 7:18:09
661,East Andrews,314,3,4/6/09 7:18:34
661,New Pembroke #2,215,2,4/6/09 7:18:39
662,Mead House,211,3,4/6/09 7:19:15
662,New Pembroke #2,206,2,4/6/09 7:19:02
663,Pass,,,4/6/09 7:19:47
664,Machado,126,2,4/6/09 7:20:20
664,New Pembroke #2,105,2,4/6/09 7:20:08
664,New Pembroke #2,306,2,4/6/09 7:20:10
664,New Pembroke #2,315,2,4/6/09 7:20:12
665,Pass,,,4/6/09 7:22:11
666,Machado,326,2,4/6/09 7:22:48
666,Miller,124,2,4/6/09 7:23:00
666,West Andrews,211,3,4/6/09 7:22:41
666,West Andrews,411,3,4/6/09 7:22:36
667,Pass,,,4/6/09 7:23:21
668,Pass,,,4/6/09 7:23:40
669,Jameson House,307,3,4/6/09 7:23:55
669,Olney House,313,2,4/6/09 7:24:01
670,East Andrews,414,3,4/6/09 7:24:24
670,Olney House,317,2,4/6/09 7:24:29
671,Chapin House,213,2,4/6/09 7:24:53
671,Chapin House,314,2,4/6/09 7:24:54
671,Chapin House,317,2,4/6/09 7:24:57
672,111 Brown Street,102,2,4/6/09 7:25:44
672,Chapin House,113,2,4/6/09 7:25:39
673,Jameson House,209,4,4/6/09 7:26:08
673,Machado,39,2,4/6/09 7:26:11
674,Pass,,,4/6/09 7:26:57
675,Pass,,,4/6/09 7:27:14
676,Pass,,,4/6/09 7:27:26
677,Archibald House,319,4,4/6/09 7:27:36
678,Pass,,,4/6/09 7:27:54
679,Pass,,,4/6/09 7:28:06
680,Pass,,,4/6/09 7:28:17
681,Pass,,,4/6/09 7:28:28
682,Pass,,,4/6/09 7:29:04
683,No Show,,,4/6/09 7:29:18
684,No Show,,,4/6/09 7:29:33
685,Pass,,,4/6/09 7:29:39
686,Pass,,,4/6/09 7:29:52
687,Pass,,,4/6/09 7:30:02
688,Pass,,,4/6/09 7:30:08
689,Pass,,,4/6/09 7:30:23
690,Pass,,,4/6/09 7:31:27
691,No Show,,,4/6/09 7:31:39
692,Pass,,,4/6/09 7:31:47
693,Pass,,,4/6/09 7:31:57
694,Pass,,,4/6/09 7:32:05
695,Pass,,,4/6/09 7:32:10
696,Pass,,,4/6/09 7:32:16
697,Pass,,,4/6/09 7:32:22
698,Pass,,,4/6/09 7:32:27
699,Pass,,,4/6/09 7:32:33
700,Pass,,,4/6/09 7:32:45
701,Pass,,,4/6/09 7:32:52
702,Pass,,,4/6/09 7:32:56
703,Pass,,,4/6/09 7:33:02
704,Pass,,,4/6/09 7:33:08
705,Pass,,,4/6/09 7:33:15
706,Pass,,,4/6/09 7:33:22
707,Pass,,,4/6/09 7:33:28
708,Everett House,309,4,4/6/09 7:33:38
709,No Show,,,4/6/09 7:33:53
710,No Show,,,4/6/09 7:34:05
711,Pass,,,4/6/09 7:34:13
712,Pass,,,4/6/09 7:34:20
713,Pass,,,4/6/09 7:34:31
714,Poland House,216,3,4/6/09 7:34:43
715,Pass,,,4/6/09 7:34:54
716,Pass,,,4/6/09 7:34:57
717,Pass,,,4/6/09 7:35:05
718,Pass,,,4/6/09 7:35:13
719,No Show,,,4/6/09 7:35:23
720,No Show,,,4/6/09 7:35:32
721,No Show,,,4/6/09 7:35:43
722,No Show,,,4/6/09 7:35:52
