score,room,rank,occupancy
17.354517644603657,Gregorian Quad A 402,665,4
17.360852931830181,Chapin House 327,666,1
17.3719091077058,Sears House 312,667,1
17.374877993695915,Hope College 214,668,1
17.397147764586556,Gregorian Quad B 201,669,4
17.402874279184914,Champlin 406,670,1
17.415989335284017,Goddard House 214,671,1
17.438363036969381,Goddard House 310,672,1
17.441624068535106,Grad Center D 325,673,1
17.450918516949482,Emery 411,674,1
17.450963938340188,Emery 317,675,1
17.456314319049998,Barbour Hall Apartments 130,676,3
17.469919995811885,Gregorian Quad A 302,677,4
17.472440582375803,Grad Center D 611,678,1
17.473643242406101,Grad Center C 130,679,4
17.478695085928859,Machado 37,680,1
17.4928556845359,Hegeman B106,681,3
17.503269304698144,Minden 507,682,3
17.522018218418857,Gregorian Quad A 214,683,4
17.52931516097938,Woolley 307,684,1
17.533692897621478,Hegeman E113,685,3
17.539586888945525,Chapin House 114B,686,1
17.542428225597096,Grad Center D 532,687,1
17.555851499169655,Hegeman D309,688,3
17.558112275098892,Woolley 406,689,1
17.559419645729182,Machado 32,690,1
17.565140519870383,Goddard House 116,691,1
17.565563234854494,Grad Center D 111,692,1
17.570253443104701,Gregorian Quad B 302,693,4
17.592147171621164,Gregorian Quad A 501,694,2
17.592796632985838,Grad Center D 345,695,1
17.604944351157485,Goddard House 230,696,1
17.610522552194382,Marcy House 215,697,1
17.642555638806609,Emery 301,698,1
17.649668418043419,Slater Hall 402,699,2
17.662720830973175,Woolley 407,700,1
17.666508607766975,Hegeman A303,701,3
17.670937295651385,Gregorian Quad B 202,702,4
17.691806012954132,Marcy House 306A,703,1
17.691806012954132,Sears House 320,704,1
17.705169790494931,Goddard House 318,705,1
17.720045146669349,Morriss Hall 101,706,4
17.748239349298849,Goddard House 340,707,1
17.748239349298849,Goddard House 345,708,1
17.761954319394846,Goddard House 336,709,1
17.767564549907348,Goddard House 232,710,1
17.776388834631177,Goddard House 236,711,1
17.791752642605246,Hegeman D403,712,3
17.79914533746437,Gregorian Quad A 407,713,4
17.81189182548518,Goddard House 313,714,1
17.824889758183371,Barbour Hall Apartments 110,715,3
17.842527162185057,Hegeman E112,716,3
17.843800028923443,Hegeman D404,717,3
17.844870034567599,Gregorian Quad B 108,718,4
17.847735919354367,Slater Hall 403,719,2
17.847780472940627,Mead House 231,720,1
17.850890288464942,Machado 35,721,1
17.857328427624182,New Pembroke #4 217,722,1
17.887334418246002,Mead House 223,723,1
17.888658231617445,Goddard House 229,724,1
17.917588779997516,Goddard House 315,725,1
17.921773350311067,Young Orchard #2 120,726,4
17.932896043398646,Grad Center D 412,727,1
17.943212707009593,Sears House 226A,728,1
17.947404078237327,Machado 120,729,1
17.972200755611428,Grad center A 644,730,1
17.972200755611428,Grad center A 645,731,1
17.972200755611428,Grad center A 646,732,1
17.995271811649463,Woolley 323,733,1
18.01195311589796,Grad Center D 422,734,1
18.018578548492773,Woolley 115,735,1
18.019117753523915,Hegeman D111,736,3
18.026505168126501,Barbour Hall Apartments 310,737,3
18.027756377319946,Goddard House 344A,738,1
18.053345807227267,Grad Center D 234,739,1
18.055470085267789,Grad Center D 212,740,1
18.083141320025124,Mead House 203,741,1
18.10621090482547,Hegeman C108,742,3
18.106777641469506,Goddard House 317,743,1
18.114851200902471,Grad Center D 246,744,1
18.119763162066782,Minden 306,745,2
18.120113023274016,New Pembroke #4 209,746,1
18.125000558881577,Hegeman B104,747,3
18.138357147217054,Grad center A 331,748,1
18.138357147217054,Grad center A 332,749,1
18.138357147217054,Grad center A 333,750,1
18.138357147217054,Grad center D 114,751,1
18.146145744869983,Grad Center D 526,752,1
18.147235111889938,New Pembroke #2 305,753,1
18.176555128737569,Goddard House 306A,754,1
18.176645152887424,Hegeman C109,755,3
18.186389356324327,Hegeman B205,756,2
18.213400004074664,Grad Center D 644,757,1
18.219247220077406,Goddard House 314,758,1
18.220867158288598,Morris Hall 101,759,4
18.232646179303046,Young Orchard #2 110,760,4
18.235820462507352,Poland House 210,761,1
18.248287590894659,Chapin House 312,762,1
18.249413431629804,Slater Hall 104,763,3
18.250494589044564,Sears House 226B,764,1
18.258954556576882,Chapin House 114A,765,1
18.265345484643838,Hegeman D110,766,3
18.275666882497067,Grad center A 335,767,1
18.275766419995733,Slater Hall 401,768,3
18.294126369791993,Minden 206,769,2
18.297318139542927,Gregorian Quad B 404,770,4
18.299893051029056,Woolley 116,771,1
18.305754541568987,New Pembroke #2 201,772,1
18.330302779823359,Grad center A 142,773,1
18.330302779823359,Grad center A 143,774,1
18.330302779823359,Grad center A 144,775,1
18.330302779823359,Grad center A 145,776,1
18.341014918151217,New Pembroke #1 304,777,1
18.35084819821072,Chapin House 326A,778,1
18.35159747147231,Machado 34,779,1
18.355848470031546,Champlin 206,780,1
18.358555226635076,Chapin House 322,781,1
18.358662346793217,Minden 215,782,3
18.373730530456999,Woolley 107,783,1
18.384247453599247,Grad Center D 123,784,1
18.387264667781505,Grad Center D 642,785,1
18.394727129065348,Minden 208,786,2
18.395969488531879,Chapin House 326B,787,1
18.398364475186099,Grad Center D 631,788,1
18.422515171715766,Gregorian Quad B 102,789,4
18.427437547098297,Poland House 327,790,1
18.439088914585774,Grad center A 435,791,1
18.447006509603234,Gregorian Quad B 110,792,4
18.453972872056106,Slater Hall 302,793,2
18.466185312619388,Chapin House 220,794,1
18.466185312619388,Chapin House 310,795,1
18.470622691356706,Minden 308,796,2
18.503672903000862,Grad Center D 546,797,1
18.506356160523694,Grad Center D 634,798,1
18.519294856846535,Grad Center D 245,799,1
18.520259177452136,Grad center A 311,800,1
18.521673950467491,Goddard House 306B,801,1
18.531482180337658,New Pembroke #3 103,802,1
18.551868343731687,Wayland House 400A,803,7
18.601686099872282,Grad Center D 523,804,1
18.622683460430025,Grad Center D 124,805,1
18.647242498047888,Olney House 222,806,1
18.657005989221268,New Pembroke #2 203,807,1
18.669616506419263,Hegeman A103,808,3
18.671191777633567,Minden 315,809,3
18.681465002696175,Grad Center D 643,810,1
18.681465002696175,Grad Center D 645,811,1
18.708223691638793,Poland House 204,812,1
18.709848575377716,Grad Center A 230,813,4
18.720818011737581,Woolley 315,814,1
18.723431215607498,Grad Center A 510,815,5
18.725426933108579,Minden 415,816,3
18.749437928192563,Grad Center D 534,817,1
18.761663039293719,Fake Building 88,818,1
18.788294228055936,Goddard House 235,819,1
18.793784484464567,Minden 708,820,2
18.814887722226779,Goddard House 344B,821,1
18.814887722226779,Grad center A 343,822,1
18.814887722226779,Grad center A 344,823,1
18.832254709617526,Woolley 119,824,1
18.832322424379111,Poland House 334,825,1
18.867943654553979,Grad Center D 545,826,1
18.867962264113206,Marcy House 330,827,1
18.878750857128793,Grad Center D 613,828,1
18.884627786057496,Grad Center D 425,829,1
18.88962910717644,Minden 212,830,3
18.921692602955293,Woolley 123,831,1
18.93073857149631,Goddard House 115,832,1
18.963793698546585,Goddard House 329,833,1
18.9922431977303,Grad Center D 142,834,1
18.996024996544325,New Pembroke #4 401,835,1
18.996591609601921,Emery 309,836,1
19.016181238398548,New Pembroke #4 301,837,1
19.05255888325765,Grad center A 425,838,1
19.10166880222496,New Pembroke #2 204,839,1
19.138070614803883,Barbour Hall Apartments 50,840,3
19.154238205922354,Grad Center D 326,841,1
19.15679955621318,Goddard House 117,842,1
19.163750026213762,Grad Center D 125,843,1
19.165617688251153,Minden 406,844,2
19.167374098074148,New Pembroke #2 304,845,1
19.200467660247121,New Pembroke #4 427,846,1
19.217393120084452,New Pembroke #2 202,847,1
19.251107474445497,Minden 508,848,2
19.26016978565583,Minden 706,849,2
19.261360284258224,Grad center A 413,850,1
19.261360284258224,Grad center A 414,851,1
19.269593617878041,Minden 401,852,3
19.27185903309832,New Pembroke #3 215,853,1
19.28730152198591,Goddard House 113,854,1
19.293598830360885,Gregorian Quad A 408,855,2
19.297541415679429,Chapin House 321,856,1
19.330154973170515,Mead House 225,857,1
19.335080329294307,Minden 815,858,3
19.339292943656652,Archibald House 306,859,1
19.346068025313691,Minden 608,860,2
19.384764412380491,Minden 506,861,2
19.386508490756992,Machado 122,862,1
19.390491529303446,Slater Hall 203,863,2
19.392885079892725,Machado 125,864,1
19.393699563486063,Minden 701,865,3
19.423675912133646,Olney House 321,866,1
19.467922333931785,Grad center A 133,867,1
19.467922333931785,Grad center A 134,868,1
19.475080590593571,Machado 121,869,1
19.479293989078077,Goddard House 216,870,1
19.481521285815312,New Pembroke #3 218,871,1
19.493588689617926,Marcy House 329,872,1
19.519546746608608,Goddard House 219,873,1
19.544820285692065,Grad center A 213,874,1
19.553196032808291,Everett House 324,875,1
19.559912298930339,Olney House 221,876,1
19.563372773573761,Archibald House 301,877,1
19.564469966845969,Slater Hall 404,878,3
19.570385790780925,Grad Center D 114,879,1
19.57099394499334,Slater Hall 301,880,4
19.595749028677151,Poland House 336,881,1
19.621416870348583,Grad center A 231,882,1
19.621416870348583,Grad center A 232,883,1
19.621416870348583,Grad center A 233,884,1
19.621416870348583,Grad center A 234,885,1
19.621416870348583,Grad center A 242,886,1
19.621416870348583,Grad center A 243,887,1
19.621416870348583,Grad center A 244,888,1
19.621416870348583,Grad center A 245,889,1
19.622368647202777,Minden 513,890,3
19.625130374335129,Mead House 229,891,1
19.629506457120399,Poland House 201,892,1
19.633224848411295,Gregorian Quad A 510,893,2
19.63551440524407,Poland House 325,894,1
19.642048021960189,Barbour Hall Apartments 330,895,3
19.646882704388499,Everett House 224,896,1
19.661012429408622,New Pembroke #3 203,897,1
19.666204244852842,Minden 201,898,3
19.672915573740216,Poland House 321,899,1
19.675635529215647,Poland House 338,900,1
19.708690669683573,Archibald House 304,901,1
19.709907805257842,Minden 113,902,3
19.723082923316021,Chapin House 212,903,1
19.723082923316021,Chapin House 309,904,1
19.723082923316021,Jameson House 325,905,1
19.726356722935236,New Pembroke #2 205,906,1
19.747328867814261,Archibald House 303,907,1
19.757278985520777,Minden 802,908,3
19.758153911582092,Grad Center A 610,909,5
19.770168358640518,Sears House 400A,910,7
19.773719933285189,Fake Building 11,911,1
19.773719933285189,Marcy House 328,912,1
19.775141898657072,Poland House 323,913,1
19.798989873223331,Grad center A 222,914,1
19.798989873223331,Grad center A 223,915,1
19.798989873223331,Grad center A 224,916,1
19.820943912070277,Minden 615,917,3
19.824227601599009,Marcy House 128,918,1
19.847718939785324,Archibald House 302,919,1
19.848981811047267,Minden 501,920,3
19.849433241279208,Grad center A 312,921,1
19.849433241279208,Grad center A 342,922,1
19.860522683245993,Machado 38,923,1
19.878379772554254,Minden 408,924,2
19.882613640355494,Archibald House 418,925,1
19.88509778899207,Minden 606,926,2
19.899748742132399,Olney House 325,927,1
19.908340964456151,Poland House 203,928,1
19.908834048419465,Poland House 324,929,1
19.927782804526682,New Pembroke #3 315,930,1
19.928967496417755,Slater Hall 204,931,4
19.931967781864909,Morriss Hall 201,932,6
19.949937343260004,Archibald House 227,933,0
19.995481823721533,Grad Center A 520,934,5
19.995574217464366,New Pembroke #4 325,935,1
19.997496337056354,Plantations House 102,936,2
20.0,Chapin House 311,937,1
20.014447525404456,Grad Center D 143,938,1
20.036045440924347,Gregorian Quad A 605,939,2
20.037414215515422,Poland House 202,940,1
20.046842238265945,New Pembroke #1 302,941,1
20.053928398438483,Everett House 107,942,1
20.061485648601582,Olney House 324,943,1
20.074859899884732,Chapin House 303,944,1
20.074859899884732,Chapin House 306A,945,1
20.074859899884732,Chapin House 306B,946,1
20.074859899884732,Grad Center B 220,947,4
20.075903318040428,Jameson House 319,948,1
20.09975124224178,Grad center A 215,949,1
20.109406593340161,Poland House 205,950,1
20.12006544315955,Bronson House 304,951,1
20.124611797498108,Marcy House 127,952,1
20.127092532407726,New Pembroke #3 217,953,1
20.131340291579722,Archibald House 221,954,1
20.134933525971348,Jameson House 7,955,1
20.149441679609886,Grad center A 423,956,1
20.162636080656956,New Pembroke #4 323,957,1
20.165317502169248,Grad Center C 530,958,5
20.174114940264555,Poland House 418,959,1
20.174902284380892,Minden 806,960,2
20.195899241004195,Gregorian Quad A 125,961,8
20.213637342115117,Mead House 227,962,1
20.217833164175605,Morriss Hall 301,963,6
20.261800812908209,New Pembroke #1 405,964,1
20.264667726591828,Mead House 304,965,1
20.273134932713294,Olney House 119,966,1
20.273134932713294,Olney House 121,967,1
20.273134932713294,Olney House 122,968,1
20.273134932713294,Olney House 123,969,1
20.273134932713294,Olney House 124,970,1
20.280089693144426,Barbour Hall Apartments 60,971,6
20.313716350121233,Harkness House 327,972,1
20.316966411224257,Bronson House 403,973,1
20.319019351962066,Archibald House 217,974,1
20.350808048720484,Goddard House 335,975,1
20.371179131617893,Bronson House 313,976,1
20.371548787463361,Grad center A 225,977,1
20.382867850966921,Poland House 208,978,1
20.388436541361827,Archibald House 227,979,1
20.406521556595159,Barbour Hall Apartments 260,980,5
20.412973853459576,New Pembroke #4 321,981,1
20.416518930095705,Slater Hall 202,982,2
20.429647201443274,Barbour Hall Apartments 360,983,5
20.445048300260872,Grad center A 434,984,1
20.445048300260872,Grad center A 443,985,1
20.462043721775999,Minden 801,986,3
20.465744729665758,Minden 601,987,3
20.46873508858312,Wayland House 400B,988,7
20.476383391846241,Machado 36,989,1
20.478581852157863,New Pembroke #4 327,990,1
20.489765032627918,New Pembroke #4 425,991,1
20.490844868188653,Archibald House 218,992,1
20.509825593530163,Olney House 322,993,1
20.518284528683193,Grad center A 622,994,1
20.55523274922168,Mead House 218,995,1
20.560810872687956,Olney House 312,996,1
20.560852741951191,Gregorian Quad A 506,997,2
20.562883461901649,Goddard House 338,998,1
20.566412848696533,Poland House 206,999,1
20.566963801203133,Olney House 227,1000,1
20.591260281974002,Grad center A 214,1001,1
20.591260281974002,Grad center A 611,1002,1
20.591260281974002,Grad center A 612,1003,1
20.591260281974002,Grad center A 613,1004,1
20.595392633077566,Gregorian Quad A 505,1005,2
20.603113916304089,Plantations House 203,1006,2
20.605793833041975,Barbour Hall 208,1007,2
20.609829466796828,Grad Center B 640,1008,5
20.615020410538897,Grad Center A 540,1009,6
20.618358406463475,Gregorian Quad A 502,1010,2
20.619049624429447,Mead House 216,1011,1
20.655317718281562,Slater Hall 405,1012,2
20.681136004411997,Everett House 214,1013,1
20.686995846019489,Grad Center B 530,1014,5
20.687510920848119,New Pembroke #3 318,1015,1
20.692854315654476,Grad Center C 330,1016,5
20.716840426001749,Slater Hall 201,1017,4
20.73644135332772,Woolley 109,1018,5
20.741911228506027,New Pembroke #4 326,1019,1
20.757485534479233,Hegeman B305,1020,2
20.758007643425632,Archibald House 131,1021,1
20.760539492026695,Archibald House 227,1022,
20.784609690826528,Grad center A 135,1023,1
20.801195466967492,Slater Hall 303,1024,2
20.825662803116195,Minden 312,1025,3
20.857538056073633,Jameson House 219,1026,1
20.877112421993033,Sears House 321,1027,1
20.91116646186045,New Pembroke #3 303,1028,1
20.952326839756964,Grad center A 246,1029,1
20.953875492248674,Bronson House 203,1030,1
20.978524016228821,Mead House 113,1031,1
21.006958510482594,Bronson House 204,1032,1
21.010426654237829,New Pembroke #3 105,1033,1
21.031362977672739,New Pembroke #4 313,1034,1
21.042775629595571,Jameson House 218,1035,1
21.047565179849187,Fake Building 13,1036,1
21.054548716564696,Gregorian Quad A 511,1037,2
21.075851250041065,Morris Hall 201,1038,6
21.076375996195985,New Pembroke #1 206,1039,1
21.090523915957196,Archibald House 127,1040,1
21.094211591110351,Barbour Hall Apartments 170,1041,4
21.106672070498274,Poland House 424,1042,1
21.113032572547542,Gregorian Quad B 403,1043,2
21.130214258565147,Gregorian Quad A 509,1044,2
21.150360706513535,Gregorian Quad A 409,1045,2
21.153359086496124,Bronson House 206,1046,1
21.169623999500505,Grad Center A 440,1047,6
21.184604312216759,Slater Hall 304,1048,4
21.19010645804423,Olney House 323,1049,1
21.203517396096252,Mead House 109,1050,1
21.207683392700073,New Pembroke #4 302,1051,1
21.220899666610293,Slater Hall 101,1052,4
21.223847176452491,New Pembroke #1 306,1053,1
21.229817319201317,Grad Center A 410,1054,5
21.236308218817403,Barbour Hall 101,1055,2
21.242829144074012,Gregorian Quad B 402,1056,2
21.266550536716391,Mead House 3,1057,1
21.268907625472238,New Pembroke #4 423,1058,1
21.273153220066181,New Pembroke #1 402,1059,1
21.277440372800335,Everett House 216,1060,1
21.288733285783792,Barbour Hall Apartments 370,1061,4
21.293047007191561,Grad Center B 340,1062,5
21.293996544193988,Morris Hall 401,1063,6
21.2963526587187,Machado 31,1064,1
21.296740098517127,New Pembroke #4 426,1065,1
21.316483906994979,Everett House 316,1066,1
21.324298552588225,Grad Center B 440,1067,5
21.357958777354881,Grad Center C 440,1068,5
21.362931125323978,Bronson House 409,1069,1
21.372650417701927,New Pembroke #1 307,1070,1
21.372917858949872,Grad Center C 640,1071,5
21.377558326431949,Champlin 323,1072,2
21.379349846282764,Minden 512,1073,3
21.391014464635106,New Pembroke #1 406,1074,1
21.423456412099704,Grad Center A 420,1075,6
21.423855740998889,New Pembroke #1 404,1076,1
21.427712405460227,Bronson House 306,1077,1
21.430087914355187,Mead House 204,1078,1
21.434165979166913,New Pembroke #4 303,1079,1
21.436823896016449,Slater Hall 102,1080,3
21.44324970835655,Jameson House 225,1081,1
21.451563476977011,Jameson House 106,1082,1
21.453087523619498,Grad Center C 430,1083,5
21.470910553583888,Harkness House 221,1084,1
21.474416359650458,Bronson House 309,1085,1
21.494185260204677,Olney House 225,1086,1
21.524515815815633,Jameson House 214,1087,1
21.539473877420718,New Pembroke #4 402,1088,1
21.558422437920736,New Pembroke #3 317,1089,1
21.571696089090917,Grad Center C 610,1090,6
21.596070944993194,Gregorian Quad A 607,1091,2
21.596070944993194,Gregorian Quad A 608,1092,2
21.60917700210759,Bronson House 214,1093,1
21.61018278497431,Harkness House 220,1094,1
21.633307652783937,Harkness House 226B,1095,1
21.638702411462411,Grad Center B 540,1096,5
21.654207538971605,Slater Hall 406,1097,2
21.65573941102787,Gregorian Quad A 603,1098,2
21.656815376812855,Grad Center C 510,1099,6
21.665102230486966,Jameson House 114,1100,1
21.667478050322959,Grad Center A 640,1101,6
21.679483388678801,Gregorian Quad A 504,1102,2
21.683653771614932,Diman House 325,1103,1
21.694801745975397,Diman House 224,1104,1
21.718096413098493,Grad Center C 520,1105,5
21.725351979362685,Minden 412,1106,3
21.725368159538935,Grad Center C 310,1107,6
21.725560982400431,Diman House 126,1108,1
21.725560982400431,Harkness House 210,1109,1
21.726256414149589,Barbour Hall 105,1110,2
21.770483382485203,New Pembroke #4 413,1111,1
21.792153395736868,Miller 122,1112,2
21.794494717703369,Gregorian Quad A 503,1113,2
21.794494717703369,Harkness House 222,1114,1
21.794494717703369,Harkness House 303,1115,1
21.819411142248146,Grad Center C 540,1116,5
21.840329667841555,Harkness House 219,1117,1
21.850299342326835,Minden 712,1118,3
21.863470507935318,Barbour Hall Apartments 80,1119,4
21.88606862823929,Harkness House 209,1120,1
21.88934359630494,Grad Center B 420,1121,5
21.890128468698972,Barbour Hall Apartments 160,1122,5
21.891514112875836,Jameson House 318,1123,1
21.895671748486819,Gregorian Quad A 601,1124,2
21.906893048074416,Diman House 332,1125,1
21.931712199461309,Diman House 206B,1126,1
21.939424749607486,Grad Center B 630,1127,6
21.946318692961629,Barbour Hall Apartments 290,1128,4
21.954309397062026,Diman House 326,1129,1
21.95449840010015,Diman House 125,1130,1
21.954682060468802,Marcy House 306B,1131,1
21.968975870407075,Barbour Hall Apartments 280,1132,4
21.970627961261403,Barbour Hall Apartments 270,1133,4
21.983673232873009,Morriss Hall 401,1134,6
22.0,Diman House 124,1135,1
22.001581281681506,Minden 101,1136,2
22.004319467442087,Diman House 323,1137,1
22.008234349438769,New Pembroke #1 205,1138,1
22.011334330442256,Harkness House 206A,1139,1
22.018444776519516,Gregorian Quad A 602,1140,2
22.01931392831154,Gregorian Quad A 604,1141,2
22.022715545545239,Harkness House 226A,1142,1
22.049072273621746,Jameson House 314,1143,1
22.061371951132323,Morris Hall 301,1144,6
22.065955638353042,Diman House 226,1145,1
22.06807649071391,Diman House 306B,1146,1
22.073211278846774,Archibald House 422,1147,1
22.090722034374522,Diman House 306A,1148,1
22.097484340880627,Harkness House 206B,1149,1
22.109763751063298,New Pembroke #1 202,1150,1
22.129160699098303,Minden 202,1151,3
22.141898326896381,Gregorian Quad A 606,1152,2
22.165487765198954,Grad Center B 510,1153,6
22.17635954515519,Diman House 312,1154,1
22.216044738335935,Grad Center A 310,1155,5
22.21712361738901,Diman House 329B,1156,1
22.218420340312274,Grad Center A 430,1157,5
22.242230340669241,Diman House 310,1158,1
22.245899915864811,Diman House 311,1159,1
22.255093817908506,Harkness House 326A,1160,1
22.270964513732935,Grad Center C 340,1161,5
22.273768975076077,Grad Center A 330,1162,5
22.287838177711929,Diman House 329A,1163,1
22.293496809607955,Harkness House 321,1164,1
22.3223992744214,Marcy House 342,1165,2
22.323897033911837,Barbour Hall Apartments 390,1166,4
22.343083054101502,Grad Center A 530,1167,5
22.346810894055587,Harkness House 326B,1168,1
22.347844147750244,Grad Center B 310,1169,6
22.363399923985249,Grad Center B 610,1170,6
22.378166929643143,Sears House 400B,1171,7
22.405356502408079,Harkness House 319,1172,1
22.410685554469634,Marcy House 400B,1173,6
22.418838477739477,Caswell Hall 411,1174,2
22.428439702092685,New Pembroke #2 103,1175,1
22.436184161111019,Grad Center B 430,1176,6
22.441520127643582,Jameson House 125,1177,1
22.444395126126839,New Pembroke #4 421,1178,1
22.457689640412596,Minden 702,1179,3
22.464529348567627,New Pembroke #1 305,1180,1
22.472205054244231,Harkness House 320,1181,1
22.48205670096948,Gregorian Quad B 405,1182,2
22.510861713982568,Grad Center C 620,1183,5
22.51270320020371,Minden 302,1184,3
22.519826413963251,Caswell Hall 102,1185,2
22.523675566360556,Grad Center B 320,1186,5
22.52655508154502,Diman House 229A,1187,1
22.538007820117485,Grad Center C 230,1188,6
22.544302209013509,Hope College 416,1189,1
22.552321044304502,Mead House 103,1190,1
22.557064529507294,Harkness House 400A,1191,7
22.566342658934079,Plantations House 202,1192,2
22.570021614162055,Caswell Hall 410,1193,2
22.574367763142931,Caswell Hall 210,1194,2
22.57895611404501,Barbour Hall Apartments 220,1195,4
22.592951598062076,Diman House 309,1196,1
22.594746727253199,Barbour Hall 305,1197,2
22.603296536208422,Barbour Hall 201,1198,2
22.610044474636137,Bronson House 406,1199,1
22.612013547136172,Grad Center C 420,1200,5
22.634352391228486,Grad Center B 520,1201,5
22.651922451519017,Caswell Hall 111,1202,2
22.662053863060478,Olney House 214,1203,2
22.664072751004724,Grad Center C 210,1204,6
22.684254615234053,Plantations House 301,1205,3
22.691865130404167,Miller 124,1206,2
22.698548213390414,Barbour Hall Apartments 120,1207,4
22.706520541023529,Grad Center C 320,1208,5
22.709578093898671,Chapin House 400B,1209,5
22.711731233225731,Hope College 120,1210,2
22.716475658487962,Gregorian Quad A 410,1211,2
22.782094632875154,Caswell Hall 402,1212,2
22.809156708185224,Caswell Hall 311,1213,2
22.827448542167833,Caswell Hall 412,1214,2
22.848899915353631,Caswell Hall 206,1215,2
22.86943981377815,Caswell Hall 401,1216,2
22.875726019894902,Caswell Hall 302,1217,2
22.878215371775532,Caswell Hall 406,1218,2
22.880269746013347,Gregorian Quad A 408A,1219,2
22.902790853174736,Grad Center B 230,1220,5
22.912878474779198,Diman House 208,1221,2
22.919666011423001,Grad Center B 410,1222,6
22.92041560524277,Grad Center A 210,1223,5
22.948830644133182,Caswell Hall 407,1224,2
22.951317006007859,Minden 602,1225,3
22.978250586152114,Diman House 229B,1226,1
22.980780547935968,New Pembroke #1 204,1227,1
22.999355211173349,Marcy House 400A,1228,6
23.003574327384808,Grad Center D 210,1229,4
23.006485401818622,Grad Center D 420,1230,5
23.009866222242945,Barbour Hall 301,1231,2
23.013157566243812,Barbour Hall Apartments 190,1232,4
23.018583023196474,Caswell Hall 207,1233,2
23.026294546307366,New Pembroke #3 205,1234,1
23.039416914574005,Caswell Hall 306,1235,2
23.039629875387593,Grad Center B 110,1236,5
23.068262093321348,Hope College 312,1237,2
23.102179790516004,Minden 402,1238,3
23.116629178232685,Grad Center D 410,1239,5
23.133670374557649,Barbour Hall 308,1240,2
23.141983426912773,Hope College 412,1241,2
23.162457951293884,Goddard House 400A,1242,6
23.164125179095134,Caswell Hall 307,1243,2
23.194827009486403,Wayland House 338,1244,1
23.197503514719635,Barbour Hall Apartments 180,1245,4
23.205540252403232,Barbour Hall 205,1246,2
23.210826500563222,Barbour Hall 206,1247,2
23.21632752691718,Caswell Hall 201,1248,2
23.2163735324878,Fake Building 14,1249,1
23.2163735324878,Fake Building 15,1250,1
23.217554327649594,New Pembroke #1 407,1251,1
23.222210611447451,Caswell Hall 301,1252,2
23.227251466508527,Chapin House 400A,1253,8
23.229326320464136,Grad Center C 240,1254,5
23.231266905371797,Caswell Hall 110,1255,2
23.234501965588606,Harkness House 400B,1256,8
23.240330660950086,Caswell Hall 404,1257,2
23.265439642384052,Caswell Hall 409,1258,2
23.278954868406686,Caswell Hall 405,1259,2
23.292233363739115,Minden 612,1260,3
23.306316433636333,Grad Center B 240,1261,5
23.308926354164207,Caswell Hall 211,1262,2
23.31380591714418,Grad Center D 310,1263,5
23.318364000162774,Caswell Hall 403,1264,2
23.352574453930714,Caswell Hall 408,1265,2
23.35377229005509,Grad Center A 620,1266,6
23.355644632927753,Olney House 400A,1267,8
23.372954939451514,Caswell Hall 303,1268,2
23.386623923757266,Grad Center D 530,1269,4
23.40086212148605,Caswell Hall 310,1270,2
23.408475100841496,Grad Center D 610,1271,5
23.409399821439251,Harkness House 214,1272,2
23.409399821439251,Hope College 306,1273,1
23.411933440521892,Grad Center D 510,1274,5
23.424817426359194,Caswell Hall 212,1275,2
23.44534537617772,Grad Center A 340,1276,6
23.45207879911715,Hope College 319,1277,2
23.452946403557142,Grad Center D 430,1278,5
23.458330502773499,Caswell Hall 205,1279,2
23.459984997420733,Grad Center D 230,1280,5
23.460697797472523,Grad Center A 240,1281,6
23.475859478924303,Grad Center A 220,1282,5
23.482719506951074,Caswell Hall 305,1283,2
23.485397850660348,Hope College 112,1284,2
23.488679514050666,Caswell Hall 312,1285,2
23.505849942958012,Grad Center D 520,1286,6
23.506454549420951,Caswell Hall 209,1287,2
23.514788813860733,Grad Center D 330,1288,5
23.51939870854298,Caswell Hall 309,1289,2
23.533590014823393,Barbour Hall Apartments 150,1290,5
23.536560486318045,Diman House 308,1291,2
23.541472022042793,Caswell Hall 304,1292,2
23.544872205766442,Diman House 307,1293,2
23.54643367839973,Minden 502,1294,3
23.546938480870274,Caswell Hall 208,1295,2
23.566528116061296,Caswell Hall 204,1296,2
23.573097776441969,Grad Center D 540,1297,6
23.57849842971941,Hope College 419,1298,2
23.57849842971941,Hope College 420,1299,2
23.607901212003867,Hegeman B105,1300,2
23.638614358471855,Caswell Hall 308,1301,2
23.63976866433131,Grad Center D 440,1302,6
23.649639887674908,Gregorian Quad B 401,1303,2
23.652492759619737,Grad Center D 120,1304,4
23.66646411729684,Caswell Hall 105,1305,2
23.690758177739752,Gregorian Quad A 408F,1306,2
23.690949105607558,Diman House 221,1307,3
23.696974892874827,Caswell Hall 106,1308,2
23.697645006840027,Diman House 304,1309,2
23.706539182259394,Littlefield Hall 312,1310,2
23.721330964108908,Caswell Hall 101,1311,2
23.728675406123699,Barbour Hall Apartments 250,1312,5
23.751068870482122,Grad Center A 140,1313,5
23.787039882458128,Littlefield Hall 208,1314,2
23.787039882458128,Littlefield Hall 211,1315,2
23.788805691298975,New Pembroke #2 315,1316,2
23.794827776978508,Caswell Hall 103,1317,2
23.807003251882733,Caswell Hall 107,1318,2
23.822723066212234,Grad Center D 140,1319,4
23.824075965354748,Diman House 227,1320,2
23.832750575625969,Machado House 36,1321,1
23.838214328304524,Littlefield Hall 101,1322,2
