room,occupancy,ratty_dist,main_green_dist,nelson_dist,score
Emery 204,1,0.004294951,0.003511129,0.0038919,14.47041651
Wayland House 213,1,0.001267304,0.001463704,0.006804493,14.48763483
Olney House 311,1,0.00094768,0.002009393,0.00679969,14.49137675
Olney House 314,1,0.00094768,0.002009393,0.00679969,14.51608889
Hegeman E116,3,0.000737564,0.002443331,0.005211221,14.5242134
Gregorian Quad A 210,5,0.002219058,0.004508411,0.006818289,14.53473967
Gregorian Quad B 308,4,0.002313592,0.004546342,0.007093942,14.53647524
Miller 102,1,0.005212861,0.004169464,0.004259293,14.54471906
Young Orchard #10 330,4,0.005475101,0.007769158,0.00646132,14.54668898
Champlin 114,1,0.005148864,0.004313313,0.003806538,14.56021978
Grad Center D 213,1,0.001636932,0.003782765,0.006953485,14.56307649
Wayland House 304,1,0.001267304,0.001463704,0.006804493,14.56764148
Goddard House 321,1,0.001031328,0.002885086,0.006880921,14.57242332
Metcalf 314,1,0.00528862,0.004033401,0.004736,14.59179402
Fake Building 100,1,0.004866504,0.007174255,0.00629313,14.59451952
Goddard House 234,1,0.001031328,0.002885086,0.006880921,14.59451952
Metcalf 316,1,0.00528862,0.004033401,0.004736,14.60752748
Sears House 212,1,0.000618306,0.001760093,0.006174125,14.6628783
Gregorian Quad B 206,4,0.002313592,0.004546342,0.007093942,14.69386833
Woolley 229,1,0.004494434,0.003844705,0.00357181,14.69946929
Marcy House 303,1,0.00044831,0.002460934,0.006377106,14.73091986
Emery 201,1,0.004294951,0.003511129,0.0038919,14.76162801
Grad Center D 341,1,0.001636932,0.003782765,0.006953485,14.76420163
Gregorian Quad B 310,4,0.002313592,0.004546342,0.007093942,14.76785444
Young Orchard #10 230,4,0.005475101,0.007769158,0.00646132,14.77197695
Poland House 332,1,0.002372341,0.00179746,0.00791397,14.77453604
Champlin 305,1,0.005148864,0.004313313,0.003806538,14.79234434
Hegeman B306,3,0.000737564,0.002443331,0.005211221,14.82483571
Woolley 329,1,0.004494434,0.003844705,0.00357181,14.83165587
Grad center A 446,1,0.002033301,0.003816952,0.007674111,14.83239697
Sears House 319,1,0.000618306,0.001760093,0.006174125,14.84385191
Barbour Hall Apartments 230,3,0.003332574,0.005684611,0.006333645,14.85236207
Hope College 316,1,0.003188155,0.000856981,0.006815006,14.85429614
Young Orchard #4 440,4,0.004866504,0.007174255,0.00629313,14.89717429
Metcalf 404,1,0.00528862,0.004033401,0.004736,14.89730573
Grad center A 424,1,0.002033301,0.003816952,0.007674111,14.89966443
Minden 407,2,0.003007532,0.004380877,0.003093356,14.91843168
Grad Center D 541,1,0.001636932,0.003782765,0.006953485,14.93072155
Grad center A 623,1,0.002033301,0.003816952,0.007674111,14.93318452
Miller 415,1,0.005212861,0.004169464,0.004259293,14.93318452
Woolley 318,1,0.004494434,0.003844705,0.00357181,14.95756011
Grad Center D 344,1,0.001636932,0.003782765,0.006953485,14.98293972
Grad Center D 242,1,0.001636932,0.003782765,0.006953485,14.99147223
Poland House 319,1,0.002372341,0.00179746,0.00791397,14.99823843
Olney House 309,1,0.00094768,0.002009393,0.00679969,15
Olney House 310,1,0.00094768,0.002009393,0.00679969,15
Young Orchard #10 320,4,0.005475101,0.007769158,0.00646132,15.00140669
Grad Center D 542,1,0.001636932,0.003782765,0.006953485,15.01469318
Young Orchard #10 430,4,0.005475101,0.007769158,0.00646132,15.02799004
Grad Center D 225,1,0.001636932,0.003782765,0.006953485,15.05986723
Grad Center D 421,1,0.001636932,0.003782765,0.006953485,15.07500448
Gregorian Quad B 303,4,0.002313592,0.004546342,0.007093942,15.09136132
Young Orchard #4 120,4,0.004866504,0.007174255,0.00629313,15.09418148
Grad Center B 330,4,0.001539004,0.003389443,0.007253359,15.12567766
Metcalf 419,1,0.00528862,0.004033401,0.004736,15.12986337
Young Orchard #10 410,4,0.005475101,0.007769158,0.00646132,15.13913714
Grad Center D 612,1,0.001636932,0.003782765,0.006953485,15.14037254
Wayland House 337,1,0.001267304,0.001463704,0.006804493,15.17363272
Gregorian Quad A 304,4,0.002219058,0.004508411,0.006818289,15.196924
Grad Center D 221,1,0.001636932,0.003782765,0.006953485,15.20986404
Metcalf 412,1,0.00528862,0.004033401,0.004736,15.21317484
Hope College 116,1,0.003188155,0.000856981,0.006815006,15.22753573
Grad Center D 313,1,0.001636932,0.003782765,0.006953485,15.23154621
Woolley 109,4,0.004494434,0.003844705,0.00357181,15.23154621
Minden 307,2,0.003007532,0.004380877,0.003093356,15.23476347
Gregorian Quad B 204,4,0.002313592,0.004546342,0.007093942,15.25340274
Hope College 106,1,0.003188155,0.000856981,0.006815006,15.26861794
Grad Center D 343,1,0.001636932,0.003782765,0.006953485,15.30235692
Gregorian Quad B 304,4,0.002313592,0.004546342,0.007093942,15.32303953
Grad center A 334,1,0.002033301,0.003816952,0.007674111,15.3622915
Young Orchard #10 420,4,0.005475101,0.007769158,0.00646132,15.37259591
Gregorian Quad A 406,4,0.002219058,0.004508411,0.006818289,15.38036435
Wayland House 313,1,0.001267304,0.001463704,0.006804493,15.38249503
Wayland House 237,1,0.001267304,0.001463704,0.006804493,15.38489195
Wayland House 346,1,0.001267304,0.001463704,0.006804493,15.39389408
Metcalf 410,1,0.00528862,0.004033401,0.004736,15.40079663
Sears House 306A,1,0.000618306,0.001760093,0.006174125,15.40253045
Young Orchard #10 110,4,0.005475101,0.007769158,0.00646132,15.41458104
Grad Center D 223,1,0.001636932,0.003782765,0.006953485,15.4331396
Grad Center D 435,1,0.001636932,0.003782765,0.006953485,15.46418695
Sears House 220,1,0.000618306,0.001760093,0.006174125,15.47064672
Sears House 309,1,0.000618306,0.001760093,0.006174125,15.47259251
Woolley 113,1,0.004494434,0.003844705,0.00357181,15.4732496
Gregorian Quad B 305,4,0.002313592,0.004546342,0.007093942,15.4794794
Grad Center D 544,1,0.001636932,0.003782765,0.006953485,15.48786273
Hope College 408,1,0.003188155,0.000856981,0.006815006,15.50832494
Grad Center D 413,1,0.001636932,0.003782765,0.006953485,15.5179952
Metcalf 418,1,0.00528862,0.004033401,0.004736,15.51878306
Hegeman B207,2,0.000737564,0.002443331,0.005211221,15.54442334
Grad center A 431,1,0.002033301,0.003816952,0.007674111,15.55634919
Grad Center D 323,1,0.001636932,0.003782765,0.006953485,15.57021245
Grad Center D 522,1,0.001636932,0.003782765,0.006953485,15.57498452
Minden 707,2,0.003007532,0.004380877,0.003093356,15.57665585
Grad Center D 615,1,0.001636932,0.003782765,0.006953485,15.58481327
Emery 217,1,0.004294951,0.003511129,0.0038919,15.58581346
Metcalf 217,1,0.00528862,0.004033401,0.004736,15.60228716
Woolley 218,1,0.004494434,0.003844705,0.00357181,15.62298999
New Pembroke #3 212,1,0.005493117,0.004817466,0.003424083,15.65762689
Goddard House 330,1,0.001031328,0.002885086,0.006880921,15.66247585
Young Orchard #10 120,4,0.005475101,0.007769158,0.00646132,15.67116037
Grad Center D 226,1,0.001636932,0.003782765,0.006953485,15.67708929
Gregorian Quad A 512,2,0.002219058,0.004508411,0.006818289,15.68046463
Hegeman C209,3,0.000737564,0.002443331,0.005211221,15.68725597
Olney House 316,1,0.00094768,0.002009393,0.00679969,15.7076197
Grad Center d 446,1,0.001636932,0.003782765,0.006953485,15.71623365
Grad center A 314,1,0.002033301,0.003816952,0.007674111,15.71623365
Emery 117,1,0.004294951,0.003511129,0.0038919,15.72852771
Grad Center D 414,1,0.001636932,0.003782765,0.006953485,15.74303603
Grad Center D 331,1,0.001636932,0.003782765,0.006953485,15.74801575
Grad Center D 332,1,0.001636932,0.003782765,0.006953485,15.74801575
Poland House 207,1,0.002372341,0.00179746,0.00791397,15.76037963
Olney House 319,1,0.00094768,0.002009393,0.00679969,15.76617621
Metcalf 406,1,0.00528862,0.004033401,0.004736,15.7677903
Sears House 311,1,0.000618306,0.001760093,0.006174125,15.77973384
Emery 417,1,0.004294951,0.003511129,0.0038919,15.81297815
Emery 404,1,0.004294951,0.003511129,0.0038919,15.82437186
Machado 124,1,0.006216642,0.004264504,0.006829095,15.86951258
Metcalf 413,1,0.00528862,0.004033401,0.004736,15.87982661
Metcalf 225,1,0.00528862,0.004033401,0.004736,15.89090405
Gregorian Quad A 212,4,0.002219058,0.004508411,0.006818289,15.90012625
Gregorian Quad A 204,4,0.002219058,0.004508411,0.006818289,15.90669593
Gregorian Quad A 206,4,0.002219058,0.004508411,0.006818289,15.917116
Grad Center D 543,1,0.001636932,0.003782765,0.006953485,15.92072184
Goddard House 303,1,0.001031328,0.002885086,0.006880921,15.93680265
Fake Building 12,1,0.004866504,0.007174255,0.00629313,15.93737745
Sears House 310,1,0.000618306,0.001760093,0.006174125,15.94390963
Metcalf 408,1,0.00528862,0.004033401,0.004736,15.96127992
New Pembroke #2 307,1,0.005197807,0.004671321,0.003122637,15.96387138
New Pembroke #4 320,1,0.005197807,0.004671321,0.003122637,15.98090326
Woolley 206,1,0.004494434,0.003844705,0.00357181,15.98685122
Hegeman D310,3,0.000737564,0.002443331,0.005211221,15.99229052
Grad Center D 314,1,0.001636932,0.003782765,0.006953485,16.00289684
Emery 101,1,0.004294951,0.003511129,0.0038919,16.01424839
Champlin 108,1,0.005148864,0.004313313,0.003806538,16.04603264
Grad center A 345,1,0.002033301,0.003816952,0.007674111,16.0623784
Grad center A 346,1,0.002033301,0.003816952,0.007674111,16.0623784
Woolley 306,1,0.004494434,0.003844705,0.00357181,16.06371486
Gregorian Quad A 309,4,0.002219058,0.004508411,0.006818289,16.06990065
Grad Center D 633,1,0.001636932,0.003782765,0.006953485,16.08441253
Grad Center D 635,1,0.001636932,0.003782765,0.006953485,16.08441253
Archibald House 307,1,0.001906016,0.001848792,0.007592792,16.09291022
Grad Center D 144,1,0.001636932,0.003782765,0.006953485,16.09328841
Grad center A 221,1,0.002033301,0.003816952,0.007674111,16.09347694
Gregorian Quad A 203,4,0.002219058,0.004508411,0.006818289,16.14574104
Gregorian Quad B 208,4,0.002313592,0.004546342,0.007093942,16.15644455
Gregorian Quad B 106,4,0.002313592,0.004546342,0.007093942,16.16315045
Emery 304,1,0.004294951,0.003511129,0.0038919,16.16589839
Hope College 308,1,0.003188155,0.000856981,0.006815006,16.16710287
Gregorian Quad B 210,4,0.002313592,0.004546342,0.007093942,16.1856488
Grad Center D 335,1,0.001636932,0.003782765,0.006953485,16.18641406
Hegeman B304,3,0.000737564,0.002443331,0.005211221,16.19458449
Gregorian Quad A 401,4,0.002219058,0.004508411,0.006818289,16.20027044
Woolley 219,1,0.004494434,0.003844705,0.00357181,16.20265207
Hegeman D210,3,0.000737564,0.002443331,0.005211221,16.20458999
Woolley 316,1,0.004494434,0.003844705,0.00357181,16.24935766
Woolley 223,1,0.004494434,0.003844705,0.00357181,16.28957753
Grad Center D 232,1,0.001636932,0.003782765,0.006953485,16.30723611
Woolley 418,1,0.004494434,0.003844705,0.00357181,16.30741146
Gregorian Quad A 611,2,0.002219058,0.004508411,0.006818289,16.32960984
Hegeman E212,2,0.000737564,0.002443331,0.005211221,16.33493221
Grad center A 641,1,0.002033301,0.003816952,0.007674111,16.34013464
Grad Center D 424,1,0.001636932,0.003782765,0.006953485,16.34496256
Gregorian Quad A 312,4,0.002219058,0.004508411,0.006818289,16.3468548
New Pembroke #2 207,1,0.005197807,0.004671321,0.003122637,16.35475462
Grad Center D 531,1,0.001636932,0.003782765,0.006953485,16.35524866
Woolley 416,1,0.004494434,0.003844705,0.00357181,16.35628555
Grad Center D 445,1,0.001636932,0.003782765,0.006953485,16.38156666
Gregorian Quad A 507,2,0.002219058,0.004508411,0.006818289,16.38579203
New Pembroke #4 403,1,0.005197807,0.004671321,0.003122637,16.39946082
Grad Center D 423,1,0.001636932,0.003782765,0.006953485,16.40075296
Grad Center D 614,1,0.001636932,0.003782765,0.006953485,16.40269144
Emery 401,1,0.004294951,0.003511129,0.0038919,16.41399345
Hegeman C401,3,0.000737564,0.002443331,0.005211221,16.42650956
Gregorian Quad B 301,4,0.002313592,0.004546342,0.007093942,16.44921692
Metcalf 409,1,0.00528862,0.004033401,0.004736,16.45757662
Gregorian Quad A 314,4,0.002219058,0.004508411,0.006818289,16.45974486
Grad center A 422,1,0.002033301,0.003816952,0.007674111,16.46207763
Hegeman E213,3,0.000737564,0.002443331,0.005211221,16.46951999
Goddard House 319,1,0.001031328,0.002885086,0.006880921,16.49295456
Goddard House 221,1,0.001031328,0.002885086,0.006880921,16.51469318
Machado 321,1,0.006216642,0.004264504,0.006829095,16.52271164
Gregorian Quad A 311,4,0.002219058,0.004508411,0.006818289,16.53393076
New Pembroke #2 301,1,0.005197807,0.004671321,0.003122637,16.56004561
Young Orchard #10 440,4,0.005475101,0.007769158,0.00646132,16.56824797
Grad Center D 334,1,0.001636932,0.003782765,0.006953485,16.61324773
Hope College 114,1,0.003188155,0.000856981,0.006815006,16.61476837
Grad center A 131,1,0.002033301,0.003816952,0.007674111,16.64331698
Grad center A 132,1,0.002033301,0.003816952,0.007674111,16.64331698
Sears House 222,1,0.000618306,0.001760093,0.006174125,16.64436243
Grad Center D 235,1,0.001636932,0.003782765,0.006953485,16.64580823
Hope College 406,1,0.003188155,0.000856981,0.006815006,16.65183474
Woolley 207,1,0.004494434,0.003844705,0.00357181,16.65512518
Gregorian Quad A 202,4,0.002219058,0.004508411,0.006818289,16.65746955
Chapin House 320,1,0.000967654,0.003293725,0.006197735,16.6693155
Goddard House 334,1,0.001031328,0.002885086,0.006880921,16.69667902
Grad Center D 443,1,0.001636932,0.003782765,0.006953485,16.69740216
Hegeman D211,3,0.000737564,0.002443331,0.005211221,16.70520153
Gregorian Quad A 404,4,0.002219058,0.004508411,0.006818289,16.72370665
Hegeman C208,3,0.000737564,0.002443331,0.005211221,16.731922
Woolley 118,1,0.004494434,0.003844705,0.00357181,16.73333925
Grad Center D 632,1,0.001636932,0.003782765,0.006953485,16.74222259
Goddard House 312,1,0.001031328,0.002885086,0.006880921,16.74693958
Grad Center D 145,1,0.001636932,0.003782765,0.006953485,16.75912046
Fake Building 9,1,0.004866504,0.007174255,0.00629313,16.76305461
Gregorian Quad B 107,5,0.002313592,0.004546342,0.007093942,16.76740492
Woolley 216,1,0.004494434,0.003844705,0.00357181,16.76826173
New Pembroke #4 219,1,0.005197807,0.004671321,0.003122637,16.79615965
Hegeman C308,3,0.000737564,0.002443331,0.005211221,16.81237968
Sears House 326B,1,0.000618306,0.001760093,0.006174125,16.82811777
New Pembroke #2 302,1,0.005197807,0.004671321,0.003122637,16.85254572
Woolley 106,1,0.004494434,0.003844705,0.00357181,16.86163989
Gregorian Quad A 303,4,0.002219058,0.004508411,0.006818289,16.86639484
Olney House 224,1,0.00094768,0.002009393,0.00679969,16.89859005
Grad Center D 346,1,0.001636932,0.003782765,0.006953485,16.92347987
Marcy House 228,1,0.00044831,0.002460934,0.006377106,16.92813371
Goddard House 331,1,0.001031328,0.002885086,0.006880921,16.9297093
Gregorian Quad A 201,4,0.002219058,0.004508411,0.006818289,16.934152
Metcalf 414,1,0.00528862,0.004033401,0.004736,16.94842914
Barbour Hall Apartments 40,4,0.003332574,0.005684611,0.006333645,16.95188297
Grad Center D 112,1,0.001636932,0.003782765,0.006953485,16.95579927
Grad Center D 312,1,0.001636932,0.003782765,0.006953485,16.96103356
Machado 320,1,0.006216642,0.004264504,0.006829095,16.97056275
Machado 322,1,0.006216642,0.004264504,0.006829095,16.97056275
Hegeman C402,3,0.000737564,0.002443331,0.005211221,16.99498825
Goddard House 316,1,0.001031328,0.002885086,0.006880921,16.99681173
New Pembroke #2 303,1,0.005197807,0.004671321,0.003122637,16.99824918
Gregorian Quad A 508,2,0.002219058,0.004508411,0.006818289,17.00444082
Sears House 326A,1,0.000618306,0.001760093,0.006174125,17.02497949
Grad center A 241,1,0.002033301,0.003816952,0.007674111,17.02938637
Champlin 306,1,0.005148864,0.004313313,0.003806538,17.04180692
Metcalf 218,1,0.00528862,0.004033401,0.004736,17.04354928
Olney House 223,1,0.00094768,0.002009393,0.00679969,17.04600417
Gregorian Quad A 209,4,0.002219058,0.004508411,0.006818289,17.047819
Woolley 423,1,0.004494434,0.003844705,0.00357181,17.05077502
Woolley 415,1,0.004494434,0.003844705,0.00357181,17.05269632
Emery 104,1,0.004294951,0.003511129,0.0038919,17.06240895
Grad Center D 113,1,0.001636932,0.003782765,0.006953485,17.06342044
Grad Center D 115,1,0.001636932,0.003782765,0.006953485,17.06342044
Gregorian Quad B 104,4,0.002313592,0.004546342,0.007093942,17.07732174
Hegeman B204,3,0.000737564,0.002443331,0.005211221,17.07735234
Woolley 419,1,0.004494434,0.003844705,0.00357181,17.08731892
Grad Center d 442,1,0.001636932,0.003782765,0.006953485,17.08800749
Grad Center D 533,1,0.001636932,0.003782765,0.006953485,17.11701845
Archibald House 305,1,0.001906016,0.001848792,0.007592792,17.11724277
Sears House 306B,1,0.000618306,0.001760093,0.006174125,17.15158837
Goddard House 231,1,0.001031328,0.002885086,0.006880921,17.17046504
Woolley 319,1,0.004494434,0.003844705,0.00357181,17.17944064
Hope College 414,1,0.003188155,0.000856981,0.006815006,17.19304232
Machado 33,1,0.006216642,0.004264504,0.006829095,17.21380143
Gregorian Quad B 105,4,0.002313592,0.004546342,0.007093942,17.21913807
Goddard House 212,1,0.001031328,0.002885086,0.006880921,17.22861595
Gregorian Quad B 103,5,0.002313592,0.004546342,0.007093942,17.24126786
Hegeman A301,3,0.000737564,0.002443331,0.005211221,17.25038102
Grad Center D 446,1,0.001636932,0.003782765,0.006953485,17.2626765
Woolley 215,1,0.004494434,0.003844705,0.00357181,17.26794548
Gregorian Quad A 211,4,0.002219058,0.004508411,0.006818289,17.27124432
New Pembroke #2 104,1,0.005197807,0.004671321,0.003122637,17.27657923
Emery 409,1,0.004294951,0.003511129,0.0038919,17.28455182
Grad Center D 244,1,0.001636932,0.003782765,0.006953485,17.28909086
Hegeman A203,3,0.000737564,0.002443331,0.005211221,17.29028988
Hegeman B107,3,0.000737564,0.002443331,0.005211221,17.31836531
Grad Center C 110,4,0.002140607,0.004200177,0.007408663,17.31945463
Gregorian Quad A 403,4,0.002219058,0.004508411,0.006818289,17.33561472
Emery 311,1,0.004294951,0.003511129,0.0038919,17.34919441
Gregorian Quad A 402,4,0.002219058,0.004508411,0.006818289,17.35451764
Chapin House 327,1,0.000967654,0.003293725,0.006197735,17.36085293
Sears House 312,1,0.000618306,0.001760093,0.006174125,17.37190911
Hope College 214,1,0.003188155,0.000856981,0.006815006,17.37487799
Gregorian Quad B 201,4,0.002313592,0.004546342,0.007093942,17.39714776
Champlin 406,1,0.005148864,0.004313313,0.003806538,17.40287428
Goddard House 214,1,0.001031328,0.002885086,0.006880921,17.41598934
Goddard House 310,1,0.001031328,0.002885086,0.006880921,17.43836304
Grad Center D 325,1,0.001636932,0.003782765,0.006953485,17.44162407
Emery 411,1,0.004294951,0.003511129,0.0038919,17.45091852
Emery 317,1,0.004294951,0.003511129,0.0038919,17.45096394
Barbour Hall Apartments 130,3,0.003332574,0.005684611,0.006333645,17.45631432
Gregorian Quad A 302,4,0.002219058,0.004508411,0.006818289,17.46992
Grad Center D 611,1,0.001636932,0.003782765,0.006953485,17.47244058
Grad Center C 130,4,0.002140607,0.004200177,0.007408663,17.47364324
Machado 37,1,0.006216642,0.004264504,0.006829095,17.47869509
Hegeman B106,3,0.000737564,0.002443331,0.005211221,17.49285568
Minden 507,3,0.003007532,0.004380877,0.003093356,17.5032693
Gregorian Quad A 214,4,0.002219058,0.004508411,0.006818289,17.52201822
Woolley 307,1,0.004494434,0.003844705,0.00357181,17.52931516
Hegeman E113,3,0.000737564,0.002443331,0.005211221,17.5336929
Chapin House 114B,1,0.000967654,0.003293725,0.006197735,17.53958689
Grad Center D 532,1,0.001636932,0.003782765,0.006953485,17.54242823
Hegeman D309,3,0.000737564,0.002443331,0.005211221,17.5558515
Woolley 406,1,0.004494434,0.003844705,0.00357181,17.55811228
Machado 32,1,0.006216642,0.004264504,0.006829095,17.55941965
Goddard House 116,1,0.001031328,0.002885086,0.006880921,17.56514052
Grad Center D 111,1,0.001636932,0.003782765,0.006953485,17.56556323
Gregorian Quad B 302,4,0.002313592,0.004546342,0.007093942,17.57025344
Gregorian Quad A 501,2,0.002219058,0.004508411,0.006818289,17.59214717
Grad Center D 345,1,0.001636932,0.003782765,0.006953485,17.59279663
Goddard House 230,1,0.001031328,0.002885086,0.006880921,17.60494435
Marcy House 215,1,0.00044831,0.002460934,0.006377106,17.61052255
Emery 301,1,0.004294951,0.003511129,0.0038919,17.64255564
Slater Hall 402,2,0.002806514,0.000743744,0.0073448,17.64966842
Woolley 407,1,0.004494434,0.003844705,0.00357181,17.66272083
Hegeman A303,3,0.000737564,0.002443331,0.005211221,17.66650861
Gregorian Quad B 202,4,0.002313592,0.004546342,0.007093942,17.6709373
Marcy House 306A,1,0.00044831,0.002460934,0.006377106,17.69180601
Sears House 320,1,0.000618306,0.001760093,0.006174125,17.69180601
Goddard House 318,1,0.001031328,0.002885086,0.006880921,17.70516979
Morriss Hall 101,4,0.004877948,0.004103928,0.003714228,17.72004515
Goddard House 340,1,0.001031328,0.002885086,0.006880921,17.74823935
Goddard House 345,1,0.001031328,0.002885086,0.006880921,17.74823935
Goddard House 336,1,0.001031328,0.002885086,0.006880921,17.76195432
Goddard House 232,1,0.001031328,0.002885086,0.006880921,17.76756455
Goddard House 236,1,0.001031328,0.002885086,0.006880921,17.77638883
Hegeman D403,3,0.000737564,0.002443331,0.005211221,17.79175264
Gregorian Quad A 407,4,0.002219058,0.004508411,0.006818289,17.79914534
Goddard House 313,1,0.001031328,0.002885086,0.006880921,17.81189183
Barbour Hall Apartments 110,3,0.003332574,0.005684611,0.006333645,17.82488976
Hegeman E112,3,0.000737564,0.002443331,0.005211221,17.84252716
Hegeman D404,3,0.000737564,0.002443331,0.005211221,17.84380003
Gregorian Quad B 108,4,0.002313592,0.004546342,0.007093942,17.84487003
Slater Hall 403,2,0.002806514,0.000743744,0.0073448,17.84773592
Mead House 231,1,0.002856721,0.00194646,0.008291598,17.84778047
Machado 35,1,0.006216642,0.004264504,0.006829095,17.85089029
New Pembroke #4 217,1,0.005197807,0.004671321,0.003122637,17.85732843
Mead House 223,1,0.002856721,0.00194646,0.008291598,17.88733442
Goddard House 229,1,0.001031328,0.002885086,0.006880921,17.88865823
Goddard House 315,1,0.001031328,0.002885086,0.006880921,17.91758878
Young Orchard #2 120,4,0.004438724,0.006759134,0.006240018,17.92177335
Grad Center D 412,1,0.001636932,0.003782765,0.006953485,17.93289604
Sears House 226A,1,0.000618306,0.001760093,0.006174125,17.94321271
Machado 120,1,0.006216642,0.004264504,0.006829095,17.94740408
Grad center A 644,1,0.002033301,0.003816952,0.007674111,17.97220076
Grad center A 645,1,0.002033301,0.003816952,0.007674111,17.97220076
Grad center A 646,1,0.002033301,0.003816952,0.007674111,17.97220076
Woolley 323,1,0.004494434,0.003844705,0.00357181,17.99527181
Grad Center D 422,1,0.001636932,0.003782765,0.006953485,18.01195312
Woolley 115,1,0.004494434,0.003844705,0.00357181,18.01857855
Hegeman D111,3,0.000737564,0.002443331,0.005211221,18.01911775
Barbour Hall Apartments 310,3,0.003332574,0.005684611,0.006333645,18.02650517
Goddard House 344A,1,0.001031328,0.002885086,0.006880921,18.02775638
Grad Center D 234,1,0.001636932,0.003782765,0.006953485,18.05334581
Grad Center D 212,1,0.001636932,0.003782765,0.006953485,18.05547009
Mead House 203,1,0.002856721,0.00194646,0.008291598,18.08314132
Hegeman C108,3,0.000737564,0.002443331,0.005211221,18.1062109
Goddard House 317,1,0.001031328,0.002885086,0.006880921,18.10677764
Grad Center D 246,1,0.001636932,0.003782765,0.006953485,18.1148512
Minden 306,2,0.003007532,0.004380877,0.003093356,18.11976316
New Pembroke #4 209,1,0.005197807,0.004671321,0.003122637,18.12011302
Hegeman B104,3,0.000737564,0.002443331,0.005211221,18.12500056
Grad center A 331,1,0.002033301,0.003816952,0.007674111,18.13835715
Grad center A 332,1,0.002033301,0.003816952,0.007674111,18.13835715
Grad center A 333,1,0.002033301,0.003816952,0.007674111,18.13835715
Grad center D 114,1,0.001636932,0.003782765,0.006953485,18.13835715
Grad Center D 526,1,0.001636932,0.003782765,0.006953485,18.14614574
New Pembroke #2 305,1,0.005197807,0.004671321,0.003122637,18.14723511
Goddard House 306A,1,0.001031328,0.002885086,0.006880921,18.17655513
Hegeman C109,3,0.000737564,0.002443331,0.005211221,18.17664515
Hegeman B205,2,0.000737564,0.002443331,0.005211221,18.18638936
Grad Center D 644,1,0.001636932,0.003782765,0.006953485,18.2134
Goddard House 314,1,0.001031328,0.002885086,0.006880921,18.21924722
Morris Hall 101,4,0.004877948,0.004103928,0.003714228,18.22086716
Young Orchard #2 110,4,0.004438724,0.006759134,0.006240018,18.23264618
Poland House 210,1,0.002372341,0.00179746,0.00791397,18.23582046
Chapin House 312,1,0.000967654,0.003293725,0.006197735,18.24828759
Slater Hall 104,3,0.002806514,0.000743744,0.0073448,18.24941343
Sears House 226B,1,0.000618306,0.001760093,0.006174125,18.25049459
Chapin House 114A,1,0.000967654,0.003293725,0.006197735,18.25895456
Hegeman D110,3,0.000737564,0.002443331,0.005211221,18.26534548
Grad center A 335,1,0.002033301,0.003816952,0.007674111,18.27566688
Slater Hall 401,3,0.002806514,0.000743744,0.0073448,18.27576642
Minden 206,2,0.003007532,0.004380877,0.003093356,18.29412637
Gregorian Quad B 404,4,0.002313592,0.004546342,0.007093942,18.29731814
Woolley 116,1,0.004494434,0.003844705,0.00357181,18.29989305
New Pembroke #2 201,1,0.005197807,0.004671321,0.003122637,18.30575454
Grad center A 142,1,0.002033301,0.003816952,0.007674111,18.33030278
Grad center A 143,1,0.002033301,0.003816952,0.007674111,18.33030278
Grad center A 144,1,0.002033301,0.003816952,0.007674111,18.33030278
Grad center A 145,1,0.002033301,0.003816952,0.007674111,18.33030278
New Pembroke #1 304,1,0.005197807,0.004671321,0.003122637,18.34101492
Chapin House 326A,1,0.000967654,0.003293725,0.006197735,18.3508482
Machado 34,1,0.006216642,0.004264504,0.006829095,18.35159747
Champlin 206,1,0.005148864,0.004313313,0.003806538,18.35584847
Chapin House 322,1,0.000967654,0.003293725,0.006197735,18.35855523
Minden 215,3,0.003007532,0.004380877,0.003093356,18.35866235
Woolley 107,1,0.004494434,0.003844705,0.00357181,18.37373053
Grad Center D 123,1,0.001636932,0.003782765,0.006953485,18.38424745
Grad Center D 642,1,0.001636932,0.003782765,0.006953485,18.38726467
Minden 208,2,0.003007532,0.004380877,0.003093356,18.39472713
Chapin House 326B,1,0.000967654,0.003293725,0.006197735,18.39596949
Grad Center D 631,1,0.001636932,0.003782765,0.006953485,18.39836448
Gregorian Quad B 102,4,0.002313592,0.004546342,0.007093942,18.42251517
Poland House 327,1,0.002372341,0.00179746,0.00791397,18.42743755
Grad center A 435,1,0.002033301,0.003816952,0.007674111,18.43908891
Gregorian Quad B 110,4,0.002313592,0.004546342,0.007093942,18.44700651
Slater Hall 302,2,0.002806514,0.000743744,0.0073448,18.45397287
Chapin House 220,1,0.000967654,0.003293725,0.006197735,18.46618531
Chapin House 310,1,0.000967654,0.003293725,0.006197735,18.46618531
Minden 308,2,0.003007532,0.004380877,0.003093356,18.47062269
Grad Center D 546,1,0.001636932,0.003782765,0.006953485,18.5036729
Grad Center D 634,1,0.001636932,0.003782765,0.006953485,18.50635616
Grad Center D 245,1,0.001636932,0.003782765,0.006953485,18.51929486
Grad center A 311,1,0.002033301,0.003816952,0.007674111,18.52025918
Goddard House 306B,1,0.001031328,0.002885086,0.006880921,18.52167395
New Pembroke #3 103,1,0.005493117,0.004817466,0.003424083,18.53148218
Wayland House 400A,7,0.001267304,0.001463704,0.006804493,18.55186834
