res_hall,remaining,total,num_picks
Drop to 405,1,1,2
Miller,3,3,2
Slater Hall,17,18,2
Sears House,33,33,2
Jameson House,11,11,2
Chapin House,30,30,2
Gregorian Quad A,52,52,2
Drop to 581,1,1,2
Grad Center A,18,18,2
Barbour Hall,16,16,2
111 Brown Street,6,6,2
Mead House,13,13,2
Minden,49,56,2
Olney House,6,6,2
Young Orchard #10,13,13,2
Machado,12,12,2
Pass,63,64,2
Emery,21,21,2
Drop to 579,1,1,2
West Andrews,25,29,2
Poland House,19,19,2
New Pembroke #1,18,18,2
Wayland House,19,19,2
Archibald House,14,14,2
Drop to 522,1,1,2
Gregorian Quad B,48,50,2
Everett House,5,5,2
Drop to 106,1,1,2
Drop to 584,1,1,2
Drop to 698,1,1,2
Drop to 417,1,1,2
Barbour Hall Apartments,29,29,2
Hegeman,37,39,2
Drop to 564,1,1,2
Grad Center D,19,19,2
Diman House,25,25,2
Drop to 457,1,1,2
Marcy House,11,11,2
Drop to 471,1,1,2
Drop to 730,1,1,2
Morris Hall,4,4,2
Caswell Hall,42,42,3
Bronson House,10,10,3
Harkness House,18,18,3
East Andrews,24,30,3
Goddard House,29,29,3
New Pembroke #3,10,10,3
Young Orchard #4,13,13,3
Young Orchard #2,10,12,3
Hope College,9,10,3
Drop to 229,1,1,3
Champlin,5,5,3
No Show,51,54,3
Grad Center B,20,20,3
Grad Center C,18,18,3
New Pembroke #4,23,23,3
Metcalf,29,38,3
Drop to 113,1,1,3
Plantations House,10,10,3
Woolley,30,30,3
Drop to 405,1,1,3
Miller,3,3,3
Slater Hall,17,18,3
Sears House,33,33,3
Jameson House,11,11,3
Chapin House,30,30,3
Gregorian Quad A,50,52,3
Drop to 581,1,1,3
Grad Center A,18,18,3
Barbour Hall,16,16,3
111 Brown Street,6,6,3
Mead House,13,13,3
Minden,49,56,3
Olney House,6,6,3
Young Orchard #10,13,13,3
Machado,12,12,3
Pass,63,64,3
Emery,20,21,3
Drop to 579,1,1,3
West Andrews,24,29,3
Poland House,19,19,3
New Pembroke #1,18,18,3
Wayland House,18,19,3
Archibald House,14,14,3
Drop to 522,1,1,3
Gregorian Quad B,44,50,3
Everett House,5,5,3
Drop to 106,1,1,3
Drop to 584,1,1,3
Drop to 698,1,1,3
Drop to 417,1,1,3
Barbour Hall Apartments,29,29,3
Hegeman,37,39,3
Drop to 564,1,1,3
Grad Center D,19,19,3
Diman House,25,25,3
Drop to 457,1,1,3
Marcy House,11,11,3
Drop to 471,1,1,3
Drop to 730,1,1,3
Morris Hall,4,4,3
Caswell Hall,42,42,4
Bronson House,10,10,4
Harkness House,18,18,4
East Andrews,19,30,4
Goddard House,29,29,4
New Pembroke #3,10,10,4
Young Orchard #4,13,13,4
Young Orchard #2,10,12,4
Hope College,9,10,4
Drop to 229,1,1,4
Champlin,5,5,4
No Show,51,54,4
Grad Center B,20,20,4
Grad Center C,18,18,4
New Pembroke #4,23,23,4
Metcalf,25,38,4
Drop to 113,1,1,4
Plantations House,9,10,4
Woolley,30,30,4
Drop to 405,1,1,4
Miller,3,3,4
Slater Hall,17,18,4
Sears House,33,33,4
Jameson House,11,11,4
Chapin House,30,30,4
Gregorian Quad A,50,52,4
Drop to 581,1,1,4
Grad Center A,18,18,4
Barbour Hall,16,16,4
111 Brown Street,6,6,4
Mead House,13,13,4
Minden,49,56,4
Olney House,6,6,4
Young Orchard #10,13,13,4
Machado,12,12,4
Pass,63,64,4
Emery,20,21,4
Drop to 579,1,1,4
West Andrews,21,29,4
Poland House,19,19,4
New Pembroke #1,18,18,4
Wayland House,18,19,4
Archibald House,14,14,4
Drop to 522,1,1,4
Gregorian Quad B,42,50,4
Everett House,5,5,4
Drop to 106,1,1,4
Drop to 584,1,1,4
Drop to 698,1,1,4
Drop to 417,1,1,4
Barbour Hall Apartments,28,29,4
Hegeman,37,39,4
Drop to 564,1,1,4
Grad Center D,19,19,4
Diman House,25,25,4
Drop to 457,1,1,4
Marcy House,11,11,4
Drop to 471,1,1,4
Drop to 730,1,1,4
Morris Hall,3,4,4
Caswell Hall,42,42,5
Bronson House,10,10,5
Harkness House,18,18,5
East Andrews,18,30,5
Goddard House,29,29,5
New Pembroke #3,10,10,5
Young Orchard #4,13,13,5
Young Orchard #2,10,12,5
Hope College,9,10,5
Drop to 229,1,1,5
Champlin,5,5,5
No Show,51,54,5
Grad Center B,20,20,5
Grad Center C,18,18,5
New Pembroke #4,23,23,5
Metcalf,22,38,5
Drop to 113,1,1,5
Plantations House,9,10,5
Woolley,30,30,5
Drop to 405,1,1,5
Miller,3,3,5
Slater Hall,17,18,5
Sears House,33,33,5
Jameson House,11,11,5
Chapin House,29,30,5
Gregorian Quad A,45,52,5
Drop to 581,1,1,5
Grad Center A,18,18,5
Barbour Hall,16,16,5
111 Brown Street,6,6,5
Mead House,13,13,5
Minden,48,56,5
Olney House,6,6,5
Young Orchard #10,13,13,5
Machado,12,12,5
Pass,63,64,5
Emery,20,21,5
Drop to 579,1,1,5
West Andrews,20,29,5
Poland House,19,19,5
New Pembroke #1,18,18,5
Wayland House,16,19,5
Archibald House,14,14,5
Drop to 522,1,1,5
Gregorian Quad B,38,50,5
Everett House,5,5,5
Drop to 106,1,1,5
Drop to 584,1,1,5
Drop to 698,1,1,5
Drop to 417,1,1,5
Barbour Hall Apartments,27,29,5
Hegeman,37,39,5
Drop to 564,1,1,5
Grad Center D,19,19,5
Diman House,25,25,5
Drop to 457,1,1,5
Marcy House,11,11,5
Drop to 471,1,1,5
Drop to 730,1,1,5
Morris Hall,3,4,5
Caswell Hall,42,42,6
Bronson House,10,10,6
Harkness House,18,18,6
East Andrews,18,30,6
Goddard House,29,29,6
New Pembroke #3,10,10,6
Young Orchard #4,12,13,6
Young Orchard #2,6,12,6
Hope College,9,10,6
Drop to 229,1,1,6
Champlin,5,5,6
No Show,50,54,6
Grad Center B,19,20,6
Grad Center C,18,18,6
New Pembroke #4,23,23,6
Metcalf,18,38,6
Drop to 113,1,1,6
Plantations House,8,10,6
Woolley,30,30,6
Drop to 405,1,1,6
Miller,3,3,6
Slater Hall,17,18,6
Sears House,33,33,6
Jameson House,11,11,6
Chapin House,29,30,6
Gregorian Quad A,43,52,6
Drop to 581,1,1,6
Grad Center A,18,18,6
Barbour Hall,16,16,6
111 Brown Street,6,6,6
Mead House,13,13,6
Minden,48,56,6
Olney House,6,6,6
Young Orchard #10,13,13,6
Machado,12,12,6
Pass,63,64,6
Emery,20,21,6
Drop to 579,1,1,6
West Andrews,18,29,6
Poland House,19,19,6
New Pembroke #1,18,18,6
Wayland House,16,19,6
Archibald House,14,14,6
Drop to 522,1,1,6
Gregorian Quad B,37,50,6
Everett House,5,5,6
Drop to 106,0,1,6
Drop to 584,1,1,6
Drop to 698,1,1,6
Drop to 417,1,1,6
Barbour Hall Apartments,26,29,6
Hegeman,36,39,6
Drop to 564,1,1,6
Grad Center D,19,19,6
Diman House,25,25,6
Drop to 457,1,1,6
Marcy House,11,11,6
Drop to 471,1,1,6
Drop to 730,1,1,6
Morris Hall,3,4,6
Caswell Hall,42,42,6
Bronson House,10,10,6
Harkness House,18,18,6
East Andrews,18,30,6
Goddard House,29,29,6
New Pembroke #3,10,10,6
Young Orchard #4,12,13,6
Young Orchard #2,6,12,6
Hope College,9,10,6
Drop to 229,1,1,6
Champlin,5,5,6
No Show,50,54,6
Grad Center B,19,20,6
Grad Center C,18,18,6
New Pembroke #4,23,23,6
Metcalf,18,38,6
Drop to 113,1,1,6
Plantations House,8,10,6
Woolley,30,30,6
Drop to 405,1,1,6
Miller,3,3,6
Slater Hall,17,18,6
Sears House,33,33,6
Jameson House,11,11,6
Chapin House,29,30,6
Gregorian Quad A,42,52,6
Drop to 581,1,1,6
Grad Center A,18,18,6
Barbour Hall,16,16,6
111 Brown Street,6,6,6
Mead House,13,13,6
Minden,48,56,6
Olney House,6,6,6
Young Orchard #10,13,13,6
Machado,12,12,6
Pass,63,64,6
Emery,20,21,6
Drop to 579,1,1,6
West Andrews,18,29,6
Poland House,19,19,6
New Pembroke #1,18,18,6
Wayland House,16,19,6
Archibald House,14,14,6
Drop to 522,1,1,6
Gregorian Quad B,37,50,6
Everett House,5,5,6
Drop to 106,0,1,6
Drop to 584,1,1,6
Drop to 698,1,1,6
Drop to 417,1,1,6
Barbour Hall Apartments,26,29,6
Hegeman,36,39,6
Drop to 564,1,1,6
Grad Center D,19,19,6
Diman House,25,25,6
Drop to 457,1,1,6
Marcy House,11,11,6
Drop to 471,1,1,6
Drop to 730,1,1,6
Morris Hall,3,4,6
Caswell Hall,42,42,7
Bronson House,10,10,7
Harkness House,18,18,7
East Andrews,18,30,7
Goddard House,29,29,7
New Pembroke #3,10,10,7
Young Orchard #4,9,13,7
Young Orchard #2,5,12,7
Hope College,9,10,7
Drop to 229,1,1,7
Champlin,5,5,7
No Show,49,54,7
Grad Center B,19,20,7
Grad Center C,18,18,7
New Pembroke #4,23,23,7
Metcalf,14,38,7
Drop to 113,0,1,7
Plantations House,8,10,7
Woolley,30,30,7
Drop to 405,1,1,7
Miller,3,3,7
Slater Hall,17,18,7
Sears House,33,33,7
Jameson House,11,11,7
Chapin House,29,30,7
Gregorian Quad A,41,52,7
Drop to 581,1,1,7
Grad Center A,18,18,7
Barbour Hall,16,16,7
111 Brown Street,6,6,7
Mead House,13,13,7
Minden,48,56,7
Olney House,6,6,7
Young Orchard #10,11,13,7
Machado,12,12,7
Pass,63,64,7
Emery,19,21,7
Drop to 579,1,1,7
West Andrews,18,29,7
Poland House,19,19,7
New Pembroke #1,18,18,7
Wayland House,16,19,7
Archibald House,14,14,7
Drop to 522,1,1,7
Gregorian Quad B,34,50,7
Everett House,5,5,7
Drop to 106,0,1,7
Drop to 584,1,1,7
Drop to 698,1,1,7
Drop to 417,1,1,7
Barbour Hall Apartments,26,29,7
Hegeman,36,39,7
Drop to 564,1,1,7
Grad Center D,19,19,7
Diman House,25,25,7
Drop to 457,1,1,7
Marcy House,11,11,7
Drop to 471,1,1,7
Drop to 730,1,1,7
Morris Hall,3,4,7
Caswell Hall,42,42,8
Bronson House,10,10,8
Harkness House,18,18,8
East Andrews,18,30,8
Goddard House,29,29,8
New Pembroke #3,10,10,8
Young Orchard #4,7,13,8
Young Orchard #2,3,12,8
Hope College,7,10,8
Drop to 229,1,1,8
Champlin,5,5,8
No Show,49,54,8
Grad Center B,19,20,8
Grad Center C,18,18,8
New Pembroke #4,23,23,8
Metcalf,13,38,8
Drop to 113,0,1,8
Plantations House,8,10,8
Woolley,30,30,8
Drop to 405,1,1,8
Miller,3,3,8
Slater Hall,17,18,8
Sears House,33,33,8
Jameson House,11,11,8
Chapin House,29,30,8
Gregorian Quad A,36,52,8
Drop to 581,1,1,8
Grad Center A,18,18,8
Barbour Hall,16,16,8
111 Brown Street,6,6,8
Mead House,13,13,8
Minden,47,56,8
Olney House,6,6,8
Young Orchard #10,9,13,8
Machado,12,12,8
Pass,63,64,8
Emery,19,21,8
Drop to 579,1,1,8
West Andrews,14,29,8
Poland House,19,19,8
New Pembroke #1,18,18,8
Wayland House,16,19,8
Archibald House,14,14,8
Drop to 522,1,1,8
Gregorian Quad B,30,50,8
Everett House,5,5,8
Drop to 106,0,1,8
Drop to 584,1,1,8
Drop to 698,1,1,8
Drop to 417,1,1,8
Barbour Hall Apartments,26,29,8
Hegeman,36,39,8
Drop to 564,1,1,8
Grad Center D,19,19,8
Diman House,25,25,8
Drop to 457,1,1,8
Marcy House,11,11,8
Drop to 471,1,1,8
Drop to 730,1,1,8
Morris Hall,3,4,8
Caswell Hall,42,42,8
Bronson House,10,10,8
Harkness House,18,18,8
East Andrews,18,30,8
Goddard House,29,29,8
New Pembroke #3,10,10,8
Young Orchard #4,7,13,8
Young Orchard #2,3,12,8
Hope College,7,10,8
Drop to 229,1,1,8
Champlin,5,5,8
No Show,49,54,8
Grad Center B,19,20,8
Grad Center C,18,18,8
New Pembroke #4,23,23,8
Metcalf,13,38,8
Drop to 113,0,1,8
Plantations House,8,10,8
Woolley,30,30,8
Drop to 405,1,1,8
Miller,3,3,8
Slater Hall,17,18,8
Sears House,33,33,8
Jameson House,11,11,8
Chapin House,29,30,8
Gregorian Quad A,36,52,8
Drop to 581,1,1,8
Grad Center A,18,18,8
Barbour Hall,16,16,8
111 Brown Street,6,6,8
Mead House,13,13,8
Minden,47,56,8
Olney House,6,6,8
Young Orchard #10,9,13,8
Machado,12,12,8
Pass,63,64,8
Emery,19,21,8
Drop to 579,1,1,8
West Andrews,14,29,8
Poland House,19,19,8
New Pembroke #1,18,18,8
Wayland House,16,19,8
Archibald House,14,14,8
Drop to 522,1,1,8
Gregorian Quad B,29,50,8
Everett House,5,5,8
Drop to 106,0,1,8
Drop to 584,1,1,8
Drop to 698,1,1,8
Drop to 417,1,1,8
Barbour Hall Apartments,26,29,8
Hegeman,36,39,8
Drop to 564,1,1,8
Grad Center D,19,19,8
Diman House,25,25,8
Drop to 457,1,1,8
Marcy House,11,11,8
Drop to 471,1,1,8
Drop to 730,1,1,8
Morris Hall,3,4,8
Caswell Hall,42,42,9
Bronson House,10,10,9
Harkness House,18,18,9
East Andrews,13,30,9
Goddard House,29,29,9
New Pembroke #3,10,10,9
Young Orchard #4,3,13,9
Young Orchard #2,3,12,9
Hope College,7,10,9
Drop to 229,1,1,9
Champlin,5,5,9
No Show,49,54,9
Grad Center B,19,20,9
Grad Center C,18,18,9
New Pembroke #4,23,23,9
Metcalf,11,38,9
Drop to 113,0,1,9
Plantations House,8,10,9
Woolley,30,30,9
Drop to 405,1,1,9
Miller,3,3,9
Slater Hall,17,18,9
Sears House,33,33,9
Jameson House,11,11,9
Chapin House,29,30,9
Gregorian Quad A,34,52,9
Drop to 581,1,1,9
Grad Center A,18,18,9
Barbour Hall,16,16,9
111 Brown Street,6,6,9
Mead House,13,13,9
Minden,46,56,9
Olney House,6,6,9
Young Orchard #10,9,13,9
Machado,12,12,9
Pass,63,64,9
Emery,19,21,9
Drop to 579,1,1,9
West Andrews,14,29,9
Poland House,19,19,9
New Pembroke #1,18,18,9
Wayland House,14,19,9
Archibald House,14,14,9
Drop to 522,1,1,9
Gregorian Quad B,28,50,9
Everett House,5,5,9
Drop to 106,0,1,9
Drop to 584,1,1,9
Drop to 698,1,1,9
Drop to 417,1,1,9
Barbour Hall Apartments,26,29,9
Hegeman,36,39,9
Drop to 564,1,1,9
Grad Center D,19,19,9
Diman House,25,25,9
Drop to 457,1,1,9
Marcy House,11,11,9
Drop to 471,1,1,9
Drop to 730,1,1,9
Morris Hall,3,4,9
Caswell Hall,42,42,9
Bronson House,10,10,9
Harkness House,18,18,9
East Andrews,13,30,9
Goddard House,29,29,9
New Pembroke #3,10,10,9
Young Orchard #4,3,13,9
Young Orchard #2,3,12,9
Hope College,7,10,9
Drop to 229,1,1,9
Champlin,5,5,9
No Show,49,54,9
Grad Center B,19,20,9
Grad Center C,18,18,9
New Pembroke #4,23,23,9
Metcalf,11,38,9
Drop to 113,0,1,9
Plantations House,8,10,9
Woolley,30,30,9
Drop to 405,1,1,9
Miller,3,3,9
Slater Hall,17,18,9
Sears House,33,33,9
Jameson House,11,11,9
Chapin House,29,30,9
Gregorian Quad A,34,52,9
Drop to 581,1,1,9
Grad Center A,18,18,9
Barbour Hall,16,16,9
111 Brown Street,6,6,9
Mead House,13,13,9
Minden,46,56,9
Olney House,6,6,9
Young Orchard #10,9,13,9
Machado,12,12,9
Pass,63,64,9
Emery,19,21,9
Drop to 579,1,1,9
West Andrews,13,29,9
Poland House,19,19,9
New Pembroke #1,18,18,9
Wayland House,14,19,9
Archibald House,14,14,9
Drop to 522,1,1,9
Gregorian Quad B,28,50,9
Everett House,5,5,9
Drop to 106,0,1,9
Drop to 584,1,1,9
Drop to 698,1,1,9
Drop to 417,1,1,9
Barbour Hall Apartments,26,29,9
Hegeman,36,39,9
Drop to 564,1,1,9
Grad Center D,19,19,9
Diman House,25,25,9
Drop to 457,1,1,9
Marcy House,11,11,9
Drop to 471,1,1,9
Drop to 730,1,1,9
Morris Hall,3,4,9
Caswell Hall,42,42,9
Bronson House,10,10,9
Harkness House,18,18,9
East Andrews,13,30,9
Goddard House,29,29,9
New Pembroke #3,10,10,9
Young Orchard #4,3,13,9
Young Orchard #2,3,12,9
Hope College,7,10,9
Drop to 229,1,1,9
Champlin,5,5,9
No Show,49,54,9
Grad Center B,19,20,9
Grad Center C,18,18,9
New Pembroke #4,23,23,9
Metcalf,11,38,9
Drop to 113,0,1,9
Plantations House,8,10,9
Woolley,30,30,9
Drop to 405,1,1,9
Miller,3,3,9
Slater Hall,17,18,9
Sears House,33,33,9
Jameson House,11,11,9
Chapin House,29,30,9
Gregorian Quad A,34,52,9
Drop to 581,1,1,9
Grad Center A,18,18,9
Barbour Hall,16,16,9
111 Brown Street,6,6,9
Mead House,13,13,9
Minden,46,56,9
Olney House,6,6,9
Young Orchard #10,9,13,9
Machado,12,12,9
Pass,63,64,9
Emery,19,21,9
Drop to 579,1,1,9
West Andrews,12,29,9
Poland House,19,19,9
New Pembroke #1,18,18,9
Wayland House,14,19,9
Archibald House,14,14,9
Drop to 522,1,1,9
Gregorian Quad B,28,50,9
Everett House,5,5,9
Drop to 106,0,1,9
Drop to 584,1,1,9
Drop to 698,1,1,9
Drop to 417,1,1,9
Barbour Hall Apartments,26,29,9
Hegeman,36,39,9
Drop to 564,1,1,9
Grad Center D,19,19,9
Diman House,25,25,9
Drop to 457,1,1,9
Marcy House,11,11,9
Drop to 471,1,1,9
Drop to 730,1,1,9
Morris Hall,3,4,9
Caswell Hall,42,42,10
Bronson House,10,10,10
Harkness House,18,18,10
East Andrews,11,30,10
Goddard House,29,29,10
New Pembroke #3,10,10,10
Young Orchard #4,3,13,10
Young Orchard #2,2,12,10
Hope College,7,10,10
Drop to 229,0,1,10
Champlin,4,5,10
No Show,48,54,10
Grad Center B,19,20,10
Grad Center C,18,18,10
New Pembroke #4,23,23,10
Metcalf,11,38,10
Drop to 113,0,1,10
Plantations House,7,10,10
Woolley,29,30,10
Drop to 405,1,1,10
Miller,3,3,10
Slater Hall,17,18,10
Sears House,32,33,10
Jameson House,11,11,10
Chapin House,29,30,10
Gregorian Quad A,31,52,10
Drop to 581,1,1,10
Grad Center A,18,18,10
Barbour Hall,16,16,10
111 Brown Street,6,6,10
Mead House,13,13,10
Minden,46,56,10
Olney House,6,6,10
Young Orchard #10,6,13,10
Machado,12,12,10
Pass,63,64,10
Emery,19,21,10
Drop to 579,1,1,10
West Andrews,12,29,10
Poland House,19,19,10
New Pembroke #1,18,18,10
Wayland House,14,19,10
Archibald House,14,14,10
Drop to 522,1,1,10
Gregorian Quad B,27,50,10
Everett House,5,5,10
Drop to 106,0,1,10
Drop to 584,1,1,10
Drop to 698,1,1,10
Drop to 417,1,1,10
Barbour Hall Apartments,26,29,10
Hegeman,36,39,10
Drop to 564,1,1,10
Grad Center D,19,19,10
Diman House,25,25,10
Drop to 457,1,1,10
Marcy House,11,11,10
Drop to 471,1,1,10
Drop to 730,1,1,10
Morris Hall,3,4,10
Caswell Hall,42,42,11
Bronson House,10,10,11
Harkness House,18,18,11
East Andrews,9,30,11
Goddard House,29,29,11
New Pembroke #3,10,10,11
Young Orchard #4,2,13,11
Young Orchard #2,2,12,11
Hope College,3,10,11
Drop to 229,0,1,11
Champlin,4,5,11
No Show,47,54,11
Grad Center B,19,20,11
Grad Center C,18,18,11
New Pembroke #4,23,23,11
Metcalf,11,38,11
Drop to 113,0,1,11
Plantations House,5,10,11
Woolley,29,30,11
Drop to 405,1,1,11
Miller,3,3,11
Slater Hall,17,18,11
Sears House,31,33,11
Jameson House,11,11,11
Chapin House,29,30,11
Gregorian Quad A,30,52,11
Drop to 581,1,1,11
Grad Center A,18,18,11
Barbour Hall,16,16,11
111 Brown Street,6,6,11
Mead House,13,13,11
Minden,46,56,11
Olney House,6,6,11
Young Orchard #10,6,13,11
Machado,12,12,11
Pass,63,64,11
Emery,19,21,11
Drop to 579,1,1,11
West Andrews,8,29,11
Poland House,19,19,11
New Pembroke #1,18,18,11
Wayland House,13,19,11
Archibald House,14,14,11
Drop to 522,1,1,11
Gregorian Quad B,24,50,11
Everett House,5,5,11
Drop to 106,0,1,11
Drop to 584,1,1,11
Drop to 698,1,1,11
Drop to 417,1,1,11
Barbour Hall Apartments,26,29,11
Hegeman,36,39,11
Drop to 564,1,1,11
Grad Center D,19,19,11
Diman House,25,25,11
Drop to 457,1,1,11
Marcy House,11,11,11
Drop to 471,1,1,11
Drop to 730,1,1,11
Morris Hall,3,4,11
Caswell Hall,42,42,11
Bronson House,10,10,11
Harkness House,18,18,11
East Andrews,9,30,11
Goddard House,29,29,11
New Pembroke #3,10,10,11
Young Orchard #4,2,13,11
Young Orchard #2,2,12,11
Hope College,2,10,11
Drop to 229,0,1,11
Champlin,4,5,11
No Show,47,54,11
Grad Center B,19,20,11
Grad Center C,18,18,11
New Pembroke #4,23,23,11
Metcalf,11,38,11
Drop to 113,0,1,11
Plantations House,5,10,11
Woolley,29,30,11
Drop to 405,1,1,11
Miller,3,3,11
Slater Hall,17,18,11
Sears House,31,33,11
Jameson House,11,11,11
Chapin House,29,30,11
Gregorian Quad A,30,52,11
Drop to 581,1,1,11
Grad Center A,18,18,11
Barbour Hall,16,16,11
111 Brown Street,6,6,11
Mead House,13,13,11
Minden,46,56,11
Olney House,6,6,11
Young Orchard #10,6,13,11
Machado,12,12,11
Pass,63,64,11
Emery,19,21,11
Drop to 579,1,1,11
West Andrews,8,29,11
Poland House,19,19,11
New Pembroke #1,18,18,11
Wayland House,13,19,11
Archibald House,14,14,11
Drop to 522,1,1,11
Gregorian Quad B,24,50,11
Everett House,5,5,11
Drop to 106,0,1,11
Drop to 584,1,1,11
Drop to 698,1,1,11
Drop to 417,1,1,11
Barbour Hall Apartments,26,29,11
Hegeman,36,39,11
Drop to 564,1,1,11
Grad Center D,19,19,11
Diman House,25,25,11
Drop to 457,1,1,11
Marcy House,11,11,11
Drop to 471,1,1,11
Drop to 730,1,1,11
Morris Hall,3,4,11
Caswell Hall,42,42,12
Bronson House,10,10,12
Harkness House,18,18,12
East Andrews,8,30,12
Goddard House,29,29,12
New Pembroke #3,10,10,12
Young Orchard #4,1,13,12
Young Orchard #2,2,12,12
Hope College,1,10,12
Drop to 229,0,1,12
Champlin,4,5,12
No Show,45,54,12
Grad Center B,19,20,12
Grad Center C,18,18,12
New Pembroke #4,22,23,12
Metcalf,8,38,12
Drop to 113,0,1,12
Plantations House,5,10,12
Woolley,29,30,12
Drop to 405,1,1,12
Miller,3,3,12
Slater Hall,17,18,12
Sears House,31,33,12
Jameson House,11,11,12
Chapin House,29,30,12
Gregorian Quad A,28,52,12
Drop to 581,1,1,12
Grad Center A,18,18,12
Barbour Hall,16,16,12
111 Brown Street,6,6,12
Mead House,13,13,12
Minden,46,56,12
Olney House,6,6,12
Young Orchard #10,6,13,12
Machado,12,12,12
Pass,63,64,12
Emery,19,21,12
Drop to 579,1,1,12
West Andrews,3,29,12
Poland House,19,19,12
New Pembroke #1,18,18,12
Wayland House,13,19,12
Archibald House,14,14,12
Drop to 522,1,1,12
Gregorian Quad B,24,50,12
Everett House,5,5,12
Drop to 106,0,1,12
Drop to 584,1,1,12
Drop to 698,1,1,12
Drop to 417,1,1,12
Barbour Hall Apartments,26,29,12
Hegeman,36,39,12
Drop to 564,1,1,12
Grad Center D,19,19,12
Diman House,25,25,12
Drop to 457,1,1,12
Marcy House,11,11,12
Drop to 471,1,1,12
Drop to 730,1,1,12
Morris Hall,3,4,12
Caswell Hall,42,42,12
Bronson House,10,10,12
Harkness House,18,18,12
East Andrews,8,30,12
Goddard House,29,29,12
New Pembroke #3,10,10,12
Young Orchard #4,1,13,12
Young Orchard #2,2,12,12
Hope College,1,10,12
Drop to 229,0,1,12
Champlin,4,5,12
No Show,45,54,12
Grad Center B,19,20,12
Grad Center C,18,18,12
New Pembroke #4,22,23,12
Metcalf,8,38,12
Drop to 113,0,1,12
Plantations House,5,10,12
Woolley,29,30,12
Drop to 405,1,1,12
Miller,3,3,12
Slater Hall,17,18,12
Sears House,31,33,12
Jameson House,11,11,12
Chapin House,29,30,12
Gregorian Quad A,28,52,12
Drop to 581,1,1,12
Grad Center A,18,18,12
Barbour Hall,16,16,12
111 Brown Street,6,6,12
Mead House,13,13,12
Minden,46,56,12
Olney House,6,6,12
Young Orchard #10,6,13,12
Machado,12,12,12
Pass,63,64,12
Emery,19,21,12
Drop to 579,1,1,12
West Andrews,2,29,12
Poland House,19,19,12
New Pembroke #1,18,18,12
Wayland House,13,19,12
Archibald House,14,14,12
Drop to 522,1,1,12
Gregorian Quad B,24,50,12
Everett House,5,5,12
Drop to 106,0,1,12
Drop to 584,1,1,12
Drop to 698,1,1,12
Drop to 417,1,1,12
Barbour Hall Apartments,26,29,12
Hegeman,36,39,12
Drop to 564,1,1,12
Grad Center D,19,19,12
Diman House,25,25,12
Drop to 457,1,1,12
Marcy House,11,11,12
Drop to 471,1,1,12
Drop to 730,1,1,12
Morris Hall,3,4,12
Caswell Hall,42,42,13
Bronson House,9,10,13
Harkness House,18,18,13
East Andrews,4,30,13
Goddard House,29,29,13
New Pembroke #3,10,10,13
Young Orchard #4,1,13,13
Young Orchard #2,2,12,13
Hope College,1,10,13
Drop to 229,0,1,13
Champlin,3,5,13
No Show,42,54,13
Grad Center B,19,20,13
Grad Center C,18,18,13
New Pembroke #4,22,23,13
Metcalf,2,38,13
Drop to 113,0,1,13
Plantations House,5,10,13
Woolley,28,30,13
Drop to 405,1,1,13
Miller,3,3,13
Slater Hall,17,18,13
Sears House,31,33,13
Jameson House,11,11,13
Chapin House,29,30,13
Gregorian Quad A,27,52,13
Drop to 581,1,1,13
