res_hall,remaining,total,num_picks
Grad Center A,18,18,13
Barbour Hall,16,16,13
111 Brown Street,6,6,13
Mead House,13,13,13
Minden,45,56,13
Olney House,6,6,13
Young Orchard #10,6,13,13
Machado,11,12,13
Pass,63,64,13
Emery,19,21,13
Drop to 579,1,1,13
West Andrews,2,29,13
Poland House,19,19,13
New Pembroke #1,18,18,13
Wayland House,13,19,13
Archibald House,14,14,13
Drop to 522,1,1,13
Gregorian Quad B,22,50,13
Everett House,5,5,13
Drop to 106,0,1,13
Drop to 584,1,1,13
Drop to 698,1,1,13
Drop to 417,1,1,13
Barbour Hall Apartments,26,29,13
Hegeman,35,39,13
Drop to 564,1,1,13
Grad Center D,19,19,13
Diman House,25,25,13
Drop to 457,1,1,13
Marcy House,11,11,13
Drop to 471,1,1,13
Drop to 730,1,1,13
Morris Hall,3,4,13
Caswell Hall,42,42,14
Bronson House,9,10,14
Harkness House,18,18,14
East Andrews,2,30,14
Goddard House,29,29,14
New Pembroke #3,10,10,14
Young Orchard #4,1,13,14
Young Orchard #2,2,12,14
Hope College,1,10,14
Drop to 229,0,1,14
Champlin,3,5,14
No Show,40,54,14
Grad Center B,19,20,14
Grad Center C,18,18,14
New Pembroke #4,21,23,14
Metcalf,1,38,14
Drop to 113,0,1,14
Plantations House,5,10,14
Woolley,28,30,14
Drop to 405,1,1,14
Miller,3,3,14
Slater Hall,17,18,14
Sears House,30,33,14
Jameson House,11,11,14
Chapin House,29,30,14
Gregorian Quad A,25,52,14
Drop to 581,1,1,14
Grad Center A,18,18,14
Barbour Hall,16,16,14
111 Brown Street,6,6,14
Mead House,12,13,14
Minden,45,56,14
Olney House,6,6,14
Young Orchard #10,6,13,14
Machado,11,12,14
Pass,63,64,14
Emery,18,21,14
Drop to 579,1,1,14
West Andrews,1,29,14
Poland House,19,19,14
New Pembroke #1,18,18,14
Wayland House,12,19,14
Archibald House,14,14,14
Drop to 522,1,1,14
Gregorian Quad B,20,50,14
Everett House,5,5,14
Drop to 106,0,1,14
Drop to 584,1,1,14
Drop to 698,1,1,14
Drop to 417,1,1,14
Barbour Hall Apartments,26,29,14
Hegeman,35,39,14
Drop to 564,1,1,14
Grad Center D,19,19,14
Diman House,25,25,14
Drop to 457,1,1,14
Marcy House,11,11,14
Drop to 471,1,1,14
Drop to 730,1,1,14
Morris Hall,3,4,14
Caswell Hall,42,42,15
Bronson House,9,10,15
Harkness House,18,18,15
East Andrews,2,30,15
Goddard House,29,29,15
New Pembroke #3,10,10,15
Young Orchard #4,1,13,15
Young Orchard #2,2,12,15
Hope College,0,10,15
Drop to 229,0,1,15
Champlin,0,5,15
No Show,39,54,15
Grad Center B,19,20,15
Grad Center C,18,18,15
New Pembroke #4,21,23,15
Metcalf,1,38,15
Drop to 113,0,1,15
Plantations House,5,10,15
Woolley,28,30,15
Drop to 405,1,1,15
Miller,3,3,15
Slater Hall,17,18,15
Sears House,29,33,15
Jameson House,11,11,15
Chapin House,29,30,15
Gregorian Quad A,24,52,15
Drop to 581,1,1,15
Grad Center A,18,18,15
Barbour Hall,16,16,15
111 Brown Street,6,6,15
Mead House,12,13,15
Minden,43,56,15
Olney House,6,6,15
Young Orchard #10,4,13,15
Machado,11,12,15
Pass,63,64,15
Emery,15,21,15
Drop to 579,1,1,15
West Andrews,1,29,15
Poland House,19,19,15
New Pembroke #1,18,18,15
Wayland House,10,19,15
Archibald House,14,14,15
Drop to 522,1,1,15
Gregorian Quad B,20,50,15
Everett House,5,5,15
Drop to 106,0,1,15
Drop to 584,1,1,15
Drop to 698,1,1,15
Drop to 417,1,1,15
Barbour Hall Apartments,26,29,15
Hegeman,35,39,15
Drop to 564,1,1,15
Grad Center D,19,19,15
Diman House,25,25,15
Drop to 457,1,1,15
Marcy House,11,11,15
Drop to 471,1,1,15
Drop to 730,1,1,15
Morris Hall,3,4,15
Caswell Hall,42,42,15
Bronson House,9,10,15
Harkness House,18,18,15
East Andrews,2,30,15
Goddard House,29,29,15
New Pembroke #3,10,10,15
Young Orchard #4,1,13,15
Young Orchard #2,2,12,15
Hope College,0,10,15
Drop to 229,0,1,15
Champlin,0,5,15
No Show,39,54,15
Grad Center B,19,20,15
Grad Center C,18,18,15
New Pembroke #4,21,23,15
Metcalf,1,38,15
Drop to 113,0,1,15
Plantations House,5,10,15
Woolley,28,30,15
Drop to 405,1,1,15
Miller,3,3,15
Slater Hall,17,18,15
Sears House,29,33,15
Jameson House,11,11,15
Chapin House,29,30,15
Gregorian Quad A,24,52,15
Drop to 581,1,1,15
Grad Center A,18,18,15
Barbour Hall,16,16,15
111 Brown Street,6,6,15
Mead House,12,13,15
Minden,43,56,15
Olney House,6,6,15
Young Orchard #10,4,13,15
Machado,11,12,15
Pass,63,64,15
Emery,15,21,15
Drop to 579,1,1,15
West Andrews,1,29,15
Poland House,19,19,15
New Pembroke #1,18,18,15
Wayland House,9,19,15
Archibald House,14,14,15
Drop to 522,1,1,15
Gregorian Quad B,20,50,15
Everett House,5,5,15
Drop to 106,0,1,15
Drop to 584,1,1,15
Drop to 698,1,1,15
Drop to 417,1,1,15
Barbour Hall Apartments,26,29,15
Hegeman,35,39,15
Drop to 564,1,1,15
Grad Center D,19,19,15
Diman House,25,25,15
Drop to 457,1,1,15
Marcy House,11,11,15
Drop to 471,1,1,15
Drop to 730,1,1,15
Morris Hall,3,4,15
Caswell Hall,42,42,16
Bronson House,9,10,16
Harkness House,18,18,16
East Andrews,2,30,16
Goddard House,29,29,16
New Pembroke #3,10,10,16
Young Orchard #4,1,13,16
Young Orchard #2,2,12,16
Hope College,0,10,16
Drop to 229,0,1,16
Champlin,0,5,16
No Show,38,54,16
Grad Center B,19,20,16
Grad Center C,18,18,16
New Pembroke #4,21,23,16
Metcalf,1,38,16
Drop to 113,0,1,16
Plantations House,5,10,16
Woolley,28,30,16
Drop to 405,1,1,16
Miller,3,3,16
Slater Hall,16,18,16
Sears House,28,33,16
Jameson House,10,11,16
Chapin House,29,30,16
Gregorian Quad A,21,52,16
Drop to 581,1,1,16
Grad Center A,18,18,16
Barbour Hall,16,16,16
111 Brown Street,6,6,16
Mead House,12,13,16
Minden,42,56,16
Olney House,6,6,16
Young Orchard #10,3,13,16
Machado,11,12,16
Pass,63,64,16
Emery,15,21,16
Drop to 579,1,1,16
West Andrews,1,29,16
Poland House,17,19,16
New Pembroke #1,18,18,16
Wayland House,8,19,16
Archibald House,13,14,16
Drop to 522,1,1,16
Gregorian Quad B,18,50,16
Everett House,5,5,16
Drop to 106,0,1,16
Drop to 584,1,1,16
Drop to 698,1,1,16
Drop to 417,1,1,16
Barbour Hall Apartments,26,29,16
Hegeman,34,39,16
Drop to 564,1,1,16
Grad Center D,19,19,16
Diman House,25,25,16
Drop to 457,1,1,16
Marcy House,11,11,16
Drop to 471,1,1,16
Drop to 730,1,1,16
Morris Hall,3,4,16
Caswell Hall,42,42,17
Bronson House,9,10,17
Harkness House,18,18,17
East Andrews,2,30,17
Goddard House,29,29,17
New Pembroke #3,10,10,17
Young Orchard #4,0,13,17
Young Orchard #2,2,12,17
Hope College,0,10,17
Drop to 229,0,1,17
Champlin,0,5,17
No Show,38,54,17
Grad Center B,19,20,17
Grad Center C,18,18,17
New Pembroke #4,21,23,17
Metcalf,1,38,17
Drop to 113,0,1,17
Plantations House,5,10,17
Woolley,28,30,17
Drop to 405,1,1,17
Miller,2,3,17
Slater Hall,16,18,17
Sears House,26,33,17
Jameson House,10,11,17
Chapin House,29,30,17
Gregorian Quad A,18,52,17
Drop to 581,1,1,17
Grad Center A,18,18,17
Barbour Hall,16,16,17
111 Brown Street,6,6,17
Mead House,12,13,17
Minden,42,56,17
Olney House,6,6,17
Young Orchard #10,2,13,17
Machado,11,12,17
Pass,63,64,17
Emery,13,21,17
Drop to 579,1,1,17
West Andrews,1,29,17
Poland House,17,19,17
New Pembroke #1,18,18,17
Wayland House,7,19,17
Archibald House,13,14,17
Drop to 522,1,1,17
Gregorian Quad B,16,50,17
Everett House,5,5,17
Drop to 106,0,1,17
Drop to 584,1,1,17
Drop to 698,1,1,17
Drop to 417,1,1,17
Barbour Hall Apartments,25,29,17
Hegeman,31,39,17
Drop to 564,1,1,17
Grad Center D,19,19,17
Diman House,25,25,17
Drop to 457,1,1,17
Marcy House,11,11,17
Drop to 471,1,1,17
Drop to 730,1,1,17
Morris Hall,3,4,17
Caswell Hall,42,42,18
Bronson House,9,10,18
Harkness House,18,18,18
East Andrews,2,30,18
Goddard House,28,29,18
New Pembroke #3,10,10,18
Young Orchard #4,0,13,18
Young Orchard #2,2,12,18
Hope College,0,10,18
Drop to 229,0,1,18
Champlin,0,5,18
No Show,37,54,18
Grad Center B,19,20,18
Grad Center C,18,18,18
New Pembroke #4,20,23,18
Metcalf,1,38,18
Drop to 113,0,1,18
Plantations House,5,10,18
Woolley,28,30,18
Drop to 405,1,1,18
Miller,2,3,18
Slater Hall,16,18,18
Sears House,26,33,18
Jameson House,10,11,18
Chapin House,29,30,18
Gregorian Quad A,16,52,18
Drop to 581,1,1,18
Grad Center A,18,18,18
Barbour Hall,16,16,18
111 Brown Street,6,6,18
Mead House,12,13,18
Minden,39,56,18
Olney House,6,6,18
Young Orchard #10,1,13,18
Machado,9,12,18
Pass,63,64,18
Emery,11,21,18
Drop to 579,1,1,18
West Andrews,1,29,18
Poland House,17,19,18
New Pembroke #1,18,18,18
Wayland House,5,19,18
Archibald House,13,14,18
Drop to 522,1,1,18
Gregorian Quad B,14,50,18
Everett House,5,5,18
Drop to 106,0,1,18
Drop to 584,1,1,18
Drop to 698,1,1,18
Drop to 417,1,1,18
Barbour Hall Apartments,25,29,18
Hegeman,28,39,18
Drop to 564,1,1,18
Grad Center D,19,19,18
Diman House,25,25,18
Drop to 457,1,1,18
Marcy House,11,11,18
Drop to 471,1,1,18
Drop to 730,1,1,18
Morris Hall,3,4,18
Caswell Hall,42,42,18
Bronson House,9,10,18
Harkness House,18,18,18
East Andrews,2,30,18
Goddard House,28,29,18
New Pembroke #3,10,10,18
Young Orchard #4,0,13,18
Young Orchard #2,2,12,18
Hope College,0,10,18
Drop to 229,0,1,18
Champlin,0,5,18
No Show,37,54,18
Grad Center B,19,20,18
Grad Center C,18,18,18
New Pembroke #4,20,23,18
Metcalf,1,38,18
Drop to 113,0,1,18
Plantations House,5,10,18
Woolley,28,30,18
Drop to 405,1,1,18
Miller,2,3,18
Slater Hall,16,18,18
Sears House,26,33,18
Jameson House,10,11,18
Chapin House,29,30,18
Gregorian Quad A,15,52,18
Drop to 581,1,1,18
Grad Center A,18,18,18
Barbour Hall,16,16,18
111 Brown Street,6,6,18
Mead House,12,13,18
Minden,39,56,18
Olney House,6,6,18
Young Orchard #10,1,13,18
Machado,9,12,18
Pass,63,64,18
Emery,11,21,18
Drop to 579,1,1,18
West Andrews,1,29,18
Poland House,17,19,18
New Pembroke #1,18,18,18
Wayland House,5,19,18
Archibald House,13,14,18
Drop to 522,1,1,18
Gregorian Quad B,14,50,18
Everett House,5,5,18
Drop to 106,0,1,18
Drop to 584,1,1,18
Drop to 698,1,1,18
Drop to 417,1,1,18
Barbour Hall Apartments,25,29,18
Hegeman,28,39,18
Drop to 564,1,1,18
Grad Center D,19,19,18
Diman House,25,25,18
Drop to 457,1,1,18
Marcy House,11,11,18
Drop to 471,1,1,18
Drop to 730,1,1,18
Morris Hall,3,4,18
Caswell Hall,42,42,19
Bronson House,9,10,19
Harkness House,18,18,19
East Andrews,2,30,19
Goddard House,26,29,19
New Pembroke #3,10,10,19
Young Orchard #4,0,13,19
Young Orchard #2,2,12,19
Hope College,0,10,19
Drop to 229,0,1,19
Champlin,0,5,19
No Show,37,54,19
Grad Center B,19,20,19
Grad Center C,18,18,19
New Pembroke #4,20,23,19
Metcalf,1,38,19
Drop to 113,0,1,19
Plantations House,5,10,19
Woolley,27,30,19
Drop to 405,1,1,19
Miller,2,3,19
Slater Hall,16,18,19
Sears House,26,33,19
Jameson House,10,11,19
Chapin House,29,30,19
Gregorian Quad A,13,52,19
Drop to 581,1,1,19
Grad Center A,18,18,19
Barbour Hall,16,16,19
111 Brown Street,6,6,19
Mead House,12,13,19
Minden,37,56,19
Olney House,6,6,19
Young Orchard #10,0,13,19
Machado,8,12,19
Pass,63,64,19
Emery,10,21,19
Drop to 579,1,1,19
West Andrews,1,29,19
Poland House,17,19,19
New Pembroke #1,18,18,19
Wayland House,4,19,19
Archibald House,13,14,19
Drop to 522,1,1,19
Gregorian Quad B,11,50,19
Everett House,5,5,19
Drop to 106,0,1,19
Drop to 584,1,1,19
Drop to 698,1,1,19
Drop to 417,1,1,19
Barbour Hall Apartments,25,29,19
Hegeman,27,39,19
Drop to 564,1,1,19
Grad Center D,19,19,19
Diman House,25,25,19
Drop to 457,1,1,19
Marcy House,11,11,19
Drop to 471,1,1,19
Drop to 730,1,1,19
Morris Hall,3,4,19
Caswell Hall,42,42,20
Bronson House,9,10,20
Harkness House,18,18,20
East Andrews,2,30,20
Goddard House,25,29,20
New Pembroke #3,10,10,20
Young Orchard #4,0,13,20
Young Orchard #2,0,12,20
Hope College,0,10,20
Drop to 229,0,1,20
Champlin,0,5,20
No Show,37,54,20
Grad Center B,19,20,20
Grad Center C,18,18,20
New Pembroke #4,20,23,20
Metcalf,1,38,20
Drop to 113,0,1,20
Plantations House,5,10,20
Woolley,27,30,20
Drop to 405,1,1,20
Miller,2,3,20
Slater Hall,15,18,20
Sears House,26,33,20
Jameson House,9,11,20
Chapin House,29,30,20
Gregorian Quad A,9,52,20
Drop to 581,1,1,20
Grad Center A,18,18,20
Barbour Hall,16,16,20
111 Brown Street,6,6,20
Mead House,12,13,20
Minden,34,56,20
Olney House,6,6,20
Young Orchard #10,0,13,20
Machado,8,12,20
Pass,63,64,20
Emery,10,21,20
Drop to 579,1,1,20
West Andrews,1,29,20
Poland House,17,19,20
New Pembroke #1,18,18,20
Wayland House,2,19,20
Archibald House,12,14,20
Drop to 522,1,1,20
Gregorian Quad B,10,50,20
Everett House,5,5,20
Drop to 106,0,1,20
Drop to 584,1,1,20
Drop to 698,1,1,20
Drop to 417,1,1,20
Barbour Hall Apartments,25,29,20
Hegeman,22,39,20
Drop to 564,1,1,20
Grad Center D,19,19,20
Diman House,25,25,20
Drop to 457,1,1,20
Marcy House,11,11,20
Drop to 471,1,1,20
Drop to 730,1,1,20
Morris Hall,3,4,20
Caswell Hall,42,42,21
Bronson House,9,10,21
Harkness House,18,18,21
East Andrews,2,30,21
Goddard House,25,29,21
New Pembroke #3,10,10,21
Young Orchard #4,0,13,21
Young Orchard #2,0,12,21
Hope College,0,10,21
Drop to 229,0,1,21
Champlin,0,5,21
No Show,36,54,21
Grad Center B,19,20,21
Grad Center C,18,18,21
New Pembroke #4,20,23,21
Metcalf,1,38,21
Drop to 113,0,1,21
Plantations House,5,10,21
Woolley,27,30,21
Drop to 405,1,1,21
Miller,2,3,21
Slater Hall,15,18,21
Sears House,23,33,21
Jameson House,9,11,21
Chapin House,29,30,21
Gregorian Quad A,3,52,21
Drop to 581,1,1,21
Grad Center A,18,18,21
Barbour Hall,16,16,21
111 Brown Street,6,6,21
Mead House,12,13,21
Minden,31,56,21
Olney House,6,6,21
Young Orchard #10,0,13,21
Machado,8,12,21
Pass,63,64,21
Emery,10,21,21
Drop to 579,1,1,21
West Andrews,1,29,21
Poland House,17,19,21
New Pembroke #1,18,18,21
Wayland House,1,19,21
Archibald House,12,14,21
Drop to 522,1,1,21
Gregorian Quad B,7,50,21
Everett House,5,5,21
Drop to 106,0,1,21
Drop to 584,1,1,21
Drop to 698,1,1,21
Drop to 417,1,1,21
Barbour Hall Apartments,23,29,21
Hegeman,20,39,21
Drop to 564,1,1,21
Grad Center D,19,19,21
Diman House,25,25,21
Drop to 457,1,1,21
Marcy House,11,11,21
Drop to 471,1,1,21
Drop to 730,1,1,21
Morris Hall,3,4,21
Caswell Hall,42,42,22
Bronson House,9,10,22
Harkness House,18,18,22
East Andrews,2,30,22
Goddard House,20,29,22
New Pembroke #3,10,10,22
Young Orchard #4,0,13,22
Young Orchard #2,0,12,22
Hope College,0,10,22
Drop to 229,0,1,22
Champlin,0,5,22
No Show,36,54,22
Grad Center B,19,20,22
Grad Center C,17,18,22
New Pembroke #4,20,23,22
Metcalf,1,38,22
Drop to 113,0,1,22
Plantations House,5,10,22
Woolley,22,30,22
Drop to 405,1,1,22
Miller,2,3,22
Slater Hall,14,18,22
Sears House,23,33,22
Jameson House,9,11,22
Chapin House,28,30,22
Gregorian Quad A,3,52,22
Drop to 581,1,1,22
Grad Center A,18,18,22
Barbour Hall,16,16,22
111 Brown Street,6,6,22
Mead House,11,13,22
Minden,31,56,22
Olney House,6,6,22
Young Orchard #10,0,13,22
Machado,8,12,22
Pass,62,64,22
Emery,6,21,22
Drop to 579,1,1,22
West Andrews,1,29,22
Poland House,15,19,22
New Pembroke #1,18,18,22
Wayland House,1,19,22
Archibald House,12,14,22
Drop to 522,1,1,22
Gregorian Quad B,3,50,22
Everett House,5,5,22
Drop to 106,0,1,22
Drop to 584,1,1,22
Drop to 698,1,1,22
Drop to 417,1,1,22
Barbour Hall Apartments,23,29,22
Hegeman,14,39,22
Drop to 564,1,1,22
Grad Center D,19,19,22
Diman House,25,25,22
Drop to 457,1,1,22
Marcy House,11,11,22
Drop to 471,1,1,22
Drop to 730,1,1,22
Morris Hall,3,4,22
Caswell Hall,42,42,23
Bronson House,9,10,23
Harkness House,18,18,23
East Andrews,2,30,23
Goddard House,18,29,23
New Pembroke #3,10,10,23
Young Orchard #4,0,13,23
Young Orchard #2,0,12,23
Hope College,0,10,23
Drop to 229,0,1,23
Champlin,0,5,23
No Show,36,54,23
Grad Center B,18,20,23
Grad Center C,16,18,23
New Pembroke #4,20,23,23
Metcalf,1,38,23
Drop to 113,0,1,23
Plantations House,5,10,23
Woolley,18,30,23
Drop to 405,1,1,23
Miller,2,3,23
Slater Hall,14,18,23
Sears House,22,33,23
Jameson House,9,11,23
Chapin House,28,30,23
Gregorian Quad A,3,52,23
Drop to 581,1,1,23
Grad Center A,18,18,23
Barbour Hall,16,16,23
111 Brown Street,6,6,23
Mead House,11,13,23
Minden,27,56,23
Olney House,6,6,23
Young Orchard #10,0,13,23
Machado,7,12,23
Pass,61,64,23
Emery,5,21,23
Drop to 579,1,1,23
West Andrews,1,29,23
Poland House,11,19,23
New Pembroke #1,18,18,23
Wayland House,1,19,23
Archibald House,8,14,23
Drop to 522,1,1,23
Gregorian Quad B,3,50,23
Everett House,5,5,23
Drop to 106,0,1,23
Drop to 584,1,1,23
Drop to 698,1,1,23
Drop to 417,1,1,23
Barbour Hall Apartments,22,29,23
Hegeman,10,39,23
Drop to 564,1,1,23
Grad Center D,19,19,23
Diman House,25,25,23
Drop to 457,1,1,23
Marcy House,11,11,23
Drop to 471,1,1,23
Drop to 730,1,1,23
Morris Hall,2,4,23
Caswell Hall,42,42,23
Bronson House,9,10,23
Harkness House,18,18,23
East Andrews,2,30,23
Goddard House,18,29,23
New Pembroke #3,10,10,23
Young Orchard #4,0,13,23
Young Orchard #2,0,12,23
Hope College,0,10,23
Drop to 229,0,1,23
Champlin,0,5,23
No Show,36,54,23
Grad Center B,18,20,23
Grad Center C,16,18,23
New Pembroke #4,20,23,23
Metcalf,1,38,23
Drop to 113,0,1,23
Plantations House,5,10,23
Woolley,17,30,23
Drop to 405,1,1,23
Miller,2,3,23
Slater Hall,14,18,23
Sears House,22,33,23
Jameson House,9,11,23
Chapin House,28,30,23
Gregorian Quad A,3,52,23
Drop to 581,1,1,23
Grad Center A,18,18,23
Barbour Hall,16,16,23
111 Brown Street,6,6,23
Mead House,11,13,23
Minden,27,56,23
Olney House,6,6,23
Young Orchard #10,0,13,23
Machado,7,12,23
Pass,61,64,23
Emery,5,21,23
Drop to 579,1,1,23
West Andrews,1,29,23
Poland House,11,19,23
New Pembroke #1,18,18,23
Wayland House,1,19,23
Archibald House,8,14,23
Drop to 522,1,1,23
Gregorian Quad B,3,50,23
Everett House,5,5,23
Drop to 106,0,1,23
Drop to 584,1,1,23
Drop to 698,1,1,23
Drop to 417,1,1,23
Barbour Hall Apartments,22,29,23
Hegeman,10,39,23
Drop to 564,1,1,23
Grad Center D,19,19,23
Diman House,25,25,23
Drop to 457,1,1,23
Marcy House,11,11,23
Drop to 471,1,1,23
Drop to 730,1,1,23
Morris Hall,2,4,23
Caswell Hall,42,42,23
Bronson House,9,10,23
Harkness House,18,18,23
East Andrews,2,30,23
Goddard House,18,29,23
New Pembroke #3,10,10,23
Young Orchard #4,0,13,23
Young Orchard #2,0,12,23
Hope College,0,10,23
Drop to 229,0,1,23
Champlin,0,5,23
No Show,36,54,23
Grad Center B,18,20,23
Grad Center C,16,18,23
New Pembroke #4,20,23,23
Metcalf,1,38,23
Drop to 113,0,1,23
Plantations House,5,10,23
Woolley,16,30,23
Drop to 405,1,1,23
Miller,2,3,23
Slater Hall,14,18,23
Sears House,22,33,23
Jameson House,9,11,23
Chapin House,28,30,23
Gregorian Quad A,3,52,23
Drop to 581,1,1,23
Grad Center A,18,18,23
Barbour Hall,16,16,23
111 Brown Street,6,6,23
Mead House,11,13,23
Minden,27,56,23
Olney House,6,6,23
Young Orchard #10,0,13,23
Machado,7,12,23
Pass,61,64,23
Emery,5,21,23
Drop to 579,1,1,23
West Andrews,1,29,23
Poland House,11,19,23
New Pembroke #1,18,18,23
Wayland House,1,19,23
Archibald House,8,14,23
Drop to 522,1,1,23
Gregorian Quad B,3,50,23
Everett House,5,5,23
Drop to 106,0,1,23
Drop to 584,1,1,23
Drop to 698,1,1,23
Drop to 417,1,1,23
Barbour Hall Apartments,22,29,23
Hegeman,10,39,23
Drop to 564,1,1,23
Grad Center D,19,19,23
Diman House,25,25,23
Drop to 457,1,1,23
Marcy House,11,11,23
Drop to 471,1,1,23
Drop to 730,1,1,23
Morris Hall,2,4,23
Caswell Hall,42,42,23
Bronson House,9,10,23
Harkness House,18,18,23
East Andrews,2,30,23
Goddard House,18,29,23
New Pembroke #3,10,10,23
Young Orchard #4,0,13,23
Young Orchard #2,0,12,23
Hope College,0,10,23
Drop to 229,0,1,23
Champlin,0,5,23
No Show,36,54,23
Grad Center B,18,20,23
Grad Center C,16,18,23
New Pembroke #4,20,23,23
Metcalf,1,38,23
Drop to 113,0,1,23
Plantations House,5,10,23
Woolley,15,30,23
Drop to 405,1,1,23
Miller,2,3,23
Slater Hall,14,18,23
Sears House,22,33,23
Jameson House,9,11,23
Chapin House,28,30,23
Gregorian Quad A,3,52,23
Drop to 581,1,1,23
Grad Center A,18,18,23
Barbour Hall,16,16,23
111 Brown Street,6,6,23
Mead House,11,13,23
Minden,27,56,23
Olney House,6,6,23
Young Orchard #10,0,13,23
Machado,7,12,23
Pass,61,64,23
Emery,5,21,23
Drop to 579,1,1,23
West Andrews,1,29,23
Poland House,11,19,23
New Pembroke #1,18,18,23
Wayland House,1,19,23
Archibald House,8,14,23
Drop to 522,1,1,23
Gregorian Quad B,3,50,23
Everett House,5,5,23
Drop to 106,0,1,23
Drop to 584,1,1,23
Drop to 698,1,1,23
Drop to 417,1,1,23
Barbour Hall Apartments,22,29,23
Hegeman,10,39,23
Drop to 564,1,1,23
Grad Center D,19,19,23
Diman House,25,25,23
Drop to 457,1,1,23
Marcy House,11,11,23
Drop to 471,1,1,23
Drop to 730,1,1,23
Morris Hall,2,4,23
Caswell Hall,42,42,24
Bronson House,9,10,24
Harkness House,18,18,24
East Andrews,2,30,24
Goddard House,16,29,24
New Pembroke #3,10,10,24
Young Orchard #4,0,13,24
Young Orchard #2,0,12,24
Hope College,0,10,24
Drop to 229,0,1,24
Champlin,0,5,24
No Show,35,54,24
Grad Center B,18,20,24
Grad Center C,16,18,24
New Pembroke #4,20,23,24
Metcalf,1,38,24
Drop to 113,0,1,24
Plantations House,5,10,24
Woolley,11,30,24
Drop to 405,1,1,24
Miller,2,3,24
Slater Hall,14,18,24
Sears House,22,33,24
Jameson House,9,11,24
Chapin House,27,30,24
Gregorian Quad A,3,52,24
Drop to 581,1,1,24
Grad Center A,17,18,24
Barbour Hall,16,16,24
111 Brown Street,6,6,24
Mead House,10,13,24
Minden,25,56,24
Olney House,6,6,24
Young Orchard #10,0,13,24
Machado,7,12,24
Pass,61,64,24
Emery,5,21,24
Drop to 579,1,1,24
West Andrews,1,29,24
Poland House,4,19,24
New Pembroke #1,18,18,24
Wayland House,1,19,24
Archibald House,7,14,24
Drop to 522,1,1,24
Gregorian Quad B,3,50,24
Everett House,5,5,24
Drop to 106,0,1,24
Drop to 584,1,1,24
Drop to 698,1,1,24
Drop to 417,1,1,24
Barbour Hall Apartments,20,29,24
Hegeman,4,39,24
Drop to 564,1,1,24
Grad Center D,19,19,24
Diman House,25,25,24
Drop to 457,1,1,24
Marcy House,11,11,24
Drop to 471,1,1,24
Drop to 730,1,1,24
Morris Hall,2,4,24
Caswell Hall,42,42,25
Bronson House,9,10,25
Harkness House,18,18,25
East Andrews,2,30,25
Goddard House,11,29,25
New Pembroke #3,10,10,25
Young Orchard #4,0,13,25
Young Orchard #2,0,12,25
Hope College,0,10,25
Drop to 229,0,1,25
Champlin,0,5,25
No Show,32,54,25
Grad Center B,18,20,25
Grad Center C,16,18,25
New Pembroke #4,20,23,25
Metcalf,1,38,25
Drop to 113,0,1,25
Plantations House,1,10,25
Woolley,10,30,25
Drop to 405,1,1,25
Miller,2,3,25
Slater Hall,14,18,25
Sears House,20,33,25
Jameson House,9,11,25
Chapin House,27,30,25
Gregorian Quad A,3,52,25
Drop to 581,1,1,25
Grad Center A,17,18,25
Barbour Hall,16,16,25
111 Brown Street,6,6,25
Mead House,9,13,25
Minden,21,56,25
Olney House,6,6,25
Young Orchard #10,0,13,25
Machado,7,12,25
Pass,61,64,25
Emery,1,21,25
Drop to 579,1,1,25
West Andrews,1,29,25
Poland House,4,19,25
New Pembroke #1,18,18,25
Wayland House,1,19,25
Archibald House,7,14,25
Drop to 522,1,1,25
Gregorian Quad B,3,50,25
Everett House,5,5,25
Drop to 106,0,1,25
Drop to 584,1,1,25
Drop to 698,1,1,25
Drop to 417,1,1,25
Barbour Hall Apartments,20,29,25
Hegeman,2,39,25
Drop to 564,1,1,25
Grad Center D,19,19,25
Diman House,25,25,25
Drop to 457,1,1,25
Marcy House,11,11,25
Drop to 471,1,1,25
Drop to 730,1,1,25
Morris Hall,2,4,25
Caswell Hall,42,42,25
Bronson House,9,10,25
Harkness House,18,18,25
East Andrews,2,30,25
Goddard House,11,29,25
New Pembroke #3,10,10,25
Young Orchard #4,0,13,25
Young Orchard #2,0,12,25
Hope College,0,10,25
Drop to 229,0,1,25
Champlin,0,5,25
No Show,32,54,25
Grad Center B,18,20,25
Grad Center C,16,18,25
New Pembroke #4,20,23,25
Metcalf,1,38,25
Drop to 113,0,1,25
Plantations House,1,10,25
Woolley,10,30,25
Drop to 405,1,1,25
Miller,2,3,25
Slater Hall,14,18,25
Sears House,20,33,25
Jameson House,9,11,25
Chapin House,27,30,25
Gregorian Quad A,3,52,25
Drop to 581,1,1,25
Grad Center A,17,18,25
Barbour Hall,16,16,25
111 Brown Street,6,6,25
Mead House,8,13,25
Minden,21,56,25
Olney House,6,6,25
Young Orchard #10,0,13,25
Machado,7,12,25
Pass,61,64,25
Emery,1,21,25
Drop to 579,1,1,25
West Andrews,1,29,25
Poland House,4,19,25
New Pembroke #1,18,18,25
Wayland House,1,19,25
Archibald House,7,14,25
Drop to 522,1,1,25
Gregorian Quad B,3,50,25
Everett House,5,5,25
Drop to 106,0,1,25
Drop to 584,1,1,25
Drop to 698,1,1,25
Drop to 417,1,1,25
Barbour Hall Apartments,20,29,25
Hegeman,2,39,25
Drop to 564,1,1,25
Grad Center D,19,19,25
Diman House,25,25,25
