res_hall,remaining,total,num_picks
Minden,46,54,13
Drop to 711,1,1,13
Morris Hall,4,5,13
Drop to 617,1,1,13
Caswell Hall,42,42,14
Olney House,6,9,14
Harkness House,19,19,14
Drop to 490,1,1,14
Marcy House,18,19,14
Goddard House,36,36,14
Young Orchard #4,0,13,14
Young Orchard #2,1,12,14
Hope College,8,14,14
New Pembroke #3,10,10,14
New Pembroke #2,11,11,14
Drop to 340,1,1,14
No Show,83,98,14
Woolley,32,32,14
Grad Center C,19,20,14
New Pembroke #4,21,23,14
Metcalf,32,65,14
Drop to 687,1,1,14
Drop to 365,1,1,14
Plantations House,5,9,14
Grad Center B,18,19,14
Drop to 383,1,1,14
Slater Hall,14,20,14
Drop to 700,1,1,14
Drop to 284,0,1,14
Drop to 212,0,1,14
Jameson House,12,12,14
Chapin House,13,13,14
Gregorian Quad A,14,51,14
Young Orchard #10,6,14,14
Drop to 446,1,1,14
111 Brown Street,6,6,14
Mead House,14,14,14
Drop to 288,1,1,14
Bronson House,9,9,14
Drop to 389.5,1,1,14
Archibald House,16,16,14
King House,2,2,14
Emery,22,22,14
Drop to 445,1,1,14
Sears House,29,30,14
Drop to 577,1,1,14
Drop to 526,1,1,14
West Andrews,2,26,14
Poland House,20,20,14
New Pembroke #1,19,19,14
Wayland House,6,19,14
Grad Center A,17,18,14
Gregorian Quad B,17,32,14
Everett House,5,5,14
Drop to 255,0,1,14
Champlin,5,5,14
Miller,7,13,14
Barbour Hall Apartments,25,29,14
Hegeman,36,41,14
Drop to 413,1,1,14
Grad Center D,21,21,14
Diman House,27,27,14
East Andrews,5,30,14
Pass,61,61,14
Drop to 591,2,2,14
Minden,46,54,14
Drop to 711,1,1,14
Morris Hall,4,5,14
Drop to 617,1,1,14
Caswell Hall,42,42,15
Olney House,6,9,15
Harkness House,19,19,15
Drop to 490,1,1,15
Marcy House,17,19,15
Goddard House,35,36,15
Young Orchard #4,0,13,15
Young Orchard #2,1,12,15
Hope College,4,14,15
New Pembroke #3,10,10,15
New Pembroke #2,11,11,15
Drop to 340,1,1,15
No Show,81,98,15
Woolley,32,32,15
Grad Center C,19,20,15
New Pembroke #4,21,23,15
Metcalf,28,65,15
Drop to 687,1,1,15
Drop to 365,1,1,15
Plantations House,5,9,15
Grad Center B,18,19,15
Drop to 383,1,1,15
Slater Hall,14,20,15
Drop to 700,1,1,15
Drop to 284,0,1,15
Drop to 212,0,1,15
Jameson House,12,12,15
Chapin House,13,13,15
Gregorian Quad A,14,51,15
Young Orchard #10,5,14,15
Drop to 446,1,1,15
111 Brown Street,6,6,15
Mead House,14,14,15
Drop to 288,1,1,15
Bronson House,9,9,15
Drop to 389.5,1,1,15
Archibald House,15,16,15
King House,2,2,15
Emery,22,22,15
Drop to 445,1,1,15
Sears House,29,30,15
Drop to 577,1,1,15
Drop to 526,1,1,15
West Andrews,2,26,15
Poland House,18,20,15
New Pembroke #1,19,19,15
Wayland House,3,19,15
Grad Center A,17,18,15
Gregorian Quad B,16,32,15
Everett House,5,5,15
Drop to 255,0,1,15
Champlin,5,5,15
Miller,7,13,15
Barbour Hall Apartments,25,29,15
Hegeman,35,41,15
Drop to 413,1,1,15
Grad Center D,21,21,15
Diman House,27,27,15
East Andrews,5,30,15
Pass,61,61,15
Drop to 591,2,2,15
Minden,46,54,15
Drop to 711,1,1,15
Morris Hall,4,5,15
Drop to 617,1,1,15
Caswell Hall,42,42,16
Olney House,6,9,16
Harkness House,19,19,16
Drop to 490,1,1,16
Marcy House,17,19,16
Goddard House,35,36,16
Young Orchard #4,0,13,16
Young Orchard #2,1,12,16
Hope College,4,14,16
New Pembroke #3,10,10,16
New Pembroke #2,11,11,16
Drop to 340,1,1,16
No Show,79,98,16
Woolley,32,32,16
Grad Center C,19,20,16
New Pembroke #4,20,23,16
Metcalf,25,65,16
Drop to 687,1,1,16
Drop to 365,1,1,16
Plantations House,5,9,16
Grad Center B,18,19,16
Drop to 383,1,1,16
Slater Hall,14,20,16
Drop to 700,1,1,16
Drop to 284,0,1,16
Drop to 212,0,1,16
Jameson House,12,12,16
Chapin House,13,13,16
Gregorian Quad A,13,51,16
Young Orchard #10,4,14,16
Drop to 446,1,1,16
111 Brown Street,6,6,16
Mead House,14,14,16
Drop to 288,1,1,16
Bronson House,9,9,16
Drop to 389.5,1,1,16
Archibald House,15,16,16
King House,2,2,16
Emery,22,22,16
Drop to 445,1,1,16
Sears House,29,30,16
Drop to 577,1,1,16
Drop to 526,1,1,16
West Andrews,2,26,16
Poland House,17,20,16
New Pembroke #1,19,19,16
Wayland House,2,19,16
Grad Center A,17,18,16
Gregorian Quad B,14,32,16
Everett House,5,5,16
Drop to 255,0,1,16
Champlin,5,5,16
Miller,7,13,16
Barbour Hall Apartments,25,29,16
Hegeman,33,41,16
Drop to 413,1,1,16
Grad Center D,21,21,16
Diman House,27,27,16
East Andrews,5,30,16
Pass,61,61,16
Drop to 591,2,2,16
Minden,43,54,16
Drop to 711,1,1,16
Morris Hall,4,5,16
Drop to 617,1,1,16
Caswell Hall,42,42,17
Olney House,5,9,17
Harkness House,19,19,17
Drop to 490,1,1,17
Marcy House,16,19,17
Goddard House,34,36,17
Young Orchard #4,0,13,17
Young Orchard #2,1,12,17
Hope College,4,14,17
New Pembroke #3,10,10,17
New Pembroke #2,11,11,17
Drop to 340,1,1,17
No Show,79,98,17
Woolley,32,32,17
Grad Center C,19,20,17
New Pembroke #4,20,23,17
Metcalf,23,65,17
Drop to 687,1,1,17
Drop to 365,1,1,17
Plantations House,5,9,17
Grad Center B,18,19,17
Drop to 383,1,1,17
Slater Hall,14,20,17
Drop to 700,1,1,17
Drop to 284,0,1,17
Drop to 212,0,1,17
Jameson House,12,12,17
Chapin House,13,13,17
Gregorian Quad A,12,51,17
Young Orchard #10,2,14,17
Drop to 446,1,1,17
111 Brown Street,6,6,17
Mead House,13,14,17
Drop to 288,1,1,17
Bronson House,9,9,17
Drop to 389.5,1,1,17
Archibald House,14,16,17
King House,2,2,17
Emery,22,22,17
Drop to 445,1,1,17
Sears House,28,30,17
Drop to 577,1,1,17
Drop to 526,1,1,17
West Andrews,2,26,17
Poland House,17,20,17
New Pembroke #1,19,19,17
Wayland House,1,19,17
Grad Center A,17,18,17
Gregorian Quad B,11,32,17
Everett House,5,5,17
Drop to 255,0,1,17
Champlin,5,5,17
Miller,7,13,17
Barbour Hall Apartments,25,29,17
Hegeman,33,41,17
Drop to 413,1,1,17
Grad Center D,21,21,17
Diman House,27,27,17
East Andrews,5,30,17
Pass,61,61,17
Drop to 591,2,2,17
Minden,42,54,17
Drop to 711,1,1,17
Morris Hall,4,5,17
Drop to 617,1,1,17
Caswell Hall,42,42,18
Olney House,5,9,18
Harkness House,19,19,18
Drop to 490,1,1,18
Marcy House,16,19,18
Goddard House,34,36,18
Young Orchard #4,0,13,18
Young Orchard #2,1,12,18
Hope College,4,14,18
New Pembroke #3,10,10,18
New Pembroke #2,11,11,18
Drop to 340,1,1,18
No Show,79,98,18
Woolley,32,32,18
Grad Center C,19,20,18
New Pembroke #4,20,23,18
Metcalf,20,65,18
Drop to 687,1,1,18
Drop to 365,1,1,18
Plantations House,5,9,18
Grad Center B,18,19,18
Drop to 383,1,1,18
Slater Hall,14,20,18
Drop to 700,1,1,18
Drop to 284,0,1,18
Drop to 212,0,1,18
Jameson House,12,12,18
Chapin House,13,13,18
Gregorian Quad A,9,51,18
Young Orchard #10,0,14,18
Drop to 446,1,1,18
111 Brown Street,6,6,18
Mead House,13,14,18
Drop to 288,1,1,18
Bronson House,9,9,18
Drop to 389.5,1,1,18
Archibald House,14,16,18
King House,2,2,18
Emery,22,22,18
Drop to 445,1,1,18
Sears House,24,30,18
Drop to 577,1,1,18
Drop to 526,1,1,18
West Andrews,2,26,18
Poland House,17,20,18
New Pembroke #1,19,19,18
Wayland House,1,19,18
Grad Center A,17,18,18
Gregorian Quad B,8,32,18
Everett House,5,5,18
Drop to 255,0,1,18
Champlin,5,5,18
Miller,4,13,18
Barbour Hall Apartments,25,29,18
Hegeman,33,41,18
Drop to 413,1,1,18
Grad Center D,21,21,18
Diman House,27,27,18
East Andrews,5,30,18
Pass,61,61,18
Drop to 591,2,2,18
Minden,41,54,18
Drop to 711,1,1,18
Morris Hall,4,5,18
Drop to 617,1,1,18
Caswell Hall,42,42,19
Olney House,5,9,19
Harkness House,19,19,19
Drop to 490,1,1,19
Marcy House,16,19,19
Goddard House,34,36,19
Young Orchard #4,0,13,19
Young Orchard #2,1,12,19
Hope College,4,14,19
New Pembroke #3,10,10,19
New Pembroke #2,11,11,19
Drop to 340,1,1,19
No Show,79,98,19
Woolley,32,32,19
Grad Center C,19,20,19
New Pembroke #4,20,23,19
Metcalf,14,65,19
Drop to 687,1,1,19
Drop to 365,1,1,19
Plantations House,5,9,19
Grad Center B,18,19,19
Drop to 383,1,1,19
Slater Hall,13,20,19
Drop to 700,1,1,19
Drop to 284,0,1,19
Drop to 212,0,1,19
Jameson House,12,12,19
Chapin House,13,13,19
Gregorian Quad A,6,51,19
Young Orchard #10,0,14,19
Drop to 446,1,1,19
111 Brown Street,6,6,19
Mead House,12,14,19
Drop to 288,0,1,19
Bronson House,9,9,19
Drop to 389.5,1,1,19
Archibald House,14,16,19
King House,2,2,19
Emery,22,22,19
Drop to 445,1,1,19
Sears House,24,30,19
Drop to 577,1,1,19
Drop to 526,1,1,19
West Andrews,2,26,19
Poland House,17,20,19
New Pembroke #1,19,19,19
Wayland House,1,19,19
Grad Center A,17,18,19
Gregorian Quad B,7,32,19
Everett House,5,5,19
Drop to 255,0,1,19
Champlin,5,5,19
Miller,4,13,19
Barbour Hall Apartments,25,29,19
Hegeman,30,41,19
Drop to 413,1,1,19
Grad Center D,21,21,19
Diman House,27,27,19
East Andrews,5,30,19
Pass,61,61,19
Drop to 591,2,2,19
Minden,40,54,19
Drop to 711,1,1,19
Morris Hall,4,5,19
Drop to 617,1,1,19
Caswell Hall,42,42,19
Olney House,5,9,19
Harkness House,19,19,19
Drop to 490,1,1,19
Marcy House,16,19,19
Goddard House,34,36,19
Young Orchard #4,0,13,19
Young Orchard #2,1,12,19
Hope College,4,14,19
New Pembroke #3,10,10,19
New Pembroke #2,11,11,19
Drop to 340,1,1,19
No Show,79,98,19
Woolley,32,32,19
Grad Center C,19,20,19
New Pembroke #4,20,23,19
Metcalf,14,65,19
Drop to 687,1,1,19
Drop to 365,1,1,19
Plantations House,5,9,19
Grad Center B,18,19,19
Drop to 383,1,1,19
Slater Hall,12,20,19
Drop to 700,1,1,19
Drop to 284,0,1,19
Drop to 212,0,1,19
Jameson House,12,12,19
Chapin House,13,13,19
Gregorian Quad A,6,51,19
Young Orchard #10,0,14,19
Drop to 446,1,1,19
111 Brown Street,6,6,19
Mead House,12,14,19
Drop to 288,0,1,19
Bronson House,9,9,19
Drop to 389.5,1,1,19
Archibald House,14,16,19
King House,2,2,19
Emery,22,22,19
Drop to 445,1,1,19
Sears House,24,30,19
Drop to 577,1,1,19
Drop to 526,1,1,19
West Andrews,2,26,19
Poland House,17,20,19
New Pembroke #1,19,19,19
Wayland House,1,19,19
Grad Center A,17,18,19
Gregorian Quad B,7,32,19
Everett House,5,5,19
Drop to 255,0,1,19
Champlin,5,5,19
Miller,4,13,19
Barbour Hall Apartments,25,29,19
Hegeman,30,41,19
Drop to 413,1,1,19
Grad Center D,21,21,19
Diman House,27,27,19
East Andrews,5,30,19
Pass,61,61,19
Drop to 591,2,2,19
Minden,40,54,19
Drop to 711,1,1,19
Morris Hall,4,5,19
Drop to 617,1,1,19
Caswell Hall,42,42,19
Olney House,5,9,19
Harkness House,19,19,19
Drop to 490,1,1,19
Marcy House,16,19,19
Goddard House,33,36,19
Young Orchard #4,0,13,19
Young Orchard #2,1,12,19
Hope College,4,14,19
New Pembroke #3,10,10,19
New Pembroke #2,11,11,19
Drop to 340,1,1,19
No Show,79,98,19
Woolley,32,32,19
Grad Center C,19,20,19
New Pembroke #4,20,23,19
Metcalf,14,65,19
Drop to 687,1,1,19
Drop to 365,1,1,19
Plantations House,5,9,19
Grad Center B,18,19,19
Drop to 383,1,1,19
Slater Hall,12,20,19
Drop to 700,1,1,19
Drop to 284,0,1,19
Drop to 212,0,1,19
Jameson House,12,12,19
Chapin House,13,13,19
Gregorian Quad A,6,51,19
Young Orchard #10,0,14,19
Drop to 446,1,1,19
111 Brown Street,6,6,19
Mead House,12,14,19
Drop to 288,0,1,19
Bronson House,9,9,19
Drop to 389.5,1,1,19
Archibald House,14,16,19
King House,2,2,19
Emery,22,22,19
Drop to 445,1,1,19
Sears House,24,30,19
Drop to 577,1,1,19
Drop to 526,1,1,19
West Andrews,2,26,19
Poland House,17,20,19
New Pembroke #1,19,19,19
Wayland House,1,19,19
Grad Center A,17,18,19
Gregorian Quad B,7,32,19
Everett House,5,5,19
Drop to 255,0,1,19
Champlin,5,5,19
Miller,4,13,19
Barbour Hall Apartments,25,29,19
Hegeman,30,41,19
Drop to 413,1,1,19
Grad Center D,21,21,19
Diman House,27,27,19
East Andrews,5,30,19
Pass,61,61,19
Drop to 591,2,2,19
Minden,40,54,19
Drop to 711,1,1,19
Morris Hall,4,5,19
Drop to 617,1,1,19
Caswell Hall,42,42,20
Olney House,4,9,20
Harkness House,19,19,20
Drop to 490,1,1,20
Marcy House,16,19,20
Goddard House,32,36,20
Young Orchard #4,0,13,20
Young Orchard #2,1,12,20
Hope College,4,14,20
New Pembroke #3,10,10,20
New Pembroke #2,11,11,20
Drop to 340,1,1,20
No Show,79,98,20
Woolley,32,32,20
Grad Center C,18,20,20
New Pembroke #4,19,23,20
Metcalf,9,65,20
Drop to 687,1,1,20
Drop to 365,1,1,20
Plantations House,5,9,20
Grad Center B,18,19,20
Drop to 383,1,1,20
Slater Hall,12,20,20
Drop to 700,1,1,20
Drop to 284,0,1,20
Drop to 212,0,1,20
Jameson House,12,12,20
Chapin House,13,13,20
Gregorian Quad A,3,51,20
Young Orchard #10,0,14,20
Drop to 446,1,1,20
111 Brown Street,6,6,20
Mead House,12,14,20
Drop to 288,0,1,20
Bronson House,9,9,20
Drop to 389.5,1,1,20
Archibald House,13,16,20
King House,2,2,20
Emery,22,22,20
Drop to 445,1,1,20
Sears House,19,30,20
Drop to 577,1,1,20
Drop to 526,1,1,20
West Andrews,2,26,20
Poland House,17,20,20
New Pembroke #1,19,19,20
Wayland House,1,19,20
Grad Center A,16,18,20
Gregorian Quad B,5,32,20
Everett House,5,5,20
Drop to 255,0,1,20
Champlin,5,5,20
Miller,4,13,20
Barbour Hall Apartments,25,29,20
Hegeman,28,41,20
Drop to 413,1,1,20
Grad Center D,21,21,20
Diman House,27,27,20
East Andrews,5,30,20
Pass,61,61,20
Drop to 591,2,2,20
Minden,40,54,20
Drop to 711,1,1,20
Morris Hall,4,5,20
Drop to 617,1,1,20
Caswell Hall,42,42,20
Olney House,4,9,20
Harkness House,19,19,20
Drop to 490,1,1,20
Marcy House,16,19,20
Goddard House,32,36,20
Young Orchard #4,0,13,20
Young Orchard #2,1,12,20
Hope College,4,14,20
New Pembroke #3,10,10,20
New Pembroke #2,11,11,20
Drop to 340,1,1,20
No Show,79,98,20
Woolley,32,32,20
Grad Center C,18,20,20
New Pembroke #4,19,23,20
Metcalf,9,65,20
Drop to 687,1,1,20
Drop to 365,1,1,20
Plantations House,5,9,20
Grad Center B,18,19,20
Drop to 383,1,1,20
Slater Hall,12,20,20
Drop to 700,1,1,20
Drop to 284,0,1,20
Drop to 212,0,1,20
Jameson House,12,12,20
Chapin House,13,13,20
Gregorian Quad A,3,51,20
Young Orchard #10,0,14,20
Drop to 446,1,1,20
111 Brown Street,6,6,20
Mead House,12,14,20
Drop to 288,0,1,20
Bronson House,9,9,20
Drop to 389.5,1,1,20
Archibald House,13,16,20
King House,2,2,20
Emery,22,22,20
Drop to 445,1,1,20
Sears House,19,30,20
Drop to 577,1,1,20
Drop to 526,1,1,20
West Andrews,2,26,20
Poland House,17,20,20
New Pembroke #1,19,19,20
Wayland House,1,19,20
Grad Center A,16,18,20
Gregorian Quad B,5,32,20
Everett House,5,5,20
Drop to 255,0,1,20
Champlin,5,5,20
Miller,4,13,20
Barbour Hall Apartments,25,29,20
Hegeman,27,41,20
Drop to 413,1,1,20
Grad Center D,21,21,20
Diman House,27,27,20
East Andrews,5,30,20
Pass,61,61,20
Drop to 591,2,2,20
Minden,40,54,20
Drop to 711,1,1,20
Morris Hall,4,5,20
Drop to 617,1,1,20
Caswell Hall,42,42,21
Olney House,3,9,21
Harkness House,19,19,21
Drop to 490,1,1,21
Marcy House,15,19,21
Goddard House,32,36,21
Young Orchard #4,0,13,21
Young Orchard #2,1,12,21
Hope College,4,14,21
New Pembroke #3,10,10,21
New Pembroke #2,11,11,21
Drop to 340,1,1,21
No Show,79,98,21
Woolley,32,32,21
Grad Center C,18,20,21
New Pembroke #4,19,23,21
Metcalf,2,65,21
Drop to 687,1,1,21
Drop to 365,1,1,21
Plantations House,5,9,21
Grad Center B,18,19,21
Drop to 383,1,1,21
Slater Hall,12,20,21
Drop to 700,1,1,21
Drop to 284,0,1,21
Drop to 212,0,1,21
Jameson House,12,12,21
Chapin House,13,13,21
Gregorian Quad A,2,51,21
Young Orchard #10,0,14,21
Drop to 446,1,1,21
111 Brown Street,6,6,21
Mead House,12,14,21
Drop to 288,0,1,21
Bronson House,9,9,21
Drop to 389.5,1,1,21
Archibald House,13,16,21
King House,2,2,21
Emery,22,22,21
Drop to 445,1,1,21
Sears House,18,30,21
Drop to 577,1,1,21
Drop to 526,1,1,21
West Andrews,2,26,21
Poland House,17,20,21
New Pembroke #1,19,19,21
Wayland House,0,19,21
Grad Center A,15,18,21
Gregorian Quad B,2,32,21
Everett House,5,5,21
Drop to 255,0,1,21
Champlin,5,5,21
Miller,3,13,21
Barbour Hall Apartments,25,29,21
Hegeman,20,41,21
Drop to 413,1,1,21
Grad Center D,21,21,21
Diman House,27,27,21
East Andrews,5,30,21
Pass,61,61,21
Drop to 591,2,2,21
Minden,39,54,21
Drop to 711,1,1,21
Morris Hall,4,5,21
Drop to 617,1,1,21
Caswell Hall,42,42,21
Olney House,3,9,21
Harkness House,19,19,21
Drop to 490,1,1,21
Marcy House,15,19,21
Goddard House,31,36,21
Young Orchard #4,0,13,21
Young Orchard #2,1,12,21
Hope College,4,14,21
New Pembroke #3,10,10,21
New Pembroke #2,11,11,21
Drop to 340,1,1,21
No Show,79,98,21
Woolley,32,32,21
Grad Center C,18,20,21
New Pembroke #4,19,23,21
Metcalf,2,65,21
Drop to 687,1,1,21
Drop to 365,1,1,21
Plantations House,5,9,21
Grad Center B,18,19,21
Drop to 383,1,1,21
Slater Hall,12,20,21
Drop to 700,1,1,21
Drop to 284,0,1,21
Drop to 212,0,1,21
Jameson House,12,12,21
Chapin House,13,13,21
Gregorian Quad A,2,51,21
Young Orchard #10,0,14,21
Drop to 446,1,1,21
111 Brown Street,6,6,21
Mead House,12,14,21
Drop to 288,0,1,21
Bronson House,9,9,21
Drop to 389.5,1,1,21
Archibald House,13,16,21
King House,2,2,21
Emery,22,22,21
Drop to 445,1,1,21
Sears House,18,30,21
Drop to 577,1,1,21
Drop to 526,1,1,21
West Andrews,2,26,21
Poland House,17,20,21
New Pembroke #1,19,19,21
Wayland House,0,19,21
Grad Center A,15,18,21
Gregorian Quad B,2,32,21
Everett House,5,5,21
Drop to 255,0,1,21
Champlin,5,5,21
Miller,3,13,21
Barbour Hall Apartments,25,29,21
Hegeman,20,41,21
Drop to 413,1,1,21
Grad Center D,21,21,21
Diman House,27,27,21
East Andrews,5,30,21
Pass,61,61,21
Drop to 591,2,2,21
Minden,39,54,21
Drop to 711,1,1,21
Morris Hall,4,5,21
Drop to 617,1,1,21
Caswell Hall,42,42,21
Olney House,3,9,21
Harkness House,19,19,21
Drop to 490,1,1,21
Marcy House,15,19,21
Goddard House,30,36,21
Young Orchard #4,0,13,21
Young Orchard #2,1,12,21
Hope College,4,14,21
New Pembroke #3,10,10,21
New Pembroke #2,11,11,21
Drop to 340,1,1,21
No Show,79,98,21
Woolley,32,32,21
Grad Center C,18,20,21
New Pembroke #4,19,23,21
Metcalf,2,65,21
Drop to 687,1,1,21
Drop to 365,1,1,21
Plantations House,5,9,21
Grad Center B,18,19,21
Drop to 383,1,1,21
Slater Hall,12,20,21
Drop to 700,1,1,21
Drop to 284,0,1,21
Drop to 212,0,1,21
Jameson House,12,12,21
Chapin House,13,13,21
Gregorian Quad A,2,51,21
Young Orchard #10,0,14,21
Drop to 446,1,1,21
111 Brown Street,6,6,21
Mead House,12,14,21
Drop to 288,0,1,21
Bronson House,9,9,21
Drop to 389.5,1,1,21
Archibald House,13,16,21
King House,2,2,21
Emery,22,22,21
Drop to 445,1,1,21
Sears House,18,30,21
Drop to 577,1,1,21
Drop to 526,1,1,21
West Andrews,2,26,21
Poland House,17,20,21
New Pembroke #1,19,19,21
Wayland House,0,19,21
Grad Center A,15,18,21
Gregorian Quad B,2,32,21
Everett House,5,5,21
Drop to 255,0,1,21
Champlin,5,5,21
Miller,3,13,21
Barbour Hall Apartments,25,29,21
Hegeman,20,41,21
Drop to 413,1,1,21
Grad Center D,21,21,21
Diman House,27,27,21
East Andrews,5,30,21
Pass,61,61,21
Drop to 591,2,2,21
Minden,39,54,21
Drop to 711,1,1,21
Morris Hall,4,5,21
Drop to 617,1,1,21
Caswell Hall,42,42,22
Olney House,2,9,22
Harkness House,19,19,22
Drop to 490,1,1,22
Marcy House,14,19,22
Goddard House,29,36,22
Young Orchard #4,0,13,22
Young Orchard #2,0,12,22
Hope College,4,14,22
New Pembroke #3,10,10,22
New Pembroke #2,11,11,22
Drop to 340,1,1,22
No Show,78,98,22
Woolley,32,32,22
Grad Center C,16,20,22
New Pembroke #4,19,23,22
Metcalf,1,65,22
Drop to 687,1,1,22
Drop to 365,1,1,22
Plantations House,5,9,22
Grad Center B,18,19,22
Drop to 383,1,1,22
Slater Hall,12,20,22
Drop to 700,1,1,22
Drop to 284,0,1,22
Drop to 212,0,1,22
Jameson House,12,12,22
Chapin House,13,13,22
Gregorian Quad A,2,51,22
Young Orchard #10,0,14,22
Drop to 446,1,1,22
111 Brown Street,6,6,22
Mead House,9,14,22
Drop to 288,0,1,22
Bronson House,9,9,22
Drop to 389.5,1,1,22
Archibald House,13,16,22
King House,2,2,22
Emery,22,22,22
Drop to 445,1,1,22
Sears House,18,30,22
Drop to 577,1,1,22
Drop to 526,1,1,22
West Andrews,2,26,22
Poland House,17,20,22
New Pembroke #1,19,19,22
Wayland House,0,19,22
Grad Center A,15,18,22
Gregorian Quad B,1,32,22
Everett House,5,5,22
Drop to 255,0,1,22
Champlin,5,5,22
Miller,3,13,22
Barbour Hall Apartments,22,29,22
Hegeman,14,41,22
Drop to 413,1,1,22
Grad Center D,21,21,22
Diman House,27,27,22
East Andrews,5,30,22
Pass,61,61,22
Drop to 591,2,2,22
Minden,36,54,22
Drop to 711,1,1,22
Morris Hall,4,5,22
Drop to 617,1,1,22
Caswell Hall,42,42,22
Olney House,2,9,22
Harkness House,19,19,22
Drop to 490,1,1,22
Marcy House,14,19,22
Goddard House,29,36,22
Young Orchard #4,0,13,22
Young Orchard #2,0,12,22
Hope College,4,14,22
New Pembroke #3,10,10,22
New Pembroke #2,11,11,22
Drop to 340,1,1,22
No Show,78,98,22
Woolley,32,32,22
Grad Center C,16,20,22
New Pembroke #4,19,23,22
Metcalf,1,65,22
Drop to 687,1,1,22
Drop to 365,1,1,22
Plantations House,5,9,22
Grad Center B,18,19,22
Drop to 383,1,1,22
Slater Hall,12,20,22
Drop to 700,1,1,22
Drop to 284,0,1,22
Drop to 212,0,1,22
Jameson House,12,12,22
Chapin House,13,13,22
Gregorian Quad A,2,51,22
Young Orchard #10,0,14,22
Drop to 446,1,1,22
111 Brown Street,6,6,22
Mead House,9,14,22
Drop to 288,0,1,22
Bronson House,9,9,22
Drop to 389.5,1,1,22
Archibald House,13,16,22
King House,2,2,22
Emery,22,22,22
Drop to 445,1,1,22
Sears House,18,30,22
Drop to 577,1,1,22
Drop to 526,1,1,22
West Andrews,2,26,22
Poland House,17,20,22
New Pembroke #1,19,19,22
Wayland House,0,19,22
Grad Center A,15,18,22
Gregorian Quad B,1,32,22
Everett House,5,5,22
Drop to 255,0,1,22
Champlin,5,5,22
Miller,3,13,22
Barbour Hall Apartments,22,29,22
Hegeman,14,41,22
Drop to 413,1,1,22
Grad Center D,21,21,22
Diman House,27,27,22
East Andrews,5,30,22
Pass,61,61,22
Drop to 591,2,2,22
Minden,35,54,22
Drop to 711,1,1,22
Morris Hall,4,5,22
Drop to 617,1,1,22
Caswell Hall,42,42,23
Olney House,1,9,23
Harkness House,19,19,23
Drop to 490,1,1,23
Marcy House,14,19,23
Goddard House,29,36,23
Young Orchard #4,0,13,23
Young Orchard #2,0,12,23
Hope College,4,14,23
New Pembroke #3,10,10,23
New Pembroke #2,11,11,23
Drop to 340,0,1,23
No Show,77,98,23
Woolley,28,32,23
Grad Center C,15,20,23
New Pembroke #4,19,23,23
Metcalf,1,65,23
Drop to 687,1,1,23
Drop to 365,1,1,23
Plantations House,5,9,23
Grad Center B,18,19,23
Drop to 383,1,1,23
Slater Hall,12,20,23
Drop to 700,1,1,23
Drop to 284,0,1,23
Drop to 212,0,1,23
Jameson House,12,12,23
Chapin House,11,13,23
Gregorian Quad A,2,51,23
Young Orchard #10,0,14,23
Drop to 446,1,1,23
111 Brown Street,6,6,23
Mead House,9,14,23
Drop to 288,0,1,23
Bronson House,9,9,23
Drop to 389.5,1,1,23
Archibald House,13,16,23
King House,2,2,23
Emery,20,22,23
Drop to 445,1,1,23
Sears House,18,30,23
Drop to 577,1,1,23
Drop to 526,1,1,23
West Andrews,2,26,23
Poland House,17,20,23
New Pembroke #1,19,19,23
Wayland House,0,19,23
Grad Center A,15,18,23
Gregorian Quad B,1,32,23
Everett House,5,5,23
Drop to 255,0,1,23
Champlin,5,5,23
Miller,3,13,23
Barbour Hall Apartments,22,29,23
Hegeman,7,41,23
Drop to 413,1,1,23
Grad Center D,21,21,23
Diman House,27,27,23
East Andrews,5,30,23
Pass,61,61,23
Drop to 591,2,2,23
Minden,30,54,23
Drop to 711,1,1,23
Morris Hall,3,5,23
Drop to 617,1,1,23
Caswell Hall,42,42,23
Olney House,1,9,23
Harkness House,19,19,23
Drop to 490,1,1,23
Marcy House,14,19,23
Goddard House,28,36,23
Young Orchard #4,0,13,23
Young Orchard #2,0,12,23
Hope College,4,14,23
New Pembroke #3,10,10,23
New Pembroke #2,11,11,23
Drop to 340,0,1,23
No Show,77,98,23
Woolley,28,32,23
Grad Center C,15,20,23
New Pembroke #4,19,23,23
Metcalf,1,65,23
Drop to 687,1,1,23
Drop to 365,1,1,23
Plantations House,5,9,23
Grad Center B,18,19,23
Drop to 383,1,1,23
Slater Hall,12,20,23
Drop to 700,1,1,23
Drop to 284,0,1,23
Drop to 212,0,1,23
Jameson House,12,12,23
Chapin House,11,13,23
Gregorian Quad A,2,51,23
Young Orchard #10,0,14,23
Drop to 446,1,1,23
111 Brown Street,6,6,23
Mead House,9,14,23
Drop to 288,0,1,23
Bronson House,9,9,23
Drop to 389.5,1,1,23
Archibald House,13,16,23
King House,2,2,23
Emery,20,22,23
Drop to 445,1,1,23
Sears House,18,30,23
Drop to 577,1,1,23
Drop to 526,1,1,23
West Andrews,2,26,23
Poland House,17,20,23
New Pembroke #1,19,19,23
Wayland House,0,19,23
Grad Center A,15,18,23
Gregorian Quad B,1,32,23
Everett House,5,5,23
Drop to 255,0,1,23
Champlin,5,5,23
Miller,3,13,23
Barbour Hall Apartments,22,29,23
Hegeman,7,41,23
Drop to 413,1,1,23
Grad Center D,21,21,23
Diman House,27,27,23
