res_hall,remaining,total,num_picks
New Pembroke #1,19,19,2
Wayland House,19,19,2
Grad Center A,18,18,2
Gregorian Quad B,32,32,2
Everett House,5,5,2
Drop to 255,1,1,2
Champlin,5,5,2
Miller,11,13,2
Barbour Hall Apartments,29,29,2
Hegeman,39,41,2
Drop to 413,1,1,2
Grad Center D,21,21,2
Diman House,27,27,2
East Andrews,23,30,2
Pass,61,61,2
Drop to 591,2,2,2
Minden,49,54,2
Drop to 711,1,1,2
Morris Hall,5,5,2
Drop to 617,1,1,2
Caswell Hall,42,42,2
Olney House,9,9,2
Harkness House,19,19,2
Drop to 490,1,1,2
Marcy House,19,19,2
Goddard House,36,36,2
Young Orchard #4,13,13,2
Young Orchard #2,12,12,2
Hope College,14,14,2
New Pembroke #3,10,10,2
New Pembroke #2,11,11,2
Drop to 340,1,1,2
No Show,95,98,2
Woolley,32,32,2
Grad Center C,20,20,2
New Pembroke #4,23,23,2
Metcalf,63,65,2
Drop to 687,1,1,2
Drop to 365,1,1,2
Plantations House,9,9,2
Grad Center B,19,19,2
Drop to 383,1,1,2
Slater Hall,16,20,2
Drop to 700,1,1,2
Drop to 284,1,1,2
Drop to 212,1,1,2
Jameson House,12,12,2
Chapin House,13,13,2
Gregorian Quad A,47,51,2
Young Orchard #10,14,14,2
Drop to 446,1,1,2
111 Brown Street,6,6,2
Mead House,14,14,2
Drop to 288,1,1,2
Bronson House,9,9,2
Drop to 389.5,1,1,2
Archibald House,16,16,2
King House,2,2,2
Emery,22,22,2
Drop to 445,1,1,2
Sears House,30,30,2
Drop to 577,1,1,2
Drop to 526,1,1,2
West Andrews,24,26,2
Poland House,20,20,2
New Pembroke #1,19,19,2
Wayland House,19,19,2
Grad Center A,18,18,2
Gregorian Quad B,32,32,2
Everett House,5,5,2
Drop to 255,1,1,2
Champlin,5,5,2
Miller,11,13,2
Barbour Hall Apartments,29,29,2
Hegeman,39,41,2
Drop to 413,1,1,2
Grad Center D,21,21,2
Diman House,27,27,2
East Andrews,22,30,2
Pass,61,61,2
Drop to 591,2,2,2
Minden,49,54,2
Drop to 711,1,1,2
Morris Hall,5,5,2
Drop to 617,1,1,2
Caswell Hall,42,42,3
Olney House,9,9,3
Harkness House,19,19,3
Drop to 490,1,1,3
Marcy House,19,19,3
Goddard House,36,36,3
Young Orchard #4,13,13,3
Young Orchard #2,11,12,3
Hope College,13,14,3
New Pembroke #3,10,10,3
New Pembroke #2,11,11,3
Drop to 340,1,1,3
No Show,95,98,3
Woolley,32,32,3
Grad Center C,20,20,3
New Pembroke #4,23,23,3
Metcalf,62,65,3
Drop to 687,1,1,3
Drop to 365,1,1,3
Plantations House,9,9,3
Grad Center B,19,19,3
Drop to 383,1,1,3
Slater Hall,15,20,3
Drop to 700,1,1,3
Drop to 284,1,1,3
Drop to 212,1,1,3
Jameson House,12,12,3
Chapin House,13,13,3
Gregorian Quad A,43,51,3
Young Orchard #10,14,14,3
Drop to 446,1,1,3
111 Brown Street,6,6,3
Mead House,14,14,3
Drop to 288,1,1,3
Bronson House,9,9,3
Drop to 389.5,1,1,3
Archibald House,16,16,3
King House,2,2,3
Emery,22,22,3
Drop to 445,1,1,3
Sears House,30,30,3
Drop to 577,1,1,3
Drop to 526,1,1,3
West Andrews,23,26,3
Poland House,20,20,3
New Pembroke #1,19,19,3
Wayland House,19,19,3
Grad Center A,18,18,3
Gregorian Quad B,31,32,3
Everett House,5,5,3
Drop to 255,1,1,3
Champlin,5,5,3
Miller,11,13,3
Barbour Hall Apartments,27,29,3
Hegeman,39,41,3
Drop to 413,1,1,3
Grad Center D,21,21,3
Diman House,27,27,3
East Andrews,19,30,3
Pass,61,61,3
Drop to 591,2,2,3
Minden,49,54,3
Drop to 711,1,1,3
Morris Hall,4,5,3
Drop to 617,1,1,3
Caswell Hall,42,42,4
Olney House,9,9,4
Harkness House,19,19,4
Drop to 490,1,1,4
Marcy House,19,19,4
Goddard House,36,36,4
Young Orchard #4,12,13,4
Young Orchard #2,8,12,4
Hope College,12,14,4
New Pembroke #3,10,10,4
New Pembroke #2,11,11,4
Drop to 340,1,1,4
No Show,95,98,4
Woolley,32,32,4
Grad Center C,20,20,4
New Pembroke #4,22,23,4
Metcalf,62,65,4
Drop to 687,1,1,4
Drop to 365,1,1,4
Plantations House,9,9,4
Grad Center B,19,19,4
Drop to 383,1,1,4
Slater Hall,15,20,4
Drop to 700,1,1,4
Drop to 284,1,1,4
Drop to 212,1,1,4
Jameson House,12,12,4
Chapin House,13,13,4
Gregorian Quad A,40,51,4
Young Orchard #10,12,14,4
Drop to 446,1,1,4
111 Brown Street,6,6,4
Mead House,14,14,4
Drop to 288,1,1,4
Bronson House,9,9,4
Drop to 389.5,1,1,4
Archibald House,16,16,4
King House,2,2,4
Emery,22,22,4
Drop to 445,1,1,4
Sears House,30,30,4
Drop to 577,1,1,4
Drop to 526,1,1,4
West Andrews,23,26,4
Poland House,20,20,4
New Pembroke #1,19,19,4
Wayland House,18,19,4
Grad Center A,18,18,4
Gregorian Quad B,29,32,4
Everett House,5,5,4
Drop to 255,1,1,4
Champlin,5,5,4
Miller,11,13,4
Barbour Hall Apartments,27,29,4
Hegeman,39,41,4
Drop to 413,1,1,4
Grad Center D,21,21,4
Diman House,27,27,4
East Andrews,18,30,4
Pass,61,61,4
Drop to 591,2,2,4
Minden,49,54,4
Drop to 711,1,1,4
Morris Hall,4,5,4
Drop to 617,1,1,4
Caswell Hall,42,42,5
Olney House,9,9,5
Harkness House,19,19,5
Drop to 490,1,1,5
Marcy House,19,19,5
Goddard House,36,36,5
Young Orchard #4,11,13,5
Young Orchard #2,6,12,5
Hope College,12,14,5
New Pembroke #3,10,10,5
New Pembroke #2,11,11,5
Drop to 340,1,1,5
No Show,94,98,5
Woolley,32,32,5
Grad Center C,20,20,5
New Pembroke #4,22,23,5
Metcalf,59,65,5
Drop to 687,1,1,5
Drop to 365,1,1,5
Plantations House,9,9,5
Grad Center B,19,19,5
Drop to 383,1,1,5
Slater Hall,15,20,5
Drop to 700,1,1,5
Drop to 284,1,1,5
Drop to 212,1,1,5
Jameson House,12,12,5
Chapin House,13,13,5
Gregorian Quad A,36,51,5
Young Orchard #10,11,14,5
Drop to 446,1,1,5
111 Brown Street,6,6,5
Mead House,14,14,5
Drop to 288,1,1,5
Bronson House,9,9,5
Drop to 389.5,1,1,5
Archibald House,16,16,5
King House,2,2,5
Emery,22,22,5
Drop to 445,1,1,5
Sears House,30,30,5
Drop to 577,1,1,5
Drop to 526,1,1,5
West Andrews,23,26,5
Poland House,20,20,5
New Pembroke #1,19,19,5
Wayland House,18,19,5
Grad Center A,17,18,5
Gregorian Quad B,27,32,5
Everett House,5,5,5
Drop to 255,1,1,5
Champlin,5,5,5
Miller,11,13,5
Barbour Hall Apartments,26,29,5
Hegeman,39,41,5
Drop to 413,1,1,5
Grad Center D,21,21,5
Diman House,27,27,5
East Andrews,18,30,5
Pass,61,61,5
Drop to 591,2,2,5
Minden,48,54,5
Drop to 711,1,1,5
Morris Hall,4,5,5
Drop to 617,1,1,5
Caswell Hall,42,42,6
Olney House,9,9,6
Harkness House,19,19,6
Drop to 490,1,1,6
Marcy House,19,19,6
Goddard House,36,36,6
Young Orchard #4,11,13,6
Young Orchard #2,4,12,6
Hope College,11,14,6
New Pembroke #3,10,10,6
New Pembroke #2,11,11,6
Drop to 340,1,1,6
No Show,94,98,6
Woolley,32,32,6
Grad Center C,20,20,6
New Pembroke #4,22,23,6
Metcalf,56,65,6
Drop to 687,1,1,6
Drop to 365,1,1,6
Plantations House,9,9,6
Grad Center B,19,19,6
Drop to 383,1,1,6
Slater Hall,15,20,6
Drop to 700,1,1,6
Drop to 284,1,1,6
Drop to 212,1,1,6
Jameson House,12,12,6
Chapin House,13,13,6
Gregorian Quad A,31,51,6
Young Orchard #10,11,14,6
Drop to 446,1,1,6
111 Brown Street,6,6,6
Mead House,14,14,6
Drop to 288,1,1,6
Bronson House,9,9,6
Drop to 389.5,1,1,6
Archibald House,16,16,6
King House,2,2,6
Emery,22,22,6
Drop to 445,1,1,6
Sears House,30,30,6
Drop to 577,1,1,6
Drop to 526,1,1,6
West Andrews,19,26,6
Poland House,20,20,6
New Pembroke #1,19,19,6
Wayland House,17,19,6
Grad Center A,17,18,6
Gregorian Quad B,23,32,6
Everett House,5,5,6
Drop to 255,1,1,6
Champlin,5,5,6
Miller,11,13,6
Barbour Hall Apartments,25,29,6
Hegeman,39,41,6
Drop to 413,1,1,6
Grad Center D,21,21,6
Diman House,27,27,6
East Andrews,18,30,6
Pass,61,61,6
Drop to 591,2,2,6
Minden,47,54,6
Drop to 711,1,1,6
Morris Hall,4,5,6
Drop to 617,1,1,6
Caswell Hall,42,42,6
Olney House,9,9,6
Harkness House,19,19,6
Drop to 490,1,1,6
Marcy House,19,19,6
Goddard House,36,36,6
Young Orchard #4,11,13,6
Young Orchard #2,3,12,6
Hope College,11,14,6
New Pembroke #3,10,10,6
New Pembroke #2,11,11,6
Drop to 340,1,1,6
No Show,94,98,6
Woolley,32,32,6
Grad Center C,20,20,6
New Pembroke #4,22,23,6
Metcalf,56,65,6
Drop to 687,1,1,6
Drop to 365,1,1,6
Plantations House,9,9,6
Grad Center B,19,19,6
Drop to 383,1,1,6
Slater Hall,15,20,6
Drop to 700,1,1,6
Drop to 284,1,1,6
Drop to 212,1,1,6
Jameson House,12,12,6
Chapin House,13,13,6
Gregorian Quad A,31,51,6
Young Orchard #10,11,14,6
Drop to 446,1,1,6
111 Brown Street,6,6,6
Mead House,14,14,6
Drop to 288,1,1,6
Bronson House,9,9,6
Drop to 389.5,1,1,6
Archibald House,16,16,6
King House,2,2,6
Emery,22,22,6
Drop to 445,1,1,6
Sears House,30,30,6
Drop to 577,1,1,6
Drop to 526,1,1,6
West Andrews,19,26,6
Poland House,20,20,6
New Pembroke #1,19,19,6
Wayland House,17,19,6
Grad Center A,17,18,6
Gregorian Quad B,23,32,6
Everett House,5,5,6
Drop to 255,1,1,6
Champlin,5,5,6
Miller,11,13,6
Barbour Hall Apartments,25,29,6
Hegeman,39,41,6
Drop to 413,1,1,6
Grad Center D,21,21,6
Diman House,27,27,6
East Andrews,18,30,6
Pass,61,61,6
Drop to 591,2,2,6
Minden,47,54,6
Drop to 711,1,1,6
Morris Hall,4,5,6
Drop to 617,1,1,6
Caswell Hall,42,42,6
Olney House,9,9,6
Harkness House,19,19,6
Drop to 490,1,1,6
Marcy House,19,19,6
Goddard House,36,36,6
Young Orchard #4,11,13,6
Young Orchard #2,2,12,6
Hope College,11,14,6
New Pembroke #3,10,10,6
New Pembroke #2,11,11,6
Drop to 340,1,1,6
No Show,94,98,6
Woolley,32,32,6
Grad Center C,20,20,6
New Pembroke #4,22,23,6
Metcalf,56,65,6
Drop to 687,1,1,6
Drop to 365,1,1,6
Plantations House,9,9,6
Grad Center B,19,19,6
Drop to 383,1,1,6
Slater Hall,15,20,6
Drop to 700,1,1,6
Drop to 284,1,1,6
Drop to 212,1,1,6
Jameson House,12,12,6
Chapin House,13,13,6
Gregorian Quad A,31,51,6
Young Orchard #10,11,14,6
Drop to 446,1,1,6
111 Brown Street,6,6,6
Mead House,14,14,6
Drop to 288,1,1,6
Bronson House,9,9,6
Drop to 389.5,1,1,6
Archibald House,16,16,6
King House,2,2,6
Emery,22,22,6
Drop to 445,1,1,6
Sears House,30,30,6
Drop to 577,1,1,6
Drop to 526,1,1,6
West Andrews,19,26,6
Poland House,20,20,6
New Pembroke #1,19,19,6
Wayland House,17,19,6
Grad Center A,17,18,6
Gregorian Quad B,23,32,6
Everett House,5,5,6
Drop to 255,1,1,6
Champlin,5,5,6
Miller,11,13,6
Barbour Hall Apartments,25,29,6
Hegeman,39,41,6
Drop to 413,1,1,6
Grad Center D,21,21,6
Diman House,27,27,6
East Andrews,18,30,6
Pass,61,61,6
Drop to 591,2,2,6
Minden,47,54,6
Drop to 711,1,1,6
Morris Hall,4,5,6
Drop to 617,1,1,6
Caswell Hall,42,42,7
Olney House,9,9,7
Harkness House,19,19,7
Drop to 490,1,1,7
Marcy House,19,19,7
Goddard House,36,36,7
Young Orchard #4,10,13,7
Young Orchard #2,1,12,7
Hope College,11,14,7
New Pembroke #3,10,10,7
New Pembroke #2,11,11,7
Drop to 340,1,1,7
No Show,93,98,7
Woolley,32,32,7
Grad Center C,20,20,7
New Pembroke #4,22,23,7
Metcalf,53,65,7
Drop to 687,1,1,7
Drop to 365,1,1,7
Plantations House,9,9,7
Grad Center B,19,19,7
Drop to 383,1,1,7
Slater Hall,15,20,7
Drop to 700,1,1,7
Drop to 284,1,1,7
Drop to 212,1,1,7
Jameson House,12,12,7
Chapin House,13,13,7
Gregorian Quad A,28,51,7
Young Orchard #10,11,14,7
Drop to 446,1,1,7
111 Brown Street,6,6,7
Mead House,14,14,7
Drop to 288,1,1,7
Bronson House,9,9,7
Drop to 389.5,1,1,7
Archibald House,16,16,7
King House,2,2,7
Emery,22,22,7
Drop to 445,1,1,7
Sears House,30,30,7
Drop to 577,1,1,7
Drop to 526,1,1,7
West Andrews,19,26,7
Poland House,20,20,7
New Pembroke #1,19,19,7
Wayland House,15,19,7
Grad Center A,17,18,7
Gregorian Quad B,23,32,7
Everett House,5,5,7
Drop to 255,1,1,7
Champlin,5,5,7
Miller,11,13,7
Barbour Hall Apartments,25,29,7
Hegeman,37,41,7
Drop to 413,1,1,7
Grad Center D,21,21,7
Diman House,27,27,7
East Andrews,15,30,7
Pass,61,61,7
Drop to 591,2,2,7
Minden,47,54,7
Drop to 711,1,1,7
Morris Hall,4,5,7
Drop to 617,1,1,7
Caswell Hall,42,42,8
Olney House,9,9,8
Harkness House,19,19,8
Drop to 490,1,1,8
Marcy House,19,19,8
Goddard House,36,36,8
Young Orchard #4,5,13,8
Young Orchard #2,1,12,8
Hope College,11,14,8
New Pembroke #3,10,10,8
New Pembroke #2,11,11,8
Drop to 340,1,1,8
No Show,93,98,8
Woolley,32,32,8
Grad Center C,20,20,8
New Pembroke #4,22,23,8
Metcalf,51,65,8
Drop to 687,1,1,8
Drop to 365,1,1,8
Plantations House,8,9,8
Grad Center B,18,19,8
Drop to 383,1,1,8
Slater Hall,15,20,8
Drop to 700,1,1,8
Drop to 284,1,1,8
Drop to 212,1,1,8
Jameson House,12,12,8
Chapin House,13,13,8
Gregorian Quad A,27,51,8
Young Orchard #10,11,14,8
Drop to 446,1,1,8
111 Brown Street,6,6,8
Mead House,14,14,8
Drop to 288,1,1,8
Bronson House,9,9,8
Drop to 389.5,1,1,8
Archibald House,16,16,8
King House,2,2,8
Emery,22,22,8
Drop to 445,1,1,8
Sears House,29,30,8
Drop to 577,1,1,8
Drop to 526,1,1,8
West Andrews,18,26,8
Poland House,20,20,8
New Pembroke #1,19,19,8
Wayland House,15,19,8
Grad Center A,17,18,8
Gregorian Quad B,22,32,8
Everett House,5,5,8
Drop to 255,1,1,8
Champlin,5,5,8
Miller,11,13,8
Barbour Hall Apartments,25,29,8
Hegeman,37,41,8
Drop to 413,1,1,8
Grad Center D,21,21,8
Diman House,27,27,8
East Andrews,11,30,8
Pass,61,61,8
Drop to 591,2,2,8
Minden,47,54,8
Drop to 711,1,1,8
Morris Hall,4,5,8
Drop to 617,1,1,8
Caswell Hall,42,42,9
Olney House,9,9,9
Harkness House,19,19,9
Drop to 490,1,1,9
Marcy House,19,19,9
Goddard House,36,36,9
Young Orchard #4,3,13,9
Young Orchard #2,1,12,9
Hope College,10,14,9
New Pembroke #3,10,10,9
New Pembroke #2,11,11,9
Drop to 340,1,1,9
No Show,93,98,9
Woolley,32,32,9
Grad Center C,20,20,9
New Pembroke #4,22,23,9
Metcalf,49,65,9
Drop to 687,1,1,9
Drop to 365,1,1,9
Plantations House,8,9,9
Grad Center B,18,19,9
Drop to 383,1,1,9
Slater Hall,15,20,9
Drop to 700,1,1,9
Drop to 284,1,1,9
Drop to 212,1,1,9
Jameson House,12,12,9
Chapin House,13,13,9
Gregorian Quad A,23,51,9
Young Orchard #10,10,14,9
Drop to 446,1,1,9
111 Brown Street,6,6,9
Mead House,14,14,9
Drop to 288,1,1,9
Bronson House,9,9,9
Drop to 389.5,1,1,9
Archibald House,16,16,9
King House,2,2,9
Emery,22,22,9
Drop to 445,1,1,9
Sears House,29,30,9
Drop to 577,1,1,9
Drop to 526,1,1,9
West Andrews,17,26,9
Poland House,20,20,9
New Pembroke #1,19,19,9
Wayland House,14,19,9
Grad Center A,17,18,9
Gregorian Quad B,21,32,9
Everett House,5,5,9
Drop to 255,0,1,9
Champlin,5,5,9
Miller,11,13,9
Barbour Hall Apartments,25,29,9
Hegeman,37,41,9
Drop to 413,1,1,9
Grad Center D,21,21,9
Diman House,27,27,9
East Andrews,9,30,9
Pass,61,61,9
Drop to 591,2,2,9
Minden,46,54,9
Drop to 711,1,1,9
Morris Hall,4,5,9
Drop to 617,1,1,9
Caswell Hall,42,42,10
Olney House,9,9,10
Harkness House,19,19,10
Drop to 490,1,1,10
Marcy House,19,19,10
Goddard House,36,36,10
Young Orchard #4,1,13,10
Young Orchard #2,1,12,10
Hope College,10,14,10
New Pembroke #3,10,10,10
New Pembroke #2,11,11,10
Drop to 340,1,1,10
No Show,93,98,10
Woolley,32,32,10
Grad Center C,20,20,10
New Pembroke #4,22,23,10
Metcalf,49,65,10
Drop to 687,1,1,10
Drop to 365,1,1,10
Plantations House,7,9,10
Grad Center B,18,19,10
Drop to 383,1,1,10
Slater Hall,15,20,10
Drop to 700,1,1,10
Drop to 284,0,1,10
Drop to 212,1,1,10
Jameson House,12,12,10
Chapin House,13,13,10
Gregorian Quad A,20,51,10
Young Orchard #10,10,14,10
Drop to 446,1,1,10
111 Brown Street,6,6,10
Mead House,14,14,10
Drop to 288,1,1,10
Bronson House,9,9,10
Drop to 389.5,1,1,10
Archibald House,16,16,10
King House,2,2,10
Emery,22,22,10
Drop to 445,1,1,10
Sears House,29,30,10
Drop to 577,1,1,10
Drop to 526,1,1,10
West Andrews,14,26,10
Poland House,20,20,10
New Pembroke #1,19,19,10
Wayland House,10,19,10
Grad Center A,17,18,10
Gregorian Quad B,19,32,10
Everett House,5,5,10
Drop to 255,0,1,10
Champlin,5,5,10
Miller,11,13,10
Barbour Hall Apartments,25,29,10
Hegeman,36,41,10
Drop to 413,1,1,10
Grad Center D,21,21,10
Diman House,27,27,10
East Andrews,9,30,10
Pass,61,61,10
Drop to 591,2,2,10
Minden,46,54,10
Drop to 711,1,1,10
Morris Hall,4,5,10
Drop to 617,1,1,10
Caswell Hall,42,42,11
Olney House,8,9,11
Harkness House,19,19,11
Drop to 490,1,1,11
Marcy House,19,19,11
Goddard House,36,36,11
Young Orchard #4,0,13,11
Young Orchard #2,1,12,11
Hope College,10,14,11
New Pembroke #3,10,10,11
New Pembroke #2,11,11,11
Drop to 340,1,1,11
No Show,91,98,11
Woolley,32,32,11
Grad Center C,20,20,11
New Pembroke #4,22,23,11
Metcalf,47,65,11
Drop to 687,1,1,11
Drop to 365,1,1,11
Plantations House,6,9,11
Grad Center B,18,19,11
Drop to 383,1,1,11
Slater Hall,15,20,11
Drop to 700,1,1,11
Drop to 284,0,1,11
Drop to 212,1,1,11
Jameson House,12,12,11
Chapin House,13,13,11
Gregorian Quad A,19,51,11
Young Orchard #10,8,14,11
Drop to 446,1,1,11
111 Brown Street,6,6,11
Mead House,14,14,11
Drop to 288,1,1,11
Bronson House,9,9,11
Drop to 389.5,1,1,11
Archibald House,16,16,11
King House,2,2,11
Emery,22,22,11
Drop to 445,1,1,11
Sears House,29,30,11
Drop to 577,1,1,11
Drop to 526,1,1,11
West Andrews,6,26,11
Poland House,20,20,11
New Pembroke #1,19,19,11
Wayland House,10,19,11
Grad Center A,17,18,11
Gregorian Quad B,17,32,11
Everett House,5,5,11
Drop to 255,0,1,11
Champlin,5,5,11
Miller,10,13,11
Barbour Hall Apartments,25,29,11
Hegeman,36,41,11
Drop to 413,1,1,11
Grad Center D,21,21,11
Diman House,27,27,11
East Andrews,9,30,11
Pass,61,61,11
Drop to 591,2,2,11
Minden,46,54,11
Drop to 711,1,1,11
Morris Hall,4,5,11
Drop to 617,1,1,11
Caswell Hall,42,42,12
Olney House,8,9,12
Harkness House,19,19,12
Drop to 490,1,1,12
Marcy House,18,19,12
Goddard House,36,36,12
Young Orchard #4,0,13,12
Young Orchard #2,1,12,12
Hope College,8,14,12
New Pembroke #3,10,10,12
New Pembroke #2,11,11,12
Drop to 340,1,1,12
No Show,89,98,12
Woolley,32,32,12
Grad Center C,20,20,12
New Pembroke #4,22,23,12
Metcalf,43,65,12
Drop to 687,1,1,12
Drop to 365,1,1,12
Plantations House,5,9,12
Grad Center B,18,19,12
Drop to 383,1,1,12
Slater Hall,15,20,12
Drop to 700,1,1,12
Drop to 284,0,1,12
Drop to 212,0,1,12
Jameson House,12,12,12
Chapin House,13,13,12
Gregorian Quad A,16,51,12
Young Orchard #10,8,14,12
Drop to 446,1,1,12
111 Brown Street,6,6,12
Mead House,14,14,12
Drop to 288,1,1,12
Bronson House,9,9,12
Drop to 389.5,1,1,12
Archibald House,16,16,12
King House,2,2,12
Emery,22,22,12
Drop to 445,1,1,12
Sears House,29,30,12
Drop to 577,1,1,12
Drop to 526,1,1,12
West Andrews,4,26,12
Poland House,20,20,12
New Pembroke #1,19,19,12
Wayland House,10,19,12
Grad Center A,17,18,12
Gregorian Quad B,17,32,12
Everett House,5,5,12
Drop to 255,0,1,12
Champlin,5,5,12
Miller,7,13,12
Barbour Hall Apartments,25,29,12
Hegeman,36,41,12
Drop to 413,1,1,12
Grad Center D,21,21,12
Diman House,27,27,12
East Andrews,8,30,12
Pass,61,61,12
Drop to 591,2,2,12
Minden,46,54,12
Drop to 711,1,1,12
Morris Hall,4,5,12
Drop to 617,1,1,12
Caswell Hall,42,42,13
Olney House,8,9,13
Harkness House,19,19,13
Drop to 490,1,1,13
Marcy House,18,19,13
Goddard House,36,36,13
Young Orchard #4,0,13,13
Young Orchard #2,1,12,13
Hope College,8,14,13
New Pembroke #3,10,10,13
New Pembroke #2,11,11,13
Drop to 340,1,1,13
No Show,87,98,13
Woolley,32,32,13
Grad Center C,20,20,13
New Pembroke #4,21,23,13
Metcalf,40,65,13
Drop to 687,1,1,13
Drop to 365,1,1,13
Plantations House,5,9,13
Grad Center B,18,19,13
Drop to 383,1,1,13
Slater Hall,14,20,13
Drop to 700,1,1,13
Drop to 284,0,1,13
Drop to 212,0,1,13
Jameson House,12,12,13
Chapin House,13,13,13
Gregorian Quad A,15,51,13
Young Orchard #10,7,14,13
Drop to 446,1,1,13
111 Brown Street,6,6,13
Mead House,14,14,13
Drop to 288,1,1,13
Bronson House,9,9,13
Drop to 389.5,1,1,13
Archibald House,16,16,13
King House,2,2,13
Emery,22,22,13
Drop to 445,1,1,13
Sears House,29,30,13
Drop to 577,1,1,13
Drop to 526,1,1,13
West Andrews,2,26,13
Poland House,20,20,13
New Pembroke #1,19,19,13
Wayland House,7,19,13
Grad Center A,17,18,13
Gregorian Quad B,17,32,13
Everett House,5,5,13
Drop to 255,0,1,13
Champlin,5,5,13
Miller,7,13,13
Barbour Hall Apartments,25,29,13
Hegeman,36,41,13
Drop to 413,1,1,13
Grad Center D,21,21,13
Diman House,27,27,13
East Andrews,5,30,13
Pass,61,61,13
Drop to 591,2,2,13
