res_hall,remaining,total,num_picks
No Show,56,59,7
Woolley,29,30,7
Grad Center C,19,19,7
Drop to 508,1,1,7
New Pembroke #4,21,21,7
Drop to 159,1,1,7
Metcalf,24,33,7
Drop to 463,3,3,7
Plantations House,6,10,7
Grad Center B,19,19,7
Drop to 171,1,1,7
Slater Hall,16,23,7
Sears House,24,24,7
Jameson House,8,8,7
Chapin House,20,20,7
Drop to 603,1,1,7
Young Orchard #10,11,13,7
Grad Center A,17,17,7
Barbour Hall,14,16,7
111 Brown Street,6,6,7
Drop to 649,1,1,7
Minden,40,49,7
Bronson House,7,7,7
Mead House,10,10,7
Archibald House,12,12,7
Drop to 280,1,1,7
Emery,15,17,7
Gregorian Quad A,38,52,7
Drop to 494,1,1,7
Drop to 536,1,1,7
Drop to 351,1,1,7
West Andrews,10,28,7
Poland House,19,19,7
New Pembroke #1,18,18,7
Wayland House,16,18,7
Drop to 162,1,1,7
Drop to 354,1,1,7
Gregorian Quad B,42,53,7
Everett House,5,5,7
Miller,13,20,7
Barbour Hall Apartments,22,25,7
Drop to 276,2,2,7
Drop to 108,0,1,7
Drop to 670,1,1,7
Drop to 396,1,1,7
Drop to 633,1,1,7
Grad Center D,18,18,7
Diman House,29,29,7
East Andrews,10,29,7
Pass,83,83,7
Machado,5,5,7
Drop to 591,1,1,7
Drop to 459,1,1,7
Caswell Hall,43,43,8
Olney House,9,9,8
Harkness House,17,17,8
Marcy House,11,11,8
Hegeman,34,42,8
Goddard House,29,30,8
Morriss Hall,3,3,8
Young Orchard #4,4,12,8
Drop to 529,1,1,8
Young Orchard #2,1,13,8
Hope College,6,11,8
Drop to 523,1,1,8
New Pembroke #3,10,10,8
New Pembroke #2,11,11,8
Champlin,4,4,8
No Show,55,59,8
Woolley,28,30,8
Grad Center C,19,19,8
Drop to 508,1,1,8
New Pembroke #4,21,21,8
Drop to 159,0,1,8
Metcalf,23,33,8
Drop to 463,3,3,8
Plantations House,6,10,8
Grad Center B,19,19,8
Drop to 171,1,1,8
Slater Hall,15,23,8
Sears House,24,24,8
Jameson House,8,8,8
Chapin House,20,20,8
Drop to 603,1,1,8
Young Orchard #10,11,13,8
Grad Center A,17,17,8
Barbour Hall,14,16,8
111 Brown Street,6,6,8
Drop to 649,1,1,8
Minden,40,49,8
Bronson House,7,7,8
Mead House,10,10,8
Archibald House,12,12,8
Drop to 280,1,1,8
Emery,15,17,8
Gregorian Quad A,38,52,8
Drop to 494,1,1,8
Drop to 536,1,1,8
Drop to 351,1,1,8
West Andrews,8,28,8
Poland House,19,19,8
New Pembroke #1,18,18,8
Wayland House,16,18,8
Drop to 162,1,1,8
Drop to 354,1,1,8
Gregorian Quad B,39,53,8
Everett House,5,5,8
Miller,12,20,8
Barbour Hall Apartments,22,25,8
Drop to 276,2,2,8
Drop to 108,0,1,8
Drop to 670,1,1,8
Drop to 396,1,1,8
Drop to 633,1,1,8
Grad Center D,18,18,8
Diman House,29,29,8
East Andrews,8,29,8
Pass,83,83,8
Machado,5,5,8
Drop to 591,1,1,8
Drop to 459,1,1,8
Caswell Hall,43,43,9
Olney House,9,9,9
Harkness House,17,17,9
Marcy House,11,11,9
Hegeman,34,42,9
Goddard House,29,30,9
Morriss Hall,3,3,9
Young Orchard #4,2,12,9
Drop to 529,1,1,9
Young Orchard #2,1,13,9
Hope College,6,11,9
Drop to 523,1,1,9
New Pembroke #3,10,10,9
New Pembroke #2,11,11,9
Champlin,4,4,9
No Show,55,59,9
Woolley,28,30,9
Grad Center C,19,19,9
Drop to 508,1,1,9
New Pembroke #4,21,21,9
Drop to 159,0,1,9
Metcalf,23,33,9
Drop to 463,3,3,9
Plantations House,6,10,9
Grad Center B,19,19,9
Drop to 171,0,1,9
Slater Hall,15,23,9
Sears House,24,24,9
Jameson House,8,8,9
Chapin House,20,20,9
Drop to 603,1,1,9
Young Orchard #10,10,13,9
Grad Center A,17,17,9
Barbour Hall,14,16,9
111 Brown Street,6,6,9
Drop to 649,1,1,9
Minden,39,49,9
Bronson House,7,7,9
Mead House,10,10,9
Archibald House,12,12,9
Drop to 280,1,1,9
Emery,15,17,9
Gregorian Quad A,34,52,9
Drop to 494,1,1,9
Drop to 536,1,1,9
Drop to 351,1,1,9
West Andrews,5,28,9
Poland House,19,19,9
New Pembroke #1,18,18,9
Wayland House,16,18,9
Drop to 162,0,1,9
Drop to 354,1,1,9
Gregorian Quad B,33,53,9
Everett House,5,5,9
Miller,11,20,9
Barbour Hall Apartments,22,25,9
Drop to 276,2,2,9
Drop to 108,0,1,9
Drop to 670,1,1,9
Drop to 396,1,1,9
Drop to 633,1,1,9
Grad Center D,18,18,9
Diman House,29,29,9
East Andrews,6,29,9
Pass,83,83,9
Machado,5,5,9
Drop to 591,1,1,9
Drop to 459,1,1,9
Caswell Hall,43,43,10
Olney House,9,9,10
Harkness House,17,17,10
Marcy House,11,11,10
Hegeman,34,42,10
Goddard House,29,30,10
Morriss Hall,3,3,10
Young Orchard #4,1,12,10
Drop to 529,1,1,10
Young Orchard #2,1,13,10
Hope College,6,11,10
Drop to 523,1,1,10
New Pembroke #3,10,10,10
New Pembroke #2,11,11,10
Champlin,3,4,10
No Show,54,59,10
Woolley,28,30,10
Grad Center C,19,19,10
Drop to 508,1,1,10
New Pembroke #4,21,21,10
Drop to 159,0,1,10
Metcalf,22,33,10
Drop to 463,3,3,10
Plantations House,6,10,10
Grad Center B,19,19,10
Drop to 171,0,1,10
Slater Hall,15,23,10
Sears House,24,24,10
Jameson House,8,8,10
Chapin House,20,20,10
Drop to 603,1,1,10
Young Orchard #10,6,13,10
Grad Center A,17,17,10
Barbour Hall,14,16,10
111 Brown Street,6,6,10
Drop to 649,1,1,10
Minden,38,49,10
Bronson House,7,7,10
Mead House,10,10,10
Archibald House,12,12,10
Drop to 280,1,1,10
Emery,15,17,10
Gregorian Quad A,33,52,10
Drop to 494,1,1,10
Drop to 536,1,1,10
Drop to 351,1,1,10
West Andrews,4,28,10
Poland House,19,19,10
New Pembroke #1,18,18,10
Wayland House,12,18,10
Drop to 162,0,1,10
Drop to 354,1,1,10
Gregorian Quad B,29,53,10
Everett House,5,5,10
Miller,11,20,10
Barbour Hall Apartments,22,25,10
Drop to 276,2,2,10
Drop to 108,0,1,10
Drop to 670,1,1,10
Drop to 396,1,1,10
Drop to 633,1,1,10
Grad Center D,18,18,10
Diman House,29,29,10
East Andrews,2,29,10
Pass,83,83,10
Machado,5,5,10
Drop to 591,1,1,10
Drop to 459,1,1,10
Caswell Hall,43,43,10
Olney House,9,9,10
Harkness House,17,17,10
Marcy House,11,11,10
Hegeman,34,42,10
Goddard House,29,30,10
Morriss Hall,3,3,10
Young Orchard #4,1,12,10
Drop to 529,1,1,10
Young Orchard #2,1,13,10
Hope College,6,11,10
Drop to 523,1,1,10
New Pembroke #3,10,10,10
New Pembroke #2,11,11,10
Champlin,3,4,10
No Show,54,59,10
Woolley,28,30,10
Grad Center C,19,19,10
Drop to 508,1,1,10
New Pembroke #4,21,21,10
Drop to 159,0,1,10
Metcalf,21,33,10
Drop to 463,3,3,10
Plantations House,6,10,10
Grad Center B,19,19,10
Drop to 171,0,1,10
Slater Hall,15,23,10
Sears House,24,24,10
Jameson House,8,8,10
Chapin House,20,20,10
Drop to 603,1,1,10
Young Orchard #10,6,13,10
Grad Center A,17,17,10
Barbour Hall,14,16,10
111 Brown Street,6,6,10
Drop to 649,1,1,10
Minden,38,49,10
Bronson House,7,7,10
Mead House,10,10,10
Archibald House,12,12,10
Drop to 280,1,1,10
Emery,15,17,10
Gregorian Quad A,33,52,10
Drop to 494,1,1,10
Drop to 536,1,1,10
Drop to 351,1,1,10
West Andrews,4,28,10
Poland House,19,19,10
New Pembroke #1,18,18,10
Wayland House,12,18,10
Drop to 162,0,1,10
Drop to 354,1,1,10
Gregorian Quad B,29,53,10
Everett House,5,5,10
Miller,11,20,10
Barbour Hall Apartments,22,25,10
Drop to 276,2,2,10
Drop to 108,0,1,10
Drop to 670,1,1,10
Drop to 396,1,1,10
Drop to 633,1,1,10
Grad Center D,18,18,10
Diman House,29,29,10
East Andrews,2,29,10
Pass,83,83,10
Machado,5,5,10
Drop to 591,1,1,10
Drop to 459,1,1,10
Caswell Hall,43,43,11
Olney House,9,9,11
Harkness House,17,17,11
Marcy House,11,11,11
Hegeman,32,42,11
Goddard House,29,30,11
Morriss Hall,3,3,11
Young Orchard #4,1,12,11
Drop to 529,1,1,11
Young Orchard #2,1,13,11
Hope College,6,11,11
Drop to 523,1,1,11
New Pembroke #3,9,10,11
New Pembroke #2,11,11,11
Champlin,3,4,11
No Show,52,59,11
Woolley,28,30,11
Grad Center C,19,19,11
Drop to 508,1,1,11
New Pembroke #4,20,21,11
Drop to 159,0,1,11
Metcalf,17,33,11
Drop to 463,3,3,11
Plantations House,6,10,11
Grad Center B,19,19,11
Drop to 171,0,1,11
Slater Hall,13,23,11
Sears House,22,24,11
Jameson House,8,8,11
Chapin House,20,20,11
Drop to 603,1,1,11
Young Orchard #10,4,13,11
Grad Center A,17,17,11
Barbour Hall,14,16,11
111 Brown Street,6,6,11
Drop to 649,1,1,11
Minden,38,49,11
Bronson House,7,7,11
Mead House,10,10,11
Archibald House,12,12,11
Drop to 280,1,1,11
Emery,15,17,11
Gregorian Quad A,33,52,11
Drop to 494,1,1,11
Drop to 536,1,1,11
Drop to 351,1,1,11
West Andrews,1,28,11
Poland House,19,19,11
New Pembroke #1,18,18,11
Wayland House,12,18,11
Drop to 162,0,1,11
Drop to 354,1,1,11
Gregorian Quad B,29,53,11
Everett House,5,5,11
Miller,9,20,11
Barbour Hall Apartments,22,25,11
Drop to 276,2,2,11
Drop to 108,0,1,11
Drop to 670,1,1,11
Drop to 396,1,1,11
Drop to 633,1,1,11
Grad Center D,18,18,11
Diman House,29,29,11
East Andrews,2,29,11
Pass,83,83,11
Machado,5,5,11
Drop to 591,1,1,11
Drop to 459,1,1,11
Caswell Hall,43,43,12
Olney House,8,9,12
Harkness House,17,17,12
Marcy House,11,11,12
Hegeman,32,42,12
Goddard House,29,30,12
Morriss Hall,3,3,12
Young Orchard #4,0,12,12
Drop to 529,1,1,12
Young Orchard #2,1,13,12
Hope College,5,11,12
Drop to 523,1,1,12
New Pembroke #3,9,10,12
New Pembroke #2,11,11,12
Champlin,3,4,12
No Show,51,59,12
Woolley,28,30,12
Grad Center C,19,19,12
Drop to 508,1,1,12
New Pembroke #4,20,21,12
Drop to 159,0,1,12
Metcalf,12,33,12
Drop to 463,3,3,12
Plantations House,6,10,12
Grad Center B,19,19,12
Drop to 171,0,1,12
Slater Hall,13,23,12
Sears House,22,24,12
Jameson House,8,8,12
Chapin House,20,20,12
Drop to 603,1,1,12
Young Orchard #10,3,13,12
Grad Center A,17,17,12
Barbour Hall,14,16,12
111 Brown Street,6,6,12
Drop to 649,1,1,12
Minden,38,49,12
Bronson House,7,7,12
Mead House,10,10,12
Archibald House,12,12,12
Drop to 280,1,1,12
Emery,13,17,12
Gregorian Quad A,33,52,12
Drop to 494,1,1,12
Drop to 536,1,1,12
Drop to 351,1,1,12
West Andrews,1,28,12
Poland House,19,19,12
New Pembroke #1,18,18,12
Wayland House,6,18,12
Drop to 162,0,1,12
Drop to 354,1,1,12
Gregorian Quad B,29,53,12
Everett House,5,5,12
Miller,9,20,12
Barbour Hall Apartments,22,25,12
Drop to 276,2,2,12
Drop to 108,0,1,12
Drop to 670,1,1,12
Drop to 396,1,1,12
Drop to 633,1,1,12
Grad Center D,18,18,12
Diman House,29,29,12
East Andrews,2,29,12
Pass,83,83,12
Machado,5,5,12
Drop to 591,1,1,12
Drop to 459,1,1,12
Caswell Hall,43,43,12
Olney House,8,9,12
Harkness House,17,17,12
Marcy House,11,11,12
Hegeman,32,42,12
Goddard House,29,30,12
Morriss Hall,3,3,12
Young Orchard #4,0,12,12
Drop to 529,1,1,12
Young Orchard #2,1,13,12
Hope College,5,11,12
Drop to 523,1,1,12
New Pembroke #3,9,10,12
New Pembroke #2,11,11,12
Champlin,3,4,12
No Show,51,59,12
Woolley,28,30,12
Grad Center C,19,19,12
Drop to 508,1,1,12
New Pembroke #4,20,21,12
Drop to 159,0,1,12
Metcalf,11,33,12
Drop to 463,3,3,12
Plantations House,6,10,12
Grad Center B,19,19,12
Drop to 171,0,1,12
Slater Hall,13,23,12
Sears House,22,24,12
Jameson House,8,8,12
Chapin House,20,20,12
Drop to 603,1,1,12
Young Orchard #10,3,13,12
Grad Center A,17,17,12
Barbour Hall,14,16,12
111 Brown Street,6,6,12
Drop to 649,1,1,12
Minden,38,49,12
Bronson House,7,7,12
Mead House,10,10,12
Archibald House,12,12,12
Drop to 280,1,1,12
Emery,13,17,12
Gregorian Quad A,33,52,12
Drop to 494,1,1,12
Drop to 536,1,1,12
Drop to 351,1,1,12
West Andrews,1,28,12
Poland House,19,19,12
New Pembroke #1,18,18,12
Wayland House,6,18,12
Drop to 162,0,1,12
Drop to 354,1,1,12
Gregorian Quad B,29,53,12
Everett House,5,5,12
Miller,9,20,12
Barbour Hall Apartments,22,25,12
Drop to 276,2,2,12
Drop to 108,0,1,12
Drop to 670,1,1,12
Drop to 396,1,1,12
Drop to 633,1,1,12
Grad Center D,18,18,12
Diman House,29,29,12
East Andrews,2,29,12
Pass,83,83,12
Machado,5,5,12
Drop to 591,1,1,12
Drop to 459,1,1,12
Caswell Hall,43,43,12
Olney House,8,9,12
Harkness House,17,17,12
Marcy House,11,11,12
Hegeman,32,42,12
Goddard House,29,30,12
Morriss Hall,3,3,12
Young Orchard #4,0,12,12
Drop to 529,1,1,12
Young Orchard #2,1,13,12
Hope College,5,11,12
Drop to 523,1,1,12
New Pembroke #3,9,10,12
New Pembroke #2,11,11,12
Champlin,3,4,12
No Show,51,59,12
Woolley,28,30,12
Grad Center C,19,19,12
Drop to 508,1,1,12
New Pembroke #4,20,21,12
Drop to 159,0,1,12
Metcalf,10,33,12
Drop to 463,3,3,12
Plantations House,6,10,12
Grad Center B,19,19,12
Drop to 171,0,1,12
Slater Hall,13,23,12
Sears House,22,24,12
Jameson House,8,8,12
Chapin House,20,20,12
Drop to 603,1,1,12
Young Orchard #10,3,13,12
Grad Center A,17,17,12
Barbour Hall,14,16,12
111 Brown Street,6,6,12
Drop to 649,1,1,12
Minden,38,49,12
Bronson House,7,7,12
Mead House,10,10,12
Archibald House,12,12,12
Drop to 280,1,1,12
Emery,13,17,12
Gregorian Quad A,33,52,12
Drop to 494,1,1,12
Drop to 536,1,1,12
Drop to 351,1,1,12
West Andrews,1,28,12
Poland House,19,19,12
New Pembroke #1,18,18,12
Wayland House,6,18,12
Drop to 162,0,1,12
Drop to 354,1,1,12
Gregorian Quad B,29,53,12
Everett House,5,5,12
Miller,9,20,12
Barbour Hall Apartments,22,25,12
Drop to 276,2,2,12
Drop to 108,0,1,12
Drop to 670,1,1,12
Drop to 396,1,1,12
Drop to 633,1,1,12
Grad Center D,18,18,12
Diman House,29,29,12
East Andrews,2,29,12
Pass,83,83,12
Machado,5,5,12
Drop to 591,1,1,12
Drop to 459,1,1,12
Caswell Hall,43,43,13
Olney House,8,9,13
Harkness House,17,17,13
Marcy House,11,11,13
Hegeman,32,42,13
Goddard House,28,30,13
Morriss Hall,3,3,13
Young Orchard #4,0,12,13
Drop to 529,1,1,13
Young Orchard #2,1,13,13
Hope College,4,11,13
Drop to 523,1,1,13
New Pembroke #3,9,10,13
New Pembroke #2,11,11,13
Champlin,3,4,13
No Show,49,59,13
Woolley,27,30,13
Grad Center C,19,19,13
Drop to 508,1,1,13
New Pembroke #4,20,21,13
Drop to 159,0,1,13
Metcalf,8,33,13
Drop to 463,3,3,13
Plantations House,6,10,13
Grad Center B,19,19,13
Drop to 171,0,1,13
Slater Hall,13,23,13
Sears House,20,24,13
Jameson House,8,8,13
Chapin House,20,20,13
Drop to 603,1,1,13
Young Orchard #10,1,13,13
Grad Center A,17,17,13
Barbour Hall,14,16,13
111 Brown Street,6,6,13
Drop to 649,1,1,13
Minden,38,49,13
Bronson House,7,7,13
Mead House,10,10,13
Archibald House,12,12,13
Drop to 280,1,1,13
Emery,12,17,13
Gregorian Quad A,33,52,13
Drop to 494,1,1,13
Drop to 536,1,1,13
Drop to 351,1,1,13
West Andrews,1,28,13
Poland House,19,19,13
New Pembroke #1,18,18,13
Wayland House,4,18,13
Drop to 162,0,1,13
Drop to 354,1,1,13
Gregorian Quad B,29,53,13
Everett House,5,5,13
Miller,5,20,13
Barbour Hall Apartments,22,25,13
Drop to 276,2,2,13
Drop to 108,0,1,13
Drop to 670,1,1,13
Drop to 396,1,1,13
Drop to 633,1,1,13
Grad Center D,18,18,13
Diman House,29,29,13
East Andrews,2,29,13
Pass,83,83,13
Machado,5,5,13
Drop to 591,1,1,13
Drop to 459,1,1,13
Caswell Hall,43,43,14
Olney House,8,9,14
Harkness House,17,17,14
Marcy House,11,11,14
Hegeman,32,42,14
Goddard House,25,30,14
Morriss Hall,3,3,14
Young Orchard #4,0,12,14
Drop to 529,1,1,14
Young Orchard #2,0,13,14
Hope College,1,11,14
