res_hall,remaining,total,num_picks
Sears House,14,14,13
Diman House,13,13,13
Drop to 533,1,1,13
Drop to 454,1,1,13
Marcy House,18,18,13
Drop to 473,1,1,13
Hope College,38,38,13
Caswell Hall,46,46,14
Harkness House,14,14,14
Drop to 22,0,1,14
Hegeman,17,31,14
Drop to 316,1,1,14
Perkins Hall,67,67,14
Goddard House,22,22,14
Young Orchard #4,3,12,14
Young Orchard #2,2,11,14
Drop to 329,1,1,14
New Pembroke #3,36,36,14
New Pembroke #2,3,16,14
Grad Center D,61,108,14
No Show,80,95,14
Grad Center B,18,18,14
Drop to 134,0,1,14
New Pembroke #4,49,49,14
Drop to 97,0,1,14
Drop to 178,0,1,14
Drop to 295,1,1,14
Drop to 508,1,1,14
Drop to 509,1,1,14
Drop to 157,0,1,14
Drop to 121,0,1,14
Slater Hall,16,21,14
Drop to 702,1,1,14
Drop to 421,1,1,14
Chapin House,6,6,14
Gregorian Quad A,48,76,14
Drop to 462,1,1,14
Gregorian Quad B,22,53,14
Barbour Hall,16,16,14
111 Brown Street,6,6,14
Grad center A,60,83,14
Olney House,16,16,14
Young Orchard #10,6,12,14
Fake Building,16,19,14
Littlefield Hall,16,16,14
Machado House,11,11,14
Pass,47,49,14
Drop to 370,1,1,14
Drop to 720,1,1,14
Drop to 312,1,1,14
Drop to 493,1,1,14
Drop to 491,1,1,14
Drop to 217,0,1,14
New Pembroke #1,5,14,14
Wayland House,19,19,14
Drop to 162,0,1,14
Drop to 741,1,1,14
Drop to 459,2,2,14
Drop to 164,0,1,14
Drop to 515,1,1,14
Drop to 257,0,1,14
Barbour Hall Apartments,29,29,14
Minden,36,57,14
Grad Center C,15,15,14
Drop to 483,1,1,14
Plantations House,9,9,14
315 Thayer,0,13,14
Sears House,14,14,14
Diman House,13,13,14
Drop to 533,1,1,14
Drop to 454,1,1,14
Marcy House,18,18,14
Drop to 473,1,1,14
Hope College,38,38,14
Caswell Hall,46,46,15
Harkness House,14,14,15
Drop to 22,0,1,15
Hegeman,16,31,15
Drop to 316,1,1,15
Perkins Hall,67,67,15
Goddard House,22,22,15
Young Orchard #4,2,12,15
Young Orchard #2,2,11,15
Drop to 329,1,1,15
New Pembroke #3,36,36,15
New Pembroke #2,3,16,15
Grad Center D,57,108,15
No Show,79,95,15
Grad Center B,18,18,15
Drop to 134,0,1,15
New Pembroke #4,49,49,15
Drop to 97,0,1,15
Drop to 178,0,1,15
Drop to 295,0,1,15
Drop to 508,1,1,15
Drop to 509,1,1,15
Drop to 157,0,1,15
Drop to 121,0,1,15
Slater Hall,16,21,15
Drop to 702,1,1,15
Drop to 421,1,1,15
Chapin House,6,6,15
Gregorian Quad A,47,76,15
Drop to 462,1,1,15
Gregorian Quad B,22,53,15
Barbour Hall,16,16,15
111 Brown Street,6,6,15
Grad center A,57,83,15
Olney House,16,16,15
Young Orchard #10,6,12,15
Fake Building,15,19,15
Littlefield Hall,16,16,15
Machado House,11,11,15
Pass,46,49,15
Drop to 370,1,1,15
Drop to 720,1,1,15
Drop to 312,1,1,15
Drop to 493,1,1,15
Drop to 491,1,1,15
Drop to 217,0,1,15
New Pembroke #1,5,14,15
Wayland House,19,19,15
Drop to 162,0,1,15
Drop to 741,1,1,15
Drop to 459,2,2,15
Drop to 164,0,1,15
Drop to 515,1,1,15
Drop to 257,0,1,15
Barbour Hall Apartments,29,29,15
Minden,36,57,15
Grad Center C,14,15,15
Drop to 483,1,1,15
Plantations House,9,9,15
315 Thayer,0,13,15
Sears House,14,14,15
Diman House,13,13,15
Drop to 533,1,1,15
Drop to 454,1,1,15
Marcy House,18,18,15
Drop to 473,1,1,15
Hope College,38,38,15
Caswell Hall,46,46,16
Harkness House,14,14,16
Drop to 22,0,1,16
Hegeman,16,31,16
Drop to 316,1,1,16
Perkins Hall,67,67,16
Goddard House,22,22,16
Young Orchard #4,2,12,16
Young Orchard #2,2,11,16
Drop to 329,1,1,16
New Pembroke #3,36,36,16
New Pembroke #2,3,16,16
Grad Center D,52,108,16
No Show,75,95,16
Grad Center B,18,18,16
Drop to 134,0,1,16
New Pembroke #4,49,49,16
Drop to 97,0,1,16
Drop to 178,0,1,16
Drop to 295,0,1,16
Drop to 508,1,1,16
Drop to 509,1,1,16
Drop to 157,0,1,16
Drop to 121,0,1,16
Slater Hall,16,21,16
Drop to 702,1,1,16
Drop to 421,1,1,16
Chapin House,6,6,16
Gregorian Quad A,45,76,16
Drop to 462,1,1,16
Gregorian Quad B,21,53,16
Barbour Hall,16,16,16
111 Brown Street,6,6,16
Grad center A,56,83,16
Olney House,16,16,16
Young Orchard #10,6,12,16
Fake Building,15,19,16
Littlefield Hall,16,16,16
Machado House,11,11,16
Pass,45,49,16
Drop to 370,1,1,16
Drop to 720,1,1,16
Drop to 312,0,1,16
Drop to 493,1,1,16
Drop to 491,1,1,16
Drop to 217,0,1,16
New Pembroke #1,5,14,16
Wayland House,19,19,16
Drop to 162,0,1,16
Drop to 741,1,1,16
Drop to 459,2,2,16
Drop to 164,0,1,16
Drop to 515,1,1,16
Drop to 257,0,1,16
Barbour Hall Apartments,29,29,16
Minden,36,57,16
Grad Center C,14,15,16
Drop to 483,1,1,16
Plantations House,9,9,16
315 Thayer,0,13,16
Sears House,14,14,16
Diman House,13,13,16
Drop to 533,1,1,16
Drop to 454,1,1,16
Marcy House,18,18,16
Drop to 473,1,1,16
Hope College,38,38,16
Caswell Hall,46,46,17
Harkness House,14,14,17
Drop to 22,0,1,17
Hegeman,15,31,17
Drop to 316,1,1,17
Perkins Hall,67,67,17
Goddard House,22,22,17
Young Orchard #4,2,12,17
Young Orchard #2,2,11,17
Drop to 329,1,1,17
New Pembroke #3,36,36,17
New Pembroke #2,3,16,17
Grad Center D,50,108,17
No Show,69,95,17
Grad Center B,18,18,17
Drop to 134,0,1,17
New Pembroke #4,49,49,17
Drop to 97,0,1,17
Drop to 178,0,1,17
Drop to 295,0,1,17
Drop to 508,1,1,17
Drop to 509,1,1,17
Drop to 157,0,1,17
Drop to 121,0,1,17
Slater Hall,16,21,17
Drop to 702,1,1,17
Drop to 421,1,1,17
Chapin House,6,6,17
Gregorian Quad A,44,76,17
Drop to 462,1,1,17
Gregorian Quad B,21,53,17
Barbour Hall,16,16,17
111 Brown Street,6,6,17
Grad center A,54,83,17
Olney House,16,16,17
Young Orchard #10,5,12,17
Fake Building,14,19,17
Littlefield Hall,16,16,17
Machado House,11,11,17
Pass,45,49,17
Drop to 370,1,1,17
Drop to 720,1,1,17
Drop to 312,0,1,17
Drop to 493,1,1,17
Drop to 491,1,1,17
Drop to 217,0,1,17
New Pembroke #1,5,14,17
Wayland House,19,19,17
Drop to 162,0,1,17
Drop to 741,1,1,17
Drop to 459,2,2,17
Drop to 164,0,1,17
Drop to 515,1,1,17
Drop to 257,0,1,17
Barbour Hall Apartments,29,29,17
Minden,35,57,17
Grad Center C,14,15,17
Drop to 483,1,1,17
Plantations House,9,9,17
315 Thayer,0,13,17
Sears House,14,14,17
Diman House,13,13,17
Drop to 533,1,1,17
Drop to 454,0,1,17
Marcy House,18,18,17
Drop to 473,1,1,17
Hope College,38,38,17
Caswell Hall,46,46,18
Harkness House,14,14,18
Drop to 22,0,1,18
Hegeman,12,31,18
Drop to 316,0,1,18
Perkins Hall,67,67,18
Goddard House,22,22,18
Young Orchard #4,2,12,18
Young Orchard #2,2,11,18
Drop to 329,1,1,18
New Pembroke #3,36,36,18
New Pembroke #2,3,16,18
Grad Center D,44,108,18
No Show,69,95,18
Grad Center B,18,18,18
Drop to 134,0,1,18
New Pembroke #4,49,49,18
Drop to 97,0,1,18
Drop to 178,0,1,18
Drop to 295,0,1,18
Drop to 508,1,1,18
Drop to 509,1,1,18
Drop to 157,0,1,18
Drop to 121,0,1,18
Slater Hall,16,21,18
Drop to 702,1,1,18
Drop to 421,1,1,18
Chapin House,6,6,18
Gregorian Quad A,41,76,18
Drop to 462,1,1,18
Gregorian Quad B,21,53,18
Barbour Hall,16,16,18
111 Brown Street,6,6,18
Grad center A,50,83,18
Olney House,16,16,18
Young Orchard #10,5,12,18
Fake Building,14,19,18
Littlefield Hall,16,16,18
Machado House,11,11,18
Pass,45,49,18
Drop to 370,1,1,18
Drop to 720,1,1,18
Drop to 312,0,1,18
Drop to 493,1,1,18
Drop to 491,1,1,18
Drop to 217,0,1,18
New Pembroke #1,5,14,18
Wayland House,19,19,18
Drop to 162,0,1,18
Drop to 741,1,1,18
Drop to 459,2,2,18
Drop to 164,0,1,18
Drop to 515,1,1,18
Drop to 257,0,1,18
Barbour Hall Apartments,29,29,18
Minden,34,57,18
Grad Center C,14,15,18
Drop to 483,1,1,18
Plantations House,9,9,18
315 Thayer,0,13,18
Sears House,14,14,18
Diman House,13,13,18
Drop to 533,1,1,18
Drop to 454,0,1,18
Marcy House,18,18,18
Drop to 473,1,1,18
Hope College,38,38,18
Caswell Hall,46,46,19
Harkness House,14,14,19
Drop to 22,0,1,19
Hegeman,8,31,19
Drop to 316,0,1,19
Perkins Hall,67,67,19
Goddard House,22,22,19
Young Orchard #4,2,12,19
Young Orchard #2,2,11,19
Drop to 329,1,1,19
New Pembroke #3,36,36,19
New Pembroke #2,3,16,19
Grad Center D,40,108,19
No Show,68,95,19
Grad Center B,18,18,19
Drop to 134,0,1,19
New Pembroke #4,49,49,19
Drop to 97,0,1,19
Drop to 178,0,1,19
Drop to 295,0,1,19
Drop to 508,1,1,19
Drop to 509,1,1,19
Drop to 157,0,1,19
Drop to 121,0,1,19
Slater Hall,16,21,19
Drop to 702,1,1,19
Drop to 421,1,1,19
Chapin House,6,6,19
Gregorian Quad A,40,76,19
Drop to 462,1,1,19
Gregorian Quad B,19,53,19
Barbour Hall,16,16,19
111 Brown Street,6,6,19
Grad center A,47,83,19
Olney House,16,16,19
Young Orchard #10,5,12,19
Fake Building,13,19,19
Littlefield Hall,16,16,19
Machado House,11,11,19
Pass,45,49,19
Drop to 370,1,1,19
Drop to 720,1,1,19
Drop to 312,0,1,19
Drop to 493,1,1,19
Drop to 491,1,1,19
Drop to 217,0,1,19
New Pembroke #1,5,14,19
Wayland House,19,19,19
Drop to 162,0,1,19
Drop to 741,1,1,19
Drop to 459,2,2,19
Drop to 164,0,1,19
Drop to 515,1,1,19
Drop to 257,0,1,19
Barbour Hall Apartments,29,29,19
Minden,33,57,19
Grad Center C,14,15,19
Drop to 483,1,1,19
Plantations House,9,9,19
315 Thayer,0,13,19
Sears House,14,14,19
Diman House,13,13,19
Drop to 533,1,1,19
Drop to 454,0,1,19
Marcy House,18,18,19
Drop to 473,1,1,19
Hope College,38,38,19
Caswell Hall,46,46,20
Harkness House,14,14,20
Drop to 22,0,1,20
Hegeman,6,31,20
Drop to 316,0,1,20
Perkins Hall,67,67,20
Goddard House,22,22,20
Young Orchard #4,1,12,20
Young Orchard #2,2,11,20
Drop to 329,1,1,20
New Pembroke #3,36,36,20
New Pembroke #2,3,16,20
Grad Center D,37,108,20
No Show,67,95,20
Grad Center B,18,18,20
Drop to 134,0,1,20
New Pembroke #4,49,49,20
Drop to 97,0,1,20
Drop to 178,0,1,20
Drop to 295,0,1,20
Drop to 508,1,1,20
Drop to 509,1,1,20
Drop to 157,0,1,20
Drop to 121,0,1,20
Slater Hall,14,21,20
Drop to 702,1,1,20
Drop to 421,1,1,20
Chapin House,6,6,20
Gregorian Quad A,39,76,20
Drop to 462,1,1,20
Gregorian Quad B,19,53,20
Barbour Hall,16,16,20
111 Brown Street,6,6,20
Grad center A,46,83,20
Olney House,16,16,20
Young Orchard #10,4,12,20
Fake Building,13,19,20
Littlefield Hall,16,16,20
Machado House,11,11,20
Pass,45,49,20
Drop to 370,1,1,20
Drop to 720,1,1,20
Drop to 312,0,1,20
Drop to 493,1,1,20
Drop to 491,1,1,20
Drop to 217,0,1,20
New Pembroke #1,5,14,20
Wayland House,19,19,20
Drop to 162,0,1,20
Drop to 741,1,1,20
Drop to 459,2,2,20
Drop to 164,0,1,20
Drop to 515,1,1,20
Drop to 257,0,1,20
Barbour Hall Apartments,29,29,20
Minden,27,57,20
Grad Center C,14,15,20
Drop to 483,1,1,20
Plantations House,9,9,20
315 Thayer,0,13,20
Sears House,14,14,20
Diman House,13,13,20
Drop to 533,1,1,20
Drop to 454,0,1,20
Marcy House,18,18,20
Drop to 473,1,1,20
Hope College,38,38,20
Caswell Hall,46,46,21
Harkness House,14,14,21
Drop to 22,0,1,21
Hegeman,6,31,21
Drop to 316,0,1,21
Perkins Hall,67,67,21
Goddard House,22,22,21
Young Orchard #4,1,12,21
Young Orchard #2,2,11,21
Drop to 329,1,1,21
New Pembroke #3,36,36,21
New Pembroke #2,3,16,21
Grad Center D,30,108,21
No Show,63,95,21
Grad Center B,18,18,21
Drop to 134,0,1,21
New Pembroke #4,49,49,21
Drop to 97,0,1,21
Drop to 178,0,1,21
Drop to 295,0,1,21
Drop to 508,1,1,21
Drop to 509,1,1,21
Drop to 157,0,1,21
Drop to 121,0,1,21
Slater Hall,13,21,21
Drop to 702,1,1,21
Drop to 421,1,1,21
Chapin House,6,6,21
Gregorian Quad A,37,76,21
Drop to 462,1,1,21
Gregorian Quad B,16,53,21
Barbour Hall,16,16,21
111 Brown Street,6,6,21
Grad center A,46,83,21
Olney House,16,16,21
Young Orchard #10,3,12,21
Fake Building,13,19,21
Littlefield Hall,16,16,21
Machado House,11,11,21
Pass,45,49,21
Drop to 370,1,1,21
Drop to 720,1,1,21
Drop to 312,0,1,21
Drop to 493,1,1,21
Drop to 491,1,1,21
Drop to 217,0,1,21
New Pembroke #1,5,14,21
Wayland House,19,19,21
Drop to 162,0,1,21
Drop to 741,1,1,21
Drop to 459,2,2,21
Drop to 164,0,1,21
Drop to 515,1,1,21
Drop to 257,0,1,21
Barbour Hall Apartments,29,29,21
Minden,25,57,21
Grad Center C,13,15,21
Drop to 483,1,1,21
Plantations House,9,9,21
315 Thayer,0,13,21
Sears House,14,14,21
Diman House,13,13,21
Drop to 533,1,1,21
Drop to 454,0,1,21
Marcy House,18,18,21
Drop to 473,1,1,21
Hope College,38,38,21
Caswell Hall,46,46,22
Harkness House,14,14,22
Drop to 22,0,1,22
Hegeman,3,31,22
Drop to 316,0,1,22
Perkins Hall,67,67,22
Goddard House,22,22,22
Young Orchard #4,0,12,22
Young Orchard #2,2,11,22
Drop to 329,0,1,22
New Pembroke #3,36,36,22
New Pembroke #2,3,16,22
Grad Center D,27,108,22
No Show,63,95,22
Grad Center B,18,18,22
Drop to 134,0,1,22
New Pembroke #4,49,49,22
Drop to 97,0,1,22
Drop to 178,0,1,22
Drop to 295,0,1,22
Drop to 508,1,1,22
Drop to 509,1,1,22
Drop to 157,0,1,22
Drop to 121,0,1,22
Slater Hall,13,21,22
Drop to 702,1,1,22
Drop to 421,1,1,22
Chapin House,6,6,22
Gregorian Quad A,36,76,22
Drop to 462,1,1,22
Gregorian Quad B,15,53,22
Barbour Hall,16,16,22
111 Brown Street,6,6,22
Grad center A,40,83,22
Olney House,16,16,22
Young Orchard #10,0,12,22
Fake Building,13,19,22
Littlefield Hall,16,16,22
Machado House,11,11,22
Pass,45,49,22
Drop to 370,0,1,22
Drop to 720,1,1,22
Drop to 312,0,1,22
Drop to 493,1,1,22
Drop to 491,1,1,22
Drop to 217,0,1,22
New Pembroke #1,5,14,22
Wayland House,19,19,22
Drop to 162,0,1,22
Drop to 741,1,1,22
Drop to 459,2,2,22
Drop to 164,0,1,22
Drop to 515,1,1,22
Drop to 257,0,1,22
Barbour Hall Apartments,29,29,22
Minden,24,57,22
Grad Center C,13,15,22
Drop to 483,1,1,22
Plantations House,9,9,22
315 Thayer,0,13,22
Sears House,14,14,22
Diman House,13,13,22
Drop to 533,1,1,22
Drop to 454,0,1,22
Marcy House,18,18,22
Drop to 473,1,1,22
Hope College,38,38,22
Caswell Hall,46,46,23
Harkness House,14,14,23
Drop to 22,0,1,23
Hegeman,3,31,23
Drop to 316,0,1,23
Perkins Hall,67,67,23
Goddard House,22,22,23
Young Orchard #4,0,12,23
Young Orchard #2,1,11,23
Drop to 329,0,1,23
New Pembroke #3,36,36,23
New Pembroke #2,3,16,23
Grad Center D,21,108,23
No Show,61,95,23
Grad Center B,17,18,23
Drop to 134,0,1,23
New Pembroke #4,49,49,23
Drop to 97,0,1,23
Drop to 178,0,1,23
Drop to 295,0,1,23
Drop to 508,1,1,23
Drop to 509,1,1,23
Drop to 157,0,1,23
Drop to 121,0,1,23
Slater Hall,13,21,23
Drop to 702,1,1,23
Drop to 421,1,1,23
Chapin House,6,6,23
Gregorian Quad A,35,76,23
Drop to 462,1,1,23
Gregorian Quad B,13,53,23
Barbour Hall,16,16,23
111 Brown Street,6,6,23
Grad center A,33,83,23
Olney House,16,16,23
Young Orchard #10,0,12,23
Fake Building,13,19,23
Littlefield Hall,16,16,23
Machado House,11,11,23
Pass,44,49,23
Drop to 370,0,1,23
Drop to 720,1,1,23
Drop to 312,0,1,23
Drop to 493,1,1,23
Drop to 491,1,1,23
Drop to 217,0,1,23
New Pembroke #1,5,14,23
Wayland House,19,19,23
Drop to 162,0,1,23
Drop to 741,1,1,23
Drop to 459,2,2,23
Drop to 164,0,1,23
Drop to 515,1,1,23
Drop to 257,0,1,23
Barbour Hall Apartments,29,29,23
Minden,23,57,23
Grad Center C,13,15,23
Drop to 483,1,1,23
Plantations House,9,9,23
315 Thayer,0,13,23
Sears House,14,14,23
Diman House,13,13,23
Drop to 533,1,1,23
Drop to 454,0,1,23
Marcy House,18,18,23
Drop to 473,1,1,23
Hope College,38,38,23
Caswell Hall,46,46,23
Harkness House,14,14,23
Drop to 22,0,1,23
Hegeman,3,31,23
Drop to 316,0,1,23
Perkins Hall,67,67,23
Goddard House,22,22,23
Young Orchard #4,0,12,23
Young Orchard #2,1,11,23
Drop to 329,0,1,23
New Pembroke #3,36,36,23
New Pembroke #2,3,16,23
Grad Center D,20,108,23
No Show,61,95,23
Grad Center B,17,18,23
Drop to 134,0,1,23
New Pembroke #4,49,49,23
Drop to 97,0,1,23
Drop to 178,0,1,23
Drop to 295,0,1,23
Drop to 508,1,1,23
Drop to 509,1,1,23
Drop to 157,0,1,23
Drop to 121,0,1,23
Slater Hall,13,21,23
Drop to 702,1,1,23
Drop to 421,1,1,23
Chapin House,6,6,23
Gregorian Quad A,35,76,23
Drop to 462,1,1,23
Gregorian Quad B,13,53,23
Barbour Hall,16,16,23
111 Brown Street,6,6,23
Grad center A,33,83,23
Olney House,16,16,23
Young Orchard #10,0,12,23
Fake Building,13,19,23
Littlefield Hall,16,16,23
Machado House,11,11,23
Pass,44,49,23
Drop to 370,0,1,23
Drop to 720,1,1,23
Drop to 312,0,1,23
Drop to 493,1,1,23
Drop to 491,1,1,23
Drop to 217,0,1,23
New Pembroke #1,5,14,23
Wayland House,19,19,23
Drop to 162,0,1,23
Drop to 741,1,1,23
Drop to 459,2,2,23
Drop to 164,0,1,23
Drop to 515,1,1,23
Drop to 257,0,1,23
Barbour Hall Apartments,29,29,23
Minden,23,57,23
Grad Center C,13,15,23
Drop to 483,1,1,23
Plantations House,9,9,23
315 Thayer,0,13,23
Sears House,14,14,23
Diman House,13,13,23
Drop to 533,1,1,23
Drop to 454,0,1,23
Marcy House,18,18,23
Drop to 473,1,1,23
Hope College,38,38,23
Caswell Hall,46,46,23
Harkness House,14,14,23
Drop to 22,0,1,23
Hegeman,2,31,23
Drop to 316,0,1,23
Perkins Hall,67,67,23
Goddard House,22,22,23
Young Orchard #4,0,12,23
Young Orchard #2,1,11,23
Drop to 329,0,1,23
New Pembroke #3,36,36,23
New Pembroke #2,3,16,23
Grad Center D,20,108,23
No Show,61,95,23
Grad Center B,17,18,23
Drop to 134,0,1,23
New Pembroke #4,49,49,23
Drop to 97,0,1,23
Drop to 178,0,1,23
Drop to 295,0,1,23
Drop to 508,1,1,23
Drop to 509,1,1,23
Drop to 157,0,1,23
Drop to 121,0,1,23
Slater Hall,13,21,23
Drop to 702,1,1,23
Drop to 421,1,1,23
Chapin House,6,6,23
Gregorian Quad A,35,76,23
Drop to 462,1,1,23
Gregorian Quad B,13,53,23
Barbour Hall,16,16,23
111 Brown Street,6,6,23
Grad center A,33,83,23
Olney House,16,16,23
Young Orchard #10,0,12,23
Fake Building,13,19,23
Littlefield Hall,16,16,23
Machado House,11,11,23
Pass,44,49,23
Drop to 370,0,1,23
Drop to 720,1,1,23
Drop to 312,0,1,23
Drop to 493,1,1,23
Drop to 491,1,1,23
Drop to 217,0,1,23
New Pembroke #1,5,14,23
Wayland House,19,19,23
Drop to 162,0,1,23
Drop to 741,1,1,23
Drop to 459,2,2,23
Drop to 164,0,1,23
Drop to 515,1,1,23
Drop to 257,0,1,23
Barbour Hall Apartments,29,29,23
Minden,23,57,23
Grad Center C,13,15,23
Drop to 483,1,1,23
Plantations House,9,9,23
315 Thayer,0,13,23
Sears House,14,14,23
Diman House,13,13,23
Drop to 533,1,1,23
Drop to 454,0,1,23
Marcy House,18,18,23
Drop to 473,1,1,23
Hope College,38,38,23
Caswell Hall,46,46,24
Harkness House,14,14,24
Drop to 22,0,1,24
Hegeman,2,31,24
Drop to 316,0,1,24
Perkins Hall,67,67,24
Goddard House,22,22,24
Young Orchard #4,0,12,24
Young Orchard #2,0,11,24
Drop to 329,0,1,24
New Pembroke #3,36,36,24
New Pembroke #2,3,16,24
Grad Center D,14,108,24
No Show,56,95,24
Grad Center B,15,18,24
Drop to 134,0,1,24
New Pembroke #4,49,49,24
Drop to 97,0,1,24
Drop to 178,0,1,24
Drop to 295,0,1,24
Drop to 508,1,1,24
Drop to 509,1,1,24
Drop to 157,0,1,24
Drop to 121,0,1,24
Slater Hall,12,21,24
Drop to 702,1,1,24
Drop to 421,1,1,24
Chapin House,6,6,24
Gregorian Quad A,33,76,24
Drop to 462,1,1,24
Gregorian Quad B,11,53,24
Barbour Hall,16,16,24
111 Brown Street,6,6,24
Grad center A,31,83,24
Olney House,16,16,24
Young Orchard #10,0,12,24
Fake Building,12,19,24
Littlefield Hall,16,16,24
Machado House,11,11,24
Pass,43,49,24
Drop to 370,0,1,24
Drop to 720,1,1,24
Drop to 312,0,1,24
Drop to 493,1,1,24
Drop to 491,1,1,24
Drop to 217,0,1,24
New Pembroke #1,5,14,24
Wayland House,19,19,24
Drop to 162,0,1,24
Drop to 741,1,1,24
Drop to 459,2,2,24
Drop to 164,0,1,24
Drop to 515,1,1,24
Drop to 257,0,1,24
Barbour Hall Apartments,29,29,24
Minden,23,57,24
Grad Center C,13,15,24
Drop to 483,1,1,24
Plantations House,9,9,24
315 Thayer,0,13,24
Sears House,14,14,24
Diman House,13,13,24
Drop to 533,1,1,24
Drop to 454,0,1,24
Marcy House,18,18,24
Drop to 473,1,1,24
Hope College,38,38,24
Caswell Hall,46,46,25
Harkness House,14,14,25
Drop to 22,0,1,25
Hegeman,2,31,25
Drop to 316,0,1,25
Perkins Hall,67,67,25
Goddard House,22,22,25
Young Orchard #4,0,12,25
Young Orchard #2,0,11,25
Drop to 329,0,1,25
New Pembroke #3,36,36,25
New Pembroke #2,3,16,25
Grad Center D,11,108,25
No Show,52,95,25
Grad Center B,15,18,25
Drop to 134,0,1,25
New Pembroke #4,49,49,25
Drop to 97,0,1,25
Drop to 178,0,1,25
Drop to 295,0,1,25
Drop to 508,1,1,25
Drop to 509,1,1,25
Drop to 157,0,1,25
Drop to 121,0,1,25
Slater Hall,9,21,25
Drop to 702,1,1,25
Drop to 421,1,1,25
Chapin House,6,6,25
Gregorian Quad A,28,76,25
Drop to 462,1,1,25
Gregorian Quad B,8,53,25
Barbour Hall,16,16,25
111 Brown Street,6,6,25
Grad center A,28,83,25
Olney House,16,16,25
Young Orchard #10,0,12,25
Fake Building,12,19,25
Littlefield Hall,16,16,25
Machado House,11,11,25
Pass,43,49,25
Drop to 370,0,1,25
Drop to 720,1,1,25
Drop to 312,0,1,25
Drop to 493,1,1,25
Drop to 491,1,1,25
Drop to 217,0,1,25
New Pembroke #1,5,14,25
Wayland House,19,19,25
Drop to 162,0,1,25
Drop to 741,1,1,25
Drop to 459,2,2,25
Drop to 164,0,1,25
Drop to 515,1,1,25
Drop to 257,0,1,25
Barbour Hall Apartments,29,29,25
Minden,20,57,25
Grad Center C,11,15,25
Drop to 483,1,1,25
Plantations House,9,9,25
315 Thayer,0,13,25
Sears House,14,14,25
Diman House,13,13,25
Drop to 533,1,1,25
Drop to 454,0,1,25
Marcy House,18,18,25
Drop to 473,1,1,25
Hope College,38,38,25
Caswell Hall,46,46,26
Harkness House,14,14,26
Drop to 22,0,1,26
Hegeman,2,31,26
Drop to 316,0,1,26
Perkins Hall,67,67,26
Goddard House,22,22,26
Young Orchard #4,0,12,26
Young Orchard #2,0,11,26
Drop to 329,0,1,26
New Pembroke #3,36,36,26
New Pembroke #2,3,16,26
Grad Center D,8,108,26
No Show,50,95,26
Grad Center B,14,18,26
Drop to 134,0,1,26
New Pembroke #4,49,49,26
Drop to 97,0,1,26
Drop to 178,0,1,26
Drop to 295,0,1,26
Drop to 508,1,1,26
Drop to 509,1,1,26
Drop to 157,0,1,26
Drop to 121,0,1,26
Slater Hall,6,21,26
Drop to 702,1,1,26
Drop to 421,1,1,26
Chapin House,6,6,26
Gregorian Quad A,18,76,26
Drop to 462,1,1,26
Gregorian Quad B,7,53,26
Barbour Hall,16,16,26
111 Brown Street,6,6,26
Grad center A,17,83,26
Olney House,16,16,26
Young Orchard #10,0,12,26
Fake Building,12,19,26
Littlefield Hall,16,16,26
Machado House,11,11,26
Pass,43,49,26
Drop to 370,0,1,26
Drop to 720,1,1,26
Drop to 312,0,1,26
Drop to 493,1,1,26
Drop to 491,1,1,26
Drop to 217,0,1,26
New Pembroke #1,5,14,26
Wayland House,19,19,26
Drop to 162,0,1,26
Drop to 741,1,1,26
Drop to 459,2,2,26
Drop to 164,0,1,26
Drop to 515,1,1,26
Drop to 257,0,1,26
Barbour Hall Apartments,29,29,26
Minden,17,57,26
Grad Center C,11,15,26
Drop to 483,1,1,26
Plantations House,9,9,26
315 Thayer,0,13,26
Sears House,14,14,26
Diman House,13,13,26
Drop to 533,1,1,26
Drop to 454,0,1,26
Marcy House,18,18,26
Drop to 473,1,1,26
Hope College,38,38,26
Caswell Hall,46,46,27
Harkness House,14,14,27
Drop to 22,0,1,27
Hegeman,0,31,27
Drop to 316,0,1,27
Perkins Hall,67,67,27
Goddard House,22,22,27
Young Orchard #4,0,12,27
Young Orchard #2,0,11,27
Drop to 329,0,1,27
New Pembroke #3,36,36,27
New Pembroke #2,2,16,27
Grad Center D,7,108,27
No Show,50,95,27
Grad Center B,11,18,27
Drop to 134,0,1,27
New Pembroke #4,49,49,27
Drop to 97,0,1,27
Drop to 178,0,1,27
Drop to 295,0,1,27
Drop to 508,1,1,27
Drop to 509,1,1,27
Drop to 157,0,1,27
Drop to 121,0,1,27
Slater Hall,4,21,27
Drop to 702,1,1,27
Drop to 421,1,1,27
Chapin House,6,6,27
Gregorian Quad A,14,76,27
Drop to 462,1,1,27
Gregorian Quad B,3,53,27
Barbour Hall,16,16,27
111 Brown Street,6,6,27
Grad center A,11,83,27
Olney House,16,16,27
Young Orchard #10,0,12,27
Fake Building,11,19,27
Littlefield Hall,16,16,27
Machado House,11,11,27
Pass,43,49,27
Drop to 370,0,1,27
Drop to 720,1,1,27
Drop to 312,0,1,27
Drop to 493,1,1,27
Drop to 491,1,1,27
Drop to 217,0,1,27
New Pembroke #1,5,14,27
Wayland House,19,19,27
Drop to 162,0,1,27
Drop to 741,1,1,27
Drop to 459,2,2,27
Drop to 164,0,1,27
Drop to 515,1,1,27
Drop to 257,0,1,27
Barbour Hall Apartments,29,29,27
Minden,17,57,27
Grad Center C,11,15,27
Drop to 483,1,1,27
Plantations House,9,9,27
315 Thayer,0,13,27
