Number,Residence Hall,Room,Occupancy,Time
1,Gregorian Quad B,405C,1,4/10/13 6:09
2,Gregorian Quad B,405B,1,4/10/13 6:10
3,Minden,807,1,4/10/13 6:11
4,Slater Hall,205,1,4/10/13 6:11
5,Minden,709,1,4/10/13 6:11
6,Minden,609,1,4/10/13 6:11
7,Gregorian Quad B,404D,1,4/10/13 6:12
8,Minden,209,1,4/10/13 6:12
9,Minden,205,1,4/10/13 6:13
10,Minden,605,1,4/10/13 6:13
11,Gregorian Quad B,401B,1,4/10/13 6:13
12,Gregorian Quad A,410A,1,4/10/13 6:13
13,Minden,805,1,4/10/13 6:14
14,315 Thayer,417,1,4/10/13 6:14
15,Slater Hall,106,1,4/10/13 6:14
16,315 Thayer,415,1,4/10/13 6:14
17,Minden,705,1,4/10/13 6:15
18,Gregorian Quad B,405A,1,4/10/13 6:15
19,Drop to 22,,,4/10/13 6:15
20,315 Thayer,418,1,4/10/13 6:15
21,Slater Hall,206,1,4/10/13 6:16
22,315 Thayer,430,3,4/10/13 6:16
23,315 Thayer,419,1,4/10/13 6:16
24,Hegeman,A102,1,4/10/13 6:17
24,Hegeman,A202,1,4/10/13 6:17
25,315 Thayer,420,1,4/10/13 6:17
26,No Show,,,4/10/13 6:18
27,No Show,,,4/10/13 6:18
28,Gregorian Quad B,403B,1,4/10/13 6:18
29,Slater Hall,306,1,4/10/13 6:19
30,Grad Center D,411,1,4/10/13 6:19
31,Gregorian Quad B,403A,1,4/10/13 6:19
32,New Pembroke #2,307,1,4/10/13 6:20
33,Gregorian Quad B,401C,1,4/10/13 6:20
34,315 Thayer,130,3,4/10/13 6:20
35,Gregorian Quad B,402B,1,4/10/13 6:20
35,Gregorian Quad B,402C,1,4/10/13 6:20
36,Gregorian Quad B,402A,1,4/10/13 6:21
37,Gregorian Quad A,408D,1,4/10/13 6:21
38,Gregorian Quad A,408B,1,4/10/13 6:22
39,Gregorian Quad B,403F,1,4/10/13 6:22
40,315 Thayer,320,2,4/10/13 6:22
41,Gregorian Quad A,409A,1,4/10/13 6:23
41,New Pembroke #1,302,1,4/10/13 6:23
42,Hegeman,E115,1,4/10/13 6:23
43,Gregorian Quad A,612,2,4/10/13 6:24
44,Gregorian Quad B,404B,1,4/10/13 6:24
45,Grad center A,642,1,4/10/13 6:24
46,Gregorian Quad A,409D,1,4/10/13 6:25
47,Hegeman,A302,1,4/10/13 6:25
48,Gregorian Quad A,409E,1,4/10/13 6:25
49,315 Thayer,210,4,4/10/13 6:26
50,Gregorian Quad A,408E,1,4/10/13 6:26
51,Gregorian Quad A,410D,1,4/10/13 6:26
51,Gregorian Quad A,410E,1,4/10/13 6:26
51,Gregorian Quad A,410F,1,4/10/13 6:26
52,Gregorian Quad A,409F,1,4/10/13 6:27
53,Grad Center D,233,1,4/10/13 6:27
54,Gregorian Quad B,403C,1,4/10/13 6:28
55,Young Orchard #2,320,4,4/10/13 6:28
55,Young Orchard #2,330,4,4/10/13 6:28
56,Gregorian Quad B,401F,1,4/10/13 6:28
57,Gregorian Quad B,402F,1,4/10/13 6:28
58,Young Orchard #2,340,4,4/10/13 6:29
59,Gregorian Quad A,408C,1,4/10/13 6:29
60,Gregorian Quad B,403D,1,4/10/13 6:29
61,New Pembroke #2,207,1,4/10/13 6:29
62,Gregorian Quad A,313,4,4/10/13 6:30
63,315 Thayer,310,4,4/10/13 6:30
64,Gregorian Quad A,411,3,4/10/13 6:30
65,Gregorian Quad A,409C,1,4/10/13 6:31
66,Gregorian Quad B,401A,1,4/10/13 6:31
67,Young Orchard #2,420,4,4/10/13 6:31
68,Grad Center D,431,1,4/10/13 6:32
68,Grad Center D,432,1,4/10/13 6:32
68,Grad Center D,433,1,4/10/13 6:32
68,Grad Center D,434,1,4/10/13 6:32
69,Gregorian Quad A,205,3,4/10/13 6:32
70,New Pembroke #1,405,1,4/10/13 6:33
71,Gregorian Quad A,409B,1,4/10/13 6:33
72,Drop to 97,,,4/10/13 6:34
73,Gregorian Quad A,410C,1,4/10/13 6:34
74,Gregorian Quad B,306,4,4/10/13 6:34
75,Gregorian Quad B,402D,1,4/10/13 6:35
75,Gregorian Quad B,402E,1,4/10/13 6:35
75,Gregorian Quad B,405D,1,4/10/13 6:35
75,Gregorian Quad B,405E,1,4/10/13 6:35
76,Slater Hall,102,2,4/10/13 6:35
77,Hegeman,E214,2,4/10/13 6:36
78,Hegeman,E212,2,4/10/13 6:36
78,Young Orchard #2,230,4,4/10/13 6:36
79,New Pembroke #1,306,1,4/10/13 6:36
79,New Pembroke #1,307,1,4/10/13 6:36
80,Gregorian Quad B,401D,1,4/10/13 6:37
81,Young Orchard #4,230,4,4/10/13 6:37
82,Gregorian Quad A,405,3,4/10/13 6:38
83,Gregorian Quad B,401E,1,4/10/13 6:39
83,Gregorian Quad B,403E,1,4/10/13 6:39
84,Young Orchard #2,310,4,4/10/13 6:39
85,Gregorian Quad B,404C,1,4/10/13 6:40
86,New Pembroke #2,201,1,4/10/13 6:40
87,Young Orchard #4,330,4,4/10/13 6:40
88,Gregorian Quad A,410B,1,4/10/13 6:41
89,New Pembroke #2,301,1,4/10/13 6:41
90,New Pembroke #2,303,1,4/10/13 6:41
91,New Pembroke #2,203,1,4/10/13 6:42
92,New Pembroke #1,402,1,4/10/13 6:42
93,New Pembroke #2,204,1,4/10/13 6:42
94,Grad Center D,243,1,4/10/13 6:42
95,New Pembroke #2,202,1,4/10/13 6:43
95,New Pembroke #2,302,1,4/10/13 6:42
95,New Pembroke #2,304,1,4/10/13 6:43
95,New Pembroke #2,305,1,4/10/13 6:43
96,Grad center A,421,1,4/10/13 6:43
97,Gregorian Quad A,304,4,4/10/13 6:44
97,Gregorian Quad A,305,3,4/10/13 6:44
98,Hegeman,A101,3,4/10/13 6:44
99,Pass,,,4/10/13 6:45
100,Hegeman,D310,3,4/10/13 6:45
101,Young Orchard #4,340,4,4/10/13 6:45
102,Grad center A,141,1,4/10/13 6:46
102,Grad center A,415,1,4/10/13 6:45
103,Grad center A,411,1,4/10/13 6:46
103,New Pembroke #1,206,1,4/10/13 6:46
103,New Pembroke #1,304,1,4/10/13 6:46
103,New Pembroke #1,404,1,4/10/13 6:46
103,New Pembroke #1,406,1,4/10/13 6:46
103,New Pembroke #2,104,1,4/10/13 6:46
103,New Pembroke #2,205,1,4/10/13 6:46
104,Drop to 121,,,4/10/13 6:47
105,No Show,,,4/10/13 6:47
106,Gregorian Quad A,408,2,4/10/13 6:47
107,Fake Building,1,1,4/10/13 6:48
108,Minden,301,3,4/10/13 6:48
109,315 Thayer,240,6,4/10/13 6:49
109,Minden,715,3,4/10/13 6:49
110,Grad Center D,333,1,4/10/13 6:49
111,Young Orchard #4,220,4,4/10/13 6:49
112,Young Orchard #2,430,4,4/10/13 6:50
113,Young Orchard #4,310,4,4/10/13 6:50
114,Grad center A,614,1,4/10/13 6:52
114,Grad center A,615,1,4/10/13 6:52
114,Gregorian Quad B,307,5,4/10/13 6:52
114,Gregorian Quad B,310,4,4/10/13 6:52
115,Grad Center D,342,1,4/10/13 6:52
116,No Show,,,4/10/13 6:52
116,No Show,,,4/10/13 6:54
117,Drop to 162,,,4/10/13 6:54
118,315 Thayer,340,6,4/10/13 6:54
119,Minden,207,2,4/10/13 6:55
120,Young Orchard #2,240,4,4/10/13 6:55
121,Minden,707,2,4/10/13 6:55
122,Grad Center D,612,1,4/10/13 6:56
122,Young Orchard #4,320,4,4/10/13 6:56
123,Minden,215,3,4/10/13 6:57
123,Minden,307,2,4/10/13 6:57
124,Minden,415,3,4/10/13 6:57
125,Young Orchard #10,210,4,4/10/13 6:57
126,Gregorian Quad A,208,5,4/10/13 6:57
127,Young Orchard #4,420,4,4/10/13 6:58
128,Young Orchard #2,440,4,4/10/13 6:58
129,Drop to 134,,,4/10/13 6:58
130,Grad Center D,441,1,4/10/13 6:59
130,Grad Center D,444,1,4/10/13 6:59
131,Minden,814,2,4/10/13 6:59
132,Hegeman,C209,3,4/10/13 7:02
133,Grad center A,643,1,4/10/13 7:03
134,315 Thayer,140,6,4/10/13 7:03
135,Grad Center D,315,1,4/10/13 7:03
136,Grad Center D,211,1,4/10/13 7:03
136,Grad Center D,213,1,4/10/13 7:04
137,Minden,812,2,4/10/13 7:04
138,Minden,607,2,4/10/13 7:04
139,Grad Center D,343,1,4/10/13 7:04
140,Young Orchard #4,410,4,4/10/13 7:04
141,Grad Center D,421,1,4/10/13 7:05
142,No Show,,,4/10/13 7:05
143,Fake Building,160,1,4/10/13 7:05
144,Young Orchard #10,320,4,4/10/13 7:06
145,Hegeman,C307,3,4/10/13 7:06
